Activity,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS
6.37,313.9559999999999,53.51751404340992,690.0606841872101,79.89135147578962,538.58197084,32.514722410009895,5037.869539088423,129.42879999999997,177.94569187204294,1848.1658432351685,103.94848537465445,330.62922011513666,151.23736019322632,7284.275199999997,1209.6938110896965,21.070702411277548,19189.361999999997,65.5316645716761
6.7,225.41999999999996,48.27651832589877,495.64730487500003,68.05736267898266,245.00578216,29.80062328878374,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,268.13718967640284,72.9021049021589,5268.265199999999,1079.5427277204933,20.210351997433982,11825.761999999999,62.895624578552926
2.7,223.38,50.8416677914314,268.09988684375,26.980444358077946,191.53701944,32.237751982109415,3054.0234077924156,107.4246,84.05630868818044,654.6577929375,43.69684029735141,152.49627499743224,61.33693720619342,3927.475500000001,926.0197891913127,22.052551960385305,9560.108,19.693317693691252
2.87,236.385,51.6441609207177,322.0510172500001,27.779807506558143,201.35714055999998,32.88700593106645,3270.4979080361754,113.9271,98.02277348716156,792.513849125,44.19107807047381,179.00551269417275,62.51670952531182,4431.478,973.3281548424735,22.239416663542077,10568.113,19.951691409703784
4.96,238.42499999999995,49.050505516529704,569.4400800000001,68.55106704106494,260.24555816,30.50179756424201,3710.545956333448,109.92129999999999,166.138285959921,1399.5618880000002,51.461518398282365,304.81551060752173,75.39910408071142,5772.2676999999985,1114.9846323233883,20.432279872959747,12833.766999999998,62.94270230227651
2.74,225.41999999999996,48.27651832589877,495.64730487500003,68.05736267898266,245.00578216,29.80062328878374,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,268.13718967640284,72.9021049021589,5268.265199999999,1079.5427277204933,20.210351997433982,11825.761999999999,62.895624578552926
2.96,262.395,52.58890661196682,420.89076131249993,30.183247677702344,233.80466055999997,34.1485017476609,3638.1783582627586,126.93209999999999,121.36000803108925,1033.3052710625002,46.3636496235388,219.5437638931178,67.3252764329194,5439.482999999999,1056.169750133596,22.604004990912365,12584.123,20.885643775381038
2.98,275.4,52.85268849591541,465.0185349472658,31.351156246550524,250.77176231999997,34.76208678805114,3775.23719076782,133.4346,130.66199752293383,1136.103819761719,47.05868033921529,234.27530129197027,69.3760171738867,5943.485499999999,1093.1189070353041,22.781969850914958,13592.127999999999,21.341192735168484
3.26,366.4349999999999,57.92729620347919,670.9877739055405,51.59277099995083,543.25707324,36.54107547144719,5191.660798518043,152.94209999999995,169.16327509368492,1860.1639068105317,103.33701369553043,323.5304200703904,149.88494870834913,7455.492999999998,1191.198441279818,23.29984333283908,20648.162999999997,34.681583716637356
3.35,214.76099999999997,48.08112403824545,381.0150227421876,26.995201522263994,197.24572863999998,29.780768152450328,3266.7799663136175,99.5015,121.04081199349312,964.8382893906253,43.41675644639923,231.65549238833066,61.77424734199726,4410.7978,976.7679129056453,20.387858001464778,10421.289999999999,19.112253753329828
3.38,253.77599999999995,50.023166515181856,536.2325658671874,30.196439655062452,239.41070807999995,31.83931014485081,3818.525126209791,119.00899999999999,153.37281275576655,1351.1966441406255,46.09480754988029,288.82190443966397,67.77818955287671,5922.805299999999,1095.848899115494,21.028939669036234,13445.305,20.371573844756206
3.89,266.78099999999995,50.3144667804951,580.5732225625002,31.363856992785948,256.37780984,32.49652561044026,3949.330097563446,125.51149999999998,161.28230624319806,1454.64867925,46.7977874666965,300.313605114971,69.81562784368623,6426.807799999999,1130.2915857533676,21.234175598623825,14453.31,20.849618462369687
3.22,303.2969999999999,53.358687733155605,579.6673465333254,49.795223978181035,490.82191731999995,32.49652561044026,4879.338138227151,125.51149999999998,157.82616760210936,1618.8048157693486,102.5709089196309,312.2386810619441,146.19876830438946,6426.807799999998,1130.2915857533676,21.23417559862383,17784.89,34.08345978185739
3.72,316.3019999999999,54.0887817107883,631.962145426941,50.232834464912486,500.53937676,33.1407103575044,5017.672593771239,132.01399999999998,166.5949013168648,1751.5948545962522,102.6579866249764,323.8398506140436,146.72356411020505,6930.810299999997,1162.754116548992,21.435519057835872,18792.894999999997,34.17063116042957
4.28,342.3119999999999,54.95205915376767,728.4108767431335,51.60085652052105,532.98689676,34.39290181854389,5264.714945592544,145.01899999999995,181.73092041830697,1985.1049298107296,103.07842663930343,342.3764105329148,148.8351611619915,7938.815299999997,1222.735992833348,21.82723356024138,20808.905,34.500968411276254
4.77,255.96899999999994,49.47148394581421,572.0425914931641,69.14547188958034,269.3692276,31.187211496060364,3643.93282726109,116.42379999999999,160.99562615912632,1392.3549854101564,50.44014474062066,290.2075674633797,74.67762571607261,6276.270199999998,1148.3061461383586,20.649488719071464,13349.667999999998,63.0053714858271
2.96,130.81499999999997,37.50220281618735,233.2437556875,66.31741695436637,164.95627296,24.043104549537688,2727.3364921229463,69.33859999999999,82.667864670593,462.90594600000003,43.55709468754718,119.06929571762963,59.32319258469782,3884.8801000000003,995.0915662607708,17.389834514517673,7684.635,62.6969993107102
3.19,225.41999999999996,48.27651832589877,488.4844119375001,68.05736267898264,245.00578215999997,29.80062328878374,3499.148492708619,103.41879999999999,145.66501969171293,1178.0660585000003,50.119806475739516,257.21956100787224,72.90125023098373,5268.265199999999,1079.5427277204933,20.210351997433982,11825.761999999999,62.895624578552926
3.48,277.89899999999994,53.55611267954138,475.35818271875,30.18262072192864,249.68088455999998,34.1485017476609,3717.1565111007903,126.93209999999999,136.64135706597216,1215.7508955625,47.35633232503845,254.4351433857517,70.05337700820817,5439.482999999999,1056.169750133596,22.604004990912365,13284.562999999998,20.879563521739176
5.31,303.9089999999999,54.436233474934134,574.9023368671877,32.40835276461758,281.87827496,35.3650276984198,4044.4329303477766,139.9371,155.98150446186267,1459.351733640625,49.609415848885,287.5026955992919,74.66000507740327,6447.4879999999985,1127.7260059278133,22.957196920035898,15300.572999999999,21.73718563014107
5.62,308.9069999999999,54.8541518148425,577.0694148750001,31.565339535686544,271.96930488,35.96956836577275,3886.413553870265,142.6762,156.55558951435958,1464.6196832500002,47.838923829011776,288.4457333251809,71.99693381047052,6186.8454999999985,1097.1248148797756,23.278009029568086,14685.443000000001,21.31482198842864
4.32,283.6997999999999,54.46917902125624,435.3539005136719,39.3035377406941,291.42675904,35.87303067110444,3986.571553251676,137.05929999999998,127.57707194979496,1123.9330681289066,58.4318006809953,241.35562808896825,82.7925786351545,5770.810999999999,1118.7730979405133,23.5385225447577,14357.321399999997,30.71518325305349
7.92,668.7629999999999,69.45726764280516,1391.3001648454601,60.70045236520145,819.8413183599998,49.76626913804169,6511.800545686885,287.6951999999999,251.57078758149916,3656.7194939480746,106.28581221815412,404.2118826638489,165.64346841460736,14125.660800000001,1465.6928091013122,28.443887838160077,36010.248999999996,37.091674165474096
6.41,614.244,68.78147191715351,1225.534900048423,58.53318913549234,753.8486067599998,47.58599431145682,6225.511424680947,258.94609999999994,232.2242560961422,3275.138915977901,105.758960625551,380.85042181486386,162.33854436949946,12370.2933,1401.0522405142372,27.762678649961813,32285.793999999998,36.57706435723219
9.6,848.3340000000004,76.31664935997044,1985.9853793033124,84.50674547872296,1417.3355386799992,51.838710604238614,8363.328399733147,323.9710999999999,331.91902746739646,5770.015192986763,150.31976990161306,576.2307581331216,254.87135532163518,17410.318300000006,1591.4191036771078,28.904145582868434,50429.884,48.97382022713539
8.46,733.7880000000001,70.81711893956812,1678.54553732804,62.674004540602176,895.8798556399997,51.43745297854474,6989.493138851916,313.70519999999993,290.12683048946565,4415.175079316972,107.13737115960787,461.94984200654704,170.03257440735416,16141.670800000004,1541.196908380198,28.88996379025341,41050.27399999999,37.554341242065156
7.82,720.7830000000001,71.22589421152014,1690.087800094449,61.7162300106627,878.2108880399998,50.1808917030178,6951.802388707047,297.96109999999993,296.38314798760183,4534.078908423103,107.19946203859593,476.60073483262187,169.78308982363728,15394.308300000002,1520.9429226251582,28.458517592346503,40042.269,37.33221820732259
7.92,518.0579999999999,62.42598066972487,1209.4335445196587,42.539430620492325,499.16309688,45.0275842234513,5532.94728671379,238.01799999999994,246.03757209230736,3052.751063492891,58.174816716383546,408.0273866243868,97.4552256082092,11845.6106,1380.6830954997342,26.494803745988076,28206.18,25.57052973954584
7.0,593.5889999999999,66.20827955757666,1410.3136066723541,58.6624989656838,775.0703179599998,45.48542282083349,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,450.2820381972007,164.22765978167658,13114.258100000001,1442.5126088886118,26.51166308567721,34561.774999999994,36.44256914503116
6.66,593.5889999999999,66.20827955757666,1410.3136066723541,58.6624989656838,775.0703179599998,45.48542282083349,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,450.2820381972007,164.22765978167658,13114.258100000001,1442.5126088886118,26.51166308567721,34561.774999999994,36.44256914503116
7.44,524.8277999999999,62.56580792365542,1029.1806927993898,62.91428004223864,750.9373905199998,43.840096730504605,6256.7553457102085,230.83339999999993,205.24682836943217,2714.339094416475,107.45108427987142,353.8220334576642,164.85063395836005,12566.2035,1454.8102398489439,25.915577641248014,31701.7424,40.62837602480082
9.31,615.8628000000001,64.51774330082581,1369.4446423203522,66.0991416479872,865.8406989999997,46.64385403072951,6912.569503179391,269.8483999999999,252.14665399725098,3560.048427452327,108.78526660375515,415.4648590908741,171.6216041363849,15590.218500000003,1566.9281716382966,26.709738835167403,38757.777400000006,41.30496063865352
9.88,654.8778000000001,67.30211669017416,1444.2449726351385,76.44527825584176,1090.9926908799996,46.64385403072951,7477.44674180203,269.8483999999999,266.29450462350235,4006.7251764907173,131.27577994057862,464.2773343192603,214.0859856961732,15590.218500000003,1566.9281716382966,26.709738835167403,41781.7924,46.537330673888626
9.05,667.8828000000001,67.46359373330417,1453.2255587250033,76.91389422747474,1108.1711257599998,47.09492143628654,7545.083422766828,276.3508999999999,261.669333436164,3978.4659887121907,131.39990308135216,441.9833973222395,214.75654665156222,16094.221000000003,1584.1200136201023,26.837589613902626,42789.797399999996,46.630912828304666
9.28,668.1888000000001,67.48716417439292,1685.1705229541794,98.36270887971772,1188.3544515999997,47.11641730649733,7578.4572531434,276.5048,317.2605203329924,4622.416808181207,145.49562162002235,551.1272916514496,234.03283737351546,16187.043400000006,1595.2739671823515,26.846836616044296,42967.60140000001,69.03779619004821
9.28,551.1437999999998,63.22928489047573,1289.6630837923212,87.7352154449711,832.2045363199998,44.81678534377495,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,427.37750906664076,174.30319039691003,13667.030900000003,1506.5904573014693,26.195381293794885,33895.55640000001,66.30712220502913
8.72,551.1437999999998,63.22928489047573,1289.6630837923212,87.7352154449711,832.2045363199998,44.81678534377495,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,427.37750906664076,174.30319039691003,13667.030900000003,1506.5904573014693,26.195381293794885,33895.55640000001,66.30712220502913
8.59,577.4597999999999,64.29191330995288,1683.929838236593,107.04196884254202,909.5143129199997,45.77263828708152,6750.524447805132,257.15119999999996,349.5903096988002,4324.797206435185,115.00762751550644,630.0451460416338,183.70208399564677,14767.858300000004,1555.0368648873568,26.469331933337433,36089.37040000001,80.22110932104738
9.06,542.3717999999999,63.306605735919675,1071.3822397586594,62.732360139299495,755.0170001199998,45.409119902283955,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,363.51825320764794,164.91334790722485,12698.2236,1455.1725479677839,26.713221844050675,32217.6434,40.56110837773718
7.8,542.3717999999999,63.306605735919675,1071.3822397586594,62.732360139299495,755.0170001199998,45.409119902283955,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,363.51825320764794,164.91334790722485,12698.2236,1455.1725479677839,26.713221844050675,32217.6434,40.56110837773718
9.2,590.4647999999999,64.60550454311881,1747.4594856401577,106.95324243260687,923.7941792399997,45.77263828708152,6869.010489216207,257.1511999999999,361.2324254475325,4559.937627702859,115.72116800009952,644.474101429146,185.71756093606106,14767.858300000004,1555.0368648873566,26.469331933337436,37097.37539999999,80.20809022046632
8.97,602.8578000000001,66.1105816318643,1238.0754692475111,76.39075256128845,1048.4343766799996,45.26368964291357,7082.992927247336,250.34089999999995,239.9183590926497,3465.656892241671,133.919009417383,443.3217524415548,215.56483107929532,14078.211000000001,1512.9463485867318,26.318649161100172,37749.7724,47.00723635069935
9.53,563.8428,63.1227330969079,1161.0154377060258,64.6050021755245,802.2954274799997,45.26368964291357,6495.783993957025,250.34089999999992,223.3181615842301,2998.4774184521943,107.90313337163414,376.61760305395956,167.5252963643779,14078.211000000001,1512.9463485867318,26.318649161100172,34725.7574,40.99416209059752
9.53,628.8678000000001,67.48652512614598,1414.6892042217871,76.04844587442685,1072.5243897599996,45.72837309964133,7353.779409162563,256.8433999999999,273.5162612784566,4063.0266750370706,134.57356334607618,524.7356782362734,217.3112454810386,14582.213500000002,1531.3648134380073,26.450299516134145,39765.782400000004,46.695070878576416
2.46,275.553,53.83820455161984,605.437357421875,68.9631451691091,260.50611903999993,34.79120337915893,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,331.28582532267495,75.12605964828091,6036.307899999998,1116.2172010488825,22.794799373923777,13681.029999999997,63.02255631005914
4.11,275.553,53.83820455161984,605.437357421875,68.9631451691091,260.50611903999993,34.79120337915893,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,331.28582532267495,75.12605964828091,6036.307899999998,1116.2172010488825,22.794799373923777,13681.029999999997,63.02255631005914
4.72,184.05899999999997,45.898266690101835,446.4902790000001,91.07509722600032,225.68027751999998,28.381988841693246,3043.241115331153,90.5677,145.94462225769115,1019.3342310000002,52.513489431451745,255.7308911309613,74.00374386016615,4353.0826,1028.078766634659,19.768318297709683,9198.214,78.75785856736772
5.1,197.06400000000002,46.759766695785025,516.3649726875001,91.31509547751399,230.96714136,29.117345292110677,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,290.0680606530752,74.09043529560374,4857.085099999999,1066.9654194854202,20.000110085202813,10206.219,78.77422271920781
3.27,197.06400000000002,46.759766695785025,516.3649726875001,91.31509547751399,230.96714136,29.117345292110677,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,290.0680606530752,74.09043529560374,4857.085099999999,1066.9654194854202,20.000110085202813,10206.219,78.77422271920781
2.14,210.06900000000002,48.31090636938541,601.6709747500001,91.67803911061961,238.86575296,29.83458233510233,3592.6577107539065,103.5727,184.11928964110535,1426.2952910000004,54.35929654726874,347.4576026349801,75.68802660572487,5361.087599999999,1103.2070669275263,20.226650198353994,11214.224,78.80570298289634
4.17,197.06399999999996,46.24369100208818,473.65562449999993,91.46879190383741,242.62007943999998,29.117345292110677,3205.83695250819,97.0702,147.19932243940082,1069.09831325,52.63439956348884,249.63984547522483,75.57958949849596,4857.085099999999,1066.9654194854202,20.000110085202813,10206.219,78.79058515766033
3.64,300.441,53.90666904354346,613.3694396203613,73.57516001589406,392.52795936,33.183941835924195,4230.372944513875,128.40449999999998,163.5118227335777,1577.4817566376955,76.17281127544682,292.62353973135026,109.93421695046595,6258.987699999998,1122.6605827417043,21.622075620274323,15635.527,64.04982164178594
6.12,370.97399999999993,57.90751261259404,926.0292705328521,82.66197112538774,655.42243116,34.42233069113711,5652.032170721873,145.17289999999997,227.72181769614593,2682.665950360168,116.61333831949077,466.5725267080365,173.34355982532009,8031.637699999997,1241.3061181865776,21.84120889357651,22606.252,66.12309375405329
7.19,383.9789999999999,58.453790489045105,997.731950344391,82.92632150093552,660.709295,35.03111982880364,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,480.2669994614236,173.3805878115693,8535.640199999996,1268.4062881363202,22.031660661953218,23614.257,66.14630576440537
6.44,383.9789999999999,58.453790489045105,997.731950344391,82.92632150093552,660.709295,35.03111982880364,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,480.2669994614236,173.3805878115693,8535.640199999996,1268.4062881363202,22.031660661953218,23614.257,66.14630576440537
5.34,383.9789999999999,58.12533743900402,952.4990064070626,83.09553554768473,672.3622330799999,35.03111982880364,5741.214308741662,151.67539999999997,228.2057074362125,2729.5439594470977,116.6379089358952,463.7121551914064,174.0221536941616,8535.640199999996,1268.4062881363202,22.031660661953218,23614.257,66.1695087015048
7.46,396.98399999999987,58.662874888800545,1024.0207795120582,83.50037248783107,687.6020090799999,35.62950831417688,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,476.549181265604,175.08288886514003,9039.642699999997,1294.3954281735764,22.218875451713856,24622.261999999995,66.21204761243557
4.48,396.98399999999987,58.662874888800545,1024.0207795120582,83.50037248783107,687.6020090799999,35.62950831417688,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,476.549181265604,175.08288886514003,9039.642699999997,1294.3954281735764,22.218875451713856,24622.261999999995,66.21204761243557
