Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS
8.55,3650.3849024850315,482.51099999999985,623.7953098324994,138.45793535167564,55.508668765596745,659.6263474,5887.248114816845,206.52979999999994,224.18376411110168,2848.7208421904,108.15229549287595,240.52402551,35.96496158590133,160.28132433343328,1328.9556137070222,101.5561951212234
9.22,3733.836316848946,504.28799999999984,815.8655582153875,188.9746288056574,81.96024117338209,734.0889702399999,6169.05951530134,207.85509999999996,302.7899415177045,3798.7249245568237,108.03495815148254,302.45776264,64.51736070064428,166.2883943479743,1389.964470003376,102.5644933517443
8.0,4327.866225232816,619.0026000000001,726.9677232730112,147.2749458896052,69.71204251201577,950.3311864799996,7322.342744794522,243.83839999999995,247.9118616511923,3744.354908849396,129.6800892576781,338.51581983999995,42.71547425024511,206.38168295634296,1494.0681716378788,115.44696345655872
8.11,4245.994731975482,661.1130000000002,859.7767797022084,180.32080332357373,71.1238473795553,1033.2419151199997,7259.780058300045,261.28889999999996,301.21482180546195,4513.931980554596,130.31255857231224,361.25084707999997,43.07840966127201,210.2004699045632,1482.4159567252243,119.2383817359159
7.92,4208.701959855615,612.5610000000001,781.1675900893554,160.70526668026514,71.30593087055681,1017.3534449199997,7136.190148192137,233.71119999999993,268.7571019480117,3989.978754332734,130.69831946298717,351.4167150099999,43.34423583035612,210.85433038283895,1460.127889924978,114.85176787276721
8.15,3673.329393472428,440.5067999999999,530.9691408158914,117.58298842042117,59.931643194833335,668.9364868399998,5863.854551316469,186.48729999999998,187.56046123515668,2333.5438293020256,108.18642583895642,245.84982003000002,39.997661469858066,162.7768453352415,1345.6440279292674,96.78279668215833
5.55,2022.4448637099583,170.90099999999995,222.75514367316921,69.80231540895738,66.69901347796775,186.86191704000004,2784.572969298883,83.9113,96.99224083297173,634.51852475,46.89676520120246,124.93721341999998,62.771937706528256,64.57136466536652,956.113731426241,60.0652486467841
6.07,2174.5479444079765,183.90599999999995,262.28831124236524,78.09989182510638,67.02635098434203,196.68203816000002,3020.421197858835,90.4138,110.30204965320146,774.8945950000001,47.32677369129971,131.46413805999998,62.79769274989507,65.69307603380621,1000.6864127172288,62.27181449098781
6.37,3321.86414980736,313.9559999999999,492.12455270232607,116.45979521903092,79.89135147578962,538.58197084,5037.869539088423,129.42879999999997,177.94569187204294,1848.1658432351685,103.94848537465445,237.61801106000004,65.5316645716761,151.23736019322632,1209.6938110896965,81.14098397234284
6.7,2389.454288194701,225.41999999999996,375.91092316112685,102.488477458879,68.05736267898266,245.00578216,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,148.16205853999998,62.895624578552926,72.9021049021589,1079.5427277204933,68.39162751389968
2.7,2169.194037976688,223.38,211.4240758782761,59.0920498409243,26.980444358077946,191.53701944,3054.0234077924156,107.4246,84.05630868818044,654.6577929375,43.69684029735141,79.09121726999999,19.693317693691252,61.33693720619342,926.0197891913127,70.88264314343814
2.87,2303.1622874137324,236.385,250.05974984728348,68.6324938196261,27.779807506558143,201.35714055999998,3270.4979080361754,113.9271,98.02277348716156,792.513849125,44.19107807047381,85.61814190999999,19.951691409703784,62.51670952531182,973.3281548424735,72.76189857336048
4.96,2530.4588124896004,238.42499999999995,428.44481789443364,114.5039223167868,68.55106704106494,260.24555816,3710.545956333448,109.92129999999999,166.138285959921,1399.5618880000002,51.461518398282365,156.34935581999997,62.94270230227651,75.39910408071142,1114.9846323233883,70.22186092307722
2.74,2389.454288194701,225.41999999999996,375.91092316112685,102.488477458879,68.05736267898266,245.00578216,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,148.16205853999998,62.895624578552926,72.9021049021589,1079.5427277204933,68.39162751389968
2.96,2509.403606865237,262.395,310.30269407516727,84.26822936537289,30.183247677702344,233.80466055999997,3638.1783582627586,126.93209999999999,121.36000803108925,1033.3052710625002,46.3636496235388,102.28285374999999,20.885643775381038,67.3252764329194,1056.169750133596,75.61163234912998
2.98,2562.4884972759487,275.4,332.832286201804,90.20954557794674,31.351156246550524,250.77176231999997,3775.23719076782,133.4346,130.66199752293383,1136.103819761719,47.05868033921529,110.76026830999999,21.341192735168484,69.3760171738867,1093.1189070353041,76.72189369078424
3.26,3379.303457356439,366.4349999999999,482.1569669461345,111.19002639953064,51.59277099995083,543.25707324,5191.660798518043,152.94209999999995,169.16327509368492,1860.1639068105317,103.33701369553043,191.77201491,34.681583716637356,149.88494870834913,1191.198441279818,89.44481138668691
3.35,2286.492847393357,214.76099999999997,318.6058564011808,86.38697580945892,26.995201522263994,197.24572863999998,3266.7799663136175,99.5015,121.04081199349312,964.8382893906253,43.41675644639923,84.28270183,19.112253753329828,61.77424734199726,976.7679129056453,67.50674099673306
3.38,2598.6653853654225,253.77599999999995,407.37799897858184,105.86531739014914,30.196439655062452,239.41070807999995,3818.525126209791,119.00899999999999,153.37281275576655,1351.1966441406255,46.09480754988029,107.47433830999998,20.371573844756206,67.77818955287671,1095.848899115494,72.45640018314461
3.89,2648.2677968530515,266.78099999999995,426.7504136739306,110.31326901214473,31.363856992785948,256.37780984,3949.330097563446,125.51149999999998,161.28230624319806,1454.64867925,46.7977874666965,115.95175286999998,20.849618462369687,69.81562784368623,1130.2915857533676,73.61426459932883
3.22,3270.049566730981,303.2969999999999,454.818573303691,106.16046935973073,49.795223978181035,490.82191731999995,4879.338138227151,125.51149999999998,157.82616760210936,1618.8048157693486,102.5709089196309,173.73865435,34.08345978185739,146.19876830438946,1130.2915857533676,80.39654623178782
3.72,3331.5521490827355,316.3019999999999,477.3925927247277,110.80368319937297,50.232834464912486,500.53937676,5017.672593771239,132.01399999999998,166.5949013168648,1751.5948545962522,102.6579866249764,180.26557899,34.17063116042957,146.72356411020505,1162.754116548992,82.05820757852317
4.28,3435.906182311889,342.3119999999999,513.8852313145782,118.64716374405144,51.60085652052105,532.98689676,5264.714945592544,145.01899999999995,181.73092041830697,1985.1049298107296,103.07842663930343,196.93029083000002,34.500968411276254,148.8351611619915,1222.735992833348,84.59535739920955
4.77,2429.1079210219814,255.96899999999994,411.946729436374,109.59026150345052,69.14547188958034,269.3692276,3643.93282726109,116.42379999999999,160.99562615912632,1392.3549854101564,50.44014474062066,165.16234509999995,63.0053714858271,74.67762571607261,1148.3061461383586,71.99896889886686
2.96,1971.998800906446,130.81499999999997,164.5088636724865,59.91896407419241,66.31741695436637,164.95627296,2727.3364921229463,69.33859999999999,82.667864670593,462.90594600000003,43.55709468754718,121.24517936999999,62.6969993107102,59.32319258469782,995.0915662607708,48.50487445092503
3.19,2389.454288194701,225.41999999999996,363.75611121682203,100.47456690039236,68.05736267898264,245.00578215999997,3499.148492708619,103.41879999999999,145.66501969171293,1178.0660585000003,50.119806475739516,148.16205854,62.895624578552926,72.90125023098373,1079.5427277204933,68.39162751389968
3.48,2497.4442679333442,277.89899999999994,360.4035864030962,94.59301293782798,30.18262072192864,249.68088455999998,3717.1565111007903,126.93209999999999,136.64135706597216,1215.7508955625,47.35633232503845,102.31606238999998,20.879563521739176,70.05337700820817,1056.169750133596,78.06362608795469
5.31,2675.957377334459,303.9089999999999,412.18613063213184,106.07710621825484,32.40835276461758,281.87827496,4044.4329303477766,139.9371,155.98150446186267,1459.351733640625,49.609415848885,118.98077422999998,21.73718563014107,74.66000507740327,1127.7260059278133,80.72641934645682
5.62,2577.785552694551,308.9069999999999,413.59051181184145,106.45074324926094,31.565339535686544,271.96930488,3886.413553870265,142.6762,156.55558951435958,1464.6196832500002,47.838923829011776,115.24238862999997,21.31482198842864,71.99693381047052,1097.1248148797756,81.68457632564423
4.32,2709.6563025648984,283.6997999999999,338.35839195601795,89.59022484086381,39.3035377406941,291.42675904,3986.571553251676,137.05929999999998,127.57707194979496,1123.9330681289066,58.4318006809953,120.21919043,30.71518325305349,82.7925786351545,1118.7730979405133,78.90166025325449
7.92,3810.7356328001256,668.7629999999999,677.9362269770118,147.4641919748979,60.70045236520145,819.8413183599998,6511.800545686885,287.6951999999999,251.57078758149916,3656.7194939480746,106.28581221815412,313.72852255,37.091674165474096,165.64346841460736,1465.6928091013122,118.80551528864306
6.41,3725.979965129382,614.244,633.5067930159504,137.53297430622882,58.53318913549234,753.8486067599998,6225.511424680947,258.94609999999994,232.2242560961422,3275.138915977901,105.758960625551,281.6777791,36.57706435723219,162.33854436949946,1401.0522405142372,115.69943223715491
9.6,4716.672265789521,848.3340000000004,985.1636484878428,190.13598200195145,84.50674547872296,1417.3355386799992,8363.328399733147,323.9710999999999,331.91902746739646,5770.015192986763,150.31976990161306,479.22713645999977,48.97382022713539,254.87135532163518,1591.4191036771078,136.6085242215873
8.46,3994.784955636237,733.7880000000001,783.038400364614,168.3734353935773,62.674004540602176,895.8798556399997,6989.493138851916,313.70519999999993,290.12683048946565,4415.175079316972,107.13737115960787,344.73435471,37.554341242065156,170.03257440735416,1541.196908380198,123.4112854361383
7.82,3989.5351990037357,720.7830000000001,810.0901971454301,172.13900839010495,61.7162300106627,878.2108880399998,6951.802388707047,297.96109999999993,296.38314798760183,4534.078908423103,107.19946203859593,329.3815317399999,37.33221820732259,169.78308982363728,1520.9429226251582,123.69959322487685
7.92,3296.870383458111,518.0579999999999,646.5352962399834,151.65109977514666,42.539430620492325,499.16309688,5532.94728671379,238.01799999999994,246.03757209230736,3052.751063492891,58.174816716383546,214.16926478,25.57052973954584,97.4552256082092,1380.6830954997342,102.28054132385104
7.0,3884.1196457535393,593.5889999999999,742.1029138688937,161.70528775600363,58.6624989656838,775.0703179599998,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,288.27239433000005,36.44256914503116,164.22765978167658,1442.5126088886118,111.53025459712714
6.66,3884.1196457535393,593.5889999999999,742.1029138688937,161.70528775600363,58.6624989656838,775.0703179599998,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,288.27239433000005,36.44256914503116,164.22765978167658,1442.5126088886118,111.53025459712714
7.44,3764.2572484164343,524.8277999999999,564.2435538576684,125.14808111134744,62.91428004223864,750.9373905199998,6256.7553457102085,230.83339999999993,205.24682836943217,2714.339094416475,107.45108427987142,290.42843264,40.62837602480082,164.85063395836005,1454.8102398489439,102.9417041952386
9.31,4007.2446975115026,615.8628000000001,680.2309606612748,150.54501324959065,66.0991416479872,865.8406989999997,6912.569503179391,269.8483999999999,252.14665399725098,3560.048427452327,108.78526660375515,340.04946655999987,41.30496063865352,171.6216041363849,1566.9281716382966,109.70232301606016
9.88,4331.156498746647,654.8778000000001,763.0157215678995,158.95563241367492,76.44527825584176,1090.9926908799996,7477.44674180203,269.8483999999999,266.29450462350235,4006.7251764907173,131.27577994057862,396.2921883599999,46.537330673888626,214.0859856961732,1566.9281716382966,115.70496910297327
9.05,4349.280038800448,667.8828000000001,737.2972031806104,154.1673853020186,76.91389422747474,1108.1711257599998,7545.083422766828,276.3508999999999,261.669333436164,3978.4659887121907,131.39990308135216,404.76960291999995,46.630912828304666,214.75654665156222,1584.1200136201023,116.43354284792677
9.28,4369.68747414438,668.1888000000001,890.8234423128991,193.64440998355815,98.36270887971772,1188.3544515999997,7578.4572531434,276.5048,317.2605203329924,4622.416808181207,145.49562162002235,460.06103112999983,69.03779619004821,234.03283737351546,1595.2739671823515,116.48067960447348
9.28,3861.272028897744,551.1437999999998,683.413490783428,157.49473110969808,87.7352154449711,832.2045363199998,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,358.0499013299999,66.30712220502913,174.30319039691003,1506.5904573014693,105.01339771010174
8.72,3861.272028897744,551.1437999999998,683.413490783428,157.49473110969808,87.7352154449711,832.2045363199998,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,358.0499013299999,66.30712220502913,174.30319039691003,1506.5904573014693,105.01339771010174
8.59,4012.6605387847835,577.4597999999999,935.4978412729282,228.05117570998667,107.04196884254202,909.5143129199997,6750.524447805132,257.15119999999996,349.5903096988002,4324.797206435185,115.00762751550644,426.9015129399999,80.22110932104738,183.70208399564677,1555.0368648873568,107.44858964462959
9.06,3788.1434077507865,542.3717999999999,581.8011602008021,128.7333540446334,62.732360139299495,755.0170001199998,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,291.33484724,40.56110837773718,164.91334790722485,1455.1725479677839,104.78096272997306
7.8,3788.1434077507865,542.3717999999999,581.8011602008021,128.7333540446334,62.732360139299495,755.0170001199998,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,291.33484724,40.56110837773718,164.91334790722485,1455.1725479677839,104.78096272997306
9.2,4053.676787936957,590.4647999999999,969.6630738533865,233.33017053666998,106.95324243260687,923.7941792399997,6869.010489216207,257.1511999999999,361.2324254475325,4559.937627702859,115.72116800009952,425.82529365999983,80.20809022046632,185.71756093606106,1555.0368648873566,108.63187478415348
8.97,4170.266482776811,602.8578000000001,702.6403923322246,146.87856790648476,76.39075256128845,1048.4343766799996,7082.992927247336,250.34089999999995,239.9183590926497,3465.656892241671,133.919009417383,378.3049423199999,47.00723635069935,215.56483107929532,1512.9463485867318,111.68560554126928
9.53,3835.1939476390567,563.8428,601.6500701784282,135.8378095742703,64.6050021755245,802.2954274799997,6495.783993957025,250.34089999999992,223.3181615842301,2998.4774184521943,107.90313337163414,315.8606763199999,40.99416209059752,167.5252963643779,1512.9463485867318,105.37734356881465
9.53,4311.9028594301535,628.8678000000001,827.3884960185559,167.88065131565986,76.04844587442685,1072.5243897599996,7353.779409162563,256.8433999999999,273.5162612784566,4063.0266750370706,134.57356334607618,381.8239169999999,46.695070878576416,217.3112454810386,1531.3648134380073,114.74512770754147
2.46,2770.1741608536377,275.553,452.4384270034024,121.26511938006665,68.9631451691091,260.50611903999993,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,162.00832547,63.02255631005914,75.12605964828091,1116.2172010488825,77.84834688996291
4.11,2770.1741608536377,275.553,452.4384270034024,121.26511938006665,68.9631451691091,260.50611903999993,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,162.00832547,63.02255631005914,75.12605964828091,1116.2172010488825,77.84834688996291
4.72,2187.0593057596316,184.05899999999997,348.42201199555603,103.78854413275127,91.07509722600032,225.68027751999998,3043.241115331153,90.5677,145.94462225769115,1019.3342310000002,52.513489431451745,185.00716542,78.75785856736772,74.00374386016615,1028.078766634659,62.29586849864122
5.1,2362.9782495927457,197.06400000000002,398.09197780069553,114.96471162556757,91.31509547751399,230.96714136,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,191.53409006,78.77422271920781,74.09043529560374,1066.9654194854202,64.30758238341727
3.27,2362.9782495927457,197.06400000000002,398.09197780069553,114.96471162556757,91.31509547751399,230.96714136,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,191.53409006,78.77422271920781,74.09043529560374,1066.9654194854202,64.30758238341727
2.14,2635.181326838365,210.06900000000002,470.1352861739464,129.59220518366521,91.67803911061961,238.86575296,3592.6577107539065,103.5727,184.11928964110535,1426.2952910000004,54.35929654726874,199.37690705999998,78.80570298289634,75.68802660572487,1103.2070669275263,66.89334858190311
4.17,2256.2238839775573,197.06399999999996,346.64477234444814,102.79625119488573,91.46879190383741,242.62007943999998,3205.83695250819,97.0702,147.19932243940082,1069.09831325,52.63439956348884,193.48457998,78.79058515766033,75.57958949849596,1066.9654194854202,63.638865931127334
3.64,2835.83885381368,300.441,432.36849416876026,108.33751970595091,73.57516001589406,392.52795936,4230.372944513875,128.40449999999998,163.5118227335777,1577.4817566376955,76.17281127544682,193.92165887,64.04982164178594,109.93421695046595,1122.6605827417043,80.62640309476791
6.12,3676.0584014931546,370.97399999999993,694.2057097702489,147.0569408334065,82.66197112538774,655.42243116,5652.032170721873,145.17289999999997,227.72181769614593,2682.665950360168,116.61333831949077,265.81102523000004,66.12309375405329,173.34355982532009,1241.3061181865776,90.13886067618115
7.19,3742.2701801315548,383.9789999999999,723.1965829054778,153.62407995137758,82.92632150093552,660.709295,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,272.3379498700001,66.14630576440537,173.3805878115693,1268.4062881363202,91.54072385556057
6.44,3742.2701801315548,383.9789999999999,723.1965829054778,153.62407995137758,82.92632150093552,660.709295,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,272.3379498700001,66.14630576440537,173.3805878115693,1268.4062881363202,91.54072385556057
5.34,3701.1507280425826,383.9789999999999,692.039435591315,146.26901669919818,83.09553554768473,672.3622330799999,5741.214308741662,151.67539999999997,228.2057074362125,2729.5439594470977,116.6379089358952,274.28843979000004,66.1695087015048,174.0221536941616,1268.4062881363202,91.07219240251108
7.46,3762.4367994602903,396.98399999999987,720.3377479039287,152.3309282069793,83.50037248783107,687.6020090799999,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,282.47573707000004,66.21204761243557,175.08288886514003,1294.3954281735764,92.45452539762452
4.48,3762.4367994602903,396.98399999999987,720.3377479039287,152.3309282069793,83.50037248783107,687.6020090799999,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,282.47573707000004,66.21204761243557,175.08288886514003,1294.3954281735764,92.45452539762452
