Activity,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS
8.55,160.28132433343328,2189.8304455223374,623.7953098324994,25.442880288293395,1053.9797880480837,240.52402551,482.51099999999985,10350.885599999998,659.6263474,224.18376411110168,3650.3849024850315,206.52979999999994,5887.248114816845,108.15229549287595,27297.403999999995,62.66521148806405,391.3829379994046,55.508668765596745,42.09636548895879,101.5561951212234
9.22,166.2883943479743,2321.238151202674,815.8655582153875,24.870240865683307,1424.0706510176346,302.45776264,504.28799999999984,11319.6929,734.0889702399999,302.7899415177045,3733.836316848946,207.85509999999996,6169.05951530134,108.03495815148254,29983.321999999996,62.38552998024147,513.6592680866952,81.96024117338209,41.456725215940544,102.5644933517443
8.0,206.38168295634296,2561.2683379364935,726.9677232730112,26.185668387590873,1303.2108147501267,338.51581983999995,619.0026000000001,13574.208500000002,950.3311864799996,247.9118616511923,4327.866225232816,243.83839999999995,7322.342744794522,129.6800892576781,38539.4268,68.07917299997499,439.73070707413405,69.71204251201577,44.79418593790941,115.44696345655872
8.11,210.2004699045632,2575.4050380047615,859.7767797022084,26.76992012730529,1601.118572771993,361.25084707999997,661.1130000000002,14122.263100000002,1033.2419151199997,301.21482180546195,4245.994731975482,261.28889999999996,7259.780058300045,130.31255857231224,39294.235,69.30960624897119,517.424678439041,71.1238473795553,46.40569686676412,119.2383817359159
7.92,210.85433038283895,2510.3862637789525,781.1675900893554,25.439040710344518,1394.166947523137,351.4167150099999,612.5610000000001,13242.880500000003,1017.3534449199997,268.7571019480117,4208.701959855615,233.71119999999993,7136.190148192137,130.69831946298717,37377.454,67.52942290783024,473.68183772905587,71.30593087055681,43.425395057730924,114.85176787276721
8.15,162.7768453352415,2182.781837946296,530.9691408158914,24.313891469394264,849.424560977104,245.84982003000002,440.5067999999999,9914.1709,668.9364868399998,187.56046123515668,3673.329393472428,186.48729999999998,5863.854551316469,108.18642583895642,26363.810799999996,60.80658960330297,339.25558801932203,59.931643194833335,39.62962857673537,96.78279668215833
5.55,64.57136466536652,1318.2581580643791,222.75514367316921,19.513477942059566,283.9510423750001,124.93721341999998,170.90099999999995,3756.2577000000006,186.86191704000004,96.99224083297173,2022.4448637099583,83.9113,2784.572969298883,46.89676520120246,8101.306999999999,44.867260801608516,165.01789338712737,66.69901347796775,27.590390168498885,60.0652486467841
6.07,65.69307603380621,1411.319627621447,262.28831124236524,19.751254602611326,339.0041039375001,131.46413805999998,183.90599999999995,4260.2602,196.68203816000002,110.30204965320146,2174.5479444079765,90.4138,3020.421197858835,47.32677369129971,9109.312,45.89053391180466,191.33662181293448,67.02635098434203,28.34628963197829,62.27181449098781
6.37,151.23736019322632,1875.08245454621,492.12455270232607,21.070702411277548,690.0606841872101,237.61801106000004,313.9559999999999,7284.275199999997,538.58197084,177.94569187204294,3321.86414980736,129.42879999999997,5037.869539088423,103.94848537465445,19189.361999999997,53.51751404340992,330.62922011513666,79.89135147578962,32.514722410009895,81.14098397234284
6.7,72.9021049021589,1581.0945991059612,375.91092316112685,20.210351997433982,495.64730487500003,148.16205853999998,225.41999999999996,5268.265199999999,245.00578216,148.20648542226868,2389.454288194701,103.41879999999999,3499.148492708619,50.12069178884418,11825.761999999999,48.27651832589877,268.13718967640284,68.05736267898266,29.80062328878374,68.39162751389968
2.7,61.33693720619342,1292.47117710901,211.4240758782761,22.052551960385305,268.09988684375,79.09121726999999,223.38,3927.475500000001,191.53701944,84.05630868818044,2169.194037976688,107.4246,3054.0234077924156,43.69684029735141,9560.108,50.8416677914314,152.49627499743224,26.980444358077946,32.237751982109415,70.88264314343814
2.87,62.51670952531182,1387.2635883867922,250.05974984728348,22.239416663542077,322.0510172500001,85.61814190999999,236.385,4431.478,201.35714055999998,98.02277348716156,2303.1622874137324,113.9271,3270.4979080361754,44.19107807047381,10568.113,51.6441609207177,179.00551269417275,27.779807506558143,32.88700593106645,72.76189857336048
4.96,75.39910408071142,1659.481440489254,428.44481789443364,20.432279872959747,569.4400800000001,156.34935581999997,238.42499999999995,5772.2676999999985,260.24555816,166.138285959921,2530.4588124896004,109.92129999999999,3710.545956333448,51.461518398282365,12833.766999999998,49.050505516529704,304.81551060752173,68.55106704106494,30.50179756424201,70.22186092307722
2.74,72.9021049021589,1581.0945991059612,375.91092316112685,20.210351997433982,495.64730487500003,148.16205853999998,225.41999999999996,5268.265199999999,245.00578216,148.20648542226868,2389.454288194701,103.41879999999999,3499.148492708619,50.12069178884418,11825.761999999999,48.27651832589877,268.13718967640284,68.05736267898266,29.80062328878374,68.39162751389968
2.96,67.3252764329194,1559.6593550119526,310.30269407516727,22.604004990912365,420.89076131249993,102.28285374999999,262.395,5439.482999999999,233.80466055999997,121.36000803108925,2509.403606865237,126.93209999999999,3638.1783582627586,46.3636496235388,12584.123,52.58890661196682,219.5437638931178,30.183247677702344,34.1485017476609,75.61163234912998
2.98,69.3760171738867,1639.071634701348,332.832286201804,22.781969850914958,465.0185349472658,110.76026830999999,275.4,5943.485499999999,250.77176231999997,130.66199752293383,2562.4884972759487,133.4346,3775.23719076782,47.05868033921529,13592.127999999999,52.85268849591541,234.27530129197027,31.351156246550524,34.76208678805114,76.72189369078424
3.26,149.88494870834913,1857.0437215373527,482.1569669461345,23.29984333283908,670.9877739055405,191.77201491,366.4349999999999,7455.492999999998,543.25707324,169.16327509368492,3379.303457356439,152.94209999999995,5191.660798518043,103.33701369553043,20648.162999999997,57.92729620347919,323.5304200703904,51.59277099995083,36.54107547144719,89.44481138668691
3.35,61.77424734199726,1396.017814949286,318.6058564011808,20.387858001464778,381.0150227421876,84.28270183,214.76099999999997,4410.7978,197.24572863999998,121.04081199349312,2286.492847393357,99.5015,3266.7799663136175,43.41675644639923,10421.289999999999,48.08112403824545,231.65549238833066,26.995201522263994,29.780768152450328,67.50674099673306
3.38,67.77818955287671,1646.4875643850244,407.37799897858184,21.028939669036234,536.2325658671874,107.47433830999998,253.77599999999995,5922.805299999999,239.41070807999995,153.37281275576655,2598.6653853654225,119.00899999999999,3818.525126209791,46.09480754988029,13445.305,50.023166515181856,288.82190443966397,30.196439655062452,31.83931014485081,72.45640018314461
3.89,69.81562784368623,1721.9000608864555,426.7504136739306,21.234175598623825,580.5732225625002,115.95175286999998,266.78099999999995,6426.807799999999,256.37780984,161.28230624319806,2648.2677968530515,125.51149999999998,3949.330097563446,46.7977874666965,14453.31,50.3144667804951,300.313605114971,31.363856992785948,32.49652561044026,73.61426459932883
3.22,146.19876830438946,1721.9000608864558,454.818573303691,21.23417559862383,579.6673465333254,173.73865435,303.2969999999999,6426.807799999998,490.82191731999995,157.82616760210936,3270.049566730981,125.51149999999998,4879.338138227151,102.5709089196309,17784.89,53.358687733155605,312.2386810619441,49.795223978181035,32.49652561044026,80.39654623178782
3.72,146.72356411020505,1794.1455737166452,477.3925927247277,21.435519057835872,631.962145426941,180.26557899,316.3019999999999,6930.810299999997,500.53937676,166.5949013168648,3331.5521490827355,132.01399999999998,5017.672593771239,102.6579866249764,18792.894999999997,54.0887817107883,323.8398506140436,50.232834464912486,33.1407103575044,82.05820757852317
4.28,148.8351611619915,1930.5427681612057,513.8852313145782,21.82723356024138,728.4108767431335,196.93029083000002,342.3119999999999,7938.815299999997,532.98689676,181.73092041830697,3435.906182311889,145.01899999999995,5264.714945592544,103.07842663930343,20808.905,54.95205915376767,342.3764105329148,51.60085652052105,34.39290181854389,84.59535739920955
4.77,74.67762571607261,1734.329026261897,411.946729436374,20.649488719071464,572.0425914931641,165.16234509999995,255.96899999999994,6276.270199999998,269.3692276,160.99562615912632,2429.1079210219814,116.42379999999999,3643.93282726109,50.44014474062066,13349.667999999998,49.47148394581421,290.2075674633797,69.14547188958034,31.187211496060364,71.99896889886686
2.96,59.32319258469782,1383.8965622132057,164.5088636724865,17.389834514517673,233.2437556875,121.24517936999999,130.81499999999997,3884.8801000000003,164.95627296,82.667864670593,1971.998800906446,69.33859999999999,2727.3364921229463,43.55709468754718,7684.635,37.50220281618735,119.06929571762963,66.31741695436637,24.043104549537688,48.50487445092503
3.19,72.90125023098373,1581.0945991059612,363.75611121682203,20.210351997433982,488.4844119375001,148.16205854,225.41999999999996,5268.265199999999,245.00578215999997,145.66501969171293,2389.454288194701,103.41879999999999,3499.148492708619,50.119806475739516,11825.761999999999,48.27651832589877,257.21956100787224,68.05736267898264,29.80062328878374,68.39162751389968
3.48,70.05337700820817,1559.6593550119526,360.4035864030962,22.604004990912365,475.35818271875,102.31606238999998,277.89899999999994,5439.482999999999,249.68088455999998,136.64135706597216,2497.4442679333442,126.93209999999999,3717.1565111007903,47.35633232503845,13284.562999999998,53.55611267954138,254.4351433857517,30.18262072192864,34.1485017476609,78.06362608795469
5.31,74.66000507740327,1714.8102937901906,412.18613063213184,22.957196920035898,574.9023368671877,118.98077422999998,303.9089999999999,6447.4879999999985,281.87827496,155.98150446186267,2675.957377334459,139.9371,4044.4329303477766,49.609415848885,15300.572999999999,54.436233474934134,287.5026955992919,32.40835276461758,35.3650276984198,80.72641934645682
5.62,71.99693381047052,1657.0395026318927,413.59051181184145,23.278009029568086,577.0694148750001,115.24238862999997,308.9069999999999,6186.8454999999985,271.96930488,156.55558951435958,2577.785552694551,142.6762,3886.413553870265,47.838923829011776,14685.443000000001,54.8541518148425,288.4457333251809,31.565339535686544,35.96956836577275,81.68457632564423
4.32,82.7925786351545,1640.3029016685364,338.35839195601795,23.5385225447577,435.3539005136719,120.21919043,283.6997999999999,5770.810999999999,291.42675904,127.57707194979496,2709.6563025648984,137.05929999999998,3986.571553251676,58.4318006809953,14357.321399999997,54.46917902125624,241.35562808896825,39.3035377406941,35.87303067110444,78.90166025325449
7.92,165.64346841460736,2544.1649500341123,677.9362269770118,28.443887838160077,1391.3001648454601,313.72852255,668.7629999999999,14125.660800000001,819.8413183599998,251.57078758149916,3810.7356328001256,287.6951999999999,6511.800545686885,106.28581221815412,36010.248999999996,69.45726764280516,404.2118826638489,60.70045236520145,49.76626913804169,118.80551528864306
6.41,162.33854436949946,2377.287454929111,633.5067930159504,27.762678649961813,1225.534900048423,281.6777791,614.244,12370.2933,753.8486067599998,232.2242560961422,3725.979965129382,258.94609999999994,6225.511424680947,105.758960625551,32285.793999999998,68.78147191715351,380.85042181486386,58.53318913549234,47.58599431145682,115.69943223715491
9.6,254.87135532163518,2862.1112562976696,985.1636484878428,28.904145582868434,1985.9853793033124,479.22713645999977,848.3340000000004,17410.318300000006,1417.3355386799992,331.91902746739646,4716.672265789521,323.9710999999999,8363.328399733147,150.31976990161306,50429.884,76.31664935997044,576.2307581331216,84.50674547872296,51.838710604238614,136.6085242215873
8.46,170.03257440735416,2736.5762136302865,783.038400364614,28.88996379025341,1678.54553732804,344.73435471,733.7880000000001,16141.670800000004,895.8798556399997,290.12683048946565,3994.784955636237,313.70519999999993,6989.493138851916,107.13737115960787,41050.27399999999,70.81711893956812,461.94984200654704,62.674004540602176,51.43745297854474,123.4112854361383
7.82,169.78308982363728,2678.7323052893557,810.0901971454301,28.458517592346503,1690.087800094449,329.3815317399999,720.7830000000001,15394.308300000002,878.2108880399998,296.38314798760183,3989.5351990037357,297.96109999999993,6951.802388707047,107.19946203859593,40042.269,71.22589421152014,476.60073483262187,61.7162300106627,50.1808917030178,123.69959322487685
7.92,97.4552256082092,2328.485043831946,646.5352962399834,26.494803745988076,1209.4335445196587,214.16926478,518.0579999999999,11845.6106,499.16309688,246.03757209230736,3296.870383458111,238.01799999999994,5532.94728671379,58.174816716383546,28206.18,62.42598066972487,408.0273866243868,42.539430620492325,45.0275842234513,102.28054132385104
7.0,164.22765978167658,2474.8078854262217,742.1029138688937,26.51166308567721,1410.3136066723541,288.27239433000005,593.5889999999999,13114.258100000001,775.0703179599998,270.35673587055237,3884.1196457535393,248.28389999999993,6574.506605820585,106.15666232548459,34561.774999999994,66.20827955757666,450.2820381972007,58.6624989656838,45.48542282083349,111.53025459712714
6.66,164.22765978167658,2474.8078854262217,742.1029138688937,26.51166308567721,1410.3136066723541,288.27239433000005,593.5889999999999,13114.258100000001,775.0703179599998,270.35673587055237,3884.1196457535393,248.28389999999993,6574.506605820585,106.15666232548459,34561.774999999994,66.20827955757666,450.2820381972007,58.6624989656838,45.48542282083349,111.53025459712714
7.44,164.85063395836005,2460.093180939183,564.2435538576684,25.915577641248014,1029.1806927993898,290.42843264,524.8277999999999,12566.2035,750.9373905199998,205.24682836943217,3764.2572484164343,230.83339999999993,6256.7553457102085,107.45108427987142,31701.7424,62.56580792365542,353.8220334576642,62.91428004223864,43.840096730504605,102.9417041952386
9.31,171.6216041363849,2752.4842558933856,680.2309606612748,26.709738835167403,1369.4446423203522,340.04946655999987,615.8628000000001,15590.218500000003,865.8406989999997,252.14665399725098,4007.2446975115026,269.8483999999999,6912.569503179391,108.78526660375515,38757.777400000006,64.51774330082581,415.4648590908741,66.0991416479872,46.64385403072951,109.70232301606016
9.88,214.0859856961732,2752.4842558933856,763.0157215678995,26.709738835167403,1444.2449726351385,396.2921883599999,654.8778000000001,15590.218500000003,1090.9926908799996,266.29450462350235,4331.156498746647,269.8483999999999,7477.44674180203,131.27577994057862,41781.7924,67.30211669017416,464.2773343192603,76.44527825584176,46.64385403072951,115.70496910297327
9.05,214.75654665156222,2798.2473262646413,737.2972031806104,26.837589613902626,1453.2255587250033,404.76960291999995,667.8828000000001,16094.221000000003,1108.1711257599998,261.669333436164,4349.280038800448,276.3508999999999,7545.083422766828,131.39990308135216,42789.797399999996,67.46359373330417,441.9833973222395,76.91389422747474,47.09492143628654,116.43354284792677
9.28,234.03283737351546,2816.446260840241,890.8234423128991,26.846836616044296,1685.1705229541794,460.06103112999983,668.1888000000001,16187.043400000006,1188.3544515999997,317.2605203329924,4369.68747414438,276.5048,7578.4572531434,145.49562162002235,42967.60140000001,67.48716417439292,551.1272916514496,98.36270887971772,47.11641730649733,116.48067960447348
9.28,174.30319039691003,2581.1386906111275,683.413490783428,26.195381293794885,1289.6630837923212,358.0499013299999,551.1437999999998,13667.030900000003,832.2045363199998,255.93031831326337,3861.272028897744,243.99229999999997,6485.174064478284,110.96519843812996,33895.55640000001,63.22928489047573,427.37750906664076,87.7352154449711,44.81678534377495,105.01339771010174
8.72,174.30319039691003,2581.1386906111275,683.413490783428,26.195381293794885,1289.6630837923212,358.0499013299999,551.1437999999998,13667.030900000003,832.2045363199998,255.93031831326337,3861.272028897744,243.99229999999997,6485.174064478284,110.96519843812996,33895.55640000001,63.22928489047573,427.37750906664076,87.7352154449711,44.81678534377495,105.01339771010174
8.59,183.70208399564677,2696.7564631304745,935.4978412729282,26.469331933337433,1683.929838236593,426.9015129399999,577.4597999999999,14767.858300000004,909.5143129199997,349.5903096988002,4012.6605387847835,257.15119999999996,6750.524447805132,115.00762751550644,36089.37040000001,64.29191330995288,630.0451460416338,107.04196884254202,45.77263828708152,107.44858964462959
9.06,164.91334790722485,2463.6330420148774,581.8011602008021,26.713221844050675,1071.3822397586594,291.33484724,542.3717999999999,12698.2236,755.0170001199998,211.43612675873882,3788.1434077507865,242.66699999999992,6308.731660522484,107.46331331319762,32217.6434,63.306605735919675,363.51825320764794,62.732360139299495,45.409119902283955,104.78096272997306
7.8,164.91334790722485,2463.6330420148774,581.8011602008021,26.713221844050675,1071.3822397586594,291.33484724,542.3717999999999,12698.2236,755.0170001199998,211.43612675873882,3788.1434077507865,242.66699999999992,6308.731660522484,107.46331331319762,32217.6434,63.306605735919675,363.51825320764794,62.732360139299495,45.409119902283955,104.78096272997306
9.2,185.71756093606106,2696.7564631304745,969.6630738533865,26.469331933337436,1747.4594856401577,425.82529365999983,590.4647999999999,14767.858300000004,923.7941792399997,361.2324254475325,4053.676787936957,257.1511999999999,6869.010489216207,115.72116800009952,37097.37539999999,64.60550454311881,644.474101429146,106.95324243260687,45.77263828708152,108.63187478415348
8.97,215.56483107929532,2610.3857988661784,702.6403923322246,26.318649161100172,1238.0754692475111,378.3049423199999,602.8578000000001,14078.211000000001,1048.4343766799996,239.9183590926497,4170.266482776811,250.34089999999995,7082.992927247336,133.919009417383,37749.7724,66.1105816318643,443.3217524415548,76.39075256128845,45.26368964291357,111.68560554126928
9.53,167.5252963643779,2610.3857988661784,601.6500701784282,26.318649161100172,1161.0154377060258,315.8606763199999,563.8428,14078.211000000001,802.2954274799997,223.3181615842301,3835.1939476390567,250.34089999999992,6495.783993957025,107.90313337163414,34725.7574,63.1227330969079,376.61760305395956,64.6050021755245,45.26368964291357,105.37734356881465
9.53,217.3112454810386,2658.5959713594066,827.3884960185559,26.450299516134145,1414.6892042217871,381.8239169999999,628.8678000000001,14582.213500000002,1072.5243897599996,273.5162612784566,4311.9028594301535,256.8433999999999,7353.779409162563,134.57356334607618,39765.782400000004,67.48652512614598,524.7356782362734,76.04844587442685,45.72837309964133,114.74512770754147
2.46,75.12605964828091,1669.9512762162585,452.4384270034024,22.794799373923777,605.437357421875,162.00832547,275.553,6036.307899999998,260.50611903999993,173.29964574997507,2770.1741608536377,133.58849999999998,3936.5563454189883,52.92797055665478,13681.029999999997,53.83820455161984,331.28582532267495,68.9631451691091,34.79120337915893,77.84834688996291
4.11,75.12605964828091,1669.9512762162585,452.4384270034024,22.794799373923777,605.437357421875,162.00832547,275.553,6036.307899999998,260.50611903999993,173.29964574997507,2770.1741608536377,133.58849999999998,3936.5563454189883,52.92797055665478,13681.029999999997,53.83820455161984,331.28582532267495,68.9631451691091,34.79120337915893,77.84834688996291
4.72,74.00374386016615,1447.0675632337625,348.42201199555603,19.768318297709683,446.4902790000001,185.00716542,184.05899999999997,4353.0826,225.68027751999998,145.94462225769115,2187.0593057596316,90.5677,3043.241115331153,52.513489431451745,9198.214,45.898266690101835,255.7308911309613,91.07509722600032,28.381988841693246,62.29586849864122
5.1,74.09043529560374,1532.326026852494,398.09197780069553,20.000110085202813,516.3649726875001,191.53409006,197.06400000000002,4857.085099999999,230.96714136,162.96304945173685,2362.9782495927457,97.0702,3290.9321531041173,52.730928029156274,10206.219,46.759766695785025,290.0680606530752,91.31509547751399,29.117345292110677,64.30758238341727
3.27,74.09043529560374,1532.326026852494,398.09197780069553,20.000110085202813,516.3649726875001,191.53409006,197.06400000000002,4857.085099999999,230.96714136,162.96304945173685,2362.9782495927457,97.0702,3290.9321531041173,52.730928029156274,10206.219,46.759766695785025,290.0680606530752,91.31509547751399,29.117345292110677,64.30758238341727
2.14,75.68802660572487,1613.0844902161202,470.1352861739464,20.226650198353994,601.6709747500001,199.37690705999998,210.06900000000002,5361.087599999999,238.86575296,184.11928964110535,2635.181326838365,103.5727,3592.6577107539065,54.35929654726874,11214.224,48.31090636938541,347.4576026349801,91.67803911061961,29.83458233510233,66.89334858190311
4.17,75.57958949849596,1532.326026852494,346.64477234444814,20.000110085202813,473.65562449999993,193.48457998,197.06399999999996,4857.085099999999,242.62007943999998,147.19932243940082,2256.2238839775573,97.0702,3205.83695250819,52.63439956348884,10206.219,46.24369100208818,249.63984547522483,91.46879190383741,29.117345292110677,63.638865931127334
3.64,109.93421695046595,1694.7940377899286,432.36849416876026,21.622075620274323,613.3694396203613,193.92165887,300.441,6258.987699999998,392.52795936,163.5118227335777,2835.83885381368,128.40449999999998,4230.372944513875,76.17281127544682,15635.527,53.90666904354346,292.62353973135026,73.57516001589406,33.183941835924195,80.62640309476791
6.12,173.34355982532009,1956.828255354386,694.2057097702489,21.84120889357651,926.0292705328521,265.81102523000004,370.97399999999993,8031.637699999997,655.42243116,227.72181769614593,3676.0584014931546,145.17289999999997,5652.032170721873,116.61333831949077,22606.252,57.90751261259404,466.5725267080365,82.66197112538774,34.42233069113711,90.13886067618115
7.19,173.3805878115693,2020.691797617722,723.1965829054778,22.031660661953218,997.731950344391,272.3379498700001,383.9789999999999,8535.640199999996,660.709295,239.70645776185023,3742.2701801315548,151.67539999999997,5789.161045364648,116.65759859582855,23614.257,58.453790489045105,480.2669994614236,82.92632150093552,35.03111982880364,91.54072385556057
6.44,173.3805878115693,2020.691797617722,723.1965829054778,22.031660661953218,997.731950344391,272.3379498700001,383.9789999999999,8535.640199999996,660.709295,239.70645776185023,3742.2701801315548,151.67539999999997,5789.161045364648,116.65759859582855,23614.257,58.453790489045105,480.2669994614236,82.92632150093552,35.03111982880364,91.54072385556057
5.34,174.0221536941616,2020.691797617722,692.039435591315,22.031660661953218,952.4990064070626,274.28843979000004,383.9789999999999,8535.640199999996,672.3622330799999,228.2057074362125,3701.1507280425826,151.67539999999997,5741.214308741662,116.6379089358952,23614.257,58.12533743900402,463.7121551914064,83.09553554768473,35.03111982880364,91.07219240251108
7.46,175.08288886514003,2082.5978634786384,720.3377479039287,22.218875451713856,1024.0207795120582,282.47573707000004,396.98399999999987,9039.642699999997,687.6020090799999,239.77798627399474,3762.4367994602903,158.17789999999997,5872.448625483028,116.89162581323923,24622.261999999995,58.662874888800545,476.549181265604,83.50037248783107,35.62950831417688,92.45452539762452
4.48,175.08288886514003,2082.5978634786384,720.3377479039287,22.218875451713856,1024.0207795120582,282.47573707000004,396.98399999999987,9039.642699999997,687.6020090799999,239.77798627399474,3762.4367994602903,158.17789999999997,5872.448625483028,116.89162581323923,24622.261999999995,58.662874888800545,476.549181265604,83.50037248783107,35.62950831417688,92.45452539762452
