Activity,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS
6.07,774.8945950000001,19.751254602611326,1411.319627621447,196.68203816000002,4260.2602,262.28831124236524,62.79769274989507,131.46413805999998,62.27181449098781,47.32677369129971,3020.421197858835,339.0041039375001,45.89053391180466,110.30204965320146,65.69307603380621,90.4138,67.02635098434203,28.34628963197829
6.37,1848.1658432351685,21.070702411277548,1875.08245454621,538.58197084,7284.275199999997,492.12455270232607,65.5316645716761,237.61801106000004,81.14098397234284,103.94848537465445,5037.869539088423,690.0606841872101,53.51751404340992,177.94569187204294,151.23736019322632,129.42879999999997,79.89135147578962,32.514722410009895
6.7,1206.5652112500002,20.210351997433982,1581.0945991059612,245.00578216,5268.265199999999,375.91092316112685,62.895624578552926,148.16205853999998,68.39162751389968,50.12069178884418,3499.148492708619,495.64730487500003,48.27651832589877,148.20648542226868,72.9021049021589,103.41879999999999,68.05736267898266,29.80062328878374
2.7,654.6577929375,22.052551960385305,1292.47117710901,191.53701944,3927.475500000001,211.4240758782761,19.693317693691252,79.09121726999999,70.88264314343814,43.69684029735141,3054.0234077924156,268.09988684375,50.8416677914314,84.05630868818044,61.33693720619342,107.4246,26.980444358077946,32.237751982109415
2.87,792.513849125,22.239416663542077,1387.2635883867922,201.35714055999998,4431.478,250.05974984728348,19.951691409703784,85.61814190999999,72.76189857336048,44.19107807047381,3270.4979080361754,322.0510172500001,51.6441609207177,98.02277348716156,62.51670952531182,113.9271,27.779807506558143,32.88700593106645
4.96,1399.5618880000002,20.432279872959747,1659.481440489254,260.24555816,5772.2676999999985,428.44481789443364,62.94270230227651,156.34935581999997,70.22186092307722,51.461518398282365,3710.545956333448,569.4400800000001,49.050505516529704,166.138285959921,75.39910408071142,109.92129999999999,68.55106704106494,30.50179756424201
2.74,1206.5652112500002,20.210351997433982,1581.0945991059612,245.00578216,5268.265199999999,375.91092316112685,62.895624578552926,148.16205853999998,68.39162751389968,50.12069178884418,3499.148492708619,495.64730487500003,48.27651832589877,148.20648542226868,72.9021049021589,103.41879999999999,68.05736267898266,29.80062328878374
2.96,1033.3052710625002,22.604004990912365,1559.6593550119526,233.80466055999997,5439.482999999999,310.30269407516727,20.885643775381038,102.28285374999999,75.61163234912998,46.3636496235388,3638.1783582627586,420.89076131249993,52.58890661196682,121.36000803108925,67.3252764329194,126.93209999999999,30.183247677702344,34.1485017476609
2.98,1136.103819761719,22.781969850914958,1639.071634701348,250.77176231999997,5943.485499999999,332.832286201804,21.341192735168484,110.76026830999999,76.72189369078424,47.05868033921529,3775.23719076782,465.0185349472658,52.85268849591541,130.66199752293383,69.3760171738867,133.4346,31.351156246550524,34.76208678805114
3.26,1860.1639068105317,23.29984333283908,1857.0437215373527,543.25707324,7455.492999999998,482.1569669461345,34.681583716637356,191.77201491,89.44481138668691,103.33701369553043,5191.660798518043,670.9877739055405,57.92729620347919,169.16327509368492,149.88494870834913,152.94209999999995,51.59277099995083,36.54107547144719
3.35,964.8382893906253,20.387858001464778,1396.017814949286,197.24572863999998,4410.7978,318.6058564011808,19.112253753329828,84.28270183,67.50674099673306,43.41675644639923,3266.7799663136175,381.0150227421876,48.08112403824545,121.04081199349312,61.77424734199726,99.5015,26.995201522263994,29.780768152450328
3.38,1351.1966441406255,21.028939669036234,1646.4875643850244,239.41070807999995,5922.805299999999,407.37799897858184,20.371573844756206,107.47433830999998,72.45640018314461,46.09480754988029,3818.525126209791,536.2325658671874,50.023166515181856,153.37281275576655,67.77818955287671,119.00899999999999,30.196439655062452,31.83931014485081
3.89,1454.64867925,21.234175598623825,1721.9000608864555,256.37780984,6426.807799999999,426.7504136739306,20.849618462369687,115.95175286999998,73.61426459932883,46.7977874666965,3949.330097563446,580.5732225625002,50.3144667804951,161.28230624319806,69.81562784368623,125.51149999999998,31.363856992785948,32.49652561044026
3.22,1618.8048157693486,21.23417559862383,1721.9000608864558,490.82191731999995,6426.807799999998,454.818573303691,34.08345978185739,173.73865435,80.39654623178782,102.5709089196309,4879.338138227151,579.6673465333254,53.358687733155605,157.82616760210936,146.19876830438946,125.51149999999998,49.795223978181035,32.49652561044026
3.72,1751.5948545962522,21.435519057835872,1794.1455737166452,500.53937676,6930.810299999997,477.3925927247277,34.17063116042957,180.26557899,82.05820757852317,102.6579866249764,5017.672593771239,631.962145426941,54.0887817107883,166.5949013168648,146.72356411020505,132.01399999999998,50.232834464912486,33.1407103575044
4.28,1985.1049298107296,21.82723356024138,1930.5427681612057,532.98689676,7938.815299999997,513.8852313145782,34.500968411276254,196.93029083000002,84.59535739920955,103.07842663930343,5264.714945592544,728.4108767431335,54.95205915376767,181.73092041830697,148.8351611619915,145.01899999999995,51.60085652052105,34.39290181854389
4.77,1392.3549854101564,20.649488719071464,1734.329026261897,269.3692276,6276.270199999998,411.946729436374,63.0053714858271,165.16234509999995,71.99896889886686,50.44014474062066,3643.93282726109,572.0425914931641,49.47148394581421,160.99562615912632,74.67762571607261,116.42379999999999,69.14547188958034,31.187211496060364
2.96,462.90594600000003,17.389834514517673,1383.8965622132057,164.95627296,3884.8801000000003,164.5088636724865,62.6969993107102,121.24517936999999,48.50487445092503,43.55709468754718,2727.3364921229463,233.2437556875,37.50220281618735,82.667864670593,59.32319258469782,69.33859999999999,66.31741695436637,24.043104549537688
3.19,1178.0660585000003,20.210351997433982,1581.0945991059612,245.00578215999997,5268.265199999999,363.75611121682203,62.895624578552926,148.16205854,68.39162751389968,50.119806475739516,3499.148492708619,488.4844119375001,48.27651832589877,145.66501969171293,72.90125023098373,103.41879999999999,68.05736267898264,29.80062328878374
3.48,1215.7508955625,22.604004990912365,1559.6593550119526,249.68088455999998,5439.482999999999,360.4035864030962,20.879563521739176,102.31606238999998,78.06362608795469,47.35633232503845,3717.1565111007903,475.35818271875,53.55611267954138,136.64135706597216,70.05337700820817,126.93209999999999,30.18262072192864,34.1485017476609
5.31,1459.351733640625,22.957196920035898,1714.8102937901906,281.87827496,6447.4879999999985,412.18613063213184,21.73718563014107,118.98077422999998,80.72641934645682,49.609415848885,4044.4329303477766,574.9023368671877,54.436233474934134,155.98150446186267,74.66000507740327,139.9371,32.40835276461758,35.3650276984198
5.62,1464.6196832500002,23.278009029568086,1657.0395026318927,271.96930488,6186.8454999999985,413.59051181184145,21.31482198842864,115.24238862999997,81.68457632564423,47.838923829011776,3886.413553870265,577.0694148750001,54.8541518148425,156.55558951435958,71.99693381047052,142.6762,31.565339535686544,35.96956836577275
4.32,1123.9330681289066,23.5385225447577,1640.3029016685364,291.42675904,5770.810999999999,338.35839195601795,30.71518325305349,120.21919043,78.90166025325449,58.4318006809953,3986.571553251676,435.3539005136719,54.46917902125624,127.57707194979496,82.7925786351545,137.05929999999998,39.3035377406941,35.87303067110444
7.92,3656.7194939480746,28.443887838160077,2544.1649500341123,819.8413183599998,14125.660800000001,677.9362269770118,37.091674165474096,313.72852255,118.80551528864306,106.28581221815412,6511.800545686885,1391.3001648454601,69.45726764280516,251.57078758149916,165.64346841460736,287.6951999999999,60.70045236520145,49.76626913804169
6.41,3275.138915977901,27.762678649961813,2377.287454929111,753.8486067599998,12370.2933,633.5067930159504,36.57706435723219,281.6777791,115.69943223715491,105.758960625551,6225.511424680947,1225.534900048423,68.78147191715351,232.2242560961422,162.33854436949946,258.94609999999994,58.53318913549234,47.58599431145682
9.6,5770.015192986763,28.904145582868434,2862.1112562976696,1417.3355386799992,17410.318300000006,985.1636484878428,48.97382022713539,479.22713645999977,136.6085242215873,150.31976990161306,8363.328399733147,1985.9853793033124,76.31664935997044,331.91902746739646,254.87135532163518,323.9710999999999,84.50674547872296,51.838710604238614
8.46,4415.175079316972,28.88996379025341,2736.5762136302865,895.8798556399997,16141.670800000004,783.038400364614,37.554341242065156,344.73435471,123.4112854361383,107.13737115960787,6989.493138851916,1678.54553732804,70.81711893956812,290.12683048946565,170.03257440735416,313.70519999999993,62.674004540602176,51.43745297854474
7.82,4534.078908423103,28.458517592346503,2678.7323052893557,878.2108880399998,15394.308300000002,810.0901971454301,37.33221820732259,329.3815317399999,123.69959322487685,107.19946203859593,6951.802388707047,1690.087800094449,71.22589421152014,296.38314798760183,169.78308982363728,297.96109999999993,61.7162300106627,50.1808917030178
7.92,3052.751063492891,26.494803745988076,2328.485043831946,499.16309688,11845.6106,646.5352962399834,25.57052973954584,214.16926478,102.28054132385104,58.174816716383546,5532.94728671379,1209.4335445196587,62.42598066972487,246.03757209230736,97.4552256082092,238.01799999999994,42.539430620492325,45.0275842234513
7.0,3786.214932891702,26.51166308567721,2474.8078854262217,775.0703179599998,13114.258100000001,742.1029138688937,36.44256914503116,288.27239433000005,111.53025459712714,106.15666232548459,6574.506605820585,1410.3136066723541,66.20827955757666,270.35673587055237,164.22765978167658,248.28389999999993,58.6624989656838,45.48542282083349
6.66,3786.214932891702,26.51166308567721,2474.8078854262217,775.0703179599998,13114.258100000001,742.1029138688937,36.44256914503116,288.27239433000005,111.53025459712714,106.15666232548459,6574.506605820585,1410.3136066723541,66.20827955757666,270.35673587055237,164.22765978167658,248.28389999999993,58.6624989656838,45.48542282083349
7.44,2714.339094416475,25.915577641248014,2460.093180939183,750.9373905199998,12566.2035,564.2435538576684,40.62837602480082,290.42843264,102.9417041952386,107.45108427987142,6256.7553457102085,1029.1806927993898,62.56580792365542,205.24682836943217,164.85063395836005,230.83339999999993,62.91428004223864,43.840096730504605
9.31,3560.048427452327,26.709738835167403,2752.4842558933856,865.8406989999997,15590.218500000003,680.2309606612748,41.30496063865352,340.04946655999987,109.70232301606016,108.78526660375515,6912.569503179391,1369.4446423203522,64.51774330082581,252.14665399725098,171.6216041363849,269.8483999999999,66.0991416479872,46.64385403072951
9.88,4006.7251764907173,26.709738835167403,2752.4842558933856,1090.9926908799996,15590.218500000003,763.0157215678995,46.537330673888626,396.2921883599999,115.70496910297327,131.27577994057862,7477.44674180203,1444.2449726351385,67.30211669017416,266.29450462350235,214.0859856961732,269.8483999999999,76.44527825584176,46.64385403072951
9.05,3978.4659887121907,26.837589613902626,2798.2473262646413,1108.1711257599998,16094.221000000003,737.2972031806104,46.630912828304666,404.76960291999995,116.43354284792677,131.39990308135216,7545.083422766828,1453.2255587250033,67.46359373330417,261.669333436164,214.75654665156222,276.3508999999999,76.91389422747474,47.09492143628654
9.28,4622.416808181207,26.846836616044296,2816.446260840241,1188.3544515999997,16187.043400000006,890.8234423128991,69.03779619004821,460.06103112999983,116.48067960447348,145.49562162002235,7578.4572531434,1685.1705229541794,67.48716417439292,317.2605203329924,234.03283737351546,276.5048,98.36270887971772,47.11641730649733
9.28,3335.3572350200084,26.195381293794885,2581.1386906111275,832.2045363199998,13667.030900000003,683.413490783428,66.30712220502913,358.0499013299999,105.01339771010174,110.96519843812996,6485.174064478284,1289.6630837923212,63.22928489047573,255.93031831326337,174.30319039691003,243.99229999999997,87.7352154449711,44.81678534377495
8.72,3335.3572350200084,26.195381293794885,2581.1386906111275,832.2045363199998,13667.030900000003,683.413490783428,66.30712220502913,358.0499013299999,105.01339771010174,110.96519843812996,6485.174064478284,1289.6630837923212,63.22928489047573,255.93031831326337,174.30319039691003,243.99229999999997,87.7352154449711,44.81678534377495
8.59,4324.797206435185,26.469331933337433,2696.7564631304745,909.5143129199997,14767.858300000004,935.4978412729282,80.22110932104738,426.9015129399999,107.44858964462959,115.00762751550644,6750.524447805132,1683.929838236593,64.29191330995288,349.5903096988002,183.70208399564677,257.15119999999996,107.04196884254202,45.77263828708152
9.06,2827.1390147380266,26.713221844050675,2463.6330420148774,755.0170001199998,12698.2236,581.8011602008021,40.56110837773718,291.33484724,104.78096272997306,107.46331331319762,6308.731660522484,1071.3822397586594,63.306605735919675,211.43612675873882,164.91334790722485,242.66699999999992,62.732360139299495,45.409119902283955
7.8,2827.1390147380266,26.713221844050675,2463.6330420148774,755.0170001199998,12698.2236,581.8011602008021,40.56110837773718,291.33484724,104.78096272997306,107.46331331319762,6308.731660522484,1071.3822397586594,63.306605735919675,211.43612675873882,164.91334790722485,242.66699999999992,62.732360139299495,45.409119902283955
9.2,4559.937627702859,26.469331933337436,2696.7564631304745,923.7941792399997,14767.858300000004,969.6630738533865,80.20809022046632,425.82529365999983,108.63187478415348,115.72116800009952,6869.010489216207,1747.4594856401577,64.60550454311881,361.2324254475325,185.71756093606106,257.1511999999999,106.95324243260687,45.77263828708152
8.97,3465.656892241671,26.318649161100172,2610.3857988661784,1048.4343766799996,14078.211000000001,702.6403923322246,47.00723635069935,378.3049423199999,111.68560554126928,133.919009417383,7082.992927247336,1238.0754692475111,66.1105816318643,239.9183590926497,215.56483107929532,250.34089999999995,76.39075256128845,45.26368964291357
9.53,2998.4774184521943,26.318649161100172,2610.3857988661784,802.2954274799997,14078.211000000001,601.6500701784282,40.99416209059752,315.8606763199999,105.37734356881465,107.90313337163414,6495.783993957025,1161.0154377060258,63.1227330969079,223.3181615842301,167.5252963643779,250.34089999999992,64.6050021755245,45.26368964291357
9.53,4063.0266750370706,26.450299516134145,2658.5959713594066,1072.5243897599996,14582.213500000002,827.3884960185559,46.695070878576416,381.8239169999999,114.74512770754147,134.57356334607618,7353.779409162563,1414.6892042217871,67.48652512614598,273.5162612784566,217.3112454810386,256.8433999999999,76.04844587442685,45.72837309964133
2.46,1483.0613669375,22.794799373923777,1669.9512762162585,260.50611903999993,6036.307899999998,452.4384270034024,63.02255631005914,162.00832547,77.84834688996291,52.92797055665478,3936.5563454189883,605.437357421875,53.83820455161984,173.29964574997507,75.12605964828091,133.58849999999998,68.9631451691091,34.79120337915893
4.11,1483.0613669375,22.794799373923777,1669.9512762162585,260.50611903999993,6036.307899999998,452.4384270034024,63.02255631005914,162.00832547,77.84834688996291,52.92797055665478,3936.5563454189883,605.437357421875,53.83820455161984,173.29964574997507,75.12605964828091,133.58849999999998,68.9631451691091,34.79120337915893
4.72,1019.3342310000002,19.768318297709683,1447.0675632337625,225.68027751999998,4353.0826,348.42201199555603,78.75785856736772,185.00716542,62.29586849864122,52.513489431451745,3043.241115331153,446.4902790000001,45.898266690101835,145.94462225769115,74.00374386016615,90.5677,91.07509722600032,28.381988841693246
5.1,1198.457274,20.000110085202813,1532.326026852494,230.96714136,4857.085099999999,398.09197780069553,78.77422271920781,191.53409006,64.30758238341727,52.730928029156274,3290.9321531041173,516.3649726875001,46.759766695785025,162.96304945173685,74.09043529560374,97.0702,91.31509547751399,29.117345292110677
3.27,1198.457274,20.000110085202813,1532.326026852494,230.96714136,4857.085099999999,398.09197780069553,78.77422271920781,191.53409006,64.30758238341727,52.730928029156274,3290.9321531041173,516.3649726875001,46.759766695785025,162.96304945173685,74.09043529560374,97.0702,91.31509547751399,29.117345292110677
2.14,1426.2952910000004,20.226650198353994,1613.0844902161202,238.86575296,5361.087599999999,470.1352861739464,78.80570298289634,199.37690705999998,66.89334858190311,54.35929654726874,3592.6577107539065,601.6709747500001,48.31090636938541,184.11928964110535,75.68802660572487,103.5727,91.67803911061961,29.83458233510233
4.17,1069.09831325,20.000110085202813,1532.326026852494,242.62007943999998,4857.085099999999,346.64477234444814,78.79058515766033,193.48457998,63.638865931127334,52.63439956348884,3205.83695250819,473.65562449999993,46.24369100208818,147.19932243940082,75.57958949849596,97.0702,91.46879190383741,29.117345292110677
3.64,1577.4817566376955,21.622075620274323,1694.7940377899286,392.52795936,6258.987699999998,432.36849416876026,64.04982164178594,193.92165887,80.62640309476791,76.17281127544682,4230.372944513875,613.3694396203613,53.90666904354346,163.5118227335777,109.93421695046595,128.40449999999998,73.57516001589406,33.183941835924195
6.12,2682.665950360168,21.84120889357651,1956.828255354386,655.42243116,8031.637699999997,694.2057097702489,66.12309375405329,265.81102523000004,90.13886067618115,116.61333831949077,5652.032170721873,926.0292705328521,57.90751261259404,227.72181769614593,173.34355982532009,145.17289999999997,82.66197112538774,34.42233069113711
7.19,2868.9212916456295,22.031660661953218,2020.691797617722,660.709295,8535.640199999996,723.1965829054778,66.14630576440537,272.3379498700001,91.54072385556057,116.65759859582855,5789.161045364648,997.731950344391,58.453790489045105,239.70645776185023,173.3805878115693,151.67539999999997,82.92632150093552,35.03111982880364
6.44,2868.9212916456295,22.031660661953218,2020.691797617722,660.709295,8535.640199999996,723.1965829054778,66.14630576440537,272.3379498700001,91.54072385556057,116.65759859582855,5789.161045364648,997.731950344391,58.453790489045105,239.70645776185023,173.3805878115693,151.67539999999997,82.92632150093552,35.03111982880364
5.34,2729.5439594470977,22.031660661953218,2020.691797617722,672.3622330799999,8535.640199999996,692.039435591315,66.1695087015048,274.28843979000004,91.07219240251108,116.6379089358952,5741.214308741662,952.4990064070626,58.12533743900402,228.2057074362125,174.0221536941616,151.67539999999997,83.09553554768473,35.03111982880364
7.46,2915.3844350299228,22.218875451713856,2082.5978634786384,687.6020090799999,9039.642699999997,720.3377479039287,66.21204761243557,282.47573707000004,92.45452539762452,116.89162581323923,5872.448625483028,1024.0207795120582,58.662874888800545,239.77798627399474,175.08288886514003,158.17789999999997,83.50037248783107,35.62950831417688
4.48,2915.3844350299228,22.218875451713856,2082.5978634786384,687.6020090799999,9039.642699999997,720.3377479039287,66.21204761243557,282.47573707000004,92.45452539762452,116.89162581323923,5872.448625483028,1024.0207795120582,58.662874888800545,239.77798627399474,175.08288886514003,158.17789999999997,83.50037248783107,35.62950831417688
