Activity,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS
8.55,101.5561951212234,240.52402551,42.09636548895879,1053.9797880480837,62.66521148806405,206.52979999999994,160.28132433343328,623.7953098324994,2189.8304455223374,138.45793535167564,10350.885599999998,3650.3849024850315,2848.7208421904,27297.403999999995,5887.248114816845,224.18376411110168,108.15229549287595,659.6263474,25.442880288293395,55.508668765596745
9.22,102.5644933517443,302.45776264,41.456725215940544,1424.0706510176346,62.38552998024147,207.85509999999996,166.2883943479743,815.8655582153875,2321.238151202674,188.9746288056574,11319.6929,3733.836316848946,3798.7249245568237,29983.321999999996,6169.05951530134,302.7899415177045,108.03495815148254,734.0889702399999,24.870240865683307,81.96024117338209
8.0,115.44696345655872,338.51581983999995,44.79418593790941,1303.2108147501267,68.07917299997499,243.83839999999995,206.38168295634296,726.9677232730112,2561.2683379364935,147.2749458896052,13574.208500000002,4327.866225232816,3744.354908849396,38539.4268,7322.342744794522,247.9118616511923,129.6800892576781,950.3311864799996,26.185668387590873,69.71204251201577
8.11,119.2383817359159,361.25084707999997,46.40569686676412,1601.118572771993,69.30960624897119,261.28889999999996,210.2004699045632,859.7767797022084,2575.4050380047615,180.32080332357373,14122.263100000002,4245.994731975482,4513.931980554596,39294.235,7259.780058300045,301.21482180546195,130.31255857231224,1033.2419151199997,26.76992012730529,71.1238473795553
7.92,114.85176787276721,351.4167150099999,43.425395057730924,1394.166947523137,67.52942290783024,233.71119999999993,210.85433038283895,781.1675900893554,2510.3862637789525,160.70526668026514,13242.880500000003,4208.701959855615,3989.978754332734,37377.454,7136.190148192137,268.7571019480117,130.69831946298717,1017.3534449199997,25.439040710344518,71.30593087055681
8.15,96.78279668215833,245.84982003000002,39.62962857673537,849.424560977104,60.80658960330297,186.48729999999998,162.7768453352415,530.9691408158914,2182.781837946296,117.58298842042117,9914.1709,3673.329393472428,2333.5438293020256,26363.810799999996,5863.854551316469,187.56046123515668,108.18642583895642,668.9364868399998,24.313891469394264,59.931643194833335
5.55,60.0652486467841,124.93721341999998,27.590390168498885,283.9510423750001,44.867260801608516,83.9113,64.57136466536652,222.75514367316921,1318.2581580643791,69.80231540895738,3756.2577000000006,2022.4448637099583,634.51852475,8101.306999999999,2784.572969298883,96.99224083297173,46.89676520120246,186.86191704000004,19.513477942059566,66.69901347796775
6.07,62.27181449098781,131.46413805999998,28.34628963197829,339.0041039375001,45.89053391180466,90.4138,65.69307603380621,262.28831124236524,1411.319627621447,78.09989182510638,4260.2602,2174.5479444079765,774.8945950000001,9109.312,3020.421197858835,110.30204965320146,47.32677369129971,196.68203816000002,19.751254602611326,67.02635098434203
6.37,81.14098397234284,237.61801106000004,32.514722410009895,690.0606841872101,53.51751404340992,129.42879999999997,151.23736019322632,492.12455270232607,1875.08245454621,116.45979521903092,7284.275199999997,3321.86414980736,1848.1658432351685,19189.361999999997,5037.869539088423,177.94569187204294,103.94848537465445,538.58197084,21.070702411277548,79.89135147578962
6.7,68.39162751389968,148.16205853999998,29.80062328878374,495.64730487500003,48.27651832589877,103.41879999999999,72.9021049021589,375.91092316112685,1581.0945991059612,102.488477458879,5268.265199999999,2389.454288194701,1206.5652112500002,11825.761999999999,3499.148492708619,148.20648542226868,50.12069178884418,245.00578216,20.210351997433982,68.05736267898266
2.7,70.88264314343814,79.09121726999999,32.237751982109415,268.09988684375,50.8416677914314,107.4246,61.33693720619342,211.4240758782761,1292.47117710901,59.0920498409243,3927.475500000001,2169.194037976688,654.6577929375,9560.108,3054.0234077924156,84.05630868818044,43.69684029735141,191.53701944,22.052551960385305,26.980444358077946
2.87,72.76189857336048,85.61814190999999,32.88700593106645,322.0510172500001,51.6441609207177,113.9271,62.51670952531182,250.05974984728348,1387.2635883867922,68.6324938196261,4431.478,2303.1622874137324,792.513849125,10568.113,3270.4979080361754,98.02277348716156,44.19107807047381,201.35714055999998,22.239416663542077,27.779807506558143
4.96,70.22186092307722,156.34935581999997,30.50179756424201,569.4400800000001,49.050505516529704,109.92129999999999,75.39910408071142,428.44481789443364,1659.481440489254,114.5039223167868,5772.2676999999985,2530.4588124896004,1399.5618880000002,12833.766999999998,3710.545956333448,166.138285959921,51.461518398282365,260.24555816,20.432279872959747,68.55106704106494
2.74,68.39162751389968,148.16205853999998,29.80062328878374,495.64730487500003,48.27651832589877,103.41879999999999,72.9021049021589,375.91092316112685,1581.0945991059612,102.488477458879,5268.265199999999,2389.454288194701,1206.5652112500002,11825.761999999999,3499.148492708619,148.20648542226868,50.12069178884418,245.00578216,20.210351997433982,68.05736267898266
2.96,75.61163234912998,102.28285374999999,34.1485017476609,420.89076131249993,52.58890661196682,126.93209999999999,67.3252764329194,310.30269407516727,1559.6593550119526,84.26822936537289,5439.482999999999,2509.403606865237,1033.3052710625002,12584.123,3638.1783582627586,121.36000803108925,46.3636496235388,233.80466055999997,22.604004990912365,30.183247677702344
2.98,76.72189369078424,110.76026830999999,34.76208678805114,465.0185349472658,52.85268849591541,133.4346,69.3760171738867,332.832286201804,1639.071634701348,90.20954557794674,5943.485499999999,2562.4884972759487,1136.103819761719,13592.127999999999,3775.23719076782,130.66199752293383,47.05868033921529,250.77176231999997,22.781969850914958,31.351156246550524
3.26,89.44481138668691,191.77201491,36.54107547144719,670.9877739055405,57.92729620347919,152.94209999999995,149.88494870834913,482.1569669461345,1857.0437215373527,111.19002639953064,7455.492999999998,3379.303457356439,1860.1639068105317,20648.162999999997,5191.660798518043,169.16327509368492,103.33701369553043,543.25707324,23.29984333283908,51.59277099995083
3.35,67.50674099673306,84.28270183,29.780768152450328,381.0150227421876,48.08112403824545,99.5015,61.77424734199726,318.6058564011808,1396.017814949286,86.38697580945892,4410.7978,2286.492847393357,964.8382893906253,10421.289999999999,3266.7799663136175,121.04081199349312,43.41675644639923,197.24572863999998,20.387858001464778,26.995201522263994
3.38,72.45640018314461,107.47433830999998,31.83931014485081,536.2325658671874,50.023166515181856,119.00899999999999,67.77818955287671,407.37799897858184,1646.4875643850244,105.86531739014914,5922.805299999999,2598.6653853654225,1351.1966441406255,13445.305,3818.525126209791,153.37281275576655,46.09480754988029,239.41070807999995,21.028939669036234,30.196439655062452
3.89,73.61426459932883,115.95175286999998,32.49652561044026,580.5732225625002,50.3144667804951,125.51149999999998,69.81562784368623,426.7504136739306,1721.9000608864555,110.31326901214473,6426.807799999999,2648.2677968530515,1454.64867925,14453.31,3949.330097563446,161.28230624319806,46.7977874666965,256.37780984,21.234175598623825,31.363856992785948
3.22,80.39654623178782,173.73865435,32.49652561044026,579.6673465333254,53.358687733155605,125.51149999999998,146.19876830438946,454.818573303691,1721.9000608864558,106.16046935973073,6426.807799999998,3270.049566730981,1618.8048157693486,17784.89,4879.338138227151,157.82616760210936,102.5709089196309,490.82191731999995,21.23417559862383,49.795223978181035
3.72,82.05820757852317,180.26557899,33.1407103575044,631.962145426941,54.0887817107883,132.01399999999998,146.72356411020505,477.3925927247277,1794.1455737166452,110.80368319937297,6930.810299999997,3331.5521490827355,1751.5948545962522,18792.894999999997,5017.672593771239,166.5949013168648,102.6579866249764,500.53937676,21.435519057835872,50.232834464912486
4.28,84.59535739920955,196.93029083000002,34.39290181854389,728.4108767431335,54.95205915376767,145.01899999999995,148.8351611619915,513.8852313145782,1930.5427681612057,118.64716374405144,7938.815299999997,3435.906182311889,1985.1049298107296,20808.905,5264.714945592544,181.73092041830697,103.07842663930343,532.98689676,21.82723356024138,51.60085652052105
4.77,71.99896889886686,165.16234509999995,31.187211496060364,572.0425914931641,49.47148394581421,116.42379999999999,74.67762571607261,411.946729436374,1734.329026261897,109.59026150345052,6276.270199999998,2429.1079210219814,1392.3549854101564,13349.667999999998,3643.93282726109,160.99562615912632,50.44014474062066,269.3692276,20.649488719071464,69.14547188958034
2.96,48.50487445092503,121.24517936999999,24.043104549537688,233.2437556875,37.50220281618735,69.33859999999999,59.32319258469782,164.5088636724865,1383.8965622132057,59.91896407419241,3884.8801000000003,1971.998800906446,462.90594600000003,7684.635,2727.3364921229463,82.667864670593,43.55709468754718,164.95627296,17.389834514517673,66.31741695436637
3.19,68.39162751389968,148.16205854,29.80062328878374,488.4844119375001,48.27651832589877,103.41879999999999,72.90125023098373,363.75611121682203,1581.0945991059612,100.47456690039236,5268.265199999999,2389.454288194701,1178.0660585000003,11825.761999999999,3499.148492708619,145.66501969171293,50.119806475739516,245.00578215999997,20.210351997433982,68.05736267898264
3.48,78.06362608795469,102.31606238999998,34.1485017476609,475.35818271875,53.55611267954138,126.93209999999999,70.05337700820817,360.4035864030962,1559.6593550119526,94.59301293782798,5439.482999999999,2497.4442679333442,1215.7508955625,13284.562999999998,3717.1565111007903,136.64135706597216,47.35633232503845,249.68088455999998,22.604004990912365,30.18262072192864
5.31,80.72641934645682,118.98077422999998,35.3650276984198,574.9023368671877,54.436233474934134,139.9371,74.66000507740327,412.18613063213184,1714.8102937901906,106.07710621825484,6447.4879999999985,2675.957377334459,1459.351733640625,15300.572999999999,4044.4329303477766,155.98150446186267,49.609415848885,281.87827496,22.957196920035898,32.40835276461758
5.62,81.68457632564423,115.24238862999997,35.96956836577275,577.0694148750001,54.8541518148425,142.6762,71.99693381047052,413.59051181184145,1657.0395026318927,106.45074324926094,6186.8454999999985,2577.785552694551,1464.6196832500002,14685.443000000001,3886.413553870265,156.55558951435958,47.838923829011776,271.96930488,23.278009029568086,31.565339535686544
4.32,78.90166025325449,120.21919043,35.87303067110444,435.3539005136719,54.46917902125624,137.05929999999998,82.7925786351545,338.35839195601795,1640.3029016685364,89.59022484086381,5770.810999999999,2709.6563025648984,1123.9330681289066,14357.321399999997,3986.571553251676,127.57707194979496,58.4318006809953,291.42675904,23.5385225447577,39.3035377406941
7.92,118.80551528864306,313.72852255,49.76626913804169,1391.3001648454601,69.45726764280516,287.6951999999999,165.64346841460736,677.9362269770118,2544.1649500341123,147.4641919748979,14125.660800000001,3810.7356328001256,3656.7194939480746,36010.248999999996,6511.800545686885,251.57078758149916,106.28581221815412,819.8413183599998,28.443887838160077,60.70045236520145
6.41,115.69943223715491,281.6777791,47.58599431145682,1225.534900048423,68.78147191715351,258.94609999999994,162.33854436949946,633.5067930159504,2377.287454929111,137.53297430622882,12370.2933,3725.979965129382,3275.138915977901,32285.793999999998,6225.511424680947,232.2242560961422,105.758960625551,753.8486067599998,27.762678649961813,58.53318913549234
9.6,136.6085242215873,479.22713645999977,51.838710604238614,1985.9853793033124,76.31664935997044,323.9710999999999,254.87135532163518,985.1636484878428,2862.1112562976696,190.13598200195145,17410.318300000006,4716.672265789521,5770.015192986763,50429.884,8363.328399733147,331.91902746739646,150.31976990161306,1417.3355386799992,28.904145582868434,84.50674547872296
8.46,123.4112854361383,344.73435471,51.43745297854474,1678.54553732804,70.81711893956812,313.70519999999993,170.03257440735416,783.038400364614,2736.5762136302865,168.3734353935773,16141.670800000004,3994.784955636237,4415.175079316972,41050.27399999999,6989.493138851916,290.12683048946565,107.13737115960787,895.8798556399997,28.88996379025341,62.674004540602176
7.82,123.69959322487685,329.3815317399999,50.1808917030178,1690.087800094449,71.22589421152014,297.96109999999993,169.78308982363728,810.0901971454301,2678.7323052893557,172.13900839010495,15394.308300000002,3989.5351990037357,4534.078908423103,40042.269,6951.802388707047,296.38314798760183,107.19946203859593,878.2108880399998,28.458517592346503,61.7162300106627
7.92,102.28054132385104,214.16926478,45.0275842234513,1209.4335445196587,62.42598066972487,238.01799999999994,97.4552256082092,646.5352962399834,2328.485043831946,151.65109977514666,11845.6106,3296.870383458111,3052.751063492891,28206.18,5532.94728671379,246.03757209230736,58.174816716383546,499.16309688,26.494803745988076,42.539430620492325
7.0,111.53025459712714,288.27239433000005,45.48542282083349,1410.3136066723541,66.20827955757666,248.28389999999993,164.22765978167658,742.1029138688937,2474.8078854262217,161.70528775600363,13114.258100000001,3884.1196457535393,3786.214932891702,34561.774999999994,6574.506605820585,270.35673587055237,106.15666232548459,775.0703179599998,26.51166308567721,58.6624989656838
6.66,111.53025459712714,288.27239433000005,45.48542282083349,1410.3136066723541,66.20827955757666,248.28389999999993,164.22765978167658,742.1029138688937,2474.8078854262217,161.70528775600363,13114.258100000001,3884.1196457535393,3786.214932891702,34561.774999999994,6574.506605820585,270.35673587055237,106.15666232548459,775.0703179599998,26.51166308567721,58.6624989656838
7.44,102.9417041952386,290.42843264,43.840096730504605,1029.1806927993898,62.56580792365542,230.83339999999993,164.85063395836005,564.2435538576684,2460.093180939183,125.14808111134744,12566.2035,3764.2572484164343,2714.339094416475,31701.7424,6256.7553457102085,205.24682836943217,107.45108427987142,750.9373905199998,25.915577641248014,62.91428004223864
9.31,109.70232301606016,340.04946655999987,46.64385403072951,1369.4446423203522,64.51774330082581,269.8483999999999,171.6216041363849,680.2309606612748,2752.4842558933856,150.54501324959065,15590.218500000003,4007.2446975115026,3560.048427452327,38757.777400000006,6912.569503179391,252.14665399725098,108.78526660375515,865.8406989999997,26.709738835167403,66.0991416479872
9.88,115.70496910297327,396.2921883599999,46.64385403072951,1444.2449726351385,67.30211669017416,269.8483999999999,214.0859856961732,763.0157215678995,2752.4842558933856,158.95563241367492,15590.218500000003,4331.156498746647,4006.7251764907173,41781.7924,7477.44674180203,266.29450462350235,131.27577994057862,1090.9926908799996,26.709738835167403,76.44527825584176
9.05,116.43354284792677,404.76960291999995,47.09492143628654,1453.2255587250033,67.46359373330417,276.3508999999999,214.75654665156222,737.2972031806104,2798.2473262646413,154.1673853020186,16094.221000000003,4349.280038800448,3978.4659887121907,42789.797399999996,7545.083422766828,261.669333436164,131.39990308135216,1108.1711257599998,26.837589613902626,76.91389422747474
9.28,116.48067960447348,460.06103112999983,47.11641730649733,1685.1705229541794,67.48716417439292,276.5048,234.03283737351546,890.8234423128991,2816.446260840241,193.64440998355815,16187.043400000006,4369.68747414438,4622.416808181207,42967.60140000001,7578.4572531434,317.2605203329924,145.49562162002235,1188.3544515999997,26.846836616044296,98.36270887971772
9.28,105.01339771010174,358.0499013299999,44.81678534377495,1289.6630837923212,63.22928489047573,243.99229999999997,174.30319039691003,683.413490783428,2581.1386906111275,157.49473110969808,13667.030900000003,3861.272028897744,3335.3572350200084,33895.55640000001,6485.174064478284,255.93031831326337,110.96519843812996,832.2045363199998,26.195381293794885,87.7352154449711
8.72,105.01339771010174,358.0499013299999,44.81678534377495,1289.6630837923212,63.22928489047573,243.99229999999997,174.30319039691003,683.413490783428,2581.1386906111275,157.49473110969808,13667.030900000003,3861.272028897744,3335.3572350200084,33895.55640000001,6485.174064478284,255.93031831326337,110.96519843812996,832.2045363199998,26.195381293794885,87.7352154449711
8.59,107.44858964462959,426.9015129399999,45.77263828708152,1683.929838236593,64.29191330995288,257.15119999999996,183.70208399564677,935.4978412729282,2696.7564631304745,228.05117570998667,14767.858300000004,4012.6605387847835,4324.797206435185,36089.37040000001,6750.524447805132,349.5903096988002,115.00762751550644,909.5143129199997,26.469331933337433,107.04196884254202
9.06,104.78096272997306,291.33484724,45.409119902283955,1071.3822397586594,63.306605735919675,242.66699999999992,164.91334790722485,581.8011602008021,2463.6330420148774,128.7333540446334,12698.2236,3788.1434077507865,2827.1390147380266,32217.6434,6308.731660522484,211.43612675873882,107.46331331319762,755.0170001199998,26.713221844050675,62.732360139299495
7.8,104.78096272997306,291.33484724,45.409119902283955,1071.3822397586594,63.306605735919675,242.66699999999992,164.91334790722485,581.8011602008021,2463.6330420148774,128.7333540446334,12698.2236,3788.1434077507865,2827.1390147380266,32217.6434,6308.731660522484,211.43612675873882,107.46331331319762,755.0170001199998,26.713221844050675,62.732360139299495
9.2,108.63187478415348,425.82529365999983,45.77263828708152,1747.4594856401577,64.60550454311881,257.1511999999999,185.71756093606106,969.6630738533865,2696.7564631304745,233.33017053666998,14767.858300000004,4053.676787936957,4559.937627702859,37097.37539999999,6869.010489216207,361.2324254475325,115.72116800009952,923.7941792399997,26.469331933337436,106.95324243260687
8.97,111.68560554126928,378.3049423199999,45.26368964291357,1238.0754692475111,66.1105816318643,250.34089999999995,215.56483107929532,702.6403923322246,2610.3857988661784,146.87856790648476,14078.211000000001,4170.266482776811,3465.656892241671,37749.7724,7082.992927247336,239.9183590926497,133.919009417383,1048.4343766799996,26.318649161100172,76.39075256128845
9.53,105.37734356881465,315.8606763199999,45.26368964291357,1161.0154377060258,63.1227330969079,250.34089999999992,167.5252963643779,601.6500701784282,2610.3857988661784,135.8378095742703,14078.211000000001,3835.1939476390567,2998.4774184521943,34725.7574,6495.783993957025,223.3181615842301,107.90313337163414,802.2954274799997,26.318649161100172,64.6050021755245
9.53,114.74512770754147,381.8239169999999,45.72837309964133,1414.6892042217871,67.48652512614598,256.8433999999999,217.3112454810386,827.3884960185559,2658.5959713594066,167.88065131565986,14582.213500000002,4311.9028594301535,4063.0266750370706,39765.782400000004,7353.779409162563,273.5162612784566,134.57356334607618,1072.5243897599996,26.450299516134145,76.04844587442685
2.46,77.84834688996291,162.00832547,34.79120337915893,605.437357421875,53.83820455161984,133.58849999999998,75.12605964828091,452.4384270034024,1669.9512762162585,121.26511938006665,6036.307899999998,2770.1741608536377,1483.0613669375,13681.029999999997,3936.5563454189883,173.29964574997507,52.92797055665478,260.50611903999993,22.794799373923777,68.9631451691091
4.11,77.84834688996291,162.00832547,34.79120337915893,605.437357421875,53.83820455161984,133.58849999999998,75.12605964828091,452.4384270034024,1669.9512762162585,121.26511938006665,6036.307899999998,2770.1741608536377,1483.0613669375,13681.029999999997,3936.5563454189883,173.29964574997507,52.92797055665478,260.50611903999993,22.794799373923777,68.9631451691091
4.72,62.29586849864122,185.00716542,28.381988841693246,446.4902790000001,45.898266690101835,90.5677,74.00374386016615,348.42201199555603,1447.0675632337625,103.78854413275127,4353.0826,2187.0593057596316,1019.3342310000002,9198.214,3043.241115331153,145.94462225769115,52.513489431451745,225.68027751999998,19.768318297709683,91.07509722600032
5.1,64.30758238341727,191.53409006,29.117345292110677,516.3649726875001,46.759766695785025,97.0702,74.09043529560374,398.09197780069553,1532.326026852494,114.96471162556757,4857.085099999999,2362.9782495927457,1198.457274,10206.219,3290.9321531041173,162.96304945173685,52.730928029156274,230.96714136,20.000110085202813,91.31509547751399
3.27,64.30758238341727,191.53409006,29.117345292110677,516.3649726875001,46.759766695785025,97.0702,74.09043529560374,398.09197780069553,1532.326026852494,114.96471162556757,4857.085099999999,2362.9782495927457,1198.457274,10206.219,3290.9321531041173,162.96304945173685,52.730928029156274,230.96714136,20.000110085202813,91.31509547751399
2.14,66.89334858190311,199.37690705999998,29.83458233510233,601.6709747500001,48.31090636938541,103.5727,75.68802660572487,470.1352861739464,1613.0844902161202,129.59220518366521,5361.087599999999,2635.181326838365,1426.2952910000004,11214.224,3592.6577107539065,184.11928964110535,54.35929654726874,238.86575296,20.226650198353994,91.67803911061961
4.17,63.638865931127334,193.48457998,29.117345292110677,473.65562449999993,46.24369100208818,97.0702,75.57958949849596,346.64477234444814,1532.326026852494,102.79625119488573,4857.085099999999,2256.2238839775573,1069.09831325,10206.219,3205.83695250819,147.19932243940082,52.63439956348884,242.62007943999998,20.000110085202813,91.46879190383741
3.64,80.62640309476791,193.92165887,33.183941835924195,613.3694396203613,53.90666904354346,128.40449999999998,109.93421695046595,432.36849416876026,1694.7940377899286,108.33751970595091,6258.987699999998,2835.83885381368,1577.4817566376955,15635.527,4230.372944513875,163.5118227335777,76.17281127544682,392.52795936,21.622075620274323,73.57516001589406
6.12,90.13886067618115,265.81102523000004,34.42233069113711,926.0292705328521,57.90751261259404,145.17289999999997,173.34355982532009,694.2057097702489,1956.828255354386,147.0569408334065,8031.637699999997,3676.0584014931546,2682.665950360168,22606.252,5652.032170721873,227.72181769614593,116.61333831949077,655.42243116,21.84120889357651,82.66197112538774
7.19,91.54072385556057,272.3379498700001,35.03111982880364,997.731950344391,58.453790489045105,151.67539999999997,173.3805878115693,723.1965829054778,2020.691797617722,153.62407995137758,8535.640199999996,3742.2701801315548,2868.9212916456295,23614.257,5789.161045364648,239.70645776185023,116.65759859582855,660.709295,22.031660661953218,82.92632150093552
6.44,91.54072385556057,272.3379498700001,35.03111982880364,997.731950344391,58.453790489045105,151.67539999999997,173.3805878115693,723.1965829054778,2020.691797617722,153.62407995137758,8535.640199999996,3742.2701801315548,2868.9212916456295,23614.257,5789.161045364648,239.70645776185023,116.65759859582855,660.709295,22.031660661953218,82.92632150093552
5.34,91.07219240251108,274.28843979000004,35.03111982880364,952.4990064070626,58.12533743900402,151.67539999999997,174.0221536941616,692.039435591315,2020.691797617722,146.26901669919818,8535.640199999996,3701.1507280425826,2729.5439594470977,23614.257,5741.214308741662,228.2057074362125,116.6379089358952,672.3622330799999,22.031660661953218,83.09553554768473
7.46,92.45452539762452,282.47573707000004,35.62950831417688,1024.0207795120582,58.662874888800545,158.17789999999997,175.08288886514003,720.3377479039287,2082.5978634786384,152.3309282069793,9039.642699999997,3762.4367994602903,2915.3844350299228,24622.261999999995,5872.448625483028,239.77798627399474,116.89162581323923,687.6020090799999,22.218875451713856,83.50037248783107
4.48,92.45452539762452,282.47573707000004,35.62950831417688,1024.0207795120582,58.662874888800545,158.17789999999997,175.08288886514003,720.3377479039287,2082.5978634786384,152.3309282069793,9039.642699999997,3762.4367994602903,2915.3844350299228,24622.261999999995,5872.448625483028,239.77798627399474,116.89162581323923,687.6020090799999,22.218875451713856,83.50037248783107
