Activity,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS
3.35,964.8382893906253,99.5015,1396.017814949286,61.77424734199726,29.780768152450328,20.387858001464778,43.41675644639923,4410.7978,48.08112403824545,10421.289999999999,121.04081199349312,3266.7799663136175,197.24572863999998,26.995201522263994,19.112253753329828,231.65549238833066,67.50674099673306
3.38,1351.1966441406255,119.00899999999999,1646.4875643850244,67.77818955287671,31.83931014485081,21.028939669036234,46.09480754988029,5922.805299999999,50.023166515181856,13445.305,153.37281275576655,3818.525126209791,239.41070807999995,30.196439655062452,20.371573844756206,288.82190443966397,72.45640018314461
3.89,1454.64867925,125.51149999999998,1721.9000608864555,69.81562784368623,32.49652561044026,21.234175598623825,46.7977874666965,6426.807799999999,50.3144667804951,14453.31,161.28230624319806,3949.330097563446,256.37780984,31.363856992785948,20.849618462369687,300.313605114971,73.61426459932883
3.22,1618.8048157693486,125.51149999999998,1721.9000608864558,146.19876830438946,32.49652561044026,21.23417559862383,102.5709089196309,6426.807799999998,53.358687733155605,17784.89,157.82616760210936,4879.338138227151,490.82191731999995,49.795223978181035,34.08345978185739,312.2386810619441,80.39654623178782
3.72,1751.5948545962522,132.01399999999998,1794.1455737166452,146.72356411020505,33.1407103575044,21.435519057835872,102.6579866249764,6930.810299999997,54.0887817107883,18792.894999999997,166.5949013168648,5017.672593771239,500.53937676,50.232834464912486,34.17063116042957,323.8398506140436,82.05820757852317
4.28,1985.1049298107296,145.01899999999995,1930.5427681612057,148.8351611619915,34.39290181854389,21.82723356024138,103.07842663930343,7938.815299999997,54.95205915376767,20808.905,181.73092041830697,5264.714945592544,532.98689676,51.60085652052105,34.500968411276254,342.3764105329148,84.59535739920955
4.77,1392.3549854101564,116.42379999999999,1734.329026261897,74.67762571607261,31.187211496060364,20.649488719071464,50.44014474062066,6276.270199999998,49.47148394581421,13349.667999999998,160.99562615912632,3643.93282726109,269.3692276,69.14547188958034,63.0053714858271,290.2075674633797,71.99896889886686
2.96,462.90594600000003,69.33859999999999,1383.8965622132057,59.32319258469782,24.043104549537688,17.389834514517673,43.55709468754718,3884.8801000000003,37.50220281618735,7684.635,82.667864670593,2727.3364921229463,164.95627296,66.31741695436637,62.6969993107102,119.06929571762963,48.50487445092503
3.19,1178.0660585000003,103.41879999999999,1581.0945991059612,72.90125023098373,29.80062328878374,20.210351997433982,50.119806475739516,5268.265199999999,48.27651832589877,11825.761999999999,145.66501969171293,3499.148492708619,245.00578215999997,68.05736267898264,62.895624578552926,257.21956100787224,68.39162751389968
3.48,1215.7508955625,126.93209999999999,1559.6593550119526,70.05337700820817,34.1485017476609,22.604004990912365,47.35633232503845,5439.482999999999,53.55611267954138,13284.562999999998,136.64135706597216,3717.1565111007903,249.68088455999998,30.18262072192864,20.879563521739176,254.4351433857517,78.06362608795469
5.31,1459.351733640625,139.9371,1714.8102937901906,74.66000507740327,35.3650276984198,22.957196920035898,49.609415848885,6447.4879999999985,54.436233474934134,15300.572999999999,155.98150446186267,4044.4329303477766,281.87827496,32.40835276461758,21.73718563014107,287.5026955992919,80.72641934645682
5.62,1464.6196832500002,142.6762,1657.0395026318927,71.99693381047052,35.96956836577275,23.278009029568086,47.838923829011776,6186.8454999999985,54.8541518148425,14685.443000000001,156.55558951435958,3886.413553870265,271.96930488,31.565339535686544,21.31482198842864,288.4457333251809,81.68457632564423
4.32,1123.9330681289066,137.05929999999998,1640.3029016685364,82.7925786351545,35.87303067110444,23.5385225447577,58.4318006809953,5770.810999999999,54.46917902125624,14357.321399999997,127.57707194979496,3986.571553251676,291.42675904,39.3035377406941,30.71518325305349,241.35562808896825,78.90166025325449
7.92,3656.7194939480746,287.6951999999999,2544.1649500341123,165.64346841460736,49.76626913804169,28.443887838160077,106.28581221815412,14125.660800000001,69.45726764280516,36010.248999999996,251.57078758149916,6511.800545686885,819.8413183599998,60.70045236520145,37.091674165474096,404.2118826638489,118.80551528864306
6.41,3275.138915977901,258.94609999999994,2377.287454929111,162.33854436949946,47.58599431145682,27.762678649961813,105.758960625551,12370.2933,68.78147191715351,32285.793999999998,232.2242560961422,6225.511424680947,753.8486067599998,58.53318913549234,36.57706435723219,380.85042181486386,115.69943223715491
9.6,5770.015192986763,323.9710999999999,2862.1112562976696,254.87135532163518,51.838710604238614,28.904145582868434,150.31976990161306,17410.318300000006,76.31664935997044,50429.884,331.91902746739646,8363.328399733147,1417.3355386799992,84.50674547872296,48.97382022713539,576.2307581331216,136.6085242215873
8.46,4415.175079316972,313.70519999999993,2736.5762136302865,170.03257440735416,51.43745297854474,28.88996379025341,107.13737115960787,16141.670800000004,70.81711893956812,41050.27399999999,290.12683048946565,6989.493138851916,895.8798556399997,62.674004540602176,37.554341242065156,461.94984200654704,123.4112854361383
7.82,4534.078908423103,297.96109999999993,2678.7323052893557,169.78308982363728,50.1808917030178,28.458517592346503,107.19946203859593,15394.308300000002,71.22589421152014,40042.269,296.38314798760183,6951.802388707047,878.2108880399998,61.7162300106627,37.33221820732259,476.60073483262187,123.69959322487685
7.92,3052.751063492891,238.01799999999994,2328.485043831946,97.4552256082092,45.0275842234513,26.494803745988076,58.174816716383546,11845.6106,62.42598066972487,28206.18,246.03757209230736,5532.94728671379,499.16309688,42.539430620492325,25.57052973954584,408.0273866243868,102.28054132385104
7.0,3786.214932891702,248.28389999999993,2474.8078854262217,164.22765978167658,45.48542282083349,26.51166308567721,106.15666232548459,13114.258100000001,66.20827955757666,34561.774999999994,270.35673587055237,6574.506605820585,775.0703179599998,58.6624989656838,36.44256914503116,450.2820381972007,111.53025459712714
6.66,3786.214932891702,248.28389999999993,2474.8078854262217,164.22765978167658,45.48542282083349,26.51166308567721,106.15666232548459,13114.258100000001,66.20827955757666,34561.774999999994,270.35673587055237,6574.506605820585,775.0703179599998,58.6624989656838,36.44256914503116,450.2820381972007,111.53025459712714
7.44,2714.339094416475,230.83339999999993,2460.093180939183,164.85063395836005,43.840096730504605,25.915577641248014,107.45108427987142,12566.2035,62.56580792365542,31701.7424,205.24682836943217,6256.7553457102085,750.9373905199998,62.91428004223864,40.62837602480082,353.8220334576642,102.9417041952386
9.31,3560.048427452327,269.8483999999999,2752.4842558933856,171.6216041363849,46.64385403072951,26.709738835167403,108.78526660375515,15590.218500000003,64.51774330082581,38757.777400000006,252.14665399725098,6912.569503179391,865.8406989999997,66.0991416479872,41.30496063865352,415.4648590908741,109.70232301606016
9.88,4006.7251764907173,269.8483999999999,2752.4842558933856,214.0859856961732,46.64385403072951,26.709738835167403,131.27577994057862,15590.218500000003,67.30211669017416,41781.7924,266.29450462350235,7477.44674180203,1090.9926908799996,76.44527825584176,46.537330673888626,464.2773343192603,115.70496910297327
9.05,3978.4659887121907,276.3508999999999,2798.2473262646413,214.75654665156222,47.09492143628654,26.837589613902626,131.39990308135216,16094.221000000003,67.46359373330417,42789.797399999996,261.669333436164,7545.083422766828,1108.1711257599998,76.91389422747474,46.630912828304666,441.9833973222395,116.43354284792677
9.28,4622.416808181207,276.5048,2816.446260840241,234.03283737351546,47.11641730649733,26.846836616044296,145.49562162002235,16187.043400000006,67.48716417439292,42967.60140000001,317.2605203329924,7578.4572531434,1188.3544515999997,98.36270887971772,69.03779619004821,551.1272916514496,116.48067960447348
9.28,3335.3572350200084,243.99229999999997,2581.1386906111275,174.30319039691003,44.81678534377495,26.195381293794885,110.96519843812996,13667.030900000003,63.22928489047573,33895.55640000001,255.93031831326337,6485.174064478284,832.2045363199998,87.7352154449711,66.30712220502913,427.37750906664076,105.01339771010174
8.72,3335.3572350200084,243.99229999999997,2581.1386906111275,174.30319039691003,44.81678534377495,26.195381293794885,110.96519843812996,13667.030900000003,63.22928489047573,33895.55640000001,255.93031831326337,6485.174064478284,832.2045363199998,87.7352154449711,66.30712220502913,427.37750906664076,105.01339771010174
8.59,4324.797206435185,257.15119999999996,2696.7564631304745,183.70208399564677,45.77263828708152,26.469331933337433,115.00762751550644,14767.858300000004,64.29191330995288,36089.37040000001,349.5903096988002,6750.524447805132,909.5143129199997,107.04196884254202,80.22110932104738,630.0451460416338,107.44858964462959
9.06,2827.1390147380266,242.66699999999992,2463.6330420148774,164.91334790722485,45.409119902283955,26.713221844050675,107.46331331319762,12698.2236,63.306605735919675,32217.6434,211.43612675873882,6308.731660522484,755.0170001199998,62.732360139299495,40.56110837773718,363.51825320764794,104.78096272997306
7.8,2827.1390147380266,242.66699999999992,2463.6330420148774,164.91334790722485,45.409119902283955,26.713221844050675,107.46331331319762,12698.2236,63.306605735919675,32217.6434,211.43612675873882,6308.731660522484,755.0170001199998,62.732360139299495,40.56110837773718,363.51825320764794,104.78096272997306
9.2,4559.937627702859,257.1511999999999,2696.7564631304745,185.71756093606106,45.77263828708152,26.469331933337436,115.72116800009952,14767.858300000004,64.60550454311881,37097.37539999999,361.2324254475325,6869.010489216207,923.7941792399997,106.95324243260687,80.20809022046632,644.474101429146,108.63187478415348
8.97,3465.656892241671,250.34089999999995,2610.3857988661784,215.56483107929532,45.26368964291357,26.318649161100172,133.919009417383,14078.211000000001,66.1105816318643,37749.7724,239.9183590926497,7082.992927247336,1048.4343766799996,76.39075256128845,47.00723635069935,443.3217524415548,111.68560554126928
9.53,2998.4774184521943,250.34089999999992,2610.3857988661784,167.5252963643779,45.26368964291357,26.318649161100172,107.90313337163414,14078.211000000001,63.1227330969079,34725.7574,223.3181615842301,6495.783993957025,802.2954274799997,64.6050021755245,40.99416209059752,376.61760305395956,105.37734356881465
9.53,4063.0266750370706,256.8433999999999,2658.5959713594066,217.3112454810386,45.72837309964133,26.450299516134145,134.57356334607618,14582.213500000002,67.48652512614598,39765.782400000004,273.5162612784566,7353.779409162563,1072.5243897599996,76.04844587442685,46.695070878576416,524.7356782362734,114.74512770754147
2.46,1483.0613669375,133.58849999999998,1669.9512762162585,75.12605964828091,34.79120337915893,22.794799373923777,52.92797055665478,6036.307899999998,53.83820455161984,13681.029999999997,173.29964574997507,3936.5563454189883,260.50611903999993,68.9631451691091,63.02255631005914,331.28582532267495,77.84834688996291
4.11,1483.0613669375,133.58849999999998,1669.9512762162585,75.12605964828091,34.79120337915893,22.794799373923777,52.92797055665478,6036.307899999998,53.83820455161984,13681.029999999997,173.29964574997507,3936.5563454189883,260.50611903999993,68.9631451691091,63.02255631005914,331.28582532267495,77.84834688996291
4.72,1019.3342310000002,90.5677,1447.0675632337625,74.00374386016615,28.381988841693246,19.768318297709683,52.513489431451745,4353.0826,45.898266690101835,9198.214,145.94462225769115,3043.241115331153,225.68027751999998,91.07509722600032,78.75785856736772,255.7308911309613,62.29586849864122
5.1,1198.457274,97.0702,1532.326026852494,74.09043529560374,29.117345292110677,20.000110085202813,52.730928029156274,4857.085099999999,46.759766695785025,10206.219,162.96304945173685,3290.9321531041173,230.96714136,91.31509547751399,78.77422271920781,290.0680606530752,64.30758238341727
3.27,1198.457274,97.0702,1532.326026852494,74.09043529560374,29.117345292110677,20.000110085202813,52.730928029156274,4857.085099999999,46.759766695785025,10206.219,162.96304945173685,3290.9321531041173,230.96714136,91.31509547751399,78.77422271920781,290.0680606530752,64.30758238341727
2.14,1426.2952910000004,103.5727,1613.0844902161202,75.68802660572487,29.83458233510233,20.226650198353994,54.35929654726874,5361.087599999999,48.31090636938541,11214.224,184.11928964110535,3592.6577107539065,238.86575296,91.67803911061961,78.80570298289634,347.4576026349801,66.89334858190311
4.17,1069.09831325,97.0702,1532.326026852494,75.57958949849596,29.117345292110677,20.000110085202813,52.63439956348884,4857.085099999999,46.24369100208818,10206.219,147.19932243940082,3205.83695250819,242.62007943999998,91.46879190383741,78.79058515766033,249.63984547522483,63.638865931127334
3.64,1577.4817566376955,128.40449999999998,1694.7940377899286,109.93421695046595,33.183941835924195,21.622075620274323,76.17281127544682,6258.987699999998,53.90666904354346,15635.527,163.5118227335777,4230.372944513875,392.52795936,73.57516001589406,64.04982164178594,292.62353973135026,80.62640309476791
6.12,2682.665950360168,145.17289999999997,1956.828255354386,173.34355982532009,34.42233069113711,21.84120889357651,116.61333831949077,8031.637699999997,57.90751261259404,22606.252,227.72181769614593,5652.032170721873,655.42243116,82.66197112538774,66.12309375405329,466.5725267080365,90.13886067618115
7.19,2868.9212916456295,151.67539999999997,2020.691797617722,173.3805878115693,35.03111982880364,22.031660661953218,116.65759859582855,8535.640199999996,58.453790489045105,23614.257,239.70645776185023,5789.161045364648,660.709295,82.92632150093552,66.14630576440537,480.2669994614236,91.54072385556057
6.44,2868.9212916456295,151.67539999999997,2020.691797617722,173.3805878115693,35.03111982880364,22.031660661953218,116.65759859582855,8535.640199999996,58.453790489045105,23614.257,239.70645776185023,5789.161045364648,660.709295,82.92632150093552,66.14630576440537,480.2669994614236,91.54072385556057
5.34,2729.5439594470977,151.67539999999997,2020.691797617722,174.0221536941616,35.03111982880364,22.031660661953218,116.6379089358952,8535.640199999996,58.12533743900402,23614.257,228.2057074362125,5741.214308741662,672.3622330799999,83.09553554768473,66.1695087015048,463.7121551914064,91.07219240251108
7.46,2915.3844350299228,158.17789999999997,2082.5978634786384,175.08288886514003,35.62950831417688,22.218875451713856,116.89162581323923,9039.642699999997,58.662874888800545,24622.261999999995,239.77798627399474,5872.448625483028,687.6020090799999,83.50037248783107,66.21204761243557,476.549181265604,92.45452539762452
4.48,2915.3844350299228,158.17789999999997,2082.5978634786384,175.08288886514003,35.62950831417688,22.218875451713856,116.89162581323923,9039.642699999997,58.662874888800545,24622.261999999995,239.77798627399474,5872.448625483028,687.6020090799999,83.50037248783107,66.21204761243557,476.549181265604,92.45452539762452
