Activity,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS
8.55,42.09636548895879,224.18376411110168,3650.3849024850315,206.52979999999994,108.15229549287595,240.52402551,391.3829379994046,659.6263474,1053.9797880480837,2189.8304455223374,55.508668765596745,160.28132433343328,623.7953098324994,25.442880288293395,62.66521148806405,101.5561951212234,27297.403999999995,138.45793535167564
9.22,41.456725215940544,302.7899415177045,3733.836316848946,207.85509999999996,108.03495815148254,302.45776264,513.6592680866952,734.0889702399999,1424.0706510176346,2321.238151202674,81.96024117338209,166.2883943479743,815.8655582153875,24.870240865683307,62.38552998024147,102.5644933517443,29983.321999999996,188.9746288056574
8.0,44.79418593790941,247.9118616511923,4327.866225232816,243.83839999999995,129.6800892576781,338.51581983999995,439.73070707413405,950.3311864799996,1303.2108147501267,2561.2683379364935,69.71204251201577,206.38168295634296,726.9677232730112,26.185668387590873,68.07917299997499,115.44696345655872,38539.4268,147.2749458896052
8.11,46.40569686676412,301.21482180546195,4245.994731975482,261.28889999999996,130.31255857231224,361.25084707999997,517.424678439041,1033.2419151199997,1601.118572771993,2575.4050380047615,71.1238473795553,210.2004699045632,859.7767797022084,26.76992012730529,69.30960624897119,119.2383817359159,39294.235,180.32080332357373
7.92,43.425395057730924,268.7571019480117,4208.701959855615,233.71119999999993,130.69831946298717,351.4167150099999,473.68183772905587,1017.3534449199997,1394.166947523137,2510.3862637789525,71.30593087055681,210.85433038283895,781.1675900893554,25.439040710344518,67.52942290783024,114.85176787276721,37377.454,160.70526668026514
8.15,39.62962857673537,187.56046123515668,3673.329393472428,186.48729999999998,108.18642583895642,245.84982003000002,339.25558801932203,668.9364868399998,849.424560977104,2182.781837946296,59.931643194833335,162.7768453352415,530.9691408158914,24.313891469394264,60.80658960330297,96.78279668215833,26363.810799999996,117.58298842042117
5.55,27.590390168498885,96.99224083297173,2022.4448637099583,83.9113,46.89676520120246,124.93721341999998,165.01789338712737,186.86191704000004,283.9510423750001,1318.2581580643791,66.69901347796775,64.57136466536652,222.75514367316921,19.513477942059566,44.867260801608516,60.0652486467841,8101.306999999999,69.80231540895738
6.07,28.34628963197829,110.30204965320146,2174.5479444079765,90.4138,47.32677369129971,131.46413805999998,191.33662181293448,196.68203816000002,339.0041039375001,1411.319627621447,67.02635098434203,65.69307603380621,262.28831124236524,19.751254602611326,45.89053391180466,62.27181449098781,9109.312,78.09989182510638
6.37,32.514722410009895,177.94569187204294,3321.86414980736,129.42879999999997,103.94848537465445,237.61801106000004,330.62922011513666,538.58197084,690.0606841872101,1875.08245454621,79.89135147578962,151.23736019322632,492.12455270232607,21.070702411277548,53.51751404340992,81.14098397234284,19189.361999999997,116.45979521903092
6.7,29.80062328878374,148.20648542226868,2389.454288194701,103.41879999999999,50.12069178884418,148.16205853999998,268.13718967640284,245.00578216,495.64730487500003,1581.0945991059612,68.05736267898266,72.9021049021589,375.91092316112685,20.210351997433982,48.27651832589877,68.39162751389968,11825.761999999999,102.488477458879
2.7,32.237751982109415,84.05630868818044,2169.194037976688,107.4246,43.69684029735141,79.09121726999999,152.49627499743224,191.53701944,268.09988684375,1292.47117710901,26.980444358077946,61.33693720619342,211.4240758782761,22.052551960385305,50.8416677914314,70.88264314343814,9560.108,59.0920498409243
2.87,32.88700593106645,98.02277348716156,2303.1622874137324,113.9271,44.19107807047381,85.61814190999999,179.00551269417275,201.35714055999998,322.0510172500001,1387.2635883867922,27.779807506558143,62.51670952531182,250.05974984728348,22.239416663542077,51.6441609207177,72.76189857336048,10568.113,68.6324938196261
4.96,30.50179756424201,166.138285959921,2530.4588124896004,109.92129999999999,51.461518398282365,156.34935581999997,304.81551060752173,260.24555816,569.4400800000001,1659.481440489254,68.55106704106494,75.39910408071142,428.44481789443364,20.432279872959747,49.050505516529704,70.22186092307722,12833.766999999998,114.5039223167868
2.74,29.80062328878374,148.20648542226868,2389.454288194701,103.41879999999999,50.12069178884418,148.16205853999998,268.13718967640284,245.00578216,495.64730487500003,1581.0945991059612,68.05736267898266,72.9021049021589,375.91092316112685,20.210351997433982,48.27651832589877,68.39162751389968,11825.761999999999,102.488477458879
2.96,34.1485017476609,121.36000803108925,2509.403606865237,126.93209999999999,46.3636496235388,102.28285374999999,219.5437638931178,233.80466055999997,420.89076131249993,1559.6593550119526,30.183247677702344,67.3252764329194,310.30269407516727,22.604004990912365,52.58890661196682,75.61163234912998,12584.123,84.26822936537289
2.98,34.76208678805114,130.66199752293383,2562.4884972759487,133.4346,47.05868033921529,110.76026830999999,234.27530129197027,250.77176231999997,465.0185349472658,1639.071634701348,31.351156246550524,69.3760171738867,332.832286201804,22.781969850914958,52.85268849591541,76.72189369078424,13592.127999999999,90.20954557794674
3.26,36.54107547144719,169.16327509368492,3379.303457356439,152.94209999999995,103.33701369553043,191.77201491,323.5304200703904,543.25707324,670.9877739055405,1857.0437215373527,51.59277099995083,149.88494870834913,482.1569669461345,23.29984333283908,57.92729620347919,89.44481138668691,20648.162999999997,111.19002639953064
3.35,29.780768152450328,121.04081199349312,2286.492847393357,99.5015,43.41675644639923,84.28270183,231.65549238833066,197.24572863999998,381.0150227421876,1396.017814949286,26.995201522263994,61.77424734199726,318.6058564011808,20.387858001464778,48.08112403824545,67.50674099673306,10421.289999999999,86.38697580945892
3.38,31.83931014485081,153.37281275576655,2598.6653853654225,119.00899999999999,46.09480754988029,107.47433830999998,288.82190443966397,239.41070807999995,536.2325658671874,1646.4875643850244,30.196439655062452,67.77818955287671,407.37799897858184,21.028939669036234,50.023166515181856,72.45640018314461,13445.305,105.86531739014914
3.89,32.49652561044026,161.28230624319806,2648.2677968530515,125.51149999999998,46.7977874666965,115.95175286999998,300.313605114971,256.37780984,580.5732225625002,1721.9000608864555,31.363856992785948,69.81562784368623,426.7504136739306,21.234175598623825,50.3144667804951,73.61426459932883,14453.31,110.31326901214473
3.22,32.49652561044026,157.82616760210936,3270.049566730981,125.51149999999998,102.5709089196309,173.73865435,312.2386810619441,490.82191731999995,579.6673465333254,1721.9000608864558,49.795223978181035,146.19876830438946,454.818573303691,21.23417559862383,53.358687733155605,80.39654623178782,17784.89,106.16046935973073
3.72,33.1407103575044,166.5949013168648,3331.5521490827355,132.01399999999998,102.6579866249764,180.26557899,323.8398506140436,500.53937676,631.962145426941,1794.1455737166452,50.232834464912486,146.72356411020505,477.3925927247277,21.435519057835872,54.0887817107883,82.05820757852317,18792.894999999997,110.80368319937297
4.28,34.39290181854389,181.73092041830697,3435.906182311889,145.01899999999995,103.07842663930343,196.93029083000002,342.3764105329148,532.98689676,728.4108767431335,1930.5427681612057,51.60085652052105,148.8351611619915,513.8852313145782,21.82723356024138,54.95205915376767,84.59535739920955,20808.905,118.64716374405144
4.77,31.187211496060364,160.99562615912632,2429.1079210219814,116.42379999999999,50.44014474062066,165.16234509999995,290.2075674633797,269.3692276,572.0425914931641,1734.329026261897,69.14547188958034,74.67762571607261,411.946729436374,20.649488719071464,49.47148394581421,71.99896889886686,13349.667999999998,109.59026150345052
2.96,24.043104549537688,82.667864670593,1971.998800906446,69.33859999999999,43.55709468754718,121.24517936999999,119.06929571762963,164.95627296,233.2437556875,1383.8965622132057,66.31741695436637,59.32319258469782,164.5088636724865,17.389834514517673,37.50220281618735,48.50487445092503,7684.635,59.91896407419241
3.19,29.80062328878374,145.66501969171293,2389.454288194701,103.41879999999999,50.119806475739516,148.16205854,257.21956100787224,245.00578215999997,488.4844119375001,1581.0945991059612,68.05736267898264,72.90125023098373,363.75611121682203,20.210351997433982,48.27651832589877,68.39162751389968,11825.761999999999,100.47456690039236
3.48,34.1485017476609,136.64135706597216,2497.4442679333442,126.93209999999999,47.35633232503845,102.31606238999998,254.4351433857517,249.68088455999998,475.35818271875,1559.6593550119526,30.18262072192864,70.05337700820817,360.4035864030962,22.604004990912365,53.55611267954138,78.06362608795469,13284.562999999998,94.59301293782798
5.31,35.3650276984198,155.98150446186267,2675.957377334459,139.9371,49.609415848885,118.98077422999998,287.5026955992919,281.87827496,574.9023368671877,1714.8102937901906,32.40835276461758,74.66000507740327,412.18613063213184,22.957196920035898,54.436233474934134,80.72641934645682,15300.572999999999,106.07710621825484
5.62,35.96956836577275,156.55558951435958,2577.785552694551,142.6762,47.838923829011776,115.24238862999997,288.4457333251809,271.96930488,577.0694148750001,1657.0395026318927,31.565339535686544,71.99693381047052,413.59051181184145,23.278009029568086,54.8541518148425,81.68457632564423,14685.443000000001,106.45074324926094
4.32,35.87303067110444,127.57707194979496,2709.6563025648984,137.05929999999998,58.4318006809953,120.21919043,241.35562808896825,291.42675904,435.3539005136719,1640.3029016685364,39.3035377406941,82.7925786351545,338.35839195601795,23.5385225447577,54.46917902125624,78.90166025325449,14357.321399999997,89.59022484086381
7.92,49.76626913804169,251.57078758149916,3810.7356328001256,287.6951999999999,106.28581221815412,313.72852255,404.2118826638489,819.8413183599998,1391.3001648454601,2544.1649500341123,60.70045236520145,165.64346841460736,677.9362269770118,28.443887838160077,69.45726764280516,118.80551528864306,36010.248999999996,147.4641919748979
6.41,47.58599431145682,232.2242560961422,3725.979965129382,258.94609999999994,105.758960625551,281.6777791,380.85042181486386,753.8486067599998,1225.534900048423,2377.287454929111,58.53318913549234,162.33854436949946,633.5067930159504,27.762678649961813,68.78147191715351,115.69943223715491,32285.793999999998,137.53297430622882
9.6,51.838710604238614,331.91902746739646,4716.672265789521,323.9710999999999,150.31976990161306,479.22713645999977,576.2307581331216,1417.3355386799992,1985.9853793033124,2862.1112562976696,84.50674547872296,254.87135532163518,985.1636484878428,28.904145582868434,76.31664935997044,136.6085242215873,50429.884,190.13598200195145
8.46,51.43745297854474,290.12683048946565,3994.784955636237,313.70519999999993,107.13737115960787,344.73435471,461.94984200654704,895.8798556399997,1678.54553732804,2736.5762136302865,62.674004540602176,170.03257440735416,783.038400364614,28.88996379025341,70.81711893956812,123.4112854361383,41050.27399999999,168.3734353935773
7.82,50.1808917030178,296.38314798760183,3989.5351990037357,297.96109999999993,107.19946203859593,329.3815317399999,476.60073483262187,878.2108880399998,1690.087800094449,2678.7323052893557,61.7162300106627,169.78308982363728,810.0901971454301,28.458517592346503,71.22589421152014,123.69959322487685,40042.269,172.13900839010495
7.92,45.0275842234513,246.03757209230736,3296.870383458111,238.01799999999994,58.174816716383546,214.16926478,408.0273866243868,499.16309688,1209.4335445196587,2328.485043831946,42.539430620492325,97.4552256082092,646.5352962399834,26.494803745988076,62.42598066972487,102.28054132385104,28206.18,151.65109977514666
7.0,45.48542282083349,270.35673587055237,3884.1196457535393,248.28389999999993,106.15666232548459,288.27239433000005,450.2820381972007,775.0703179599998,1410.3136066723541,2474.8078854262217,58.6624989656838,164.22765978167658,742.1029138688937,26.51166308567721,66.20827955757666,111.53025459712714,34561.774999999994,161.70528775600363
6.66,45.48542282083349,270.35673587055237,3884.1196457535393,248.28389999999993,106.15666232548459,288.27239433000005,450.2820381972007,775.0703179599998,1410.3136066723541,2474.8078854262217,58.6624989656838,164.22765978167658,742.1029138688937,26.51166308567721,66.20827955757666,111.53025459712714,34561.774999999994,161.70528775600363
7.44,43.840096730504605,205.24682836943217,3764.2572484164343,230.83339999999993,107.45108427987142,290.42843264,353.8220334576642,750.9373905199998,1029.1806927993898,2460.093180939183,62.91428004223864,164.85063395836005,564.2435538576684,25.915577641248014,62.56580792365542,102.9417041952386,31701.7424,125.14808111134744
9.31,46.64385403072951,252.14665399725098,4007.2446975115026,269.8483999999999,108.78526660375515,340.04946655999987,415.4648590908741,865.8406989999997,1369.4446423203522,2752.4842558933856,66.0991416479872,171.6216041363849,680.2309606612748,26.709738835167403,64.51774330082581,109.70232301606016,38757.777400000006,150.54501324959065
9.88,46.64385403072951,266.29450462350235,4331.156498746647,269.8483999999999,131.27577994057862,396.2921883599999,464.2773343192603,1090.9926908799996,1444.2449726351385,2752.4842558933856,76.44527825584176,214.0859856961732,763.0157215678995,26.709738835167403,67.30211669017416,115.70496910297327,41781.7924,158.95563241367492
9.05,47.09492143628654,261.669333436164,4349.280038800448,276.3508999999999,131.39990308135216,404.76960291999995,441.9833973222395,1108.1711257599998,1453.2255587250033,2798.2473262646413,76.91389422747474,214.75654665156222,737.2972031806104,26.837589613902626,67.46359373330417,116.43354284792677,42789.797399999996,154.1673853020186
9.28,47.11641730649733,317.2605203329924,4369.68747414438,276.5048,145.49562162002235,460.06103112999983,551.1272916514496,1188.3544515999997,1685.1705229541794,2816.446260840241,98.36270887971772,234.03283737351546,890.8234423128991,26.846836616044296,67.48716417439292,116.48067960447348,42967.60140000001,193.64440998355815
9.28,44.81678534377495,255.93031831326337,3861.272028897744,243.99229999999997,110.96519843812996,358.0499013299999,427.37750906664076,832.2045363199998,1289.6630837923212,2581.1386906111275,87.7352154449711,174.30319039691003,683.413490783428,26.195381293794885,63.22928489047573,105.01339771010174,33895.55640000001,157.49473110969808
8.72,44.81678534377495,255.93031831326337,3861.272028897744,243.99229999999997,110.96519843812996,358.0499013299999,427.37750906664076,832.2045363199998,1289.6630837923212,2581.1386906111275,87.7352154449711,174.30319039691003,683.413490783428,26.195381293794885,63.22928489047573,105.01339771010174,33895.55640000001,157.49473110969808
8.59,45.77263828708152,349.5903096988002,4012.6605387847835,257.15119999999996,115.00762751550644,426.9015129399999,630.0451460416338,909.5143129199997,1683.929838236593,2696.7564631304745,107.04196884254202,183.70208399564677,935.4978412729282,26.469331933337433,64.29191330995288,107.44858964462959,36089.37040000001,228.05117570998667
9.06,45.409119902283955,211.43612675873882,3788.1434077507865,242.66699999999992,107.46331331319762,291.33484724,363.51825320764794,755.0170001199998,1071.3822397586594,2463.6330420148774,62.732360139299495,164.91334790722485,581.8011602008021,26.713221844050675,63.306605735919675,104.78096272997306,32217.6434,128.7333540446334
7.8,45.409119902283955,211.43612675873882,3788.1434077507865,242.66699999999992,107.46331331319762,291.33484724,363.51825320764794,755.0170001199998,1071.3822397586594,2463.6330420148774,62.732360139299495,164.91334790722485,581.8011602008021,26.713221844050675,63.306605735919675,104.78096272997306,32217.6434,128.7333540446334
9.2,45.77263828708152,361.2324254475325,4053.676787936957,257.1511999999999,115.72116800009952,425.82529365999983,644.474101429146,923.7941792399997,1747.4594856401577,2696.7564631304745,106.95324243260687,185.71756093606106,969.6630738533865,26.469331933337436,64.60550454311881,108.63187478415348,37097.37539999999,233.33017053666998
8.97,45.26368964291357,239.9183590926497,4170.266482776811,250.34089999999995,133.919009417383,378.3049423199999,443.3217524415548,1048.4343766799996,1238.0754692475111,2610.3857988661784,76.39075256128845,215.56483107929532,702.6403923322246,26.318649161100172,66.1105816318643,111.68560554126928,37749.7724,146.87856790648476
9.53,45.26368964291357,223.3181615842301,3835.1939476390567,250.34089999999992,107.90313337163414,315.8606763199999,376.61760305395956,802.2954274799997,1161.0154377060258,2610.3857988661784,64.6050021755245,167.5252963643779,601.6500701784282,26.318649161100172,63.1227330969079,105.37734356881465,34725.7574,135.8378095742703
9.53,45.72837309964133,273.5162612784566,4311.9028594301535,256.8433999999999,134.57356334607618,381.8239169999999,524.7356782362734,1072.5243897599996,1414.6892042217871,2658.5959713594066,76.04844587442685,217.3112454810386,827.3884960185559,26.450299516134145,67.48652512614598,114.74512770754147,39765.782400000004,167.88065131565986
2.46,34.79120337915893,173.29964574997507,2770.1741608536377,133.58849999999998,52.92797055665478,162.00832547,331.28582532267495,260.50611903999993,605.437357421875,1669.9512762162585,68.9631451691091,75.12605964828091,452.4384270034024,22.794799373923777,53.83820455161984,77.84834688996291,13681.029999999997,121.26511938006665
4.11,34.79120337915893,173.29964574997507,2770.1741608536377,133.58849999999998,52.92797055665478,162.00832547,331.28582532267495,260.50611903999993,605.437357421875,1669.9512762162585,68.9631451691091,75.12605964828091,452.4384270034024,22.794799373923777,53.83820455161984,77.84834688996291,13681.029999999997,121.26511938006665
4.72,28.381988841693246,145.94462225769115,2187.0593057596316,90.5677,52.513489431451745,185.00716542,255.7308911309613,225.68027751999998,446.4902790000001,1447.0675632337625,91.07509722600032,74.00374386016615,348.42201199555603,19.768318297709683,45.898266690101835,62.29586849864122,9198.214,103.78854413275127
5.1,29.117345292110677,162.96304945173685,2362.9782495927457,97.0702,52.730928029156274,191.53409006,290.0680606530752,230.96714136,516.3649726875001,1532.326026852494,91.31509547751399,74.09043529560374,398.09197780069553,20.000110085202813,46.759766695785025,64.30758238341727,10206.219,114.96471162556757
3.27,29.117345292110677,162.96304945173685,2362.9782495927457,97.0702,52.730928029156274,191.53409006,290.0680606530752,230.96714136,516.3649726875001,1532.326026852494,91.31509547751399,74.09043529560374,398.09197780069553,20.000110085202813,46.759766695785025,64.30758238341727,10206.219,114.96471162556757
2.14,29.83458233510233,184.11928964110535,2635.181326838365,103.5727,54.35929654726874,199.37690705999998,347.4576026349801,238.86575296,601.6709747500001,1613.0844902161202,91.67803911061961,75.68802660572487,470.1352861739464,20.226650198353994,48.31090636938541,66.89334858190311,11214.224,129.59220518366521
4.17,29.117345292110677,147.19932243940082,2256.2238839775573,97.0702,52.63439956348884,193.48457998,249.63984547522483,242.62007943999998,473.65562449999993,1532.326026852494,91.46879190383741,75.57958949849596,346.64477234444814,20.000110085202813,46.24369100208818,63.638865931127334,10206.219,102.79625119488573
3.64,33.183941835924195,163.5118227335777,2835.83885381368,128.40449999999998,76.17281127544682,193.92165887,292.62353973135026,392.52795936,613.3694396203613,1694.7940377899286,73.57516001589406,109.93421695046595,432.36849416876026,21.622075620274323,53.90666904354346,80.62640309476791,15635.527,108.33751970595091
6.12,34.42233069113711,227.72181769614593,3676.0584014931546,145.17289999999997,116.61333831949077,265.81102523000004,466.5725267080365,655.42243116,926.0292705328521,1956.828255354386,82.66197112538774,173.34355982532009,694.2057097702489,21.84120889357651,57.90751261259404,90.13886067618115,22606.252,147.0569408334065
7.19,35.03111982880364,239.70645776185023,3742.2701801315548,151.67539999999997,116.65759859582855,272.3379498700001,480.2669994614236,660.709295,997.731950344391,2020.691797617722,82.92632150093552,173.3805878115693,723.1965829054778,22.031660661953218,58.453790489045105,91.54072385556057,23614.257,153.62407995137758
6.44,35.03111982880364,239.70645776185023,3742.2701801315548,151.67539999999997,116.65759859582855,272.3379498700001,480.2669994614236,660.709295,997.731950344391,2020.691797617722,82.92632150093552,173.3805878115693,723.1965829054778,22.031660661953218,58.453790489045105,91.54072385556057,23614.257,153.62407995137758
5.34,35.03111982880364,228.2057074362125,3701.1507280425826,151.67539999999997,116.6379089358952,274.28843979000004,463.7121551914064,672.3622330799999,952.4990064070626,2020.691797617722,83.09553554768473,174.0221536941616,692.039435591315,22.031660661953218,58.12533743900402,91.07219240251108,23614.257,146.26901669919818
7.46,35.62950831417688,239.77798627399474,3762.4367994602903,158.17789999999997,116.89162581323923,282.47573707000004,476.549181265604,687.6020090799999,1024.0207795120582,2082.5978634786384,83.50037248783107,175.08288886514003,720.3377479039287,22.218875451713856,58.662874888800545,92.45452539762452,24622.261999999995,152.3309282069793
4.48,35.62950831417688,239.77798627399474,3762.4367994602903,158.17789999999997,116.89162581323923,282.47573707000004,476.549181265604,687.6020090799999,1024.0207795120582,2082.5978634786384,83.50037248783107,175.08288886514003,720.3377479039287,22.218875451713856,58.662874888800545,92.45452539762452,24622.261999999995,152.3309282069793
