Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS
2.96,2509.403606865237,310.30269407516727,262.395,52.58890661196682,30.183247677702344,1559.6593550119526,3638.1783582627586,1033.3052710625002,219.5437638931178,102.28285374999999,20.885643775381038,67.3252764329194,5439.482999999999,126.93209999999999,420.89076131249993,233.80466055999997,22.604004990912365
2.98,2562.4884972759487,332.832286201804,275.4,52.85268849591541,31.351156246550524,1639.071634701348,3775.23719076782,1136.103819761719,234.27530129197027,110.76026830999999,21.341192735168484,69.3760171738867,5943.485499999999,133.4346,465.0185349472658,250.77176231999997,22.781969850914958
3.26,3379.303457356439,482.1569669461345,366.4349999999999,57.92729620347919,51.59277099995083,1857.0437215373527,5191.660798518043,1860.1639068105317,323.5304200703904,191.77201491,34.681583716637356,149.88494870834913,7455.492999999998,152.94209999999995,670.9877739055405,543.25707324,23.29984333283908
3.35,2286.492847393357,318.6058564011808,214.76099999999997,48.08112403824545,26.995201522263994,1396.017814949286,3266.7799663136175,964.8382893906253,231.65549238833066,84.28270183,19.112253753329828,61.77424734199726,4410.7978,99.5015,381.0150227421876,197.24572863999998,20.387858001464778
3.38,2598.6653853654225,407.37799897858184,253.77599999999995,50.023166515181856,30.196439655062452,1646.4875643850244,3818.525126209791,1351.1966441406255,288.82190443966397,107.47433830999998,20.371573844756206,67.77818955287671,5922.805299999999,119.00899999999999,536.2325658671874,239.41070807999995,21.028939669036234
3.89,2648.2677968530515,426.7504136739306,266.78099999999995,50.3144667804951,31.363856992785948,1721.9000608864555,3949.330097563446,1454.64867925,300.313605114971,115.95175286999998,20.849618462369687,69.81562784368623,6426.807799999999,125.51149999999998,580.5732225625002,256.37780984,21.234175598623825
3.22,3270.049566730981,454.818573303691,303.2969999999999,53.358687733155605,49.795223978181035,1721.9000608864558,4879.338138227151,1618.8048157693486,312.2386810619441,173.73865435,34.08345978185739,146.19876830438946,6426.807799999998,125.51149999999998,579.6673465333254,490.82191731999995,21.23417559862383
3.72,3331.5521490827355,477.3925927247277,316.3019999999999,54.0887817107883,50.232834464912486,1794.1455737166452,5017.672593771239,1751.5948545962522,323.8398506140436,180.26557899,34.17063116042957,146.72356411020505,6930.810299999997,132.01399999999998,631.962145426941,500.53937676,21.435519057835872
4.28,3435.906182311889,513.8852313145782,342.3119999999999,54.95205915376767,51.60085652052105,1930.5427681612057,5264.714945592544,1985.1049298107296,342.3764105329148,196.93029083000002,34.500968411276254,148.8351611619915,7938.815299999997,145.01899999999995,728.4108767431335,532.98689676,21.82723356024138
4.77,2429.1079210219814,411.946729436374,255.96899999999994,49.47148394581421,69.14547188958034,1734.329026261897,3643.93282726109,1392.3549854101564,290.2075674633797,165.16234509999995,63.0053714858271,74.67762571607261,6276.270199999998,116.42379999999999,572.0425914931641,269.3692276,20.649488719071464
2.96,1971.998800906446,164.5088636724865,130.81499999999997,37.50220281618735,66.31741695436637,1383.8965622132057,2727.3364921229463,462.90594600000003,119.06929571762963,121.24517936999999,62.6969993107102,59.32319258469782,3884.8801000000003,69.33859999999999,233.2437556875,164.95627296,17.389834514517673
3.19,2389.454288194701,363.75611121682203,225.41999999999996,48.27651832589877,68.05736267898264,1581.0945991059612,3499.148492708619,1178.0660585000003,257.21956100787224,148.16205854,62.895624578552926,72.90125023098373,5268.265199999999,103.41879999999999,488.4844119375001,245.00578215999997,20.210351997433982
3.48,2497.4442679333442,360.4035864030962,277.89899999999994,53.55611267954138,30.18262072192864,1559.6593550119526,3717.1565111007903,1215.7508955625,254.4351433857517,102.31606238999998,20.879563521739176,70.05337700820817,5439.482999999999,126.93209999999999,475.35818271875,249.68088455999998,22.604004990912365
5.31,2675.957377334459,412.18613063213184,303.9089999999999,54.436233474934134,32.40835276461758,1714.8102937901906,4044.4329303477766,1459.351733640625,287.5026955992919,118.98077422999998,21.73718563014107,74.66000507740327,6447.4879999999985,139.9371,574.9023368671877,281.87827496,22.957196920035898
5.62,2577.785552694551,413.59051181184145,308.9069999999999,54.8541518148425,31.565339535686544,1657.0395026318927,3886.413553870265,1464.6196832500002,288.4457333251809,115.24238862999997,21.31482198842864,71.99693381047052,6186.8454999999985,142.6762,577.0694148750001,271.96930488,23.278009029568086
4.32,2709.6563025648984,338.35839195601795,283.6997999999999,54.46917902125624,39.3035377406941,1640.3029016685364,3986.571553251676,1123.9330681289066,241.35562808896825,120.21919043,30.71518325305349,82.7925786351545,5770.810999999999,137.05929999999998,435.3539005136719,291.42675904,23.5385225447577
7.92,3810.7356328001256,677.9362269770118,668.7629999999999,69.45726764280516,60.70045236520145,2544.1649500341123,6511.800545686885,3656.7194939480746,404.2118826638489,313.72852255,37.091674165474096,165.64346841460736,14125.660800000001,287.6951999999999,1391.3001648454601,819.8413183599998,28.443887838160077
6.41,3725.979965129382,633.5067930159504,614.244,68.78147191715351,58.53318913549234,2377.287454929111,6225.511424680947,3275.138915977901,380.85042181486386,281.6777791,36.57706435723219,162.33854436949946,12370.2933,258.94609999999994,1225.534900048423,753.8486067599998,27.762678649961813
9.6,4716.672265789521,985.1636484878428,848.3340000000004,76.31664935997044,84.50674547872296,2862.1112562976696,8363.328399733147,5770.015192986763,576.2307581331216,479.22713645999977,48.97382022713539,254.87135532163518,17410.318300000006,323.9710999999999,1985.9853793033124,1417.3355386799992,28.904145582868434
8.46,3994.784955636237,783.038400364614,733.7880000000001,70.81711893956812,62.674004540602176,2736.5762136302865,6989.493138851916,4415.175079316972,461.94984200654704,344.73435471,37.554341242065156,170.03257440735416,16141.670800000004,313.70519999999993,1678.54553732804,895.8798556399997,28.88996379025341
7.82,3989.5351990037357,810.0901971454301,720.7830000000001,71.22589421152014,61.7162300106627,2678.7323052893557,6951.802388707047,4534.078908423103,476.60073483262187,329.3815317399999,37.33221820732259,169.78308982363728,15394.308300000002,297.96109999999993,1690.087800094449,878.2108880399998,28.458517592346503
7.92,3296.870383458111,646.5352962399834,518.0579999999999,62.42598066972487,42.539430620492325,2328.485043831946,5532.94728671379,3052.751063492891,408.0273866243868,214.16926478,25.57052973954584,97.4552256082092,11845.6106,238.01799999999994,1209.4335445196587,499.16309688,26.494803745988076
7.0,3884.1196457535393,742.1029138688937,593.5889999999999,66.20827955757666,58.6624989656838,2474.8078854262217,6574.506605820585,3786.214932891702,450.2820381972007,288.27239433000005,36.44256914503116,164.22765978167658,13114.258100000001,248.28389999999993,1410.3136066723541,775.0703179599998,26.51166308567721
6.66,3884.1196457535393,742.1029138688937,593.5889999999999,66.20827955757666,58.6624989656838,2474.8078854262217,6574.506605820585,3786.214932891702,450.2820381972007,288.27239433000005,36.44256914503116,164.22765978167658,13114.258100000001,248.28389999999993,1410.3136066723541,775.0703179599998,26.51166308567721
7.44,3764.2572484164343,564.2435538576684,524.8277999999999,62.56580792365542,62.91428004223864,2460.093180939183,6256.7553457102085,2714.339094416475,353.8220334576642,290.42843264,40.62837602480082,164.85063395836005,12566.2035,230.83339999999993,1029.1806927993898,750.9373905199998,25.915577641248014
9.31,4007.2446975115026,680.2309606612748,615.8628000000001,64.51774330082581,66.0991416479872,2752.4842558933856,6912.569503179391,3560.048427452327,415.4648590908741,340.04946655999987,41.30496063865352,171.6216041363849,15590.218500000003,269.8483999999999,1369.4446423203522,865.8406989999997,26.709738835167403
9.88,4331.156498746647,763.0157215678995,654.8778000000001,67.30211669017416,76.44527825584176,2752.4842558933856,7477.44674180203,4006.7251764907173,464.2773343192603,396.2921883599999,46.537330673888626,214.0859856961732,15590.218500000003,269.8483999999999,1444.2449726351385,1090.9926908799996,26.709738835167403
9.05,4349.280038800448,737.2972031806104,667.8828000000001,67.46359373330417,76.91389422747474,2798.2473262646413,7545.083422766828,3978.4659887121907,441.9833973222395,404.76960291999995,46.630912828304666,214.75654665156222,16094.221000000003,276.3508999999999,1453.2255587250033,1108.1711257599998,26.837589613902626
9.28,4369.68747414438,890.8234423128991,668.1888000000001,67.48716417439292,98.36270887971772,2816.446260840241,7578.4572531434,4622.416808181207,551.1272916514496,460.06103112999983,69.03779619004821,234.03283737351546,16187.043400000006,276.5048,1685.1705229541794,1188.3544515999997,26.846836616044296
9.28,3861.272028897744,683.413490783428,551.1437999999998,63.22928489047573,87.7352154449711,2581.1386906111275,6485.174064478284,3335.3572350200084,427.37750906664076,358.0499013299999,66.30712220502913,174.30319039691003,13667.030900000003,243.99229999999997,1289.6630837923212,832.2045363199998,26.195381293794885
8.72,3861.272028897744,683.413490783428,551.1437999999998,63.22928489047573,87.7352154449711,2581.1386906111275,6485.174064478284,3335.3572350200084,427.37750906664076,358.0499013299999,66.30712220502913,174.30319039691003,13667.030900000003,243.99229999999997,1289.6630837923212,832.2045363199998,26.195381293794885
8.59,4012.6605387847835,935.4978412729282,577.4597999999999,64.29191330995288,107.04196884254202,2696.7564631304745,6750.524447805132,4324.797206435185,630.0451460416338,426.9015129399999,80.22110932104738,183.70208399564677,14767.858300000004,257.15119999999996,1683.929838236593,909.5143129199997,26.469331933337433
9.06,3788.1434077507865,581.8011602008021,542.3717999999999,63.306605735919675,62.732360139299495,2463.6330420148774,6308.731660522484,2827.1390147380266,363.51825320764794,291.33484724,40.56110837773718,164.91334790722485,12698.2236,242.66699999999992,1071.3822397586594,755.0170001199998,26.713221844050675
7.8,3788.1434077507865,581.8011602008021,542.3717999999999,63.306605735919675,62.732360139299495,2463.6330420148774,6308.731660522484,2827.1390147380266,363.51825320764794,291.33484724,40.56110837773718,164.91334790722485,12698.2236,242.66699999999992,1071.3822397586594,755.0170001199998,26.713221844050675
9.2,4053.676787936957,969.6630738533865,590.4647999999999,64.60550454311881,106.95324243260687,2696.7564631304745,6869.010489216207,4559.937627702859,644.474101429146,425.82529365999983,80.20809022046632,185.71756093606106,14767.858300000004,257.1511999999999,1747.4594856401577,923.7941792399997,26.469331933337436
8.97,4170.266482776811,702.6403923322246,602.8578000000001,66.1105816318643,76.39075256128845,2610.3857988661784,7082.992927247336,3465.656892241671,443.3217524415548,378.3049423199999,47.00723635069935,215.56483107929532,14078.211000000001,250.34089999999995,1238.0754692475111,1048.4343766799996,26.318649161100172
9.53,3835.1939476390567,601.6500701784282,563.8428,63.1227330969079,64.6050021755245,2610.3857988661784,6495.783993957025,2998.4774184521943,376.61760305395956,315.8606763199999,40.99416209059752,167.5252963643779,14078.211000000001,250.34089999999992,1161.0154377060258,802.2954274799997,26.318649161100172
9.53,4311.9028594301535,827.3884960185559,628.8678000000001,67.48652512614598,76.04844587442685,2658.5959713594066,7353.779409162563,4063.0266750370706,524.7356782362734,381.8239169999999,46.695070878576416,217.3112454810386,14582.213500000002,256.8433999999999,1414.6892042217871,1072.5243897599996,26.450299516134145
2.46,2770.1741608536377,452.4384270034024,275.553,53.83820455161984,68.9631451691091,1669.9512762162585,3936.5563454189883,1483.0613669375,331.28582532267495,162.00832547,63.02255631005914,75.12605964828091,6036.307899999998,133.58849999999998,605.437357421875,260.50611903999993,22.794799373923777
4.11,2770.1741608536377,452.4384270034024,275.553,53.83820455161984,68.9631451691091,1669.9512762162585,3936.5563454189883,1483.0613669375,331.28582532267495,162.00832547,63.02255631005914,75.12605964828091,6036.307899999998,133.58849999999998,605.437357421875,260.50611903999993,22.794799373923777
4.72,2187.0593057596316,348.42201199555603,184.05899999999997,45.898266690101835,91.07509722600032,1447.0675632337625,3043.241115331153,1019.3342310000002,255.7308911309613,185.00716542,78.75785856736772,74.00374386016615,4353.0826,90.5677,446.4902790000001,225.68027751999998,19.768318297709683
5.1,2362.9782495927457,398.09197780069553,197.06400000000002,46.759766695785025,91.31509547751399,1532.326026852494,3290.9321531041173,1198.457274,290.0680606530752,191.53409006,78.77422271920781,74.09043529560374,4857.085099999999,97.0702,516.3649726875001,230.96714136,20.000110085202813
3.27,2362.9782495927457,398.09197780069553,197.06400000000002,46.759766695785025,91.31509547751399,1532.326026852494,3290.9321531041173,1198.457274,290.0680606530752,191.53409006,78.77422271920781,74.09043529560374,4857.085099999999,97.0702,516.3649726875001,230.96714136,20.000110085202813
2.14,2635.181326838365,470.1352861739464,210.06900000000002,48.31090636938541,91.67803911061961,1613.0844902161202,3592.6577107539065,1426.2952910000004,347.4576026349801,199.37690705999998,78.80570298289634,75.68802660572487,5361.087599999999,103.5727,601.6709747500001,238.86575296,20.226650198353994
4.17,2256.2238839775573,346.64477234444814,197.06399999999996,46.24369100208818,91.46879190383741,1532.326026852494,3205.83695250819,1069.09831325,249.63984547522483,193.48457998,78.79058515766033,75.57958949849596,4857.085099999999,97.0702,473.65562449999993,242.62007943999998,20.000110085202813
3.64,2835.83885381368,432.36849416876026,300.441,53.90666904354346,73.57516001589406,1694.7940377899286,4230.372944513875,1577.4817566376955,292.62353973135026,193.92165887,64.04982164178594,109.93421695046595,6258.987699999998,128.40449999999998,613.3694396203613,392.52795936,21.622075620274323
6.12,3676.0584014931546,694.2057097702489,370.97399999999993,57.90751261259404,82.66197112538774,1956.828255354386,5652.032170721873,2682.665950360168,466.5725267080365,265.81102523000004,66.12309375405329,173.34355982532009,8031.637699999997,145.17289999999997,926.0292705328521,655.42243116,21.84120889357651
7.19,3742.2701801315548,723.1965829054778,383.9789999999999,58.453790489045105,82.92632150093552,2020.691797617722,5789.161045364648,2868.9212916456295,480.2669994614236,272.3379498700001,66.14630576440537,173.3805878115693,8535.640199999996,151.67539999999997,997.731950344391,660.709295,22.031660661953218
6.44,3742.2701801315548,723.1965829054778,383.9789999999999,58.453790489045105,82.92632150093552,2020.691797617722,5789.161045364648,2868.9212916456295,480.2669994614236,272.3379498700001,66.14630576440537,173.3805878115693,8535.640199999996,151.67539999999997,997.731950344391,660.709295,22.031660661953218
5.34,3701.1507280425826,692.039435591315,383.9789999999999,58.12533743900402,83.09553554768473,2020.691797617722,5741.214308741662,2729.5439594470977,463.7121551914064,274.28843979000004,66.1695087015048,174.0221536941616,8535.640199999996,151.67539999999997,952.4990064070626,672.3622330799999,22.031660661953218
7.46,3762.4367994602903,720.3377479039287,396.98399999999987,58.662874888800545,83.50037248783107,2082.5978634786384,5872.448625483028,2915.3844350299228,476.549181265604,282.47573707000004,66.21204761243557,175.08288886514003,9039.642699999997,158.17789999999997,1024.0207795120582,687.6020090799999,22.218875451713856
4.48,3762.4367994602903,720.3377479039287,396.98399999999987,58.662874888800545,83.50037248783107,2082.5978634786384,5872.448625483028,2915.3844350299228,476.549181265604,282.47573707000004,66.21204761243557,175.08288886514003,9039.642699999997,158.17789999999997,1024.0207795120582,687.6020090799999,22.218875451713856
