Activity,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS
8.55,62.66521148806405,623.7953098324994,482.51099999999985,659.6263474,2189.8304455223374,5887.248114816845,206.52979999999994,108.15229549287595,391.3829379994046,160.28132433343328,1328.9556137070222,10350.885599999998,25.442880288293395,2848.7208421904,138.45793535167564,42.09636548895879,101.5561951212234
9.22,62.38552998024147,815.8655582153875,504.28799999999984,734.0889702399999,2321.238151202674,6169.05951530134,207.85509999999996,108.03495815148254,513.6592680866952,166.2883943479743,1389.964470003376,11319.6929,24.870240865683307,3798.7249245568237,188.9746288056574,41.456725215940544,102.5644933517443
8.0,68.07917299997499,726.9677232730112,619.0026000000001,950.3311864799996,2561.2683379364935,7322.342744794522,243.83839999999995,129.6800892576781,439.73070707413405,206.38168295634296,1494.0681716378788,13574.208500000002,26.185668387590873,3744.354908849396,147.2749458896052,44.79418593790941,115.44696345655872
8.11,69.30960624897119,859.7767797022084,661.1130000000002,1033.2419151199997,2575.4050380047615,7259.780058300045,261.28889999999996,130.31255857231224,517.424678439041,210.2004699045632,1482.4159567252243,14122.263100000002,26.76992012730529,4513.931980554596,180.32080332357373,46.40569686676412,119.2383817359159
7.92,67.52942290783024,781.1675900893554,612.5610000000001,1017.3534449199997,2510.3862637789525,7136.190148192137,233.71119999999993,130.69831946298717,473.68183772905587,210.85433038283895,1460.127889924978,13242.880500000003,25.439040710344518,3989.978754332734,160.70526668026514,43.425395057730924,114.85176787276721
8.15,60.80658960330297,530.9691408158914,440.5067999999999,668.9364868399998,2182.781837946296,5863.854551316469,186.48729999999998,108.18642583895642,339.25558801932203,162.7768453352415,1345.6440279292674,9914.1709,24.313891469394264,2333.5438293020256,117.58298842042117,39.62962857673537,96.78279668215833
5.55,44.867260801608516,222.75514367316921,170.90099999999995,186.86191704000004,1318.2581580643791,2784.572969298883,83.9113,46.89676520120246,165.01789338712737,64.57136466536652,956.113731426241,3756.2577000000006,19.513477942059566,634.51852475,69.80231540895738,27.590390168498885,60.0652486467841
6.07,45.89053391180466,262.28831124236524,183.90599999999995,196.68203816000002,1411.319627621447,3020.421197858835,90.4138,47.32677369129971,191.33662181293448,65.69307603380621,1000.6864127172288,4260.2602,19.751254602611326,774.8945950000001,78.09989182510638,28.34628963197829,62.27181449098781
6.37,53.51751404340992,492.12455270232607,313.9559999999999,538.58197084,1875.08245454621,5037.869539088423,129.42879999999997,103.94848537465445,330.62922011513666,151.23736019322632,1209.6938110896965,7284.275199999997,21.070702411277548,1848.1658432351685,116.45979521903092,32.514722410009895,81.14098397234284
6.7,48.27651832589877,375.91092316112685,225.41999999999996,245.00578216,1581.0945991059612,3499.148492708619,103.41879999999999,50.12069178884418,268.13718967640284,72.9021049021589,1079.5427277204933,5268.265199999999,20.210351997433982,1206.5652112500002,102.488477458879,29.80062328878374,68.39162751389968
2.7,50.8416677914314,211.4240758782761,223.38,191.53701944,1292.47117710901,3054.0234077924156,107.4246,43.69684029735141,152.49627499743224,61.33693720619342,926.0197891913127,3927.475500000001,22.052551960385305,654.6577929375,59.0920498409243,32.237751982109415,70.88264314343814
2.87,51.6441609207177,250.05974984728348,236.385,201.35714055999998,1387.2635883867922,3270.4979080361754,113.9271,44.19107807047381,179.00551269417275,62.51670952531182,973.3281548424735,4431.478,22.239416663542077,792.513849125,68.6324938196261,32.88700593106645,72.76189857336048
4.96,49.050505516529704,428.44481789443364,238.42499999999995,260.24555816,1659.481440489254,3710.545956333448,109.92129999999999,51.461518398282365,304.81551060752173,75.39910408071142,1114.9846323233883,5772.2676999999985,20.432279872959747,1399.5618880000002,114.5039223167868,30.50179756424201,70.22186092307722
2.74,48.27651832589877,375.91092316112685,225.41999999999996,245.00578216,1581.0945991059612,3499.148492708619,103.41879999999999,50.12069178884418,268.13718967640284,72.9021049021589,1079.5427277204933,5268.265199999999,20.210351997433982,1206.5652112500002,102.488477458879,29.80062328878374,68.39162751389968
2.96,52.58890661196682,310.30269407516727,262.395,233.80466055999997,1559.6593550119526,3638.1783582627586,126.93209999999999,46.3636496235388,219.5437638931178,67.3252764329194,1056.169750133596,5439.482999999999,22.604004990912365,1033.3052710625002,84.26822936537289,34.1485017476609,75.61163234912998
2.98,52.85268849591541,332.832286201804,275.4,250.77176231999997,1639.071634701348,3775.23719076782,133.4346,47.05868033921529,234.27530129197027,69.3760171738867,1093.1189070353041,5943.485499999999,22.781969850914958,1136.103819761719,90.20954557794674,34.76208678805114,76.72189369078424
3.26,57.92729620347919,482.1569669461345,366.4349999999999,543.25707324,1857.0437215373527,5191.660798518043,152.94209999999995,103.33701369553043,323.5304200703904,149.88494870834913,1191.198441279818,7455.492999999998,23.29984333283908,1860.1639068105317,111.19002639953064,36.54107547144719,89.44481138668691
3.35,48.08112403824545,318.6058564011808,214.76099999999997,197.24572863999998,1396.017814949286,3266.7799663136175,99.5015,43.41675644639923,231.65549238833066,61.77424734199726,976.7679129056453,4410.7978,20.387858001464778,964.8382893906253,86.38697580945892,29.780768152450328,67.50674099673306
3.38,50.023166515181856,407.37799897858184,253.77599999999995,239.41070807999995,1646.4875643850244,3818.525126209791,119.00899999999999,46.09480754988029,288.82190443966397,67.77818955287671,1095.848899115494,5922.805299999999,21.028939669036234,1351.1966441406255,105.86531739014914,31.83931014485081,72.45640018314461
3.89,50.3144667804951,426.7504136739306,266.78099999999995,256.37780984,1721.9000608864555,3949.330097563446,125.51149999999998,46.7977874666965,300.313605114971,69.81562784368623,1130.2915857533676,6426.807799999999,21.234175598623825,1454.64867925,110.31326901214473,32.49652561044026,73.61426459932883
3.22,53.358687733155605,454.818573303691,303.2969999999999,490.82191731999995,1721.9000608864558,4879.338138227151,125.51149999999998,102.5709089196309,312.2386810619441,146.19876830438946,1130.2915857533676,6426.807799999998,21.23417559862383,1618.8048157693486,106.16046935973073,32.49652561044026,80.39654623178782
3.72,54.0887817107883,477.3925927247277,316.3019999999999,500.53937676,1794.1455737166452,5017.672593771239,132.01399999999998,102.6579866249764,323.8398506140436,146.72356411020505,1162.754116548992,6930.810299999997,21.435519057835872,1751.5948545962522,110.80368319937297,33.1407103575044,82.05820757852317
4.28,54.95205915376767,513.8852313145782,342.3119999999999,532.98689676,1930.5427681612057,5264.714945592544,145.01899999999995,103.07842663930343,342.3764105329148,148.8351611619915,1222.735992833348,7938.815299999997,21.82723356024138,1985.1049298107296,118.64716374405144,34.39290181854389,84.59535739920955
4.77,49.47148394581421,411.946729436374,255.96899999999994,269.3692276,1734.329026261897,3643.93282726109,116.42379999999999,50.44014474062066,290.2075674633797,74.67762571607261,1148.3061461383586,6276.270199999998,20.649488719071464,1392.3549854101564,109.59026150345052,31.187211496060364,71.99896889886686
2.96,37.50220281618735,164.5088636724865,130.81499999999997,164.95627296,1383.8965622132057,2727.3364921229463,69.33859999999999,43.55709468754718,119.06929571762963,59.32319258469782,995.0915662607708,3884.8801000000003,17.389834514517673,462.90594600000003,59.91896407419241,24.043104549537688,48.50487445092503
3.19,48.27651832589877,363.75611121682203,225.41999999999996,245.00578215999997,1581.0945991059612,3499.148492708619,103.41879999999999,50.119806475739516,257.21956100787224,72.90125023098373,1079.5427277204933,5268.265199999999,20.210351997433982,1178.0660585000003,100.47456690039236,29.80062328878374,68.39162751389968
3.48,53.55611267954138,360.4035864030962,277.89899999999994,249.68088455999998,1559.6593550119526,3717.1565111007903,126.93209999999999,47.35633232503845,254.4351433857517,70.05337700820817,1056.169750133596,5439.482999999999,22.604004990912365,1215.7508955625,94.59301293782798,34.1485017476609,78.06362608795469
5.31,54.436233474934134,412.18613063213184,303.9089999999999,281.87827496,1714.8102937901906,4044.4329303477766,139.9371,49.609415848885,287.5026955992919,74.66000507740327,1127.7260059278133,6447.4879999999985,22.957196920035898,1459.351733640625,106.07710621825484,35.3650276984198,80.72641934645682
5.62,54.8541518148425,413.59051181184145,308.9069999999999,271.96930488,1657.0395026318927,3886.413553870265,142.6762,47.838923829011776,288.4457333251809,71.99693381047052,1097.1248148797756,6186.8454999999985,23.278009029568086,1464.6196832500002,106.45074324926094,35.96956836577275,81.68457632564423
4.32,54.46917902125624,338.35839195601795,283.6997999999999,291.42675904,1640.3029016685364,3986.571553251676,137.05929999999998,58.4318006809953,241.35562808896825,82.7925786351545,1118.7730979405133,5770.810999999999,23.5385225447577,1123.9330681289066,89.59022484086381,35.87303067110444,78.90166025325449
7.92,69.45726764280516,677.9362269770118,668.7629999999999,819.8413183599998,2544.1649500341123,6511.800545686885,287.6951999999999,106.28581221815412,404.2118826638489,165.64346841460736,1465.6928091013122,14125.660800000001,28.443887838160077,3656.7194939480746,147.4641919748979,49.76626913804169,118.80551528864306
6.41,68.78147191715351,633.5067930159504,614.244,753.8486067599998,2377.287454929111,6225.511424680947,258.94609999999994,105.758960625551,380.85042181486386,162.33854436949946,1401.0522405142372,12370.2933,27.762678649961813,3275.138915977901,137.53297430622882,47.58599431145682,115.69943223715491
9.6,76.31664935997044,985.1636484878428,848.3340000000004,1417.3355386799992,2862.1112562976696,8363.328399733147,323.9710999999999,150.31976990161306,576.2307581331216,254.87135532163518,1591.4191036771078,17410.318300000006,28.904145582868434,5770.015192986763,190.13598200195145,51.838710604238614,136.6085242215873
8.46,70.81711893956812,783.038400364614,733.7880000000001,895.8798556399997,2736.5762136302865,6989.493138851916,313.70519999999993,107.13737115960787,461.94984200654704,170.03257440735416,1541.196908380198,16141.670800000004,28.88996379025341,4415.175079316972,168.3734353935773,51.43745297854474,123.4112854361383
7.82,71.22589421152014,810.0901971454301,720.7830000000001,878.2108880399998,2678.7323052893557,6951.802388707047,297.96109999999993,107.19946203859593,476.60073483262187,169.78308982363728,1520.9429226251582,15394.308300000002,28.458517592346503,4534.078908423103,172.13900839010495,50.1808917030178,123.69959322487685
7.92,62.42598066972487,646.5352962399834,518.0579999999999,499.16309688,2328.485043831946,5532.94728671379,238.01799999999994,58.174816716383546,408.0273866243868,97.4552256082092,1380.6830954997342,11845.6106,26.494803745988076,3052.751063492891,151.65109977514666,45.0275842234513,102.28054132385104
7.0,66.20827955757666,742.1029138688937,593.5889999999999,775.0703179599998,2474.8078854262217,6574.506605820585,248.28389999999993,106.15666232548459,450.2820381972007,164.22765978167658,1442.5126088886118,13114.258100000001,26.51166308567721,3786.214932891702,161.70528775600363,45.48542282083349,111.53025459712714
6.66,66.20827955757666,742.1029138688937,593.5889999999999,775.0703179599998,2474.8078854262217,6574.506605820585,248.28389999999993,106.15666232548459,450.2820381972007,164.22765978167658,1442.5126088886118,13114.258100000001,26.51166308567721,3786.214932891702,161.70528775600363,45.48542282083349,111.53025459712714
7.44,62.56580792365542,564.2435538576684,524.8277999999999,750.9373905199998,2460.093180939183,6256.7553457102085,230.83339999999993,107.45108427987142,353.8220334576642,164.85063395836005,1454.8102398489439,12566.2035,25.915577641248014,2714.339094416475,125.14808111134744,43.840096730504605,102.9417041952386
9.31,64.51774330082581,680.2309606612748,615.8628000000001,865.8406989999997,2752.4842558933856,6912.569503179391,269.8483999999999,108.78526660375515,415.4648590908741,171.6216041363849,1566.9281716382966,15590.218500000003,26.709738835167403,3560.048427452327,150.54501324959065,46.64385403072951,109.70232301606016
9.88,67.30211669017416,763.0157215678995,654.8778000000001,1090.9926908799996,2752.4842558933856,7477.44674180203,269.8483999999999,131.27577994057862,464.2773343192603,214.0859856961732,1566.9281716382966,15590.218500000003,26.709738835167403,4006.7251764907173,158.95563241367492,46.64385403072951,115.70496910297327
9.05,67.46359373330417,737.2972031806104,667.8828000000001,1108.1711257599998,2798.2473262646413,7545.083422766828,276.3508999999999,131.39990308135216,441.9833973222395,214.75654665156222,1584.1200136201023,16094.221000000003,26.837589613902626,3978.4659887121907,154.1673853020186,47.09492143628654,116.43354284792677
9.28,67.48716417439292,890.8234423128991,668.1888000000001,1188.3544515999997,2816.446260840241,7578.4572531434,276.5048,145.49562162002235,551.1272916514496,234.03283737351546,1595.2739671823515,16187.043400000006,26.846836616044296,4622.416808181207,193.64440998355815,47.11641730649733,116.48067960447348
9.28,63.22928489047573,683.413490783428,551.1437999999998,832.2045363199998,2581.1386906111275,6485.174064478284,243.99229999999997,110.96519843812996,427.37750906664076,174.30319039691003,1506.5904573014693,13667.030900000003,26.195381293794885,3335.3572350200084,157.49473110969808,44.81678534377495,105.01339771010174
8.72,63.22928489047573,683.413490783428,551.1437999999998,832.2045363199998,2581.1386906111275,6485.174064478284,243.99229999999997,110.96519843812996,427.37750906664076,174.30319039691003,1506.5904573014693,13667.030900000003,26.195381293794885,3335.3572350200084,157.49473110969808,44.81678534377495,105.01339771010174
8.59,64.29191330995288,935.4978412729282,577.4597999999999,909.5143129199997,2696.7564631304745,6750.524447805132,257.15119999999996,115.00762751550644,630.0451460416338,183.70208399564677,1555.0368648873568,14767.858300000004,26.469331933337433,4324.797206435185,228.05117570998667,45.77263828708152,107.44858964462959
9.06,63.306605735919675,581.8011602008021,542.3717999999999,755.0170001199998,2463.6330420148774,6308.731660522484,242.66699999999992,107.46331331319762,363.51825320764794,164.91334790722485,1455.1725479677839,12698.2236,26.713221844050675,2827.1390147380266,128.7333540446334,45.409119902283955,104.78096272997306
7.8,63.306605735919675,581.8011602008021,542.3717999999999,755.0170001199998,2463.6330420148774,6308.731660522484,242.66699999999992,107.46331331319762,363.51825320764794,164.91334790722485,1455.1725479677839,12698.2236,26.713221844050675,2827.1390147380266,128.7333540446334,45.409119902283955,104.78096272997306
9.2,64.60550454311881,969.6630738533865,590.4647999999999,923.7941792399997,2696.7564631304745,6869.010489216207,257.1511999999999,115.72116800009952,644.474101429146,185.71756093606106,1555.0368648873566,14767.858300000004,26.469331933337436,4559.937627702859,233.33017053666998,45.77263828708152,108.63187478415348
8.97,66.1105816318643,702.6403923322246,602.8578000000001,1048.4343766799996,2610.3857988661784,7082.992927247336,250.34089999999995,133.919009417383,443.3217524415548,215.56483107929532,1512.9463485867318,14078.211000000001,26.318649161100172,3465.656892241671,146.87856790648476,45.26368964291357,111.68560554126928
9.53,63.1227330969079,601.6500701784282,563.8428,802.2954274799997,2610.3857988661784,6495.783993957025,250.34089999999992,107.90313337163414,376.61760305395956,167.5252963643779,1512.9463485867318,14078.211000000001,26.318649161100172,2998.4774184521943,135.8378095742703,45.26368964291357,105.37734356881465
9.53,67.48652512614598,827.3884960185559,628.8678000000001,1072.5243897599996,2658.5959713594066,7353.779409162563,256.8433999999999,134.57356334607618,524.7356782362734,217.3112454810386,1531.3648134380073,14582.213500000002,26.450299516134145,4063.0266750370706,167.88065131565986,45.72837309964133,114.74512770754147
2.46,53.83820455161984,452.4384270034024,275.553,260.50611903999993,1669.9512762162585,3936.5563454189883,133.58849999999998,52.92797055665478,331.28582532267495,75.12605964828091,1116.2172010488825,6036.307899999998,22.794799373923777,1483.0613669375,121.26511938006665,34.79120337915893,77.84834688996291
4.11,53.83820455161984,452.4384270034024,275.553,260.50611903999993,1669.9512762162585,3936.5563454189883,133.58849999999998,52.92797055665478,331.28582532267495,75.12605964828091,1116.2172010488825,6036.307899999998,22.794799373923777,1483.0613669375,121.26511938006665,34.79120337915893,77.84834688996291
4.72,45.898266690101835,348.42201199555603,184.05899999999997,225.68027751999998,1447.0675632337625,3043.241115331153,90.5677,52.513489431451745,255.7308911309613,74.00374386016615,1028.078766634659,4353.0826,19.768318297709683,1019.3342310000002,103.78854413275127,28.381988841693246,62.29586849864122
5.1,46.759766695785025,398.09197780069553,197.06400000000002,230.96714136,1532.326026852494,3290.9321531041173,97.0702,52.730928029156274,290.0680606530752,74.09043529560374,1066.9654194854202,4857.085099999999,20.000110085202813,1198.457274,114.96471162556757,29.117345292110677,64.30758238341727
3.27,46.759766695785025,398.09197780069553,197.06400000000002,230.96714136,1532.326026852494,3290.9321531041173,97.0702,52.730928029156274,290.0680606530752,74.09043529560374,1066.9654194854202,4857.085099999999,20.000110085202813,1198.457274,114.96471162556757,29.117345292110677,64.30758238341727
2.14,48.31090636938541,470.1352861739464,210.06900000000002,238.86575296,1613.0844902161202,3592.6577107539065,103.5727,54.35929654726874,347.4576026349801,75.68802660572487,1103.2070669275263,5361.087599999999,20.226650198353994,1426.2952910000004,129.59220518366521,29.83458233510233,66.89334858190311
4.17,46.24369100208818,346.64477234444814,197.06399999999996,242.62007943999998,1532.326026852494,3205.83695250819,97.0702,52.63439956348884,249.63984547522483,75.57958949849596,1066.9654194854202,4857.085099999999,20.000110085202813,1069.09831325,102.79625119488573,29.117345292110677,63.638865931127334
3.64,53.90666904354346,432.36849416876026,300.441,392.52795936,1694.7940377899286,4230.372944513875,128.40449999999998,76.17281127544682,292.62353973135026,109.93421695046595,1122.6605827417043,6258.987699999998,21.622075620274323,1577.4817566376955,108.33751970595091,33.183941835924195,80.62640309476791
6.12,57.90751261259404,694.2057097702489,370.97399999999993,655.42243116,1956.828255354386,5652.032170721873,145.17289999999997,116.61333831949077,466.5725267080365,173.34355982532009,1241.3061181865776,8031.637699999997,21.84120889357651,2682.665950360168,147.0569408334065,34.42233069113711,90.13886067618115
7.19,58.453790489045105,723.1965829054778,383.9789999999999,660.709295,2020.691797617722,5789.161045364648,151.67539999999997,116.65759859582855,480.2669994614236,173.3805878115693,1268.4062881363202,8535.640199999996,22.031660661953218,2868.9212916456295,153.62407995137758,35.03111982880364,91.54072385556057
6.44,58.453790489045105,723.1965829054778,383.9789999999999,660.709295,2020.691797617722,5789.161045364648,151.67539999999997,116.65759859582855,480.2669994614236,173.3805878115693,1268.4062881363202,8535.640199999996,22.031660661953218,2868.9212916456295,153.62407995137758,35.03111982880364,91.54072385556057
5.34,58.12533743900402,692.039435591315,383.9789999999999,672.3622330799999,2020.691797617722,5741.214308741662,151.67539999999997,116.6379089358952,463.7121551914064,174.0221536941616,1268.4062881363202,8535.640199999996,22.031660661953218,2729.5439594470977,146.26901669919818,35.03111982880364,91.07219240251108
7.46,58.662874888800545,720.3377479039287,396.98399999999987,687.6020090799999,2082.5978634786384,5872.448625483028,158.17789999999997,116.89162581323923,476.549181265604,175.08288886514003,1294.3954281735764,9039.642699999997,22.218875451713856,2915.3844350299228,152.3309282069793,35.62950831417688,92.45452539762452
4.48,58.662874888800545,720.3377479039287,396.98399999999987,687.6020090799999,2082.5978634786384,5872.448625483028,158.17789999999997,116.89162581323923,476.549181265604,175.08288886514003,1294.3954281735764,9039.642699999997,22.218875451713856,2915.3844350299228,152.3309282069793,35.62950831417688,92.45452539762452
