Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS
2.96,1971.998800906446,164.5088636724865,37.50220281618735,66.31741695436637,462.90594600000003,119.06929571762963,62.6969993107102,59.32319258469782,3884.8801000000003,69.33859999999999,233.2437556875,164.95627296,17.389834514517673,48.50487445092503,7684.635,82.667864670593,1383.8965622132057
3.19,2389.454288194701,363.75611121682203,48.27651832589877,68.05736267898264,1178.0660585000003,257.21956100787224,62.895624578552926,72.90125023098373,5268.265199999999,103.41879999999999,488.4844119375001,245.00578215999997,20.210351997433982,68.39162751389968,11825.761999999999,145.66501969171293,1581.0945991059612
3.48,2497.4442679333442,360.4035864030962,53.55611267954138,30.18262072192864,1215.7508955625,254.4351433857517,20.879563521739176,70.05337700820817,5439.482999999999,126.93209999999999,475.35818271875,249.68088455999998,22.604004990912365,78.06362608795469,13284.562999999998,136.64135706597216,1559.6593550119526
5.31,2675.957377334459,412.18613063213184,54.436233474934134,32.40835276461758,1459.351733640625,287.5026955992919,21.73718563014107,74.66000507740327,6447.4879999999985,139.9371,574.9023368671877,281.87827496,22.957196920035898,80.72641934645682,15300.572999999999,155.98150446186267,1714.8102937901906
5.62,2577.785552694551,413.59051181184145,54.8541518148425,31.565339535686544,1464.6196832500002,288.4457333251809,21.31482198842864,71.99693381047052,6186.8454999999985,142.6762,577.0694148750001,271.96930488,23.278009029568086,81.68457632564423,14685.443000000001,156.55558951435958,1657.0395026318927
4.32,2709.6563025648984,338.35839195601795,54.46917902125624,39.3035377406941,1123.9330681289066,241.35562808896825,30.71518325305349,82.7925786351545,5770.810999999999,137.05929999999998,435.3539005136719,291.42675904,23.5385225447577,78.90166025325449,14357.321399999997,127.57707194979496,1640.3029016685364
7.92,3810.7356328001256,677.9362269770118,69.45726764280516,60.70045236520145,3656.7194939480746,404.2118826638489,37.091674165474096,165.64346841460736,14125.660800000001,287.6951999999999,1391.3001648454601,819.8413183599998,28.443887838160077,118.80551528864306,36010.248999999996,251.57078758149916,2544.1649500341123
6.41,3725.979965129382,633.5067930159504,68.78147191715351,58.53318913549234,3275.138915977901,380.85042181486386,36.57706435723219,162.33854436949946,12370.2933,258.94609999999994,1225.534900048423,753.8486067599998,27.762678649961813,115.69943223715491,32285.793999999998,232.2242560961422,2377.287454929111
9.6,4716.672265789521,985.1636484878428,76.31664935997044,84.50674547872296,5770.015192986763,576.2307581331216,48.97382022713539,254.87135532163518,17410.318300000006,323.9710999999999,1985.9853793033124,1417.3355386799992,28.904145582868434,136.6085242215873,50429.884,331.91902746739646,2862.1112562976696
8.46,3994.784955636237,783.038400364614,70.81711893956812,62.674004540602176,4415.175079316972,461.94984200654704,37.554341242065156,170.03257440735416,16141.670800000004,313.70519999999993,1678.54553732804,895.8798556399997,28.88996379025341,123.4112854361383,41050.27399999999,290.12683048946565,2736.5762136302865
7.82,3989.5351990037357,810.0901971454301,71.22589421152014,61.7162300106627,4534.078908423103,476.60073483262187,37.33221820732259,169.78308982363728,15394.308300000002,297.96109999999993,1690.087800094449,878.2108880399998,28.458517592346503,123.69959322487685,40042.269,296.38314798760183,2678.7323052893557
7.92,3296.870383458111,646.5352962399834,62.42598066972487,42.539430620492325,3052.751063492891,408.0273866243868,25.57052973954584,97.4552256082092,11845.6106,238.01799999999994,1209.4335445196587,499.16309688,26.494803745988076,102.28054132385104,28206.18,246.03757209230736,2328.485043831946
7.0,3884.1196457535393,742.1029138688937,66.20827955757666,58.6624989656838,3786.214932891702,450.2820381972007,36.44256914503116,164.22765978167658,13114.258100000001,248.28389999999993,1410.3136066723541,775.0703179599998,26.51166308567721,111.53025459712714,34561.774999999994,270.35673587055237,2474.8078854262217
6.66,3884.1196457535393,742.1029138688937,66.20827955757666,58.6624989656838,3786.214932891702,450.2820381972007,36.44256914503116,164.22765978167658,13114.258100000001,248.28389999999993,1410.3136066723541,775.0703179599998,26.51166308567721,111.53025459712714,34561.774999999994,270.35673587055237,2474.8078854262217
7.44,3764.2572484164343,564.2435538576684,62.56580792365542,62.91428004223864,2714.339094416475,353.8220334576642,40.62837602480082,164.85063395836005,12566.2035,230.83339999999993,1029.1806927993898,750.9373905199998,25.915577641248014,102.9417041952386,31701.7424,205.24682836943217,2460.093180939183
9.31,4007.2446975115026,680.2309606612748,64.51774330082581,66.0991416479872,3560.048427452327,415.4648590908741,41.30496063865352,171.6216041363849,15590.218500000003,269.8483999999999,1369.4446423203522,865.8406989999997,26.709738835167403,109.70232301606016,38757.777400000006,252.14665399725098,2752.4842558933856
9.88,4331.156498746647,763.0157215678995,67.30211669017416,76.44527825584176,4006.7251764907173,464.2773343192603,46.537330673888626,214.0859856961732,15590.218500000003,269.8483999999999,1444.2449726351385,1090.9926908799996,26.709738835167403,115.70496910297327,41781.7924,266.29450462350235,2752.4842558933856
9.05,4349.280038800448,737.2972031806104,67.46359373330417,76.91389422747474,3978.4659887121907,441.9833973222395,46.630912828304666,214.75654665156222,16094.221000000003,276.3508999999999,1453.2255587250033,1108.1711257599998,26.837589613902626,116.43354284792677,42789.797399999996,261.669333436164,2798.2473262646413
9.28,4369.68747414438,890.8234423128991,67.48716417439292,98.36270887971772,4622.416808181207,551.1272916514496,69.03779619004821,234.03283737351546,16187.043400000006,276.5048,1685.1705229541794,1188.3544515999997,26.846836616044296,116.48067960447348,42967.60140000001,317.2605203329924,2816.446260840241
9.28,3861.272028897744,683.413490783428,63.22928489047573,87.7352154449711,3335.3572350200084,427.37750906664076,66.30712220502913,174.30319039691003,13667.030900000003,243.99229999999997,1289.6630837923212,832.2045363199998,26.195381293794885,105.01339771010174,33895.55640000001,255.93031831326337,2581.1386906111275
8.72,3861.272028897744,683.413490783428,63.22928489047573,87.7352154449711,3335.3572350200084,427.37750906664076,66.30712220502913,174.30319039691003,13667.030900000003,243.99229999999997,1289.6630837923212,832.2045363199998,26.195381293794885,105.01339771010174,33895.55640000001,255.93031831326337,2581.1386906111275
8.59,4012.6605387847835,935.4978412729282,64.29191330995288,107.04196884254202,4324.797206435185,630.0451460416338,80.22110932104738,183.70208399564677,14767.858300000004,257.15119999999996,1683.929838236593,909.5143129199997,26.469331933337433,107.44858964462959,36089.37040000001,349.5903096988002,2696.7564631304745
9.06,3788.1434077507865,581.8011602008021,63.306605735919675,62.732360139299495,2827.1390147380266,363.51825320764794,40.56110837773718,164.91334790722485,12698.2236,242.66699999999992,1071.3822397586594,755.0170001199998,26.713221844050675,104.78096272997306,32217.6434,211.43612675873882,2463.6330420148774
7.8,3788.1434077507865,581.8011602008021,63.306605735919675,62.732360139299495,2827.1390147380266,363.51825320764794,40.56110837773718,164.91334790722485,12698.2236,242.66699999999992,1071.3822397586594,755.0170001199998,26.713221844050675,104.78096272997306,32217.6434,211.43612675873882,2463.6330420148774
9.2,4053.676787936957,969.6630738533865,64.60550454311881,106.95324243260687,4559.937627702859,644.474101429146,80.20809022046632,185.71756093606106,14767.858300000004,257.1511999999999,1747.4594856401577,923.7941792399997,26.469331933337436,108.63187478415348,37097.37539999999,361.2324254475325,2696.7564631304745
8.97,4170.266482776811,702.6403923322246,66.1105816318643,76.39075256128845,3465.656892241671,443.3217524415548,47.00723635069935,215.56483107929532,14078.211000000001,250.34089999999995,1238.0754692475111,1048.4343766799996,26.318649161100172,111.68560554126928,37749.7724,239.9183590926497,2610.3857988661784
9.53,3835.1939476390567,601.6500701784282,63.1227330969079,64.6050021755245,2998.4774184521943,376.61760305395956,40.99416209059752,167.5252963643779,14078.211000000001,250.34089999999992,1161.0154377060258,802.2954274799997,26.318649161100172,105.37734356881465,34725.7574,223.3181615842301,2610.3857988661784
9.53,4311.9028594301535,827.3884960185559,67.48652512614598,76.04844587442685,4063.0266750370706,524.7356782362734,46.695070878576416,217.3112454810386,14582.213500000002,256.8433999999999,1414.6892042217871,1072.5243897599996,26.450299516134145,114.74512770754147,39765.782400000004,273.5162612784566,2658.5959713594066
2.46,2770.1741608536377,452.4384270034024,53.83820455161984,68.9631451691091,1483.0613669375,331.28582532267495,63.02255631005914,75.12605964828091,6036.307899999998,133.58849999999998,605.437357421875,260.50611903999993,22.794799373923777,77.84834688996291,13681.029999999997,173.29964574997507,1669.9512762162585
4.11,2770.1741608536377,452.4384270034024,53.83820455161984,68.9631451691091,1483.0613669375,331.28582532267495,63.02255631005914,75.12605964828091,6036.307899999998,133.58849999999998,605.437357421875,260.50611903999993,22.794799373923777,77.84834688996291,13681.029999999997,173.29964574997507,1669.9512762162585
4.72,2187.0593057596316,348.42201199555603,45.898266690101835,91.07509722600032,1019.3342310000002,255.7308911309613,78.75785856736772,74.00374386016615,4353.0826,90.5677,446.4902790000001,225.68027751999998,19.768318297709683,62.29586849864122,9198.214,145.94462225769115,1447.0675632337625
5.1,2362.9782495927457,398.09197780069553,46.759766695785025,91.31509547751399,1198.457274,290.0680606530752,78.77422271920781,74.09043529560374,4857.085099999999,97.0702,516.3649726875001,230.96714136,20.000110085202813,64.30758238341727,10206.219,162.96304945173685,1532.326026852494
3.27,2362.9782495927457,398.09197780069553,46.759766695785025,91.31509547751399,1198.457274,290.0680606530752,78.77422271920781,74.09043529560374,4857.085099999999,97.0702,516.3649726875001,230.96714136,20.000110085202813,64.30758238341727,10206.219,162.96304945173685,1532.326026852494
2.14,2635.181326838365,470.1352861739464,48.31090636938541,91.67803911061961,1426.2952910000004,347.4576026349801,78.80570298289634,75.68802660572487,5361.087599999999,103.5727,601.6709747500001,238.86575296,20.226650198353994,66.89334858190311,11214.224,184.11928964110535,1613.0844902161202
4.17,2256.2238839775573,346.64477234444814,46.24369100208818,91.46879190383741,1069.09831325,249.63984547522483,78.79058515766033,75.57958949849596,4857.085099999999,97.0702,473.65562449999993,242.62007943999998,20.000110085202813,63.638865931127334,10206.219,147.19932243940082,1532.326026852494
3.64,2835.83885381368,432.36849416876026,53.90666904354346,73.57516001589406,1577.4817566376955,292.62353973135026,64.04982164178594,109.93421695046595,6258.987699999998,128.40449999999998,613.3694396203613,392.52795936,21.622075620274323,80.62640309476791,15635.527,163.5118227335777,1694.7940377899286
6.12,3676.0584014931546,694.2057097702489,57.90751261259404,82.66197112538774,2682.665950360168,466.5725267080365,66.12309375405329,173.34355982532009,8031.637699999997,145.17289999999997,926.0292705328521,655.42243116,21.84120889357651,90.13886067618115,22606.252,227.72181769614593,1956.828255354386
7.19,3742.2701801315548,723.1965829054778,58.453790489045105,82.92632150093552,2868.9212916456295,480.2669994614236,66.14630576440537,173.3805878115693,8535.640199999996,151.67539999999997,997.731950344391,660.709295,22.031660661953218,91.54072385556057,23614.257,239.70645776185023,2020.691797617722
6.44,3742.2701801315548,723.1965829054778,58.453790489045105,82.92632150093552,2868.9212916456295,480.2669994614236,66.14630576440537,173.3805878115693,8535.640199999996,151.67539999999997,997.731950344391,660.709295,22.031660661953218,91.54072385556057,23614.257,239.70645776185023,2020.691797617722
5.34,3701.1507280425826,692.039435591315,58.12533743900402,83.09553554768473,2729.5439594470977,463.7121551914064,66.1695087015048,174.0221536941616,8535.640199999996,151.67539999999997,952.4990064070626,672.3622330799999,22.031660661953218,91.07219240251108,23614.257,228.2057074362125,2020.691797617722
7.46,3762.4367994602903,720.3377479039287,58.662874888800545,83.50037248783107,2915.3844350299228,476.549181265604,66.21204761243557,175.08288886514003,9039.642699999997,158.17789999999997,1024.0207795120582,687.6020090799999,22.218875451713856,92.45452539762452,24622.261999999995,239.77798627399474,2082.5978634786384
4.48,3762.4367994602903,720.3377479039287,58.662874888800545,83.50037248783107,2915.3844350299228,476.549181265604,66.21204761243557,175.08288886514003,9039.642699999997,158.17789999999997,1024.0207795120582,687.6020090799999,22.218875451713856,92.45452539762452,24622.261999999995,239.77798627399474,2082.5978634786384
