Activity,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS
9.22,62.38552998024147,504.28799999999984,188.9746288056574,81.96024117338209,41.456725215940544,2321.238151202674,302.7899415177045,166.2883943479743,102.5644933517443,3733.836316848946,29983.321999999996,6169.05951530134,207.85509999999996,108.03495815148254,302.45776264,513.6592680866952,734.0889702399999
8.0,68.07917299997499,619.0026000000001,147.2749458896052,69.71204251201577,44.79418593790941,2561.2683379364935,247.9118616511923,206.38168295634296,115.44696345655872,4327.866225232816,38539.4268,7322.342744794522,243.83839999999995,129.6800892576781,338.51581983999995,439.73070707413405,950.3311864799996
8.11,69.30960624897119,661.1130000000002,180.32080332357373,71.1238473795553,46.40569686676412,2575.4050380047615,301.21482180546195,210.2004699045632,119.2383817359159,4245.994731975482,39294.235,7259.780058300045,261.28889999999996,130.31255857231224,361.25084707999997,517.424678439041,1033.2419151199997
7.92,67.52942290783024,612.5610000000001,160.70526668026514,71.30593087055681,43.425395057730924,2510.3862637789525,268.7571019480117,210.85433038283895,114.85176787276721,4208.701959855615,37377.454,7136.190148192137,233.71119999999993,130.69831946298717,351.4167150099999,473.68183772905587,1017.3534449199997
8.15,60.80658960330297,440.5067999999999,117.58298842042117,59.931643194833335,39.62962857673537,2182.781837946296,187.56046123515668,162.7768453352415,96.78279668215833,3673.329393472428,26363.810799999996,5863.854551316469,186.48729999999998,108.18642583895642,245.84982003000002,339.25558801932203,668.9364868399998
5.55,44.867260801608516,170.90099999999995,69.80231540895738,66.69901347796775,27.590390168498885,1318.2581580643791,96.99224083297173,64.57136466536652,60.0652486467841,2022.4448637099583,8101.306999999999,2784.572969298883,83.9113,46.89676520120246,124.93721341999998,165.01789338712737,186.86191704000004
6.07,45.89053391180466,183.90599999999995,78.09989182510638,67.02635098434203,28.34628963197829,1411.319627621447,110.30204965320146,65.69307603380621,62.27181449098781,2174.5479444079765,9109.312,3020.421197858835,90.4138,47.32677369129971,131.46413805999998,191.33662181293448,196.68203816000002
6.37,53.51751404340992,313.9559999999999,116.45979521903092,79.89135147578962,32.514722410009895,1875.08245454621,177.94569187204294,151.23736019322632,81.14098397234284,3321.86414980736,19189.361999999997,5037.869539088423,129.42879999999997,103.94848537465445,237.61801106000004,330.62922011513666,538.58197084
6.7,48.27651832589877,225.41999999999996,102.488477458879,68.05736267898266,29.80062328878374,1581.0945991059612,148.20648542226868,72.9021049021589,68.39162751389968,2389.454288194701,11825.761999999999,3499.148492708619,103.41879999999999,50.12069178884418,148.16205853999998,268.13718967640284,245.00578216
2.7,50.8416677914314,223.38,59.0920498409243,26.980444358077946,32.237751982109415,1292.47117710901,84.05630868818044,61.33693720619342,70.88264314343814,2169.194037976688,9560.108,3054.0234077924156,107.4246,43.69684029735141,79.09121726999999,152.49627499743224,191.53701944
2.87,51.6441609207177,236.385,68.6324938196261,27.779807506558143,32.88700593106645,1387.2635883867922,98.02277348716156,62.51670952531182,72.76189857336048,2303.1622874137324,10568.113,3270.4979080361754,113.9271,44.19107807047381,85.61814190999999,179.00551269417275,201.35714055999998
4.96,49.050505516529704,238.42499999999995,114.5039223167868,68.55106704106494,30.50179756424201,1659.481440489254,166.138285959921,75.39910408071142,70.22186092307722,2530.4588124896004,12833.766999999998,3710.545956333448,109.92129999999999,51.461518398282365,156.34935581999997,304.81551060752173,260.24555816
2.74,48.27651832589877,225.41999999999996,102.488477458879,68.05736267898266,29.80062328878374,1581.0945991059612,148.20648542226868,72.9021049021589,68.39162751389968,2389.454288194701,11825.761999999999,3499.148492708619,103.41879999999999,50.12069178884418,148.16205853999998,268.13718967640284,245.00578216
2.96,52.58890661196682,262.395,84.26822936537289,30.183247677702344,34.1485017476609,1559.6593550119526,121.36000803108925,67.3252764329194,75.61163234912998,2509.403606865237,12584.123,3638.1783582627586,126.93209999999999,46.3636496235388,102.28285374999999,219.5437638931178,233.80466055999997
2.98,52.85268849591541,275.4,90.20954557794674,31.351156246550524,34.76208678805114,1639.071634701348,130.66199752293383,69.3760171738867,76.72189369078424,2562.4884972759487,13592.127999999999,3775.23719076782,133.4346,47.05868033921529,110.76026830999999,234.27530129197027,250.77176231999997
3.26,57.92729620347919,366.4349999999999,111.19002639953064,51.59277099995083,36.54107547144719,1857.0437215373527,169.16327509368492,149.88494870834913,89.44481138668691,3379.303457356439,20648.162999999997,5191.660798518043,152.94209999999995,103.33701369553043,191.77201491,323.5304200703904,543.25707324
3.35,48.08112403824545,214.76099999999997,86.38697580945892,26.995201522263994,29.780768152450328,1396.017814949286,121.04081199349312,61.77424734199726,67.50674099673306,2286.492847393357,10421.289999999999,3266.7799663136175,99.5015,43.41675644639923,84.28270183,231.65549238833066,197.24572863999998
3.38,50.023166515181856,253.77599999999995,105.86531739014914,30.196439655062452,31.83931014485081,1646.4875643850244,153.37281275576655,67.77818955287671,72.45640018314461,2598.6653853654225,13445.305,3818.525126209791,119.00899999999999,46.09480754988029,107.47433830999998,288.82190443966397,239.41070807999995
3.89,50.3144667804951,266.78099999999995,110.31326901214473,31.363856992785948,32.49652561044026,1721.9000608864555,161.28230624319806,69.81562784368623,73.61426459932883,2648.2677968530515,14453.31,3949.330097563446,125.51149999999998,46.7977874666965,115.95175286999998,300.313605114971,256.37780984
3.22,53.358687733155605,303.2969999999999,106.16046935973073,49.795223978181035,32.49652561044026,1721.9000608864558,157.82616760210936,146.19876830438946,80.39654623178782,3270.049566730981,17784.89,4879.338138227151,125.51149999999998,102.5709089196309,173.73865435,312.2386810619441,490.82191731999995
3.72,54.0887817107883,316.3019999999999,110.80368319937297,50.232834464912486,33.1407103575044,1794.1455737166452,166.5949013168648,146.72356411020505,82.05820757852317,3331.5521490827355,18792.894999999997,5017.672593771239,132.01399999999998,102.6579866249764,180.26557899,323.8398506140436,500.53937676
4.28,54.95205915376767,342.3119999999999,118.64716374405144,51.60085652052105,34.39290181854389,1930.5427681612057,181.73092041830697,148.8351611619915,84.59535739920955,3435.906182311889,20808.905,5264.714945592544,145.01899999999995,103.07842663930343,196.93029083000002,342.3764105329148,532.98689676
4.77,49.47148394581421,255.96899999999994,109.59026150345052,69.14547188958034,31.187211496060364,1734.329026261897,160.99562615912632,74.67762571607261,71.99896889886686,2429.1079210219814,13349.667999999998,3643.93282726109,116.42379999999999,50.44014474062066,165.16234509999995,290.2075674633797,269.3692276
2.96,37.50220281618735,130.81499999999997,59.91896407419241,66.31741695436637,24.043104549537688,1383.8965622132057,82.667864670593,59.32319258469782,48.50487445092503,1971.998800906446,7684.635,2727.3364921229463,69.33859999999999,43.55709468754718,121.24517936999999,119.06929571762963,164.95627296
3.19,48.27651832589877,225.41999999999996,100.47456690039236,68.05736267898264,29.80062328878374,1581.0945991059612,145.66501969171293,72.90125023098373,68.39162751389968,2389.454288194701,11825.761999999999,3499.148492708619,103.41879999999999,50.119806475739516,148.16205854,257.21956100787224,245.00578215999997
3.48,53.55611267954138,277.89899999999994,94.59301293782798,30.18262072192864,34.1485017476609,1559.6593550119526,136.64135706597216,70.05337700820817,78.06362608795469,2497.4442679333442,13284.562999999998,3717.1565111007903,126.93209999999999,47.35633232503845,102.31606238999998,254.4351433857517,249.68088455999998
5.31,54.436233474934134,303.9089999999999,106.07710621825484,32.40835276461758,35.3650276984198,1714.8102937901906,155.98150446186267,74.66000507740327,80.72641934645682,2675.957377334459,15300.572999999999,4044.4329303477766,139.9371,49.609415848885,118.98077422999998,287.5026955992919,281.87827496
5.62,54.8541518148425,308.9069999999999,106.45074324926094,31.565339535686544,35.96956836577275,1657.0395026318927,156.55558951435958,71.99693381047052,81.68457632564423,2577.785552694551,14685.443000000001,3886.413553870265,142.6762,47.838923829011776,115.24238862999997,288.4457333251809,271.96930488
4.32,54.46917902125624,283.6997999999999,89.59022484086381,39.3035377406941,35.87303067110444,1640.3029016685364,127.57707194979496,82.7925786351545,78.90166025325449,2709.6563025648984,14357.321399999997,3986.571553251676,137.05929999999998,58.4318006809953,120.21919043,241.35562808896825,291.42675904
7.92,69.45726764280516,668.7629999999999,147.4641919748979,60.70045236520145,49.76626913804169,2544.1649500341123,251.57078758149916,165.64346841460736,118.80551528864306,3810.7356328001256,36010.248999999996,6511.800545686885,287.6951999999999,106.28581221815412,313.72852255,404.2118826638489,819.8413183599998
6.41,68.78147191715351,614.244,137.53297430622882,58.53318913549234,47.58599431145682,2377.287454929111,232.2242560961422,162.33854436949946,115.69943223715491,3725.979965129382,32285.793999999998,6225.511424680947,258.94609999999994,105.758960625551,281.6777791,380.85042181486386,753.8486067599998
9.6,76.31664935997044,848.3340000000004,190.13598200195145,84.50674547872296,51.838710604238614,2862.1112562976696,331.91902746739646,254.87135532163518,136.6085242215873,4716.672265789521,50429.884,8363.328399733147,323.9710999999999,150.31976990161306,479.22713645999977,576.2307581331216,1417.3355386799992
8.46,70.81711893956812,733.7880000000001,168.3734353935773,62.674004540602176,51.43745297854474,2736.5762136302865,290.12683048946565,170.03257440735416,123.4112854361383,3994.784955636237,41050.27399999999,6989.493138851916,313.70519999999993,107.13737115960787,344.73435471,461.94984200654704,895.8798556399997
7.82,71.22589421152014,720.7830000000001,172.13900839010495,61.7162300106627,50.1808917030178,2678.7323052893557,296.38314798760183,169.78308982363728,123.69959322487685,3989.5351990037357,40042.269,6951.802388707047,297.96109999999993,107.19946203859593,329.3815317399999,476.60073483262187,878.2108880399998
7.92,62.42598066972487,518.0579999999999,151.65109977514666,42.539430620492325,45.0275842234513,2328.485043831946,246.03757209230736,97.4552256082092,102.28054132385104,3296.870383458111,28206.18,5532.94728671379,238.01799999999994,58.174816716383546,214.16926478,408.0273866243868,499.16309688
7.0,66.20827955757666,593.5889999999999,161.70528775600363,58.6624989656838,45.48542282083349,2474.8078854262217,270.35673587055237,164.22765978167658,111.53025459712714,3884.1196457535393,34561.774999999994,6574.506605820585,248.28389999999993,106.15666232548459,288.27239433000005,450.2820381972007,775.0703179599998
6.66,66.20827955757666,593.5889999999999,161.70528775600363,58.6624989656838,45.48542282083349,2474.8078854262217,270.35673587055237,164.22765978167658,111.53025459712714,3884.1196457535393,34561.774999999994,6574.506605820585,248.28389999999993,106.15666232548459,288.27239433000005,450.2820381972007,775.0703179599998
7.44,62.56580792365542,524.8277999999999,125.14808111134744,62.91428004223864,43.840096730504605,2460.093180939183,205.24682836943217,164.85063395836005,102.9417041952386,3764.2572484164343,31701.7424,6256.7553457102085,230.83339999999993,107.45108427987142,290.42843264,353.8220334576642,750.9373905199998
9.31,64.51774330082581,615.8628000000001,150.54501324959065,66.0991416479872,46.64385403072951,2752.4842558933856,252.14665399725098,171.6216041363849,109.70232301606016,4007.2446975115026,38757.777400000006,6912.569503179391,269.8483999999999,108.78526660375515,340.04946655999987,415.4648590908741,865.8406989999997
9.88,67.30211669017416,654.8778000000001,158.95563241367492,76.44527825584176,46.64385403072951,2752.4842558933856,266.29450462350235,214.0859856961732,115.70496910297327,4331.156498746647,41781.7924,7477.44674180203,269.8483999999999,131.27577994057862,396.2921883599999,464.2773343192603,1090.9926908799996
9.05,67.46359373330417,667.8828000000001,154.1673853020186,76.91389422747474,47.09492143628654,2798.2473262646413,261.669333436164,214.75654665156222,116.43354284792677,4349.280038800448,42789.797399999996,7545.083422766828,276.3508999999999,131.39990308135216,404.76960291999995,441.9833973222395,1108.1711257599998
9.28,67.48716417439292,668.1888000000001,193.64440998355815,98.36270887971772,47.11641730649733,2816.446260840241,317.2605203329924,234.03283737351546,116.48067960447348,4369.68747414438,42967.60140000001,7578.4572531434,276.5048,145.49562162002235,460.06103112999983,551.1272916514496,1188.3544515999997
9.28,63.22928489047573,551.1437999999998,157.49473110969808,87.7352154449711,44.81678534377495,2581.1386906111275,255.93031831326337,174.30319039691003,105.01339771010174,3861.272028897744,33895.55640000001,6485.174064478284,243.99229999999997,110.96519843812996,358.0499013299999,427.37750906664076,832.2045363199998
8.72,63.22928489047573,551.1437999999998,157.49473110969808,87.7352154449711,44.81678534377495,2581.1386906111275,255.93031831326337,174.30319039691003,105.01339771010174,3861.272028897744,33895.55640000001,6485.174064478284,243.99229999999997,110.96519843812996,358.0499013299999,427.37750906664076,832.2045363199998
8.59,64.29191330995288,577.4597999999999,228.05117570998667,107.04196884254202,45.77263828708152,2696.7564631304745,349.5903096988002,183.70208399564677,107.44858964462959,4012.6605387847835,36089.37040000001,6750.524447805132,257.15119999999996,115.00762751550644,426.9015129399999,630.0451460416338,909.5143129199997
9.06,63.306605735919675,542.3717999999999,128.7333540446334,62.732360139299495,45.409119902283955,2463.6330420148774,211.43612675873882,164.91334790722485,104.78096272997306,3788.1434077507865,32217.6434,6308.731660522484,242.66699999999992,107.46331331319762,291.33484724,363.51825320764794,755.0170001199998
7.8,63.306605735919675,542.3717999999999,128.7333540446334,62.732360139299495,45.409119902283955,2463.6330420148774,211.43612675873882,164.91334790722485,104.78096272997306,3788.1434077507865,32217.6434,6308.731660522484,242.66699999999992,107.46331331319762,291.33484724,363.51825320764794,755.0170001199998
9.2,64.60550454311881,590.4647999999999,233.33017053666998,106.95324243260687,45.77263828708152,2696.7564631304745,361.2324254475325,185.71756093606106,108.63187478415348,4053.676787936957,37097.37539999999,6869.010489216207,257.1511999999999,115.72116800009952,425.82529365999983,644.474101429146,923.7941792399997
8.97,66.1105816318643,602.8578000000001,146.87856790648476,76.39075256128845,45.26368964291357,2610.3857988661784,239.9183590926497,215.56483107929532,111.68560554126928,4170.266482776811,37749.7724,7082.992927247336,250.34089999999995,133.919009417383,378.3049423199999,443.3217524415548,1048.4343766799996
9.53,63.1227330969079,563.8428,135.8378095742703,64.6050021755245,45.26368964291357,2610.3857988661784,223.3181615842301,167.5252963643779,105.37734356881465,3835.1939476390567,34725.7574,6495.783993957025,250.34089999999992,107.90313337163414,315.8606763199999,376.61760305395956,802.2954274799997
9.53,67.48652512614598,628.8678000000001,167.88065131565986,76.04844587442685,45.72837309964133,2658.5959713594066,273.5162612784566,217.3112454810386,114.74512770754147,4311.9028594301535,39765.782400000004,7353.779409162563,256.8433999999999,134.57356334607618,381.8239169999999,524.7356782362734,1072.5243897599996
2.46,53.83820455161984,275.553,121.26511938006665,68.9631451691091,34.79120337915893,1669.9512762162585,173.29964574997507,75.12605964828091,77.84834688996291,2770.1741608536377,13681.029999999997,3936.5563454189883,133.58849999999998,52.92797055665478,162.00832547,331.28582532267495,260.50611903999993
4.11,53.83820455161984,275.553,121.26511938006665,68.9631451691091,34.79120337915893,1669.9512762162585,173.29964574997507,75.12605964828091,77.84834688996291,2770.1741608536377,13681.029999999997,3936.5563454189883,133.58849999999998,52.92797055665478,162.00832547,331.28582532267495,260.50611903999993
4.72,45.898266690101835,184.05899999999997,103.78854413275127,91.07509722600032,28.381988841693246,1447.0675632337625,145.94462225769115,74.00374386016615,62.29586849864122,2187.0593057596316,9198.214,3043.241115331153,90.5677,52.513489431451745,185.00716542,255.7308911309613,225.68027751999998
5.1,46.759766695785025,197.06400000000002,114.96471162556757,91.31509547751399,29.117345292110677,1532.326026852494,162.96304945173685,74.09043529560374,64.30758238341727,2362.9782495927457,10206.219,3290.9321531041173,97.0702,52.730928029156274,191.53409006,290.0680606530752,230.96714136
3.27,46.759766695785025,197.06400000000002,114.96471162556757,91.31509547751399,29.117345292110677,1532.326026852494,162.96304945173685,74.09043529560374,64.30758238341727,2362.9782495927457,10206.219,3290.9321531041173,97.0702,52.730928029156274,191.53409006,290.0680606530752,230.96714136
2.14,48.31090636938541,210.06900000000002,129.59220518366521,91.67803911061961,29.83458233510233,1613.0844902161202,184.11928964110535,75.68802660572487,66.89334858190311,2635.181326838365,11214.224,3592.6577107539065,103.5727,54.35929654726874,199.37690705999998,347.4576026349801,238.86575296
4.17,46.24369100208818,197.06399999999996,102.79625119488573,91.46879190383741,29.117345292110677,1532.326026852494,147.19932243940082,75.57958949849596,63.638865931127334,2256.2238839775573,10206.219,3205.83695250819,97.0702,52.63439956348884,193.48457998,249.63984547522483,242.62007943999998
3.64,53.90666904354346,300.441,108.33751970595091,73.57516001589406,33.183941835924195,1694.7940377899286,163.5118227335777,109.93421695046595,80.62640309476791,2835.83885381368,15635.527,4230.372944513875,128.40449999999998,76.17281127544682,193.92165887,292.62353973135026,392.52795936
6.12,57.90751261259404,370.97399999999993,147.0569408334065,82.66197112538774,34.42233069113711,1956.828255354386,227.72181769614593,173.34355982532009,90.13886067618115,3676.0584014931546,22606.252,5652.032170721873,145.17289999999997,116.61333831949077,265.81102523000004,466.5725267080365,655.42243116
7.19,58.453790489045105,383.9789999999999,153.62407995137758,82.92632150093552,35.03111982880364,2020.691797617722,239.70645776185023,173.3805878115693,91.54072385556057,3742.2701801315548,23614.257,5789.161045364648,151.67539999999997,116.65759859582855,272.3379498700001,480.2669994614236,660.709295
6.44,58.453790489045105,383.9789999999999,153.62407995137758,82.92632150093552,35.03111982880364,2020.691797617722,239.70645776185023,173.3805878115693,91.54072385556057,3742.2701801315548,23614.257,5789.161045364648,151.67539999999997,116.65759859582855,272.3379498700001,480.2669994614236,660.709295
5.34,58.12533743900402,383.9789999999999,146.26901669919818,83.09553554768473,35.03111982880364,2020.691797617722,228.2057074362125,174.0221536941616,91.07219240251108,3701.1507280425826,23614.257,5741.214308741662,151.67539999999997,116.6379089358952,274.28843979000004,463.7121551914064,672.3622330799999
7.46,58.662874888800545,396.98399999999987,152.3309282069793,83.50037248783107,35.62950831417688,2082.5978634786384,239.77798627399474,175.08288886514003,92.45452539762452,3762.4367994602903,24622.261999999995,5872.448625483028,158.17789999999997,116.89162581323923,282.47573707000004,476.549181265604,687.6020090799999
4.48,58.662874888800545,396.98399999999987,152.3309282069793,83.50037248783107,35.62950831417688,2082.5978634786384,239.77798627399474,175.08288886514003,92.45452539762452,3762.4367994602903,24622.261999999995,5872.448625483028,158.17789999999997,116.89162581323923,282.47573707000004,476.549181265604,687.6020090799999
