Activity,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS
7.0,742.1029138688937,66.20827955757666,593.5889999999999,161.70528775600363,58.6624989656838,775.0703179599998,45.48542282083349,2474.8078854262217,270.35673587055237,3786.214932891702,288.27239433000005,36.44256914503116,164.22765978167658,1442.5126088886118,26.51166308567721,111.53025459712714,3884.1196457535393,34561.774999999994
6.66,742.1029138688937,66.20827955757666,593.5889999999999,161.70528775600363,58.6624989656838,775.0703179599998,45.48542282083349,2474.8078854262217,270.35673587055237,3786.214932891702,288.27239433000005,36.44256914503116,164.22765978167658,1442.5126088886118,26.51166308567721,111.53025459712714,3884.1196457535393,34561.774999999994
7.44,564.2435538576684,62.56580792365542,524.8277999999999,125.14808111134744,62.91428004223864,750.9373905199998,43.840096730504605,2460.093180939183,205.24682836943217,2714.339094416475,290.42843264,40.62837602480082,164.85063395836005,1454.8102398489439,25.915577641248014,102.9417041952386,3764.2572484164343,31701.7424
9.31,680.2309606612748,64.51774330082581,615.8628000000001,150.54501324959065,66.0991416479872,865.8406989999997,46.64385403072951,2752.4842558933856,252.14665399725098,3560.048427452327,340.04946655999987,41.30496063865352,171.6216041363849,1566.9281716382966,26.709738835167403,109.70232301606016,4007.2446975115026,38757.777400000006
9.88,763.0157215678995,67.30211669017416,654.8778000000001,158.95563241367492,76.44527825584176,1090.9926908799996,46.64385403072951,2752.4842558933856,266.29450462350235,4006.7251764907173,396.2921883599999,46.537330673888626,214.0859856961732,1566.9281716382966,26.709738835167403,115.70496910297327,4331.156498746647,41781.7924
9.05,737.2972031806104,67.46359373330417,667.8828000000001,154.1673853020186,76.91389422747474,1108.1711257599998,47.09492143628654,2798.2473262646413,261.669333436164,3978.4659887121907,404.76960291999995,46.630912828304666,214.75654665156222,1584.1200136201023,26.837589613902626,116.43354284792677,4349.280038800448,42789.797399999996
9.28,890.8234423128991,67.48716417439292,668.1888000000001,193.64440998355815,98.36270887971772,1188.3544515999997,47.11641730649733,2816.446260840241,317.2605203329924,4622.416808181207,460.06103112999983,69.03779619004821,234.03283737351546,1595.2739671823515,26.846836616044296,116.48067960447348,4369.68747414438,42967.60140000001
9.28,683.413490783428,63.22928489047573,551.1437999999998,157.49473110969808,87.7352154449711,832.2045363199998,44.81678534377495,2581.1386906111275,255.93031831326337,3335.3572350200084,358.0499013299999,66.30712220502913,174.30319039691003,1506.5904573014693,26.195381293794885,105.01339771010174,3861.272028897744,33895.55640000001
8.72,683.413490783428,63.22928489047573,551.1437999999998,157.49473110969808,87.7352154449711,832.2045363199998,44.81678534377495,2581.1386906111275,255.93031831326337,3335.3572350200084,358.0499013299999,66.30712220502913,174.30319039691003,1506.5904573014693,26.195381293794885,105.01339771010174,3861.272028897744,33895.55640000001
8.59,935.4978412729282,64.29191330995288,577.4597999999999,228.05117570998667,107.04196884254202,909.5143129199997,45.77263828708152,2696.7564631304745,349.5903096988002,4324.797206435185,426.9015129399999,80.22110932104738,183.70208399564677,1555.0368648873568,26.469331933337433,107.44858964462959,4012.6605387847835,36089.37040000001
9.06,581.8011602008021,63.306605735919675,542.3717999999999,128.7333540446334,62.732360139299495,755.0170001199998,45.409119902283955,2463.6330420148774,211.43612675873882,2827.1390147380266,291.33484724,40.56110837773718,164.91334790722485,1455.1725479677839,26.713221844050675,104.78096272997306,3788.1434077507865,32217.6434
7.8,581.8011602008021,63.306605735919675,542.3717999999999,128.7333540446334,62.732360139299495,755.0170001199998,45.409119902283955,2463.6330420148774,211.43612675873882,2827.1390147380266,291.33484724,40.56110837773718,164.91334790722485,1455.1725479677839,26.713221844050675,104.78096272997306,3788.1434077507865,32217.6434
9.2,969.6630738533865,64.60550454311881,590.4647999999999,233.33017053666998,106.95324243260687,923.7941792399997,45.77263828708152,2696.7564631304745,361.2324254475325,4559.937627702859,425.82529365999983,80.20809022046632,185.71756093606106,1555.0368648873566,26.469331933337436,108.63187478415348,4053.676787936957,37097.37539999999
8.97,702.6403923322246,66.1105816318643,602.8578000000001,146.87856790648476,76.39075256128845,1048.4343766799996,45.26368964291357,2610.3857988661784,239.9183590926497,3465.656892241671,378.3049423199999,47.00723635069935,215.56483107929532,1512.9463485867318,26.318649161100172,111.68560554126928,4170.266482776811,37749.7724
9.53,601.6500701784282,63.1227330969079,563.8428,135.8378095742703,64.6050021755245,802.2954274799997,45.26368964291357,2610.3857988661784,223.3181615842301,2998.4774184521943,315.8606763199999,40.99416209059752,167.5252963643779,1512.9463485867318,26.318649161100172,105.37734356881465,3835.1939476390567,34725.7574
9.53,827.3884960185559,67.48652512614598,628.8678000000001,167.88065131565986,76.04844587442685,1072.5243897599996,45.72837309964133,2658.5959713594066,273.5162612784566,4063.0266750370706,381.8239169999999,46.695070878576416,217.3112454810386,1531.3648134380073,26.450299516134145,114.74512770754147,4311.9028594301535,39765.782400000004
2.46,452.4384270034024,53.83820455161984,275.553,121.26511938006665,68.9631451691091,260.50611903999993,34.79120337915893,1669.9512762162585,173.29964574997507,1483.0613669375,162.00832547,63.02255631005914,75.12605964828091,1116.2172010488825,22.794799373923777,77.84834688996291,2770.1741608536377,13681.029999999997
4.11,452.4384270034024,53.83820455161984,275.553,121.26511938006665,68.9631451691091,260.50611903999993,34.79120337915893,1669.9512762162585,173.29964574997507,1483.0613669375,162.00832547,63.02255631005914,75.12605964828091,1116.2172010488825,22.794799373923777,77.84834688996291,2770.1741608536377,13681.029999999997
4.72,348.42201199555603,45.898266690101835,184.05899999999997,103.78854413275127,91.07509722600032,225.68027751999998,28.381988841693246,1447.0675632337625,145.94462225769115,1019.3342310000002,185.00716542,78.75785856736772,74.00374386016615,1028.078766634659,19.768318297709683,62.29586849864122,2187.0593057596316,9198.214
5.1,398.09197780069553,46.759766695785025,197.06400000000002,114.96471162556757,91.31509547751399,230.96714136,29.117345292110677,1532.326026852494,162.96304945173685,1198.457274,191.53409006,78.77422271920781,74.09043529560374,1066.9654194854202,20.000110085202813,64.30758238341727,2362.9782495927457,10206.219
3.27,398.09197780069553,46.759766695785025,197.06400000000002,114.96471162556757,91.31509547751399,230.96714136,29.117345292110677,1532.326026852494,162.96304945173685,1198.457274,191.53409006,78.77422271920781,74.09043529560374,1066.9654194854202,20.000110085202813,64.30758238341727,2362.9782495927457,10206.219
2.14,470.1352861739464,48.31090636938541,210.06900000000002,129.59220518366521,91.67803911061961,238.86575296,29.83458233510233,1613.0844902161202,184.11928964110535,1426.2952910000004,199.37690705999998,78.80570298289634,75.68802660572487,1103.2070669275263,20.226650198353994,66.89334858190311,2635.181326838365,11214.224
4.17,346.64477234444814,46.24369100208818,197.06399999999996,102.79625119488573,91.46879190383741,242.62007943999998,29.117345292110677,1532.326026852494,147.19932243940082,1069.09831325,193.48457998,78.79058515766033,75.57958949849596,1066.9654194854202,20.000110085202813,63.638865931127334,2256.2238839775573,10206.219
3.64,432.36849416876026,53.90666904354346,300.441,108.33751970595091,73.57516001589406,392.52795936,33.183941835924195,1694.7940377899286,163.5118227335777,1577.4817566376955,193.92165887,64.04982164178594,109.93421695046595,1122.6605827417043,21.622075620274323,80.62640309476791,2835.83885381368,15635.527
6.12,694.2057097702489,57.90751261259404,370.97399999999993,147.0569408334065,82.66197112538774,655.42243116,34.42233069113711,1956.828255354386,227.72181769614593,2682.665950360168,265.81102523000004,66.12309375405329,173.34355982532009,1241.3061181865776,21.84120889357651,90.13886067618115,3676.0584014931546,22606.252
7.19,723.1965829054778,58.453790489045105,383.9789999999999,153.62407995137758,82.92632150093552,660.709295,35.03111982880364,2020.691797617722,239.70645776185023,2868.9212916456295,272.3379498700001,66.14630576440537,173.3805878115693,1268.4062881363202,22.031660661953218,91.54072385556057,3742.2701801315548,23614.257
6.44,723.1965829054778,58.453790489045105,383.9789999999999,153.62407995137758,82.92632150093552,660.709295,35.03111982880364,2020.691797617722,239.70645776185023,2868.9212916456295,272.3379498700001,66.14630576440537,173.3805878115693,1268.4062881363202,22.031660661953218,91.54072385556057,3742.2701801315548,23614.257
5.34,692.039435591315,58.12533743900402,383.9789999999999,146.26901669919818,83.09553554768473,672.3622330799999,35.03111982880364,2020.691797617722,228.2057074362125,2729.5439594470977,274.28843979000004,66.1695087015048,174.0221536941616,1268.4062881363202,22.031660661953218,91.07219240251108,3701.1507280425826,23614.257
7.46,720.3377479039287,58.662874888800545,396.98399999999987,152.3309282069793,83.50037248783107,687.6020090799999,35.62950831417688,2082.5978634786384,239.77798627399474,2915.3844350299228,282.47573707000004,66.21204761243557,175.08288886514003,1294.3954281735764,22.218875451713856,92.45452539762452,3762.4367994602903,24622.261999999995
4.48,720.3377479039287,58.662874888800545,396.98399999999987,152.3309282069793,83.50037248783107,687.6020090799999,35.62950831417688,2082.5978634786384,239.77798627399474,2915.3844350299228,282.47573707000004,66.21204761243557,175.08288886514003,1294.3954281735764,22.218875451713856,92.45452539762452,3762.4367994602903,24622.261999999995
