Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS
6.7,2389.454288194701,48.27651832589877,68.05736267898266,268.13718967640284,72.9021049021589,5268.265199999999,495.64730487500003,1581.0945991059612,50.12069178884418,62.895624578552926,11825.761999999999,225.41999999999996,29.80062328878374,1206.5652112500002,102.488477458879,245.00578216,68.39162751389968,20.210351997433982,148.20648542226868
2.7,2169.194037976688,50.8416677914314,26.980444358077946,152.49627499743224,61.33693720619342,3927.475500000001,268.09988684375,1292.47117710901,43.69684029735141,19.693317693691252,9560.108,223.38,32.237751982109415,654.6577929375,59.0920498409243,191.53701944,70.88264314343814,22.052551960385305,84.05630868818044
2.87,2303.1622874137324,51.6441609207177,27.779807506558143,179.00551269417275,62.51670952531182,4431.478,322.0510172500001,1387.2635883867922,44.19107807047381,19.951691409703784,10568.113,236.385,32.88700593106645,792.513849125,68.6324938196261,201.35714055999998,72.76189857336048,22.239416663542077,98.02277348716156
4.96,2530.4588124896004,49.050505516529704,68.55106704106494,304.81551060752173,75.39910408071142,5772.2676999999985,569.4400800000001,1659.481440489254,51.461518398282365,62.94270230227651,12833.766999999998,238.42499999999995,30.50179756424201,1399.5618880000002,114.5039223167868,260.24555816,70.22186092307722,20.432279872959747,166.138285959921
2.74,2389.454288194701,48.27651832589877,68.05736267898266,268.13718967640284,72.9021049021589,5268.265199999999,495.64730487500003,1581.0945991059612,50.12069178884418,62.895624578552926,11825.761999999999,225.41999999999996,29.80062328878374,1206.5652112500002,102.488477458879,245.00578216,68.39162751389968,20.210351997433982,148.20648542226868
2.96,2509.403606865237,52.58890661196682,30.183247677702344,219.5437638931178,67.3252764329194,5439.482999999999,420.89076131249993,1559.6593550119526,46.3636496235388,20.885643775381038,12584.123,262.395,34.1485017476609,1033.3052710625002,84.26822936537289,233.80466055999997,75.61163234912998,22.604004990912365,121.36000803108925
2.98,2562.4884972759487,52.85268849591541,31.351156246550524,234.27530129197027,69.3760171738867,5943.485499999999,465.0185349472658,1639.071634701348,47.05868033921529,21.341192735168484,13592.127999999999,275.4,34.76208678805114,1136.103819761719,90.20954557794674,250.77176231999997,76.72189369078424,22.781969850914958,130.66199752293383
3.26,3379.303457356439,57.92729620347919,51.59277099995083,323.5304200703904,149.88494870834913,7455.492999999998,670.9877739055405,1857.0437215373527,103.33701369553043,34.681583716637356,20648.162999999997,366.4349999999999,36.54107547144719,1860.1639068105317,111.19002639953064,543.25707324,89.44481138668691,23.29984333283908,169.16327509368492
3.35,2286.492847393357,48.08112403824545,26.995201522263994,231.65549238833066,61.77424734199726,4410.7978,381.0150227421876,1396.017814949286,43.41675644639923,19.112253753329828,10421.289999999999,214.76099999999997,29.780768152450328,964.8382893906253,86.38697580945892,197.24572863999998,67.50674099673306,20.387858001464778,121.04081199349312
3.38,2598.6653853654225,50.023166515181856,30.196439655062452,288.82190443966397,67.77818955287671,5922.805299999999,536.2325658671874,1646.4875643850244,46.09480754988029,20.371573844756206,13445.305,253.77599999999995,31.83931014485081,1351.1966441406255,105.86531739014914,239.41070807999995,72.45640018314461,21.028939669036234,153.37281275576655
3.89,2648.2677968530515,50.3144667804951,31.363856992785948,300.313605114971,69.81562784368623,6426.807799999999,580.5732225625002,1721.9000608864555,46.7977874666965,20.849618462369687,14453.31,266.78099999999995,32.49652561044026,1454.64867925,110.31326901214473,256.37780984,73.61426459932883,21.234175598623825,161.28230624319806
3.22,3270.049566730981,53.358687733155605,49.795223978181035,312.2386810619441,146.19876830438946,6426.807799999998,579.6673465333254,1721.9000608864558,102.5709089196309,34.08345978185739,17784.89,303.2969999999999,32.49652561044026,1618.8048157693486,106.16046935973073,490.82191731999995,80.39654623178782,21.23417559862383,157.82616760210936
3.72,3331.5521490827355,54.0887817107883,50.232834464912486,323.8398506140436,146.72356411020505,6930.810299999997,631.962145426941,1794.1455737166452,102.6579866249764,34.17063116042957,18792.894999999997,316.3019999999999,33.1407103575044,1751.5948545962522,110.80368319937297,500.53937676,82.05820757852317,21.435519057835872,166.5949013168648
4.28,3435.906182311889,54.95205915376767,51.60085652052105,342.3764105329148,148.8351611619915,7938.815299999997,728.4108767431335,1930.5427681612057,103.07842663930343,34.500968411276254,20808.905,342.3119999999999,34.39290181854389,1985.1049298107296,118.64716374405144,532.98689676,84.59535739920955,21.82723356024138,181.73092041830697
4.77,2429.1079210219814,49.47148394581421,69.14547188958034,290.2075674633797,74.67762571607261,6276.270199999998,572.0425914931641,1734.329026261897,50.44014474062066,63.0053714858271,13349.667999999998,255.96899999999994,31.187211496060364,1392.3549854101564,109.59026150345052,269.3692276,71.99896889886686,20.649488719071464,160.99562615912632
2.96,1971.998800906446,37.50220281618735,66.31741695436637,119.06929571762963,59.32319258469782,3884.8801000000003,233.2437556875,1383.8965622132057,43.55709468754718,62.6969993107102,7684.635,130.81499999999997,24.043104549537688,462.90594600000003,59.91896407419241,164.95627296,48.50487445092503,17.389834514517673,82.667864670593
3.19,2389.454288194701,48.27651832589877,68.05736267898264,257.21956100787224,72.90125023098373,5268.265199999999,488.4844119375001,1581.0945991059612,50.119806475739516,62.895624578552926,11825.761999999999,225.41999999999996,29.80062328878374,1178.0660585000003,100.47456690039236,245.00578215999997,68.39162751389968,20.210351997433982,145.66501969171293
3.48,2497.4442679333442,53.55611267954138,30.18262072192864,254.4351433857517,70.05337700820817,5439.482999999999,475.35818271875,1559.6593550119526,47.35633232503845,20.879563521739176,13284.562999999998,277.89899999999994,34.1485017476609,1215.7508955625,94.59301293782798,249.68088455999998,78.06362608795469,22.604004990912365,136.64135706597216
5.31,2675.957377334459,54.436233474934134,32.40835276461758,287.5026955992919,74.66000507740327,6447.4879999999985,574.9023368671877,1714.8102937901906,49.609415848885,21.73718563014107,15300.572999999999,303.9089999999999,35.3650276984198,1459.351733640625,106.07710621825484,281.87827496,80.72641934645682,22.957196920035898,155.98150446186267
5.62,2577.785552694551,54.8541518148425,31.565339535686544,288.4457333251809,71.99693381047052,6186.8454999999985,577.0694148750001,1657.0395026318927,47.838923829011776,21.31482198842864,14685.443000000001,308.9069999999999,35.96956836577275,1464.6196832500002,106.45074324926094,271.96930488,81.68457632564423,23.278009029568086,156.55558951435958
4.32,2709.6563025648984,54.46917902125624,39.3035377406941,241.35562808896825,82.7925786351545,5770.810999999999,435.3539005136719,1640.3029016685364,58.4318006809953,30.71518325305349,14357.321399999997,283.6997999999999,35.87303067110444,1123.9330681289066,89.59022484086381,291.42675904,78.90166025325449,23.5385225447577,127.57707194979496
7.92,3810.7356328001256,69.45726764280516,60.70045236520145,404.2118826638489,165.64346841460736,14125.660800000001,1391.3001648454601,2544.1649500341123,106.28581221815412,37.091674165474096,36010.248999999996,668.7629999999999,49.76626913804169,3656.7194939480746,147.4641919748979,819.8413183599998,118.80551528864306,28.443887838160077,251.57078758149916
6.41,3725.979965129382,68.78147191715351,58.53318913549234,380.85042181486386,162.33854436949946,12370.2933,1225.534900048423,2377.287454929111,105.758960625551,36.57706435723219,32285.793999999998,614.244,47.58599431145682,3275.138915977901,137.53297430622882,753.8486067599998,115.69943223715491,27.762678649961813,232.2242560961422
9.6,4716.672265789521,76.31664935997044,84.50674547872296,576.2307581331216,254.87135532163518,17410.318300000006,1985.9853793033124,2862.1112562976696,150.31976990161306,48.97382022713539,50429.884,848.3340000000004,51.838710604238614,5770.015192986763,190.13598200195145,1417.3355386799992,136.6085242215873,28.904145582868434,331.91902746739646
8.46,3994.784955636237,70.81711893956812,62.674004540602176,461.94984200654704,170.03257440735416,16141.670800000004,1678.54553732804,2736.5762136302865,107.13737115960787,37.554341242065156,41050.27399999999,733.7880000000001,51.43745297854474,4415.175079316972,168.3734353935773,895.8798556399997,123.4112854361383,28.88996379025341,290.12683048946565
7.82,3989.5351990037357,71.22589421152014,61.7162300106627,476.60073483262187,169.78308982363728,15394.308300000002,1690.087800094449,2678.7323052893557,107.19946203859593,37.33221820732259,40042.269,720.7830000000001,50.1808917030178,4534.078908423103,172.13900839010495,878.2108880399998,123.69959322487685,28.458517592346503,296.38314798760183
7.92,3296.870383458111,62.42598066972487,42.539430620492325,408.0273866243868,97.4552256082092,11845.6106,1209.4335445196587,2328.485043831946,58.174816716383546,25.57052973954584,28206.18,518.0579999999999,45.0275842234513,3052.751063492891,151.65109977514666,499.16309688,102.28054132385104,26.494803745988076,246.03757209230736
7.0,3884.1196457535393,66.20827955757666,58.6624989656838,450.2820381972007,164.22765978167658,13114.258100000001,1410.3136066723541,2474.8078854262217,106.15666232548459,36.44256914503116,34561.774999999994,593.5889999999999,45.48542282083349,3786.214932891702,161.70528775600363,775.0703179599998,111.53025459712714,26.51166308567721,270.35673587055237
6.66,3884.1196457535393,66.20827955757666,58.6624989656838,450.2820381972007,164.22765978167658,13114.258100000001,1410.3136066723541,2474.8078854262217,106.15666232548459,36.44256914503116,34561.774999999994,593.5889999999999,45.48542282083349,3786.214932891702,161.70528775600363,775.0703179599998,111.53025459712714,26.51166308567721,270.35673587055237
7.44,3764.2572484164343,62.56580792365542,62.91428004223864,353.8220334576642,164.85063395836005,12566.2035,1029.1806927993898,2460.093180939183,107.45108427987142,40.62837602480082,31701.7424,524.8277999999999,43.840096730504605,2714.339094416475,125.14808111134744,750.9373905199998,102.9417041952386,25.915577641248014,205.24682836943217
9.31,4007.2446975115026,64.51774330082581,66.0991416479872,415.4648590908741,171.6216041363849,15590.218500000003,1369.4446423203522,2752.4842558933856,108.78526660375515,41.30496063865352,38757.777400000006,615.8628000000001,46.64385403072951,3560.048427452327,150.54501324959065,865.8406989999997,109.70232301606016,26.709738835167403,252.14665399725098
9.88,4331.156498746647,67.30211669017416,76.44527825584176,464.2773343192603,214.0859856961732,15590.218500000003,1444.2449726351385,2752.4842558933856,131.27577994057862,46.537330673888626,41781.7924,654.8778000000001,46.64385403072951,4006.7251764907173,158.95563241367492,1090.9926908799996,115.70496910297327,26.709738835167403,266.29450462350235
9.05,4349.280038800448,67.46359373330417,76.91389422747474,441.9833973222395,214.75654665156222,16094.221000000003,1453.2255587250033,2798.2473262646413,131.39990308135216,46.630912828304666,42789.797399999996,667.8828000000001,47.09492143628654,3978.4659887121907,154.1673853020186,1108.1711257599998,116.43354284792677,26.837589613902626,261.669333436164
9.28,4369.68747414438,67.48716417439292,98.36270887971772,551.1272916514496,234.03283737351546,16187.043400000006,1685.1705229541794,2816.446260840241,145.49562162002235,69.03779619004821,42967.60140000001,668.1888000000001,47.11641730649733,4622.416808181207,193.64440998355815,1188.3544515999997,116.48067960447348,26.846836616044296,317.2605203329924
9.28,3861.272028897744,63.22928489047573,87.7352154449711,427.37750906664076,174.30319039691003,13667.030900000003,1289.6630837923212,2581.1386906111275,110.96519843812996,66.30712220502913,33895.55640000001,551.1437999999998,44.81678534377495,3335.3572350200084,157.49473110969808,832.2045363199998,105.01339771010174,26.195381293794885,255.93031831326337
8.72,3861.272028897744,63.22928489047573,87.7352154449711,427.37750906664076,174.30319039691003,13667.030900000003,1289.6630837923212,2581.1386906111275,110.96519843812996,66.30712220502913,33895.55640000001,551.1437999999998,44.81678534377495,3335.3572350200084,157.49473110969808,832.2045363199998,105.01339771010174,26.195381293794885,255.93031831326337
8.59,4012.6605387847835,64.29191330995288,107.04196884254202,630.0451460416338,183.70208399564677,14767.858300000004,1683.929838236593,2696.7564631304745,115.00762751550644,80.22110932104738,36089.37040000001,577.4597999999999,45.77263828708152,4324.797206435185,228.05117570998667,909.5143129199997,107.44858964462959,26.469331933337433,349.5903096988002
9.06,3788.1434077507865,63.306605735919675,62.732360139299495,363.51825320764794,164.91334790722485,12698.2236,1071.3822397586594,2463.6330420148774,107.46331331319762,40.56110837773718,32217.6434,542.3717999999999,45.409119902283955,2827.1390147380266,128.7333540446334,755.0170001199998,104.78096272997306,26.713221844050675,211.43612675873882
7.8,3788.1434077507865,63.306605735919675,62.732360139299495,363.51825320764794,164.91334790722485,12698.2236,1071.3822397586594,2463.6330420148774,107.46331331319762,40.56110837773718,32217.6434,542.3717999999999,45.409119902283955,2827.1390147380266,128.7333540446334,755.0170001199998,104.78096272997306,26.713221844050675,211.43612675873882
9.2,4053.676787936957,64.60550454311881,106.95324243260687,644.474101429146,185.71756093606106,14767.858300000004,1747.4594856401577,2696.7564631304745,115.72116800009952,80.20809022046632,37097.37539999999,590.4647999999999,45.77263828708152,4559.937627702859,233.33017053666998,923.7941792399997,108.63187478415348,26.469331933337436,361.2324254475325
8.97,4170.266482776811,66.1105816318643,76.39075256128845,443.3217524415548,215.56483107929532,14078.211000000001,1238.0754692475111,2610.3857988661784,133.919009417383,47.00723635069935,37749.7724,602.8578000000001,45.26368964291357,3465.656892241671,146.87856790648476,1048.4343766799996,111.68560554126928,26.318649161100172,239.9183590926497
9.53,3835.1939476390567,63.1227330969079,64.6050021755245,376.61760305395956,167.5252963643779,14078.211000000001,1161.0154377060258,2610.3857988661784,107.90313337163414,40.99416209059752,34725.7574,563.8428,45.26368964291357,2998.4774184521943,135.8378095742703,802.2954274799997,105.37734356881465,26.318649161100172,223.3181615842301
9.53,4311.9028594301535,67.48652512614598,76.04844587442685,524.7356782362734,217.3112454810386,14582.213500000002,1414.6892042217871,2658.5959713594066,134.57356334607618,46.695070878576416,39765.782400000004,628.8678000000001,45.72837309964133,4063.0266750370706,167.88065131565986,1072.5243897599996,114.74512770754147,26.450299516134145,273.5162612784566
2.46,2770.1741608536377,53.83820455161984,68.9631451691091,331.28582532267495,75.12605964828091,6036.307899999998,605.437357421875,1669.9512762162585,52.92797055665478,63.02255631005914,13681.029999999997,275.553,34.79120337915893,1483.0613669375,121.26511938006665,260.50611903999993,77.84834688996291,22.794799373923777,173.29964574997507
4.11,2770.1741608536377,53.83820455161984,68.9631451691091,331.28582532267495,75.12605964828091,6036.307899999998,605.437357421875,1669.9512762162585,52.92797055665478,63.02255631005914,13681.029999999997,275.553,34.79120337915893,1483.0613669375,121.26511938006665,260.50611903999993,77.84834688996291,22.794799373923777,173.29964574997507
4.72,2187.0593057596316,45.898266690101835,91.07509722600032,255.7308911309613,74.00374386016615,4353.0826,446.4902790000001,1447.0675632337625,52.513489431451745,78.75785856736772,9198.214,184.05899999999997,28.381988841693246,1019.3342310000002,103.78854413275127,225.68027751999998,62.29586849864122,19.768318297709683,145.94462225769115
5.1,2362.9782495927457,46.759766695785025,91.31509547751399,290.0680606530752,74.09043529560374,4857.085099999999,516.3649726875001,1532.326026852494,52.730928029156274,78.77422271920781,10206.219,197.06400000000002,29.117345292110677,1198.457274,114.96471162556757,230.96714136,64.30758238341727,20.000110085202813,162.96304945173685
3.27,2362.9782495927457,46.759766695785025,91.31509547751399,290.0680606530752,74.09043529560374,4857.085099999999,516.3649726875001,1532.326026852494,52.730928029156274,78.77422271920781,10206.219,197.06400000000002,29.117345292110677,1198.457274,114.96471162556757,230.96714136,64.30758238341727,20.000110085202813,162.96304945173685
2.14,2635.181326838365,48.31090636938541,91.67803911061961,347.4576026349801,75.68802660572487,5361.087599999999,601.6709747500001,1613.0844902161202,54.35929654726874,78.80570298289634,11214.224,210.06900000000002,29.83458233510233,1426.2952910000004,129.59220518366521,238.86575296,66.89334858190311,20.226650198353994,184.11928964110535
4.17,2256.2238839775573,46.24369100208818,91.46879190383741,249.63984547522483,75.57958949849596,4857.085099999999,473.65562449999993,1532.326026852494,52.63439956348884,78.79058515766033,10206.219,197.06399999999996,29.117345292110677,1069.09831325,102.79625119488573,242.62007943999998,63.638865931127334,20.000110085202813,147.19932243940082
3.64,2835.83885381368,53.90666904354346,73.57516001589406,292.62353973135026,109.93421695046595,6258.987699999998,613.3694396203613,1694.7940377899286,76.17281127544682,64.04982164178594,15635.527,300.441,33.183941835924195,1577.4817566376955,108.33751970595091,392.52795936,80.62640309476791,21.622075620274323,163.5118227335777
6.12,3676.0584014931546,57.90751261259404,82.66197112538774,466.5725267080365,173.34355982532009,8031.637699999997,926.0292705328521,1956.828255354386,116.61333831949077,66.12309375405329,22606.252,370.97399999999993,34.42233069113711,2682.665950360168,147.0569408334065,655.42243116,90.13886067618115,21.84120889357651,227.72181769614593
7.19,3742.2701801315548,58.453790489045105,82.92632150093552,480.2669994614236,173.3805878115693,8535.640199999996,997.731950344391,2020.691797617722,116.65759859582855,66.14630576440537,23614.257,383.9789999999999,35.03111982880364,2868.9212916456295,153.62407995137758,660.709295,91.54072385556057,22.031660661953218,239.70645776185023
6.44,3742.2701801315548,58.453790489045105,82.92632150093552,480.2669994614236,173.3805878115693,8535.640199999996,997.731950344391,2020.691797617722,116.65759859582855,66.14630576440537,23614.257,383.9789999999999,35.03111982880364,2868.9212916456295,153.62407995137758,660.709295,91.54072385556057,22.031660661953218,239.70645776185023
5.34,3701.1507280425826,58.12533743900402,83.09553554768473,463.7121551914064,174.0221536941616,8535.640199999996,952.4990064070626,2020.691797617722,116.6379089358952,66.1695087015048,23614.257,383.9789999999999,35.03111982880364,2729.5439594470977,146.26901669919818,672.3622330799999,91.07219240251108,22.031660661953218,228.2057074362125
7.46,3762.4367994602903,58.662874888800545,83.50037248783107,476.549181265604,175.08288886514003,9039.642699999997,1024.0207795120582,2082.5978634786384,116.89162581323923,66.21204761243557,24622.261999999995,396.98399999999987,35.62950831417688,2915.3844350299228,152.3309282069793,687.6020090799999,92.45452539762452,22.218875451713856,239.77798627399474
4.48,3762.4367994602903,58.662874888800545,83.50037248783107,476.549181265604,175.08288886514003,9039.642699999997,1024.0207795120582,2082.5978634786384,116.89162581323923,66.21204761243557,24622.261999999995,396.98399999999987,35.62950831417688,2915.3844350299228,152.3309282069793,687.6020090799999,92.45452539762452,22.218875451713856,239.77798627399474
