Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS
8.55,3650.3849024850315,55.508668765596745,659.6263474,5887.248114816845,206.52979999999994,224.18376411110168,2848.7208421904,108.15229549287595,240.52402551,160.28132433343328,62.66521148806405,42.09636548895879,27297.403999999995,1053.9797880480837,25.442880288293395,101.5561951212234,391.3829379994046,2189.8304455223374
9.22,3733.836316848946,81.96024117338209,734.0889702399999,6169.05951530134,207.85509999999996,302.7899415177045,3798.7249245568237,108.03495815148254,302.45776264,166.2883943479743,62.38552998024147,41.456725215940544,29983.321999999996,1424.0706510176346,24.870240865683307,102.5644933517443,513.6592680866952,2321.238151202674
8.0,4327.866225232816,69.71204251201577,950.3311864799996,7322.342744794522,243.83839999999995,247.9118616511923,3744.354908849396,129.6800892576781,338.51581983999995,206.38168295634296,68.07917299997499,44.79418593790941,38539.4268,1303.2108147501267,26.185668387590873,115.44696345655872,439.73070707413405,2561.2683379364935
8.11,4245.994731975482,71.1238473795553,1033.2419151199997,7259.780058300045,261.28889999999996,301.21482180546195,4513.931980554596,130.31255857231224,361.25084707999997,210.2004699045632,69.30960624897119,46.40569686676412,39294.235,1601.118572771993,26.76992012730529,119.2383817359159,517.424678439041,2575.4050380047615
7.92,4208.701959855615,71.30593087055681,1017.3534449199997,7136.190148192137,233.71119999999993,268.7571019480117,3989.978754332734,130.69831946298717,351.4167150099999,210.85433038283895,67.52942290783024,43.425395057730924,37377.454,1394.166947523137,25.439040710344518,114.85176787276721,473.68183772905587,2510.3862637789525
8.15,3673.329393472428,59.931643194833335,668.9364868399998,5863.854551316469,186.48729999999998,187.56046123515668,2333.5438293020256,108.18642583895642,245.84982003000002,162.7768453352415,60.80658960330297,39.62962857673537,26363.810799999996,849.424560977104,24.313891469394264,96.78279668215833,339.25558801932203,2182.781837946296
5.55,2022.4448637099583,66.69901347796775,186.86191704000004,2784.572969298883,83.9113,96.99224083297173,634.51852475,46.89676520120246,124.93721341999998,64.57136466536652,44.867260801608516,27.590390168498885,8101.306999999999,283.9510423750001,19.513477942059566,60.0652486467841,165.01789338712737,1318.2581580643791
6.07,2174.5479444079765,67.02635098434203,196.68203816000002,3020.421197858835,90.4138,110.30204965320146,774.8945950000001,47.32677369129971,131.46413805999998,65.69307603380621,45.89053391180466,28.34628963197829,9109.312,339.0041039375001,19.751254602611326,62.27181449098781,191.33662181293448,1411.319627621447
6.37,3321.86414980736,79.89135147578962,538.58197084,5037.869539088423,129.42879999999997,177.94569187204294,1848.1658432351685,103.94848537465445,237.61801106000004,151.23736019322632,53.51751404340992,32.514722410009895,19189.361999999997,690.0606841872101,21.070702411277548,81.14098397234284,330.62922011513666,1875.08245454621
6.7,2389.454288194701,68.05736267898266,245.00578216,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,148.16205853999998,72.9021049021589,48.27651832589877,29.80062328878374,11825.761999999999,495.64730487500003,20.210351997433982,68.39162751389968,268.13718967640284,1581.0945991059612
2.7,2169.194037976688,26.980444358077946,191.53701944,3054.0234077924156,107.4246,84.05630868818044,654.6577929375,43.69684029735141,79.09121726999999,61.33693720619342,50.8416677914314,32.237751982109415,9560.108,268.09988684375,22.052551960385305,70.88264314343814,152.49627499743224,1292.47117710901
2.87,2303.1622874137324,27.779807506558143,201.35714055999998,3270.4979080361754,113.9271,98.02277348716156,792.513849125,44.19107807047381,85.61814190999999,62.51670952531182,51.6441609207177,32.88700593106645,10568.113,322.0510172500001,22.239416663542077,72.76189857336048,179.00551269417275,1387.2635883867922
4.96,2530.4588124896004,68.55106704106494,260.24555816,3710.545956333448,109.92129999999999,166.138285959921,1399.5618880000002,51.461518398282365,156.34935581999997,75.39910408071142,49.050505516529704,30.50179756424201,12833.766999999998,569.4400800000001,20.432279872959747,70.22186092307722,304.81551060752173,1659.481440489254
2.74,2389.454288194701,68.05736267898266,245.00578216,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,148.16205853999998,72.9021049021589,48.27651832589877,29.80062328878374,11825.761999999999,495.64730487500003,20.210351997433982,68.39162751389968,268.13718967640284,1581.0945991059612
2.96,2509.403606865237,30.183247677702344,233.80466055999997,3638.1783582627586,126.93209999999999,121.36000803108925,1033.3052710625002,46.3636496235388,102.28285374999999,67.3252764329194,52.58890661196682,34.1485017476609,12584.123,420.89076131249993,22.604004990912365,75.61163234912998,219.5437638931178,1559.6593550119526
2.98,2562.4884972759487,31.351156246550524,250.77176231999997,3775.23719076782,133.4346,130.66199752293383,1136.103819761719,47.05868033921529,110.76026830999999,69.3760171738867,52.85268849591541,34.76208678805114,13592.127999999999,465.0185349472658,22.781969850914958,76.72189369078424,234.27530129197027,1639.071634701348
3.26,3379.303457356439,51.59277099995083,543.25707324,5191.660798518043,152.94209999999995,169.16327509368492,1860.1639068105317,103.33701369553043,191.77201491,149.88494870834913,57.92729620347919,36.54107547144719,20648.162999999997,670.9877739055405,23.29984333283908,89.44481138668691,323.5304200703904,1857.0437215373527
3.35,2286.492847393357,26.995201522263994,197.24572863999998,3266.7799663136175,99.5015,121.04081199349312,964.8382893906253,43.41675644639923,84.28270183,61.77424734199726,48.08112403824545,29.780768152450328,10421.289999999999,381.0150227421876,20.387858001464778,67.50674099673306,231.65549238833066,1396.017814949286
3.38,2598.6653853654225,30.196439655062452,239.41070807999995,3818.525126209791,119.00899999999999,153.37281275576655,1351.1966441406255,46.09480754988029,107.47433830999998,67.77818955287671,50.023166515181856,31.83931014485081,13445.305,536.2325658671874,21.028939669036234,72.45640018314461,288.82190443966397,1646.4875643850244
3.89,2648.2677968530515,31.363856992785948,256.37780984,3949.330097563446,125.51149999999998,161.28230624319806,1454.64867925,46.7977874666965,115.95175286999998,69.81562784368623,50.3144667804951,32.49652561044026,14453.31,580.5732225625002,21.234175598623825,73.61426459932883,300.313605114971,1721.9000608864555
3.22,3270.049566730981,49.795223978181035,490.82191731999995,4879.338138227151,125.51149999999998,157.82616760210936,1618.8048157693486,102.5709089196309,173.73865435,146.19876830438946,53.358687733155605,32.49652561044026,17784.89,579.6673465333254,21.23417559862383,80.39654623178782,312.2386810619441,1721.9000608864558
3.72,3331.5521490827355,50.232834464912486,500.53937676,5017.672593771239,132.01399999999998,166.5949013168648,1751.5948545962522,102.6579866249764,180.26557899,146.72356411020505,54.0887817107883,33.1407103575044,18792.894999999997,631.962145426941,21.435519057835872,82.05820757852317,323.8398506140436,1794.1455737166452
4.28,3435.906182311889,51.60085652052105,532.98689676,5264.714945592544,145.01899999999995,181.73092041830697,1985.1049298107296,103.07842663930343,196.93029083000002,148.8351611619915,54.95205915376767,34.39290181854389,20808.905,728.4108767431335,21.82723356024138,84.59535739920955,342.3764105329148,1930.5427681612057
4.77,2429.1079210219814,69.14547188958034,269.3692276,3643.93282726109,116.42379999999999,160.99562615912632,1392.3549854101564,50.44014474062066,165.16234509999995,74.67762571607261,49.47148394581421,31.187211496060364,13349.667999999998,572.0425914931641,20.649488719071464,71.99896889886686,290.2075674633797,1734.329026261897
2.96,1971.998800906446,66.31741695436637,164.95627296,2727.3364921229463,69.33859999999999,82.667864670593,462.90594600000003,43.55709468754718,121.24517936999999,59.32319258469782,37.50220281618735,24.043104549537688,7684.635,233.2437556875,17.389834514517673,48.50487445092503,119.06929571762963,1383.8965622132057
3.19,2389.454288194701,68.05736267898264,245.00578215999997,3499.148492708619,103.41879999999999,145.66501969171293,1178.0660585000003,50.119806475739516,148.16205854,72.90125023098373,48.27651832589877,29.80062328878374,11825.761999999999,488.4844119375001,20.210351997433982,68.39162751389968,257.21956100787224,1581.0945991059612
3.48,2497.4442679333442,30.18262072192864,249.68088455999998,3717.1565111007903,126.93209999999999,136.64135706597216,1215.7508955625,47.35633232503845,102.31606238999998,70.05337700820817,53.55611267954138,34.1485017476609,13284.562999999998,475.35818271875,22.604004990912365,78.06362608795469,254.4351433857517,1559.6593550119526
5.31,2675.957377334459,32.40835276461758,281.87827496,4044.4329303477766,139.9371,155.98150446186267,1459.351733640625,49.609415848885,118.98077422999998,74.66000507740327,54.436233474934134,35.3650276984198,15300.572999999999,574.9023368671877,22.957196920035898,80.72641934645682,287.5026955992919,1714.8102937901906
5.62,2577.785552694551,31.565339535686544,271.96930488,3886.413553870265,142.6762,156.55558951435958,1464.6196832500002,47.838923829011776,115.24238862999997,71.99693381047052,54.8541518148425,35.96956836577275,14685.443000000001,577.0694148750001,23.278009029568086,81.68457632564423,288.4457333251809,1657.0395026318927
4.32,2709.6563025648984,39.3035377406941,291.42675904,3986.571553251676,137.05929999999998,127.57707194979496,1123.9330681289066,58.4318006809953,120.21919043,82.7925786351545,54.46917902125624,35.87303067110444,14357.321399999997,435.3539005136719,23.5385225447577,78.90166025325449,241.35562808896825,1640.3029016685364
7.92,3810.7356328001256,60.70045236520145,819.8413183599998,6511.800545686885,287.6951999999999,251.57078758149916,3656.7194939480746,106.28581221815412,313.72852255,165.64346841460736,69.45726764280516,49.76626913804169,36010.248999999996,1391.3001648454601,28.443887838160077,118.80551528864306,404.2118826638489,2544.1649500341123
6.41,3725.979965129382,58.53318913549234,753.8486067599998,6225.511424680947,258.94609999999994,232.2242560961422,3275.138915977901,105.758960625551,281.6777791,162.33854436949946,68.78147191715351,47.58599431145682,32285.793999999998,1225.534900048423,27.762678649961813,115.69943223715491,380.85042181486386,2377.287454929111
9.6,4716.672265789521,84.50674547872296,1417.3355386799992,8363.328399733147,323.9710999999999,331.91902746739646,5770.015192986763,150.31976990161306,479.22713645999977,254.87135532163518,76.31664935997044,51.838710604238614,50429.884,1985.9853793033124,28.904145582868434,136.6085242215873,576.2307581331216,2862.1112562976696
8.46,3994.784955636237,62.674004540602176,895.8798556399997,6989.493138851916,313.70519999999993,290.12683048946565,4415.175079316972,107.13737115960787,344.73435471,170.03257440735416,70.81711893956812,51.43745297854474,41050.27399999999,1678.54553732804,28.88996379025341,123.4112854361383,461.94984200654704,2736.5762136302865
7.82,3989.5351990037357,61.7162300106627,878.2108880399998,6951.802388707047,297.96109999999993,296.38314798760183,4534.078908423103,107.19946203859593,329.3815317399999,169.78308982363728,71.22589421152014,50.1808917030178,40042.269,1690.087800094449,28.458517592346503,123.69959322487685,476.60073483262187,2678.7323052893557
7.92,3296.870383458111,42.539430620492325,499.16309688,5532.94728671379,238.01799999999994,246.03757209230736,3052.751063492891,58.174816716383546,214.16926478,97.4552256082092,62.42598066972487,45.0275842234513,28206.18,1209.4335445196587,26.494803745988076,102.28054132385104,408.0273866243868,2328.485043831946
7.0,3884.1196457535393,58.6624989656838,775.0703179599998,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,288.27239433000005,164.22765978167658,66.20827955757666,45.48542282083349,34561.774999999994,1410.3136066723541,26.51166308567721,111.53025459712714,450.2820381972007,2474.8078854262217
6.66,3884.1196457535393,58.6624989656838,775.0703179599998,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,288.27239433000005,164.22765978167658,66.20827955757666,45.48542282083349,34561.774999999994,1410.3136066723541,26.51166308567721,111.53025459712714,450.2820381972007,2474.8078854262217
7.44,3764.2572484164343,62.91428004223864,750.9373905199998,6256.7553457102085,230.83339999999993,205.24682836943217,2714.339094416475,107.45108427987142,290.42843264,164.85063395836005,62.56580792365542,43.840096730504605,31701.7424,1029.1806927993898,25.915577641248014,102.9417041952386,353.8220334576642,2460.093180939183
9.31,4007.2446975115026,66.0991416479872,865.8406989999997,6912.569503179391,269.8483999999999,252.14665399725098,3560.048427452327,108.78526660375515,340.04946655999987,171.6216041363849,64.51774330082581,46.64385403072951,38757.777400000006,1369.4446423203522,26.709738835167403,109.70232301606016,415.4648590908741,2752.4842558933856
9.88,4331.156498746647,76.44527825584176,1090.9926908799996,7477.44674180203,269.8483999999999,266.29450462350235,4006.7251764907173,131.27577994057862,396.2921883599999,214.0859856961732,67.30211669017416,46.64385403072951,41781.7924,1444.2449726351385,26.709738835167403,115.70496910297327,464.2773343192603,2752.4842558933856
9.05,4349.280038800448,76.91389422747474,1108.1711257599998,7545.083422766828,276.3508999999999,261.669333436164,3978.4659887121907,131.39990308135216,404.76960291999995,214.75654665156222,67.46359373330417,47.09492143628654,42789.797399999996,1453.2255587250033,26.837589613902626,116.43354284792677,441.9833973222395,2798.2473262646413
9.28,4369.68747414438,98.36270887971772,1188.3544515999997,7578.4572531434,276.5048,317.2605203329924,4622.416808181207,145.49562162002235,460.06103112999983,234.03283737351546,67.48716417439292,47.11641730649733,42967.60140000001,1685.1705229541794,26.846836616044296,116.48067960447348,551.1272916514496,2816.446260840241
9.28,3861.272028897744,87.7352154449711,832.2045363199998,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,358.0499013299999,174.30319039691003,63.22928489047573,44.81678534377495,33895.55640000001,1289.6630837923212,26.195381293794885,105.01339771010174,427.37750906664076,2581.1386906111275
8.72,3861.272028897744,87.7352154449711,832.2045363199998,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,358.0499013299999,174.30319039691003,63.22928489047573,44.81678534377495,33895.55640000001,1289.6630837923212,26.195381293794885,105.01339771010174,427.37750906664076,2581.1386906111275
8.59,4012.6605387847835,107.04196884254202,909.5143129199997,6750.524447805132,257.15119999999996,349.5903096988002,4324.797206435185,115.00762751550644,426.9015129399999,183.70208399564677,64.29191330995288,45.77263828708152,36089.37040000001,1683.929838236593,26.469331933337433,107.44858964462959,630.0451460416338,2696.7564631304745
9.06,3788.1434077507865,62.732360139299495,755.0170001199998,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,291.33484724,164.91334790722485,63.306605735919675,45.409119902283955,32217.6434,1071.3822397586594,26.713221844050675,104.78096272997306,363.51825320764794,2463.6330420148774
7.8,3788.1434077507865,62.732360139299495,755.0170001199998,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,291.33484724,164.91334790722485,63.306605735919675,45.409119902283955,32217.6434,1071.3822397586594,26.713221844050675,104.78096272997306,363.51825320764794,2463.6330420148774
9.2,4053.676787936957,106.95324243260687,923.7941792399997,6869.010489216207,257.1511999999999,361.2324254475325,4559.937627702859,115.72116800009952,425.82529365999983,185.71756093606106,64.60550454311881,45.77263828708152,37097.37539999999,1747.4594856401577,26.469331933337436,108.63187478415348,644.474101429146,2696.7564631304745
8.97,4170.266482776811,76.39075256128845,1048.4343766799996,7082.992927247336,250.34089999999995,239.9183590926497,3465.656892241671,133.919009417383,378.3049423199999,215.56483107929532,66.1105816318643,45.26368964291357,37749.7724,1238.0754692475111,26.318649161100172,111.68560554126928,443.3217524415548,2610.3857988661784
9.53,3835.1939476390567,64.6050021755245,802.2954274799997,6495.783993957025,250.34089999999992,223.3181615842301,2998.4774184521943,107.90313337163414,315.8606763199999,167.5252963643779,63.1227330969079,45.26368964291357,34725.7574,1161.0154377060258,26.318649161100172,105.37734356881465,376.61760305395956,2610.3857988661784
9.53,4311.9028594301535,76.04844587442685,1072.5243897599996,7353.779409162563,256.8433999999999,273.5162612784566,4063.0266750370706,134.57356334607618,381.8239169999999,217.3112454810386,67.48652512614598,45.72837309964133,39765.782400000004,1414.6892042217871,26.450299516134145,114.74512770754147,524.7356782362734,2658.5959713594066
2.46,2770.1741608536377,68.9631451691091,260.50611903999993,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,162.00832547,75.12605964828091,53.83820455161984,34.79120337915893,13681.029999999997,605.437357421875,22.794799373923777,77.84834688996291,331.28582532267495,1669.9512762162585
4.11,2770.1741608536377,68.9631451691091,260.50611903999993,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,162.00832547,75.12605964828091,53.83820455161984,34.79120337915893,13681.029999999997,605.437357421875,22.794799373923777,77.84834688996291,331.28582532267495,1669.9512762162585
4.72,2187.0593057596316,91.07509722600032,225.68027751999998,3043.241115331153,90.5677,145.94462225769115,1019.3342310000002,52.513489431451745,185.00716542,74.00374386016615,45.898266690101835,28.381988841693246,9198.214,446.4902790000001,19.768318297709683,62.29586849864122,255.7308911309613,1447.0675632337625
5.1,2362.9782495927457,91.31509547751399,230.96714136,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,191.53409006,74.09043529560374,46.759766695785025,29.117345292110677,10206.219,516.3649726875001,20.000110085202813,64.30758238341727,290.0680606530752,1532.326026852494
3.27,2362.9782495927457,91.31509547751399,230.96714136,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,191.53409006,74.09043529560374,46.759766695785025,29.117345292110677,10206.219,516.3649726875001,20.000110085202813,64.30758238341727,290.0680606530752,1532.326026852494
2.14,2635.181326838365,91.67803911061961,238.86575296,3592.6577107539065,103.5727,184.11928964110535,1426.2952910000004,54.35929654726874,199.37690705999998,75.68802660572487,48.31090636938541,29.83458233510233,11214.224,601.6709747500001,20.226650198353994,66.89334858190311,347.4576026349801,1613.0844902161202
4.17,2256.2238839775573,91.46879190383741,242.62007943999998,3205.83695250819,97.0702,147.19932243940082,1069.09831325,52.63439956348884,193.48457998,75.57958949849596,46.24369100208818,29.117345292110677,10206.219,473.65562449999993,20.000110085202813,63.638865931127334,249.63984547522483,1532.326026852494
3.64,2835.83885381368,73.57516001589406,392.52795936,4230.372944513875,128.40449999999998,163.5118227335777,1577.4817566376955,76.17281127544682,193.92165887,109.93421695046595,53.90666904354346,33.183941835924195,15635.527,613.3694396203613,21.622075620274323,80.62640309476791,292.62353973135026,1694.7940377899286
6.12,3676.0584014931546,82.66197112538774,655.42243116,5652.032170721873,145.17289999999997,227.72181769614593,2682.665950360168,116.61333831949077,265.81102523000004,173.34355982532009,57.90751261259404,34.42233069113711,22606.252,926.0292705328521,21.84120889357651,90.13886067618115,466.5725267080365,1956.828255354386
7.19,3742.2701801315548,82.92632150093552,660.709295,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,272.3379498700001,173.3805878115693,58.453790489045105,35.03111982880364,23614.257,997.731950344391,22.031660661953218,91.54072385556057,480.2669994614236,2020.691797617722
6.44,3742.2701801315548,82.92632150093552,660.709295,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,272.3379498700001,173.3805878115693,58.453790489045105,35.03111982880364,23614.257,997.731950344391,22.031660661953218,91.54072385556057,480.2669994614236,2020.691797617722
5.34,3701.1507280425826,83.09553554768473,672.3622330799999,5741.214308741662,151.67539999999997,228.2057074362125,2729.5439594470977,116.6379089358952,274.28843979000004,174.0221536941616,58.12533743900402,35.03111982880364,23614.257,952.4990064070626,22.031660661953218,91.07219240251108,463.7121551914064,2020.691797617722
7.46,3762.4367994602903,83.50037248783107,687.6020090799999,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,282.47573707000004,175.08288886514003,58.662874888800545,35.62950831417688,24622.261999999995,1024.0207795120582,22.218875451713856,92.45452539762452,476.549181265604,2082.5978634786384
4.48,3762.4367994602903,83.50037248783107,687.6020090799999,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,282.47573707000004,175.08288886514003,58.662874888800545,35.62950831417688,24622.261999999995,1024.0207795120582,22.218875451713856,92.45452539762452,476.549181265604,2082.5978634786384
