Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS
9.22,3733.836316848946,29983.321999999996,1424.0706510176346,188.9746288056574,41.456725215940544,2321.238151202674,302.7899415177045,3798.7249245568237,513.6592680866952,64.51736070064428,166.2883943479743,11319.6929,24.870240865683307,504.28799999999984,108.03495815148254,62.38552998024147,207.85509999999996
8.0,4327.866225232816,38539.4268,1303.2108147501267,147.2749458896052,44.79418593790941,2561.2683379364935,247.9118616511923,3744.354908849396,439.73070707413405,42.71547425024511,206.38168295634296,13574.208500000002,26.185668387590873,619.0026000000001,129.6800892576781,68.07917299997499,243.83839999999995
8.11,4245.994731975482,39294.235,1601.118572771993,180.32080332357373,46.40569686676412,2575.4050380047615,301.21482180546195,4513.931980554596,517.424678439041,43.07840966127201,210.2004699045632,14122.263100000002,26.76992012730529,661.1130000000002,130.31255857231224,69.30960624897119,261.28889999999996
7.92,4208.701959855615,37377.454,1394.166947523137,160.70526668026514,43.425395057730924,2510.3862637789525,268.7571019480117,3989.978754332734,473.68183772905587,43.34423583035612,210.85433038283895,13242.880500000003,25.439040710344518,612.5610000000001,130.69831946298717,67.52942290783024,233.71119999999993
8.15,3673.329393472428,26363.810799999996,849.424560977104,117.58298842042117,39.62962857673537,2182.781837946296,187.56046123515668,2333.5438293020256,339.25558801932203,39.997661469858066,162.7768453352415,9914.1709,24.313891469394264,440.5067999999999,108.18642583895642,60.80658960330297,186.48729999999998
5.55,2022.4448637099583,8101.306999999999,283.9510423750001,69.80231540895738,27.590390168498885,1318.2581580643791,96.99224083297173,634.51852475,165.01789338712737,62.771937706528256,64.57136466536652,3756.2577000000006,19.513477942059566,170.90099999999995,46.89676520120246,44.867260801608516,83.9113
6.07,2174.5479444079765,9109.312,339.0041039375001,78.09989182510638,28.34628963197829,1411.319627621447,110.30204965320146,774.8945950000001,191.33662181293448,62.79769274989507,65.69307603380621,4260.2602,19.751254602611326,183.90599999999995,47.32677369129971,45.89053391180466,90.4138
6.37,3321.86414980736,19189.361999999997,690.0606841872101,116.45979521903092,32.514722410009895,1875.08245454621,177.94569187204294,1848.1658432351685,330.62922011513666,65.5316645716761,151.23736019322632,7284.275199999997,21.070702411277548,313.9559999999999,103.94848537465445,53.51751404340992,129.42879999999997
6.7,2389.454288194701,11825.761999999999,495.64730487500003,102.488477458879,29.80062328878374,1581.0945991059612,148.20648542226868,1206.5652112500002,268.13718967640284,62.895624578552926,72.9021049021589,5268.265199999999,20.210351997433982,225.41999999999996,50.12069178884418,48.27651832589877,103.41879999999999
2.7,2169.194037976688,9560.108,268.09988684375,59.0920498409243,32.237751982109415,1292.47117710901,84.05630868818044,654.6577929375,152.49627499743224,19.693317693691252,61.33693720619342,3927.475500000001,22.052551960385305,223.38,43.69684029735141,50.8416677914314,107.4246
2.87,2303.1622874137324,10568.113,322.0510172500001,68.6324938196261,32.88700593106645,1387.2635883867922,98.02277348716156,792.513849125,179.00551269417275,19.951691409703784,62.51670952531182,4431.478,22.239416663542077,236.385,44.19107807047381,51.6441609207177,113.9271
4.96,2530.4588124896004,12833.766999999998,569.4400800000001,114.5039223167868,30.50179756424201,1659.481440489254,166.138285959921,1399.5618880000002,304.81551060752173,62.94270230227651,75.39910408071142,5772.2676999999985,20.432279872959747,238.42499999999995,51.461518398282365,49.050505516529704,109.92129999999999
2.74,2389.454288194701,11825.761999999999,495.64730487500003,102.488477458879,29.80062328878374,1581.0945991059612,148.20648542226868,1206.5652112500002,268.13718967640284,62.895624578552926,72.9021049021589,5268.265199999999,20.210351997433982,225.41999999999996,50.12069178884418,48.27651832589877,103.41879999999999
2.96,2509.403606865237,12584.123,420.89076131249993,84.26822936537289,34.1485017476609,1559.6593550119526,121.36000803108925,1033.3052710625002,219.5437638931178,20.885643775381038,67.3252764329194,5439.482999999999,22.604004990912365,262.395,46.3636496235388,52.58890661196682,126.93209999999999
2.98,2562.4884972759487,13592.127999999999,465.0185349472658,90.20954557794674,34.76208678805114,1639.071634701348,130.66199752293383,1136.103819761719,234.27530129197027,21.341192735168484,69.3760171738867,5943.485499999999,22.781969850914958,275.4,47.05868033921529,52.85268849591541,133.4346
3.26,3379.303457356439,20648.162999999997,670.9877739055405,111.19002639953064,36.54107547144719,1857.0437215373527,169.16327509368492,1860.1639068105317,323.5304200703904,34.681583716637356,149.88494870834913,7455.492999999998,23.29984333283908,366.4349999999999,103.33701369553043,57.92729620347919,152.94209999999995
3.35,2286.492847393357,10421.289999999999,381.0150227421876,86.38697580945892,29.780768152450328,1396.017814949286,121.04081199349312,964.8382893906253,231.65549238833066,19.112253753329828,61.77424734199726,4410.7978,20.387858001464778,214.76099999999997,43.41675644639923,48.08112403824545,99.5015
3.38,2598.6653853654225,13445.305,536.2325658671874,105.86531739014914,31.83931014485081,1646.4875643850244,153.37281275576655,1351.1966441406255,288.82190443966397,20.371573844756206,67.77818955287671,5922.805299999999,21.028939669036234,253.77599999999995,46.09480754988029,50.023166515181856,119.00899999999999
3.89,2648.2677968530515,14453.31,580.5732225625002,110.31326901214473,32.49652561044026,1721.9000608864555,161.28230624319806,1454.64867925,300.313605114971,20.849618462369687,69.81562784368623,6426.807799999999,21.234175598623825,266.78099999999995,46.7977874666965,50.3144667804951,125.51149999999998
3.22,3270.049566730981,17784.89,579.6673465333254,106.16046935973073,32.49652561044026,1721.9000608864558,157.82616760210936,1618.8048157693486,312.2386810619441,34.08345978185739,146.19876830438946,6426.807799999998,21.23417559862383,303.2969999999999,102.5709089196309,53.358687733155605,125.51149999999998
3.72,3331.5521490827355,18792.894999999997,631.962145426941,110.80368319937297,33.1407103575044,1794.1455737166452,166.5949013168648,1751.5948545962522,323.8398506140436,34.17063116042957,146.72356411020505,6930.810299999997,21.435519057835872,316.3019999999999,102.6579866249764,54.0887817107883,132.01399999999998
4.28,3435.906182311889,20808.905,728.4108767431335,118.64716374405144,34.39290181854389,1930.5427681612057,181.73092041830697,1985.1049298107296,342.3764105329148,34.500968411276254,148.8351611619915,7938.815299999997,21.82723356024138,342.3119999999999,103.07842663930343,54.95205915376767,145.01899999999995
4.77,2429.1079210219814,13349.667999999998,572.0425914931641,109.59026150345052,31.187211496060364,1734.329026261897,160.99562615912632,1392.3549854101564,290.2075674633797,63.0053714858271,74.67762571607261,6276.270199999998,20.649488719071464,255.96899999999994,50.44014474062066,49.47148394581421,116.42379999999999
2.96,1971.998800906446,7684.635,233.2437556875,59.91896407419241,24.043104549537688,1383.8965622132057,82.667864670593,462.90594600000003,119.06929571762963,62.6969993107102,59.32319258469782,3884.8801000000003,17.389834514517673,130.81499999999997,43.55709468754718,37.50220281618735,69.33859999999999
3.19,2389.454288194701,11825.761999999999,488.4844119375001,100.47456690039236,29.80062328878374,1581.0945991059612,145.66501969171293,1178.0660585000003,257.21956100787224,62.895624578552926,72.90125023098373,5268.265199999999,20.210351997433982,225.41999999999996,50.119806475739516,48.27651832589877,103.41879999999999
3.48,2497.4442679333442,13284.562999999998,475.35818271875,94.59301293782798,34.1485017476609,1559.6593550119526,136.64135706597216,1215.7508955625,254.4351433857517,20.879563521739176,70.05337700820817,5439.482999999999,22.604004990912365,277.89899999999994,47.35633232503845,53.55611267954138,126.93209999999999
5.31,2675.957377334459,15300.572999999999,574.9023368671877,106.07710621825484,35.3650276984198,1714.8102937901906,155.98150446186267,1459.351733640625,287.5026955992919,21.73718563014107,74.66000507740327,6447.4879999999985,22.957196920035898,303.9089999999999,49.609415848885,54.436233474934134,139.9371
5.62,2577.785552694551,14685.443000000001,577.0694148750001,106.45074324926094,35.96956836577275,1657.0395026318927,156.55558951435958,1464.6196832500002,288.4457333251809,21.31482198842864,71.99693381047052,6186.8454999999985,23.278009029568086,308.9069999999999,47.838923829011776,54.8541518148425,142.6762
4.32,2709.6563025648984,14357.321399999997,435.3539005136719,89.59022484086381,35.87303067110444,1640.3029016685364,127.57707194979496,1123.9330681289066,241.35562808896825,30.71518325305349,82.7925786351545,5770.810999999999,23.5385225447577,283.6997999999999,58.4318006809953,54.46917902125624,137.05929999999998
7.92,3810.7356328001256,36010.248999999996,1391.3001648454601,147.4641919748979,49.76626913804169,2544.1649500341123,251.57078758149916,3656.7194939480746,404.2118826638489,37.091674165474096,165.64346841460736,14125.660800000001,28.443887838160077,668.7629999999999,106.28581221815412,69.45726764280516,287.6951999999999
6.41,3725.979965129382,32285.793999999998,1225.534900048423,137.53297430622882,47.58599431145682,2377.287454929111,232.2242560961422,3275.138915977901,380.85042181486386,36.57706435723219,162.33854436949946,12370.2933,27.762678649961813,614.244,105.758960625551,68.78147191715351,258.94609999999994
9.6,4716.672265789521,50429.884,1985.9853793033124,190.13598200195145,51.838710604238614,2862.1112562976696,331.91902746739646,5770.015192986763,576.2307581331216,48.97382022713539,254.87135532163518,17410.318300000006,28.904145582868434,848.3340000000004,150.31976990161306,76.31664935997044,323.9710999999999
8.46,3994.784955636237,41050.27399999999,1678.54553732804,168.3734353935773,51.43745297854474,2736.5762136302865,290.12683048946565,4415.175079316972,461.94984200654704,37.554341242065156,170.03257440735416,16141.670800000004,28.88996379025341,733.7880000000001,107.13737115960787,70.81711893956812,313.70519999999993
7.82,3989.5351990037357,40042.269,1690.087800094449,172.13900839010495,50.1808917030178,2678.7323052893557,296.38314798760183,4534.078908423103,476.60073483262187,37.33221820732259,169.78308982363728,15394.308300000002,28.458517592346503,720.7830000000001,107.19946203859593,71.22589421152014,297.96109999999993
7.92,3296.870383458111,28206.18,1209.4335445196587,151.65109977514666,45.0275842234513,2328.485043831946,246.03757209230736,3052.751063492891,408.0273866243868,25.57052973954584,97.4552256082092,11845.6106,26.494803745988076,518.0579999999999,58.174816716383546,62.42598066972487,238.01799999999994
7.0,3884.1196457535393,34561.774999999994,1410.3136066723541,161.70528775600363,45.48542282083349,2474.8078854262217,270.35673587055237,3786.214932891702,450.2820381972007,36.44256914503116,164.22765978167658,13114.258100000001,26.51166308567721,593.5889999999999,106.15666232548459,66.20827955757666,248.28389999999993
6.66,3884.1196457535393,34561.774999999994,1410.3136066723541,161.70528775600363,45.48542282083349,2474.8078854262217,270.35673587055237,3786.214932891702,450.2820381972007,36.44256914503116,164.22765978167658,13114.258100000001,26.51166308567721,593.5889999999999,106.15666232548459,66.20827955757666,248.28389999999993
7.44,3764.2572484164343,31701.7424,1029.1806927993898,125.14808111134744,43.840096730504605,2460.093180939183,205.24682836943217,2714.339094416475,353.8220334576642,40.62837602480082,164.85063395836005,12566.2035,25.915577641248014,524.8277999999999,107.45108427987142,62.56580792365542,230.83339999999993
9.31,4007.2446975115026,38757.777400000006,1369.4446423203522,150.54501324959065,46.64385403072951,2752.4842558933856,252.14665399725098,3560.048427452327,415.4648590908741,41.30496063865352,171.6216041363849,15590.218500000003,26.709738835167403,615.8628000000001,108.78526660375515,64.51774330082581,269.8483999999999
9.88,4331.156498746647,41781.7924,1444.2449726351385,158.95563241367492,46.64385403072951,2752.4842558933856,266.29450462350235,4006.7251764907173,464.2773343192603,46.537330673888626,214.0859856961732,15590.218500000003,26.709738835167403,654.8778000000001,131.27577994057862,67.30211669017416,269.8483999999999
9.05,4349.280038800448,42789.797399999996,1453.2255587250033,154.1673853020186,47.09492143628654,2798.2473262646413,261.669333436164,3978.4659887121907,441.9833973222395,46.630912828304666,214.75654665156222,16094.221000000003,26.837589613902626,667.8828000000001,131.39990308135216,67.46359373330417,276.3508999999999
9.28,4369.68747414438,42967.60140000001,1685.1705229541794,193.64440998355815,47.11641730649733,2816.446260840241,317.2605203329924,4622.416808181207,551.1272916514496,69.03779619004821,234.03283737351546,16187.043400000006,26.846836616044296,668.1888000000001,145.49562162002235,67.48716417439292,276.5048
9.28,3861.272028897744,33895.55640000001,1289.6630837923212,157.49473110969808,44.81678534377495,2581.1386906111275,255.93031831326337,3335.3572350200084,427.37750906664076,66.30712220502913,174.30319039691003,13667.030900000003,26.195381293794885,551.1437999999998,110.96519843812996,63.22928489047573,243.99229999999997
8.72,3861.272028897744,33895.55640000001,1289.6630837923212,157.49473110969808,44.81678534377495,2581.1386906111275,255.93031831326337,3335.3572350200084,427.37750906664076,66.30712220502913,174.30319039691003,13667.030900000003,26.195381293794885,551.1437999999998,110.96519843812996,63.22928489047573,243.99229999999997
8.59,4012.6605387847835,36089.37040000001,1683.929838236593,228.05117570998667,45.77263828708152,2696.7564631304745,349.5903096988002,4324.797206435185,630.0451460416338,80.22110932104738,183.70208399564677,14767.858300000004,26.469331933337433,577.4597999999999,115.00762751550644,64.29191330995288,257.15119999999996
9.06,3788.1434077507865,32217.6434,1071.3822397586594,128.7333540446334,45.409119902283955,2463.6330420148774,211.43612675873882,2827.1390147380266,363.51825320764794,40.56110837773718,164.91334790722485,12698.2236,26.713221844050675,542.3717999999999,107.46331331319762,63.306605735919675,242.66699999999992
7.8,3788.1434077507865,32217.6434,1071.3822397586594,128.7333540446334,45.409119902283955,2463.6330420148774,211.43612675873882,2827.1390147380266,363.51825320764794,40.56110837773718,164.91334790722485,12698.2236,26.713221844050675,542.3717999999999,107.46331331319762,63.306605735919675,242.66699999999992
9.2,4053.676787936957,37097.37539999999,1747.4594856401577,233.33017053666998,45.77263828708152,2696.7564631304745,361.2324254475325,4559.937627702859,644.474101429146,80.20809022046632,185.71756093606106,14767.858300000004,26.469331933337436,590.4647999999999,115.72116800009952,64.60550454311881,257.1511999999999
8.97,4170.266482776811,37749.7724,1238.0754692475111,146.87856790648476,45.26368964291357,2610.3857988661784,239.9183590926497,3465.656892241671,443.3217524415548,47.00723635069935,215.56483107929532,14078.211000000001,26.318649161100172,602.8578000000001,133.919009417383,66.1105816318643,250.34089999999995
9.53,3835.1939476390567,34725.7574,1161.0154377060258,135.8378095742703,45.26368964291357,2610.3857988661784,223.3181615842301,2998.4774184521943,376.61760305395956,40.99416209059752,167.5252963643779,14078.211000000001,26.318649161100172,563.8428,107.90313337163414,63.1227330969079,250.34089999999992
9.53,4311.9028594301535,39765.782400000004,1414.6892042217871,167.88065131565986,45.72837309964133,2658.5959713594066,273.5162612784566,4063.0266750370706,524.7356782362734,46.695070878576416,217.3112454810386,14582.213500000002,26.450299516134145,628.8678000000001,134.57356334607618,67.48652512614598,256.8433999999999
2.46,2770.1741608536377,13681.029999999997,605.437357421875,121.26511938006665,34.79120337915893,1669.9512762162585,173.29964574997507,1483.0613669375,331.28582532267495,63.02255631005914,75.12605964828091,6036.307899999998,22.794799373923777,275.553,52.92797055665478,53.83820455161984,133.58849999999998
4.11,2770.1741608536377,13681.029999999997,605.437357421875,121.26511938006665,34.79120337915893,1669.9512762162585,173.29964574997507,1483.0613669375,331.28582532267495,63.02255631005914,75.12605964828091,6036.307899999998,22.794799373923777,275.553,52.92797055665478,53.83820455161984,133.58849999999998
4.72,2187.0593057596316,9198.214,446.4902790000001,103.78854413275127,28.381988841693246,1447.0675632337625,145.94462225769115,1019.3342310000002,255.7308911309613,78.75785856736772,74.00374386016615,4353.0826,19.768318297709683,184.05899999999997,52.513489431451745,45.898266690101835,90.5677
5.1,2362.9782495927457,10206.219,516.3649726875001,114.96471162556757,29.117345292110677,1532.326026852494,162.96304945173685,1198.457274,290.0680606530752,78.77422271920781,74.09043529560374,4857.085099999999,20.000110085202813,197.06400000000002,52.730928029156274,46.759766695785025,97.0702
3.27,2362.9782495927457,10206.219,516.3649726875001,114.96471162556757,29.117345292110677,1532.326026852494,162.96304945173685,1198.457274,290.0680606530752,78.77422271920781,74.09043529560374,4857.085099999999,20.000110085202813,197.06400000000002,52.730928029156274,46.759766695785025,97.0702
2.14,2635.181326838365,11214.224,601.6709747500001,129.59220518366521,29.83458233510233,1613.0844902161202,184.11928964110535,1426.2952910000004,347.4576026349801,78.80570298289634,75.68802660572487,5361.087599999999,20.226650198353994,210.06900000000002,54.35929654726874,48.31090636938541,103.5727
4.17,2256.2238839775573,10206.219,473.65562449999993,102.79625119488573,29.117345292110677,1532.326026852494,147.19932243940082,1069.09831325,249.63984547522483,78.79058515766033,75.57958949849596,4857.085099999999,20.000110085202813,197.06399999999996,52.63439956348884,46.24369100208818,97.0702
3.64,2835.83885381368,15635.527,613.3694396203613,108.33751970595091,33.183941835924195,1694.7940377899286,163.5118227335777,1577.4817566376955,292.62353973135026,64.04982164178594,109.93421695046595,6258.987699999998,21.622075620274323,300.441,76.17281127544682,53.90666904354346,128.40449999999998
6.12,3676.0584014931546,22606.252,926.0292705328521,147.0569408334065,34.42233069113711,1956.828255354386,227.72181769614593,2682.665950360168,466.5725267080365,66.12309375405329,173.34355982532009,8031.637699999997,21.84120889357651,370.97399999999993,116.61333831949077,57.90751261259404,145.17289999999997
7.19,3742.2701801315548,23614.257,997.731950344391,153.62407995137758,35.03111982880364,2020.691797617722,239.70645776185023,2868.9212916456295,480.2669994614236,66.14630576440537,173.3805878115693,8535.640199999996,22.031660661953218,383.9789999999999,116.65759859582855,58.453790489045105,151.67539999999997
6.44,3742.2701801315548,23614.257,997.731950344391,153.62407995137758,35.03111982880364,2020.691797617722,239.70645776185023,2868.9212916456295,480.2669994614236,66.14630576440537,173.3805878115693,8535.640199999996,22.031660661953218,383.9789999999999,116.65759859582855,58.453790489045105,151.67539999999997
5.34,3701.1507280425826,23614.257,952.4990064070626,146.26901669919818,35.03111982880364,2020.691797617722,228.2057074362125,2729.5439594470977,463.7121551914064,66.1695087015048,174.0221536941616,8535.640199999996,22.031660661953218,383.9789999999999,116.6379089358952,58.12533743900402,151.67539999999997
7.46,3762.4367994602903,24622.261999999995,1024.0207795120582,152.3309282069793,35.62950831417688,2082.5978634786384,239.77798627399474,2915.3844350299228,476.549181265604,66.21204761243557,175.08288886514003,9039.642699999997,22.218875451713856,396.98399999999987,116.89162581323923,58.662874888800545,158.17789999999997
4.48,3762.4367994602903,24622.261999999995,1024.0207795120582,152.3309282069793,35.62950831417688,2082.5978634786384,239.77798627399474,2915.3844350299228,476.549181265604,66.21204761243557,175.08288886514003,9039.642699999997,22.218875451713856,396.98399999999987,116.89162581323923,58.662874888800545,158.17789999999997
