Activity,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS
8.55,27297.403999999995,55.508668765596745,5887.248114816845,206.52979999999994,224.18376411110168,2848.7208421904,391.3829379994046,35.96496158590133,10350.885599999998,25.442880288293395,482.51099999999985,2189.8304455223374,3650.3849024850315,240.52402551,160.28132433343328,108.15229549287595,623.7953098324994,138.45793535167564
9.22,29983.321999999996,81.96024117338209,6169.05951530134,207.85509999999996,302.7899415177045,3798.7249245568237,513.6592680866952,64.51736070064428,11319.6929,24.870240865683307,504.28799999999984,2321.238151202674,3733.836316848946,302.45776264,166.2883943479743,108.03495815148254,815.8655582153875,188.9746288056574
8.0,38539.4268,69.71204251201577,7322.342744794522,243.83839999999995,247.9118616511923,3744.354908849396,439.73070707413405,42.71547425024511,13574.208500000002,26.185668387590873,619.0026000000001,2561.2683379364935,4327.866225232816,338.51581983999995,206.38168295634296,129.6800892576781,726.9677232730112,147.2749458896052
8.11,39294.235,71.1238473795553,7259.780058300045,261.28889999999996,301.21482180546195,4513.931980554596,517.424678439041,43.07840966127201,14122.263100000002,26.76992012730529,661.1130000000002,2575.4050380047615,4245.994731975482,361.25084707999997,210.2004699045632,130.31255857231224,859.7767797022084,180.32080332357373
7.92,37377.454,71.30593087055681,7136.190148192137,233.71119999999993,268.7571019480117,3989.978754332734,473.68183772905587,43.34423583035612,13242.880500000003,25.439040710344518,612.5610000000001,2510.3862637789525,4208.701959855615,351.4167150099999,210.85433038283895,130.69831946298717,781.1675900893554,160.70526668026514
8.15,26363.810799999996,59.931643194833335,5863.854551316469,186.48729999999998,187.56046123515668,2333.5438293020256,339.25558801932203,39.997661469858066,9914.1709,24.313891469394264,440.5067999999999,2182.781837946296,3673.329393472428,245.84982003000002,162.7768453352415,108.18642583895642,530.9691408158914,117.58298842042117
5.55,8101.306999999999,66.69901347796775,2784.572969298883,83.9113,96.99224083297173,634.51852475,165.01789338712737,62.771937706528256,3756.2577000000006,19.513477942059566,170.90099999999995,1318.2581580643791,2022.4448637099583,124.93721341999998,64.57136466536652,46.89676520120246,222.75514367316921,69.80231540895738
6.07,9109.312,67.02635098434203,3020.421197858835,90.4138,110.30204965320146,774.8945950000001,191.33662181293448,62.79769274989507,4260.2602,19.751254602611326,183.90599999999995,1411.319627621447,2174.5479444079765,131.46413805999998,65.69307603380621,47.32677369129971,262.28831124236524,78.09989182510638
6.37,19189.361999999997,79.89135147578962,5037.869539088423,129.42879999999997,177.94569187204294,1848.1658432351685,330.62922011513666,65.5316645716761,7284.275199999997,21.070702411277548,313.9559999999999,1875.08245454621,3321.86414980736,237.61801106000004,151.23736019322632,103.94848537465445,492.12455270232607,116.45979521903092
6.7,11825.761999999999,68.05736267898266,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,268.13718967640284,62.895624578552926,5268.265199999999,20.210351997433982,225.41999999999996,1581.0945991059612,2389.454288194701,148.16205853999998,72.9021049021589,50.12069178884418,375.91092316112685,102.488477458879
2.7,9560.108,26.980444358077946,3054.0234077924156,107.4246,84.05630868818044,654.6577929375,152.49627499743224,19.693317693691252,3927.475500000001,22.052551960385305,223.38,1292.47117710901,2169.194037976688,79.09121726999999,61.33693720619342,43.69684029735141,211.4240758782761,59.0920498409243
2.87,10568.113,27.779807506558143,3270.4979080361754,113.9271,98.02277348716156,792.513849125,179.00551269417275,19.951691409703784,4431.478,22.239416663542077,236.385,1387.2635883867922,2303.1622874137324,85.61814190999999,62.51670952531182,44.19107807047381,250.05974984728348,68.6324938196261
4.96,12833.766999999998,68.55106704106494,3710.545956333448,109.92129999999999,166.138285959921,1399.5618880000002,304.81551060752173,62.94270230227651,5772.2676999999985,20.432279872959747,238.42499999999995,1659.481440489254,2530.4588124896004,156.34935581999997,75.39910408071142,51.461518398282365,428.44481789443364,114.5039223167868
2.74,11825.761999999999,68.05736267898266,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,268.13718967640284,62.895624578552926,5268.265199999999,20.210351997433982,225.41999999999996,1581.0945991059612,2389.454288194701,148.16205853999998,72.9021049021589,50.12069178884418,375.91092316112685,102.488477458879
2.96,12584.123,30.183247677702344,3638.1783582627586,126.93209999999999,121.36000803108925,1033.3052710625002,219.5437638931178,20.885643775381038,5439.482999999999,22.604004990912365,262.395,1559.6593550119526,2509.403606865237,102.28285374999999,67.3252764329194,46.3636496235388,310.30269407516727,84.26822936537289
2.98,13592.127999999999,31.351156246550524,3775.23719076782,133.4346,130.66199752293383,1136.103819761719,234.27530129197027,21.341192735168484,5943.485499999999,22.781969850914958,275.4,1639.071634701348,2562.4884972759487,110.76026830999999,69.3760171738867,47.05868033921529,332.832286201804,90.20954557794674
3.26,20648.162999999997,51.59277099995083,5191.660798518043,152.94209999999995,169.16327509368492,1860.1639068105317,323.5304200703904,34.681583716637356,7455.492999999998,23.29984333283908,366.4349999999999,1857.0437215373527,3379.303457356439,191.77201491,149.88494870834913,103.33701369553043,482.1569669461345,111.19002639953064
3.35,10421.289999999999,26.995201522263994,3266.7799663136175,99.5015,121.04081199349312,964.8382893906253,231.65549238833066,19.112253753329828,4410.7978,20.387858001464778,214.76099999999997,1396.017814949286,2286.492847393357,84.28270183,61.77424734199726,43.41675644639923,318.6058564011808,86.38697580945892
3.38,13445.305,30.196439655062452,3818.525126209791,119.00899999999999,153.37281275576655,1351.1966441406255,288.82190443966397,20.371573844756206,5922.805299999999,21.028939669036234,253.77599999999995,1646.4875643850244,2598.6653853654225,107.47433830999998,67.77818955287671,46.09480754988029,407.37799897858184,105.86531739014914
3.89,14453.31,31.363856992785948,3949.330097563446,125.51149999999998,161.28230624319806,1454.64867925,300.313605114971,20.849618462369687,6426.807799999999,21.234175598623825,266.78099999999995,1721.9000608864555,2648.2677968530515,115.95175286999998,69.81562784368623,46.7977874666965,426.7504136739306,110.31326901214473
3.22,17784.89,49.795223978181035,4879.338138227151,125.51149999999998,157.82616760210936,1618.8048157693486,312.2386810619441,34.08345978185739,6426.807799999998,21.23417559862383,303.2969999999999,1721.9000608864558,3270.049566730981,173.73865435,146.19876830438946,102.5709089196309,454.818573303691,106.16046935973073
3.72,18792.894999999997,50.232834464912486,5017.672593771239,132.01399999999998,166.5949013168648,1751.5948545962522,323.8398506140436,34.17063116042957,6930.810299999997,21.435519057835872,316.3019999999999,1794.1455737166452,3331.5521490827355,180.26557899,146.72356411020505,102.6579866249764,477.3925927247277,110.80368319937297
4.28,20808.905,51.60085652052105,5264.714945592544,145.01899999999995,181.73092041830697,1985.1049298107296,342.3764105329148,34.500968411276254,7938.815299999997,21.82723356024138,342.3119999999999,1930.5427681612057,3435.906182311889,196.93029083000002,148.8351611619915,103.07842663930343,513.8852313145782,118.64716374405144
4.77,13349.667999999998,69.14547188958034,3643.93282726109,116.42379999999999,160.99562615912632,1392.3549854101564,290.2075674633797,63.0053714858271,6276.270199999998,20.649488719071464,255.96899999999994,1734.329026261897,2429.1079210219814,165.16234509999995,74.67762571607261,50.44014474062066,411.946729436374,109.59026150345052
2.96,7684.635,66.31741695436637,2727.3364921229463,69.33859999999999,82.667864670593,462.90594600000003,119.06929571762963,62.6969993107102,3884.8801000000003,17.389834514517673,130.81499999999997,1383.8965622132057,1971.998800906446,121.24517936999999,59.32319258469782,43.55709468754718,164.5088636724865,59.91896407419241
3.19,11825.761999999999,68.05736267898264,3499.148492708619,103.41879999999999,145.66501969171293,1178.0660585000003,257.21956100787224,62.895624578552926,5268.265199999999,20.210351997433982,225.41999999999996,1581.0945991059612,2389.454288194701,148.16205854,72.90125023098373,50.119806475739516,363.75611121682203,100.47456690039236
3.48,13284.562999999998,30.18262072192864,3717.1565111007903,126.93209999999999,136.64135706597216,1215.7508955625,254.4351433857517,20.879563521739176,5439.482999999999,22.604004990912365,277.89899999999994,1559.6593550119526,2497.4442679333442,102.31606238999998,70.05337700820817,47.35633232503845,360.4035864030962,94.59301293782798
5.31,15300.572999999999,32.40835276461758,4044.4329303477766,139.9371,155.98150446186267,1459.351733640625,287.5026955992919,21.73718563014107,6447.4879999999985,22.957196920035898,303.9089999999999,1714.8102937901906,2675.957377334459,118.98077422999998,74.66000507740327,49.609415848885,412.18613063213184,106.07710621825484
5.62,14685.443000000001,31.565339535686544,3886.413553870265,142.6762,156.55558951435958,1464.6196832500002,288.4457333251809,21.31482198842864,6186.8454999999985,23.278009029568086,308.9069999999999,1657.0395026318927,2577.785552694551,115.24238862999997,71.99693381047052,47.838923829011776,413.59051181184145,106.45074324926094
4.32,14357.321399999997,39.3035377406941,3986.571553251676,137.05929999999998,127.57707194979496,1123.9330681289066,241.35562808896825,30.71518325305349,5770.810999999999,23.5385225447577,283.6997999999999,1640.3029016685364,2709.6563025648984,120.21919043,82.7925786351545,58.4318006809953,338.35839195601795,89.59022484086381
7.92,36010.248999999996,60.70045236520145,6511.800545686885,287.6951999999999,251.57078758149916,3656.7194939480746,404.2118826638489,37.091674165474096,14125.660800000001,28.443887838160077,668.7629999999999,2544.1649500341123,3810.7356328001256,313.72852255,165.64346841460736,106.28581221815412,677.9362269770118,147.4641919748979
6.41,32285.793999999998,58.53318913549234,6225.511424680947,258.94609999999994,232.2242560961422,3275.138915977901,380.85042181486386,36.57706435723219,12370.2933,27.762678649961813,614.244,2377.287454929111,3725.979965129382,281.6777791,162.33854436949946,105.758960625551,633.5067930159504,137.53297430622882
9.6,50429.884,84.50674547872296,8363.328399733147,323.9710999999999,331.91902746739646,5770.015192986763,576.2307581331216,48.97382022713539,17410.318300000006,28.904145582868434,848.3340000000004,2862.1112562976696,4716.672265789521,479.22713645999977,254.87135532163518,150.31976990161306,985.1636484878428,190.13598200195145
8.46,41050.27399999999,62.674004540602176,6989.493138851916,313.70519999999993,290.12683048946565,4415.175079316972,461.94984200654704,37.554341242065156,16141.670800000004,28.88996379025341,733.7880000000001,2736.5762136302865,3994.784955636237,344.73435471,170.03257440735416,107.13737115960787,783.038400364614,168.3734353935773
7.82,40042.269,61.7162300106627,6951.802388707047,297.96109999999993,296.38314798760183,4534.078908423103,476.60073483262187,37.33221820732259,15394.308300000002,28.458517592346503,720.7830000000001,2678.7323052893557,3989.5351990037357,329.3815317399999,169.78308982363728,107.19946203859593,810.0901971454301,172.13900839010495
7.92,28206.18,42.539430620492325,5532.94728671379,238.01799999999994,246.03757209230736,3052.751063492891,408.0273866243868,25.57052973954584,11845.6106,26.494803745988076,518.0579999999999,2328.485043831946,3296.870383458111,214.16926478,97.4552256082092,58.174816716383546,646.5352962399834,151.65109977514666
7.0,34561.774999999994,58.6624989656838,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,450.2820381972007,36.44256914503116,13114.258100000001,26.51166308567721,593.5889999999999,2474.8078854262217,3884.1196457535393,288.27239433000005,164.22765978167658,106.15666232548459,742.1029138688937,161.70528775600363
6.66,34561.774999999994,58.6624989656838,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,450.2820381972007,36.44256914503116,13114.258100000001,26.51166308567721,593.5889999999999,2474.8078854262217,3884.1196457535393,288.27239433000005,164.22765978167658,106.15666232548459,742.1029138688937,161.70528775600363
7.44,31701.7424,62.91428004223864,6256.7553457102085,230.83339999999993,205.24682836943217,2714.339094416475,353.8220334576642,40.62837602480082,12566.2035,25.915577641248014,524.8277999999999,2460.093180939183,3764.2572484164343,290.42843264,164.85063395836005,107.45108427987142,564.2435538576684,125.14808111134744
9.31,38757.777400000006,66.0991416479872,6912.569503179391,269.8483999999999,252.14665399725098,3560.048427452327,415.4648590908741,41.30496063865352,15590.218500000003,26.709738835167403,615.8628000000001,2752.4842558933856,4007.2446975115026,340.04946655999987,171.6216041363849,108.78526660375515,680.2309606612748,150.54501324959065
9.88,41781.7924,76.44527825584176,7477.44674180203,269.8483999999999,266.29450462350235,4006.7251764907173,464.2773343192603,46.537330673888626,15590.218500000003,26.709738835167403,654.8778000000001,2752.4842558933856,4331.156498746647,396.2921883599999,214.0859856961732,131.27577994057862,763.0157215678995,158.95563241367492
9.05,42789.797399999996,76.91389422747474,7545.083422766828,276.3508999999999,261.669333436164,3978.4659887121907,441.9833973222395,46.630912828304666,16094.221000000003,26.837589613902626,667.8828000000001,2798.2473262646413,4349.280038800448,404.76960291999995,214.75654665156222,131.39990308135216,737.2972031806104,154.1673853020186
9.28,42967.60140000001,98.36270887971772,7578.4572531434,276.5048,317.2605203329924,4622.416808181207,551.1272916514496,69.03779619004821,16187.043400000006,26.846836616044296,668.1888000000001,2816.446260840241,4369.68747414438,460.06103112999983,234.03283737351546,145.49562162002235,890.8234423128991,193.64440998355815
9.28,33895.55640000001,87.7352154449711,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,427.37750906664076,66.30712220502913,13667.030900000003,26.195381293794885,551.1437999999998,2581.1386906111275,3861.272028897744,358.0499013299999,174.30319039691003,110.96519843812996,683.413490783428,157.49473110969808
8.72,33895.55640000001,87.7352154449711,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,427.37750906664076,66.30712220502913,13667.030900000003,26.195381293794885,551.1437999999998,2581.1386906111275,3861.272028897744,358.0499013299999,174.30319039691003,110.96519843812996,683.413490783428,157.49473110969808
8.59,36089.37040000001,107.04196884254202,6750.524447805132,257.15119999999996,349.5903096988002,4324.797206435185,630.0451460416338,80.22110932104738,14767.858300000004,26.469331933337433,577.4597999999999,2696.7564631304745,4012.6605387847835,426.9015129399999,183.70208399564677,115.00762751550644,935.4978412729282,228.05117570998667
9.06,32217.6434,62.732360139299495,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,363.51825320764794,40.56110837773718,12698.2236,26.713221844050675,542.3717999999999,2463.6330420148774,3788.1434077507865,291.33484724,164.91334790722485,107.46331331319762,581.8011602008021,128.7333540446334
7.8,32217.6434,62.732360139299495,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,363.51825320764794,40.56110837773718,12698.2236,26.713221844050675,542.3717999999999,2463.6330420148774,3788.1434077507865,291.33484724,164.91334790722485,107.46331331319762,581.8011602008021,128.7333540446334
9.2,37097.37539999999,106.95324243260687,6869.010489216207,257.1511999999999,361.2324254475325,4559.937627702859,644.474101429146,80.20809022046632,14767.858300000004,26.469331933337436,590.4647999999999,2696.7564631304745,4053.676787936957,425.82529365999983,185.71756093606106,115.72116800009952,969.6630738533865,233.33017053666998
8.97,37749.7724,76.39075256128845,7082.992927247336,250.34089999999995,239.9183590926497,3465.656892241671,443.3217524415548,47.00723635069935,14078.211000000001,26.318649161100172,602.8578000000001,2610.3857988661784,4170.266482776811,378.3049423199999,215.56483107929532,133.919009417383,702.6403923322246,146.87856790648476
9.53,34725.7574,64.6050021755245,6495.783993957025,250.34089999999992,223.3181615842301,2998.4774184521943,376.61760305395956,40.99416209059752,14078.211000000001,26.318649161100172,563.8428,2610.3857988661784,3835.1939476390567,315.8606763199999,167.5252963643779,107.90313337163414,601.6500701784282,135.8378095742703
9.53,39765.782400000004,76.04844587442685,7353.779409162563,256.8433999999999,273.5162612784566,4063.0266750370706,524.7356782362734,46.695070878576416,14582.213500000002,26.450299516134145,628.8678000000001,2658.5959713594066,4311.9028594301535,381.8239169999999,217.3112454810386,134.57356334607618,827.3884960185559,167.88065131565986
2.46,13681.029999999997,68.9631451691091,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,331.28582532267495,63.02255631005914,6036.307899999998,22.794799373923777,275.553,1669.9512762162585,2770.1741608536377,162.00832547,75.12605964828091,52.92797055665478,452.4384270034024,121.26511938006665
4.11,13681.029999999997,68.9631451691091,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,331.28582532267495,63.02255631005914,6036.307899999998,22.794799373923777,275.553,1669.9512762162585,2770.1741608536377,162.00832547,75.12605964828091,52.92797055665478,452.4384270034024,121.26511938006665
4.72,9198.214,91.07509722600032,3043.241115331153,90.5677,145.94462225769115,1019.3342310000002,255.7308911309613,78.75785856736772,4353.0826,19.768318297709683,184.05899999999997,1447.0675632337625,2187.0593057596316,185.00716542,74.00374386016615,52.513489431451745,348.42201199555603,103.78854413275127
5.1,10206.219,91.31509547751399,3290.9321531041173,97.0702,162.96304945173685,1198.457274,290.0680606530752,78.77422271920781,4857.085099999999,20.000110085202813,197.06400000000002,1532.326026852494,2362.9782495927457,191.53409006,74.09043529560374,52.730928029156274,398.09197780069553,114.96471162556757
3.27,10206.219,91.31509547751399,3290.9321531041173,97.0702,162.96304945173685,1198.457274,290.0680606530752,78.77422271920781,4857.085099999999,20.000110085202813,197.06400000000002,1532.326026852494,2362.9782495927457,191.53409006,74.09043529560374,52.730928029156274,398.09197780069553,114.96471162556757
2.14,11214.224,91.67803911061961,3592.6577107539065,103.5727,184.11928964110535,1426.2952910000004,347.4576026349801,78.80570298289634,5361.087599999999,20.226650198353994,210.06900000000002,1613.0844902161202,2635.181326838365,199.37690705999998,75.68802660572487,54.35929654726874,470.1352861739464,129.59220518366521
4.17,10206.219,91.46879190383741,3205.83695250819,97.0702,147.19932243940082,1069.09831325,249.63984547522483,78.79058515766033,4857.085099999999,20.000110085202813,197.06399999999996,1532.326026852494,2256.2238839775573,193.48457998,75.57958949849596,52.63439956348884,346.64477234444814,102.79625119488573
3.64,15635.527,73.57516001589406,4230.372944513875,128.40449999999998,163.5118227335777,1577.4817566376955,292.62353973135026,64.04982164178594,6258.987699999998,21.622075620274323,300.441,1694.7940377899286,2835.83885381368,193.92165887,109.93421695046595,76.17281127544682,432.36849416876026,108.33751970595091
6.12,22606.252,82.66197112538774,5652.032170721873,145.17289999999997,227.72181769614593,2682.665950360168,466.5725267080365,66.12309375405329,8031.637699999997,21.84120889357651,370.97399999999993,1956.828255354386,3676.0584014931546,265.81102523000004,173.34355982532009,116.61333831949077,694.2057097702489,147.0569408334065
7.19,23614.257,82.92632150093552,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,480.2669994614236,66.14630576440537,8535.640199999996,22.031660661953218,383.9789999999999,2020.691797617722,3742.2701801315548,272.3379498700001,173.3805878115693,116.65759859582855,723.1965829054778,153.62407995137758
6.44,23614.257,82.92632150093552,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,480.2669994614236,66.14630576440537,8535.640199999996,22.031660661953218,383.9789999999999,2020.691797617722,3742.2701801315548,272.3379498700001,173.3805878115693,116.65759859582855,723.1965829054778,153.62407995137758
5.34,23614.257,83.09553554768473,5741.214308741662,151.67539999999997,228.2057074362125,2729.5439594470977,463.7121551914064,66.1695087015048,8535.640199999996,22.031660661953218,383.9789999999999,2020.691797617722,3701.1507280425826,274.28843979000004,174.0221536941616,116.6379089358952,692.039435591315,146.26901669919818
7.46,24622.261999999995,83.50037248783107,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,476.549181265604,66.21204761243557,9039.642699999997,22.218875451713856,396.98399999999987,2082.5978634786384,3762.4367994602903,282.47573707000004,175.08288886514003,116.89162581323923,720.3377479039287,152.3309282069793
4.48,24622.261999999995,83.50037248783107,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,476.549181265604,66.21204761243557,9039.642699999997,22.218875451713856,396.98399999999987,2082.5978634786384,3762.4367994602903,282.47573707000004,175.08288886514003,116.89162581323923,720.3377479039287,152.3309282069793
