Activity,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS
8.55,35.96496158590133,391.3829379994046,623.7953098324994,25.442880288293395,482.51099999999985,1053.9797880480837,138.45793535167564,3650.3849024850315,101.5561951212234,240.52402551,5887.248114816845,10350.885599999998,62.66521148806405,659.6263474,108.15229549287595,224.18376411110168,2189.8304455223374,55.508668765596745,42.09636548895879
9.22,64.51736070064428,513.6592680866952,815.8655582153875,24.870240865683307,504.28799999999984,1424.0706510176346,188.9746288056574,3733.836316848946,102.5644933517443,302.45776264,6169.05951530134,11319.6929,62.38552998024147,734.0889702399999,108.03495815148254,302.7899415177045,2321.238151202674,81.96024117338209,41.456725215940544
8.0,42.71547425024511,439.73070707413405,726.9677232730112,26.185668387590873,619.0026000000001,1303.2108147501267,147.2749458896052,4327.866225232816,115.44696345655872,338.51581983999995,7322.342744794522,13574.208500000002,68.07917299997499,950.3311864799996,129.6800892576781,247.9118616511923,2561.2683379364935,69.71204251201577,44.79418593790941
8.11,43.07840966127201,517.424678439041,859.7767797022084,26.76992012730529,661.1130000000002,1601.118572771993,180.32080332357373,4245.994731975482,119.2383817359159,361.25084707999997,7259.780058300045,14122.263100000002,69.30960624897119,1033.2419151199997,130.31255857231224,301.21482180546195,2575.4050380047615,71.1238473795553,46.40569686676412
7.92,43.34423583035612,473.68183772905587,781.1675900893554,25.439040710344518,612.5610000000001,1394.166947523137,160.70526668026514,4208.701959855615,114.85176787276721,351.4167150099999,7136.190148192137,13242.880500000003,67.52942290783024,1017.3534449199997,130.69831946298717,268.7571019480117,2510.3862637789525,71.30593087055681,43.425395057730924
8.15,39.997661469858066,339.25558801932203,530.9691408158914,24.313891469394264,440.5067999999999,849.424560977104,117.58298842042117,3673.329393472428,96.78279668215833,245.84982003000002,5863.854551316469,9914.1709,60.80658960330297,668.9364868399998,108.18642583895642,187.56046123515668,2182.781837946296,59.931643194833335,39.62962857673537
5.55,62.771937706528256,165.01789338712737,222.75514367316921,19.513477942059566,170.90099999999995,283.9510423750001,69.80231540895738,2022.4448637099583,60.0652486467841,124.93721341999998,2784.572969298883,3756.2577000000006,44.867260801608516,186.86191704000004,46.89676520120246,96.99224083297173,1318.2581580643791,66.69901347796775,27.590390168498885
6.07,62.79769274989507,191.33662181293448,262.28831124236524,19.751254602611326,183.90599999999995,339.0041039375001,78.09989182510638,2174.5479444079765,62.27181449098781,131.46413805999998,3020.421197858835,4260.2602,45.89053391180466,196.68203816000002,47.32677369129971,110.30204965320146,1411.319627621447,67.02635098434203,28.34628963197829
6.37,65.5316645716761,330.62922011513666,492.12455270232607,21.070702411277548,313.9559999999999,690.0606841872101,116.45979521903092,3321.86414980736,81.14098397234284,237.61801106000004,5037.869539088423,7284.275199999997,53.51751404340992,538.58197084,103.94848537465445,177.94569187204294,1875.08245454621,79.89135147578962,32.514722410009895
6.7,62.895624578552926,268.13718967640284,375.91092316112685,20.210351997433982,225.41999999999996,495.64730487500003,102.488477458879,2389.454288194701,68.39162751389968,148.16205853999998,3499.148492708619,5268.265199999999,48.27651832589877,245.00578216,50.12069178884418,148.20648542226868,1581.0945991059612,68.05736267898266,29.80062328878374
2.7,19.693317693691252,152.49627499743224,211.4240758782761,22.052551960385305,223.38,268.09988684375,59.0920498409243,2169.194037976688,70.88264314343814,79.09121726999999,3054.0234077924156,3927.475500000001,50.8416677914314,191.53701944,43.69684029735141,84.05630868818044,1292.47117710901,26.980444358077946,32.237751982109415
2.87,19.951691409703784,179.00551269417275,250.05974984728348,22.239416663542077,236.385,322.0510172500001,68.6324938196261,2303.1622874137324,72.76189857336048,85.61814190999999,3270.4979080361754,4431.478,51.6441609207177,201.35714055999998,44.19107807047381,98.02277348716156,1387.2635883867922,27.779807506558143,32.88700593106645
4.96,62.94270230227651,304.81551060752173,428.44481789443364,20.432279872959747,238.42499999999995,569.4400800000001,114.5039223167868,2530.4588124896004,70.22186092307722,156.34935581999997,3710.545956333448,5772.2676999999985,49.050505516529704,260.24555816,51.461518398282365,166.138285959921,1659.481440489254,68.55106704106494,30.50179756424201
2.74,62.895624578552926,268.13718967640284,375.91092316112685,20.210351997433982,225.41999999999996,495.64730487500003,102.488477458879,2389.454288194701,68.39162751389968,148.16205853999998,3499.148492708619,5268.265199999999,48.27651832589877,245.00578216,50.12069178884418,148.20648542226868,1581.0945991059612,68.05736267898266,29.80062328878374
2.96,20.885643775381038,219.5437638931178,310.30269407516727,22.604004990912365,262.395,420.89076131249993,84.26822936537289,2509.403606865237,75.61163234912998,102.28285374999999,3638.1783582627586,5439.482999999999,52.58890661196682,233.80466055999997,46.3636496235388,121.36000803108925,1559.6593550119526,30.183247677702344,34.1485017476609
2.98,21.341192735168484,234.27530129197027,332.832286201804,22.781969850914958,275.4,465.0185349472658,90.20954557794674,2562.4884972759487,76.72189369078424,110.76026830999999,3775.23719076782,5943.485499999999,52.85268849591541,250.77176231999997,47.05868033921529,130.66199752293383,1639.071634701348,31.351156246550524,34.76208678805114
3.26,34.681583716637356,323.5304200703904,482.1569669461345,23.29984333283908,366.4349999999999,670.9877739055405,111.19002639953064,3379.303457356439,89.44481138668691,191.77201491,5191.660798518043,7455.492999999998,57.92729620347919,543.25707324,103.33701369553043,169.16327509368492,1857.0437215373527,51.59277099995083,36.54107547144719
3.35,19.112253753329828,231.65549238833066,318.6058564011808,20.387858001464778,214.76099999999997,381.0150227421876,86.38697580945892,2286.492847393357,67.50674099673306,84.28270183,3266.7799663136175,4410.7978,48.08112403824545,197.24572863999998,43.41675644639923,121.04081199349312,1396.017814949286,26.995201522263994,29.780768152450328
3.38,20.371573844756206,288.82190443966397,407.37799897858184,21.028939669036234,253.77599999999995,536.2325658671874,105.86531739014914,2598.6653853654225,72.45640018314461,107.47433830999998,3818.525126209791,5922.805299999999,50.023166515181856,239.41070807999995,46.09480754988029,153.37281275576655,1646.4875643850244,30.196439655062452,31.83931014485081
3.89,20.849618462369687,300.313605114971,426.7504136739306,21.234175598623825,266.78099999999995,580.5732225625002,110.31326901214473,2648.2677968530515,73.61426459932883,115.95175286999998,3949.330097563446,6426.807799999999,50.3144667804951,256.37780984,46.7977874666965,161.28230624319806,1721.9000608864555,31.363856992785948,32.49652561044026
3.22,34.08345978185739,312.2386810619441,454.818573303691,21.23417559862383,303.2969999999999,579.6673465333254,106.16046935973073,3270.049566730981,80.39654623178782,173.73865435,4879.338138227151,6426.807799999998,53.358687733155605,490.82191731999995,102.5709089196309,157.82616760210936,1721.9000608864558,49.795223978181035,32.49652561044026
3.72,34.17063116042957,323.8398506140436,477.3925927247277,21.435519057835872,316.3019999999999,631.962145426941,110.80368319937297,3331.5521490827355,82.05820757852317,180.26557899,5017.672593771239,6930.810299999997,54.0887817107883,500.53937676,102.6579866249764,166.5949013168648,1794.1455737166452,50.232834464912486,33.1407103575044
4.28,34.500968411276254,342.3764105329148,513.8852313145782,21.82723356024138,342.3119999999999,728.4108767431335,118.64716374405144,3435.906182311889,84.59535739920955,196.93029083000002,5264.714945592544,7938.815299999997,54.95205915376767,532.98689676,103.07842663930343,181.73092041830697,1930.5427681612057,51.60085652052105,34.39290181854389
4.77,63.0053714858271,290.2075674633797,411.946729436374,20.649488719071464,255.96899999999994,572.0425914931641,109.59026150345052,2429.1079210219814,71.99896889886686,165.16234509999995,3643.93282726109,6276.270199999998,49.47148394581421,269.3692276,50.44014474062066,160.99562615912632,1734.329026261897,69.14547188958034,31.187211496060364
2.96,62.6969993107102,119.06929571762963,164.5088636724865,17.389834514517673,130.81499999999997,233.2437556875,59.91896407419241,1971.998800906446,48.50487445092503,121.24517936999999,2727.3364921229463,3884.8801000000003,37.50220281618735,164.95627296,43.55709468754718,82.667864670593,1383.8965622132057,66.31741695436637,24.043104549537688
3.19,62.895624578552926,257.21956100787224,363.75611121682203,20.210351997433982,225.41999999999996,488.4844119375001,100.47456690039236,2389.454288194701,68.39162751389968,148.16205854,3499.148492708619,5268.265199999999,48.27651832589877,245.00578215999997,50.119806475739516,145.66501969171293,1581.0945991059612,68.05736267898264,29.80062328878374
3.48,20.879563521739176,254.4351433857517,360.4035864030962,22.604004990912365,277.89899999999994,475.35818271875,94.59301293782798,2497.4442679333442,78.06362608795469,102.31606238999998,3717.1565111007903,5439.482999999999,53.55611267954138,249.68088455999998,47.35633232503845,136.64135706597216,1559.6593550119526,30.18262072192864,34.1485017476609
5.31,21.73718563014107,287.5026955992919,412.18613063213184,22.957196920035898,303.9089999999999,574.9023368671877,106.07710621825484,2675.957377334459,80.72641934645682,118.98077422999998,4044.4329303477766,6447.4879999999985,54.436233474934134,281.87827496,49.609415848885,155.98150446186267,1714.8102937901906,32.40835276461758,35.3650276984198
5.62,21.31482198842864,288.4457333251809,413.59051181184145,23.278009029568086,308.9069999999999,577.0694148750001,106.45074324926094,2577.785552694551,81.68457632564423,115.24238862999997,3886.413553870265,6186.8454999999985,54.8541518148425,271.96930488,47.838923829011776,156.55558951435958,1657.0395026318927,31.565339535686544,35.96956836577275
4.32,30.71518325305349,241.35562808896825,338.35839195601795,23.5385225447577,283.6997999999999,435.3539005136719,89.59022484086381,2709.6563025648984,78.90166025325449,120.21919043,3986.571553251676,5770.810999999999,54.46917902125624,291.42675904,58.4318006809953,127.57707194979496,1640.3029016685364,39.3035377406941,35.87303067110444
7.92,37.091674165474096,404.2118826638489,677.9362269770118,28.443887838160077,668.7629999999999,1391.3001648454601,147.4641919748979,3810.7356328001256,118.80551528864306,313.72852255,6511.800545686885,14125.660800000001,69.45726764280516,819.8413183599998,106.28581221815412,251.57078758149916,2544.1649500341123,60.70045236520145,49.76626913804169
6.41,36.57706435723219,380.85042181486386,633.5067930159504,27.762678649961813,614.244,1225.534900048423,137.53297430622882,3725.979965129382,115.69943223715491,281.6777791,6225.511424680947,12370.2933,68.78147191715351,753.8486067599998,105.758960625551,232.2242560961422,2377.287454929111,58.53318913549234,47.58599431145682
9.6,48.97382022713539,576.2307581331216,985.1636484878428,28.904145582868434,848.3340000000004,1985.9853793033124,190.13598200195145,4716.672265789521,136.6085242215873,479.22713645999977,8363.328399733147,17410.318300000006,76.31664935997044,1417.3355386799992,150.31976990161306,331.91902746739646,2862.1112562976696,84.50674547872296,51.838710604238614
8.46,37.554341242065156,461.94984200654704,783.038400364614,28.88996379025341,733.7880000000001,1678.54553732804,168.3734353935773,3994.784955636237,123.4112854361383,344.73435471,6989.493138851916,16141.670800000004,70.81711893956812,895.8798556399997,107.13737115960787,290.12683048946565,2736.5762136302865,62.674004540602176,51.43745297854474
7.82,37.33221820732259,476.60073483262187,810.0901971454301,28.458517592346503,720.7830000000001,1690.087800094449,172.13900839010495,3989.5351990037357,123.69959322487685,329.3815317399999,6951.802388707047,15394.308300000002,71.22589421152014,878.2108880399998,107.19946203859593,296.38314798760183,2678.7323052893557,61.7162300106627,50.1808917030178
7.92,25.57052973954584,408.0273866243868,646.5352962399834,26.494803745988076,518.0579999999999,1209.4335445196587,151.65109977514666,3296.870383458111,102.28054132385104,214.16926478,5532.94728671379,11845.6106,62.42598066972487,499.16309688,58.174816716383546,246.03757209230736,2328.485043831946,42.539430620492325,45.0275842234513
7.0,36.44256914503116,450.2820381972007,742.1029138688937,26.51166308567721,593.5889999999999,1410.3136066723541,161.70528775600363,3884.1196457535393,111.53025459712714,288.27239433000005,6574.506605820585,13114.258100000001,66.20827955757666,775.0703179599998,106.15666232548459,270.35673587055237,2474.8078854262217,58.6624989656838,45.48542282083349
6.66,36.44256914503116,450.2820381972007,742.1029138688937,26.51166308567721,593.5889999999999,1410.3136066723541,161.70528775600363,3884.1196457535393,111.53025459712714,288.27239433000005,6574.506605820585,13114.258100000001,66.20827955757666,775.0703179599998,106.15666232548459,270.35673587055237,2474.8078854262217,58.6624989656838,45.48542282083349
7.44,40.62837602480082,353.8220334576642,564.2435538576684,25.915577641248014,524.8277999999999,1029.1806927993898,125.14808111134744,3764.2572484164343,102.9417041952386,290.42843264,6256.7553457102085,12566.2035,62.56580792365542,750.9373905199998,107.45108427987142,205.24682836943217,2460.093180939183,62.91428004223864,43.840096730504605
9.31,41.30496063865352,415.4648590908741,680.2309606612748,26.709738835167403,615.8628000000001,1369.4446423203522,150.54501324959065,4007.2446975115026,109.70232301606016,340.04946655999987,6912.569503179391,15590.218500000003,64.51774330082581,865.8406989999997,108.78526660375515,252.14665399725098,2752.4842558933856,66.0991416479872,46.64385403072951
9.88,46.537330673888626,464.2773343192603,763.0157215678995,26.709738835167403,654.8778000000001,1444.2449726351385,158.95563241367492,4331.156498746647,115.70496910297327,396.2921883599999,7477.44674180203,15590.218500000003,67.30211669017416,1090.9926908799996,131.27577994057862,266.29450462350235,2752.4842558933856,76.44527825584176,46.64385403072951
9.05,46.630912828304666,441.9833973222395,737.2972031806104,26.837589613902626,667.8828000000001,1453.2255587250033,154.1673853020186,4349.280038800448,116.43354284792677,404.76960291999995,7545.083422766828,16094.221000000003,67.46359373330417,1108.1711257599998,131.39990308135216,261.669333436164,2798.2473262646413,76.91389422747474,47.09492143628654
9.28,69.03779619004821,551.1272916514496,890.8234423128991,26.846836616044296,668.1888000000001,1685.1705229541794,193.64440998355815,4369.68747414438,116.48067960447348,460.06103112999983,7578.4572531434,16187.043400000006,67.48716417439292,1188.3544515999997,145.49562162002235,317.2605203329924,2816.446260840241,98.36270887971772,47.11641730649733
9.28,66.30712220502913,427.37750906664076,683.413490783428,26.195381293794885,551.1437999999998,1289.6630837923212,157.49473110969808,3861.272028897744,105.01339771010174,358.0499013299999,6485.174064478284,13667.030900000003,63.22928489047573,832.2045363199998,110.96519843812996,255.93031831326337,2581.1386906111275,87.7352154449711,44.81678534377495
8.72,66.30712220502913,427.37750906664076,683.413490783428,26.195381293794885,551.1437999999998,1289.6630837923212,157.49473110969808,3861.272028897744,105.01339771010174,358.0499013299999,6485.174064478284,13667.030900000003,63.22928489047573,832.2045363199998,110.96519843812996,255.93031831326337,2581.1386906111275,87.7352154449711,44.81678534377495
8.59,80.22110932104738,630.0451460416338,935.4978412729282,26.469331933337433,577.4597999999999,1683.929838236593,228.05117570998667,4012.6605387847835,107.44858964462959,426.9015129399999,6750.524447805132,14767.858300000004,64.29191330995288,909.5143129199997,115.00762751550644,349.5903096988002,2696.7564631304745,107.04196884254202,45.77263828708152
9.06,40.56110837773718,363.51825320764794,581.8011602008021,26.713221844050675,542.3717999999999,1071.3822397586594,128.7333540446334,3788.1434077507865,104.78096272997306,291.33484724,6308.731660522484,12698.2236,63.306605735919675,755.0170001199998,107.46331331319762,211.43612675873882,2463.6330420148774,62.732360139299495,45.409119902283955
7.8,40.56110837773718,363.51825320764794,581.8011602008021,26.713221844050675,542.3717999999999,1071.3822397586594,128.7333540446334,3788.1434077507865,104.78096272997306,291.33484724,6308.731660522484,12698.2236,63.306605735919675,755.0170001199998,107.46331331319762,211.43612675873882,2463.6330420148774,62.732360139299495,45.409119902283955
9.2,80.20809022046632,644.474101429146,969.6630738533865,26.469331933337436,590.4647999999999,1747.4594856401577,233.33017053666998,4053.676787936957,108.63187478415348,425.82529365999983,6869.010489216207,14767.858300000004,64.60550454311881,923.7941792399997,115.72116800009952,361.2324254475325,2696.7564631304745,106.95324243260687,45.77263828708152
8.97,47.00723635069935,443.3217524415548,702.6403923322246,26.318649161100172,602.8578000000001,1238.0754692475111,146.87856790648476,4170.266482776811,111.68560554126928,378.3049423199999,7082.992927247336,14078.211000000001,66.1105816318643,1048.4343766799996,133.919009417383,239.9183590926497,2610.3857988661784,76.39075256128845,45.26368964291357
9.53,40.99416209059752,376.61760305395956,601.6500701784282,26.318649161100172,563.8428,1161.0154377060258,135.8378095742703,3835.1939476390567,105.37734356881465,315.8606763199999,6495.783993957025,14078.211000000001,63.1227330969079,802.2954274799997,107.90313337163414,223.3181615842301,2610.3857988661784,64.6050021755245,45.26368964291357
9.53,46.695070878576416,524.7356782362734,827.3884960185559,26.450299516134145,628.8678000000001,1414.6892042217871,167.88065131565986,4311.9028594301535,114.74512770754147,381.8239169999999,7353.779409162563,14582.213500000002,67.48652512614598,1072.5243897599996,134.57356334607618,273.5162612784566,2658.5959713594066,76.04844587442685,45.72837309964133
2.46,63.02255631005914,331.28582532267495,452.4384270034024,22.794799373923777,275.553,605.437357421875,121.26511938006665,2770.1741608536377,77.84834688996291,162.00832547,3936.5563454189883,6036.307899999998,53.83820455161984,260.50611903999993,52.92797055665478,173.29964574997507,1669.9512762162585,68.9631451691091,34.79120337915893
4.11,63.02255631005914,331.28582532267495,452.4384270034024,22.794799373923777,275.553,605.437357421875,121.26511938006665,2770.1741608536377,77.84834688996291,162.00832547,3936.5563454189883,6036.307899999998,53.83820455161984,260.50611903999993,52.92797055665478,173.29964574997507,1669.9512762162585,68.9631451691091,34.79120337915893
4.72,78.75785856736772,255.7308911309613,348.42201199555603,19.768318297709683,184.05899999999997,446.4902790000001,103.78854413275127,2187.0593057596316,62.29586849864122,185.00716542,3043.241115331153,4353.0826,45.898266690101835,225.68027751999998,52.513489431451745,145.94462225769115,1447.0675632337625,91.07509722600032,28.381988841693246
5.1,78.77422271920781,290.0680606530752,398.09197780069553,20.000110085202813,197.06400000000002,516.3649726875001,114.96471162556757,2362.9782495927457,64.30758238341727,191.53409006,3290.9321531041173,4857.085099999999,46.759766695785025,230.96714136,52.730928029156274,162.96304945173685,1532.326026852494,91.31509547751399,29.117345292110677
3.27,78.77422271920781,290.0680606530752,398.09197780069553,20.000110085202813,197.06400000000002,516.3649726875001,114.96471162556757,2362.9782495927457,64.30758238341727,191.53409006,3290.9321531041173,4857.085099999999,46.759766695785025,230.96714136,52.730928029156274,162.96304945173685,1532.326026852494,91.31509547751399,29.117345292110677
2.14,78.80570298289634,347.4576026349801,470.1352861739464,20.226650198353994,210.06900000000002,601.6709747500001,129.59220518366521,2635.181326838365,66.89334858190311,199.37690705999998,3592.6577107539065,5361.087599999999,48.31090636938541,238.86575296,54.35929654726874,184.11928964110535,1613.0844902161202,91.67803911061961,29.83458233510233
4.17,78.79058515766033,249.63984547522483,346.64477234444814,20.000110085202813,197.06399999999996,473.65562449999993,102.79625119488573,2256.2238839775573,63.638865931127334,193.48457998,3205.83695250819,4857.085099999999,46.24369100208818,242.62007943999998,52.63439956348884,147.19932243940082,1532.326026852494,91.46879190383741,29.117345292110677
3.64,64.04982164178594,292.62353973135026,432.36849416876026,21.622075620274323,300.441,613.3694396203613,108.33751970595091,2835.83885381368,80.62640309476791,193.92165887,4230.372944513875,6258.987699999998,53.90666904354346,392.52795936,76.17281127544682,163.5118227335777,1694.7940377899286,73.57516001589406,33.183941835924195
6.12,66.12309375405329,466.5725267080365,694.2057097702489,21.84120889357651,370.97399999999993,926.0292705328521,147.0569408334065,3676.0584014931546,90.13886067618115,265.81102523000004,5652.032170721873,8031.637699999997,57.90751261259404,655.42243116,116.61333831949077,227.72181769614593,1956.828255354386,82.66197112538774,34.42233069113711
7.19,66.14630576440537,480.2669994614236,723.1965829054778,22.031660661953218,383.9789999999999,997.731950344391,153.62407995137758,3742.2701801315548,91.54072385556057,272.3379498700001,5789.161045364648,8535.640199999996,58.453790489045105,660.709295,116.65759859582855,239.70645776185023,2020.691797617722,82.92632150093552,35.03111982880364
6.44,66.14630576440537,480.2669994614236,723.1965829054778,22.031660661953218,383.9789999999999,997.731950344391,153.62407995137758,3742.2701801315548,91.54072385556057,272.3379498700001,5789.161045364648,8535.640199999996,58.453790489045105,660.709295,116.65759859582855,239.70645776185023,2020.691797617722,82.92632150093552,35.03111982880364
5.34,66.1695087015048,463.7121551914064,692.039435591315,22.031660661953218,383.9789999999999,952.4990064070626,146.26901669919818,3701.1507280425826,91.07219240251108,274.28843979000004,5741.214308741662,8535.640199999996,58.12533743900402,672.3622330799999,116.6379089358952,228.2057074362125,2020.691797617722,83.09553554768473,35.03111982880364
7.46,66.21204761243557,476.549181265604,720.3377479039287,22.218875451713856,396.98399999999987,1024.0207795120582,152.3309282069793,3762.4367994602903,92.45452539762452,282.47573707000004,5872.448625483028,9039.642699999997,58.662874888800545,687.6020090799999,116.89162581323923,239.77798627399474,2082.5978634786384,83.50037248783107,35.62950831417688
4.48,66.21204761243557,476.549181265604,720.3377479039287,22.218875451713856,396.98399999999987,1024.0207795120582,152.3309282069793,3762.4367994602903,92.45452539762452,282.47573707000004,5872.448625483028,9039.642699999997,58.662874888800545,687.6020090799999,116.89162581323923,239.77798627399474,2082.5978634786384,83.50037248783107,35.62950831417688
