Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS
8.55,3650.3849024850315,482.51099999999985,623.7953098324994,138.45793535167564,659.6263474,5887.248114816845,206.52979999999994,2848.7208421904,108.15229549287595,391.3829379994046,240.52402551,35.96496158590133,10350.885599999998,1328.9556137070222,25.442880288293395,101.5561951212234,42.09636548895879
9.22,3733.836316848946,504.28799999999984,815.8655582153875,188.9746288056574,734.0889702399999,6169.05951530134,207.85509999999996,3798.7249245568237,108.03495815148254,513.6592680866952,302.45776264,64.51736070064428,11319.6929,1389.964470003376,24.870240865683307,102.5644933517443,41.456725215940544
8.0,4327.866225232816,619.0026000000001,726.9677232730112,147.2749458896052,950.3311864799996,7322.342744794522,243.83839999999995,3744.354908849396,129.6800892576781,439.73070707413405,338.51581983999995,42.71547425024511,13574.208500000002,1494.0681716378788,26.185668387590873,115.44696345655872,44.79418593790941
8.11,4245.994731975482,661.1130000000002,859.7767797022084,180.32080332357373,1033.2419151199997,7259.780058300045,261.28889999999996,4513.931980554596,130.31255857231224,517.424678439041,361.25084707999997,43.07840966127201,14122.263100000002,1482.4159567252243,26.76992012730529,119.2383817359159,46.40569686676412
7.92,4208.701959855615,612.5610000000001,781.1675900893554,160.70526668026514,1017.3534449199997,7136.190148192137,233.71119999999993,3989.978754332734,130.69831946298717,473.68183772905587,351.4167150099999,43.34423583035612,13242.880500000003,1460.127889924978,25.439040710344518,114.85176787276721,43.425395057730924
8.15,3673.329393472428,440.5067999999999,530.9691408158914,117.58298842042117,668.9364868399998,5863.854551316469,186.48729999999998,2333.5438293020256,108.18642583895642,339.25558801932203,245.84982003000002,39.997661469858066,9914.1709,1345.6440279292674,24.313891469394264,96.78279668215833,39.62962857673537
5.55,2022.4448637099583,170.90099999999995,222.75514367316921,69.80231540895738,186.86191704000004,2784.572969298883,83.9113,634.51852475,46.89676520120246,165.01789338712737,124.93721341999998,62.771937706528256,3756.2577000000006,956.113731426241,19.513477942059566,60.0652486467841,27.590390168498885
6.07,2174.5479444079765,183.90599999999995,262.28831124236524,78.09989182510638,196.68203816000002,3020.421197858835,90.4138,774.8945950000001,47.32677369129971,191.33662181293448,131.46413805999998,62.79769274989507,4260.2602,1000.6864127172288,19.751254602611326,62.27181449098781,28.34628963197829
6.37,3321.86414980736,313.9559999999999,492.12455270232607,116.45979521903092,538.58197084,5037.869539088423,129.42879999999997,1848.1658432351685,103.94848537465445,330.62922011513666,237.61801106000004,65.5316645716761,7284.275199999997,1209.6938110896965,21.070702411277548,81.14098397234284,32.514722410009895
6.7,2389.454288194701,225.41999999999996,375.91092316112685,102.488477458879,245.00578216,3499.148492708619,103.41879999999999,1206.5652112500002,50.12069178884418,268.13718967640284,148.16205853999998,62.895624578552926,5268.265199999999,1079.5427277204933,20.210351997433982,68.39162751389968,29.80062328878374
2.7,2169.194037976688,223.38,211.4240758782761,59.0920498409243,191.53701944,3054.0234077924156,107.4246,654.6577929375,43.69684029735141,152.49627499743224,79.09121726999999,19.693317693691252,3927.475500000001,926.0197891913127,22.052551960385305,70.88264314343814,32.237751982109415
2.87,2303.1622874137324,236.385,250.05974984728348,68.6324938196261,201.35714055999998,3270.4979080361754,113.9271,792.513849125,44.19107807047381,179.00551269417275,85.61814190999999,19.951691409703784,4431.478,973.3281548424735,22.239416663542077,72.76189857336048,32.88700593106645
4.96,2530.4588124896004,238.42499999999995,428.44481789443364,114.5039223167868,260.24555816,3710.545956333448,109.92129999999999,1399.5618880000002,51.461518398282365,304.81551060752173,156.34935581999997,62.94270230227651,5772.2676999999985,1114.9846323233883,20.432279872959747,70.22186092307722,30.50179756424201
2.74,2389.454288194701,225.41999999999996,375.91092316112685,102.488477458879,245.00578216,3499.148492708619,103.41879999999999,1206.5652112500002,50.12069178884418,268.13718967640284,148.16205853999998,62.895624578552926,5268.265199999999,1079.5427277204933,20.210351997433982,68.39162751389968,29.80062328878374
2.96,2509.403606865237,262.395,310.30269407516727,84.26822936537289,233.80466055999997,3638.1783582627586,126.93209999999999,1033.3052710625002,46.3636496235388,219.5437638931178,102.28285374999999,20.885643775381038,5439.482999999999,1056.169750133596,22.604004990912365,75.61163234912998,34.1485017476609
2.98,2562.4884972759487,275.4,332.832286201804,90.20954557794674,250.77176231999997,3775.23719076782,133.4346,1136.103819761719,47.05868033921529,234.27530129197027,110.76026830999999,21.341192735168484,5943.485499999999,1093.1189070353041,22.781969850914958,76.72189369078424,34.76208678805114
3.26,3379.303457356439,366.4349999999999,482.1569669461345,111.19002639953064,543.25707324,5191.660798518043,152.94209999999995,1860.1639068105317,103.33701369553043,323.5304200703904,191.77201491,34.681583716637356,7455.492999999998,1191.198441279818,23.29984333283908,89.44481138668691,36.54107547144719
3.35,2286.492847393357,214.76099999999997,318.6058564011808,86.38697580945892,197.24572863999998,3266.7799663136175,99.5015,964.8382893906253,43.41675644639923,231.65549238833066,84.28270183,19.112253753329828,4410.7978,976.7679129056453,20.387858001464778,67.50674099673306,29.780768152450328
3.38,2598.6653853654225,253.77599999999995,407.37799897858184,105.86531739014914,239.41070807999995,3818.525126209791,119.00899999999999,1351.1966441406255,46.09480754988029,288.82190443966397,107.47433830999998,20.371573844756206,5922.805299999999,1095.848899115494,21.028939669036234,72.45640018314461,31.83931014485081
3.89,2648.2677968530515,266.78099999999995,426.7504136739306,110.31326901214473,256.37780984,3949.330097563446,125.51149999999998,1454.64867925,46.7977874666965,300.313605114971,115.95175286999998,20.849618462369687,6426.807799999999,1130.2915857533676,21.234175598623825,73.61426459932883,32.49652561044026
3.22,3270.049566730981,303.2969999999999,454.818573303691,106.16046935973073,490.82191731999995,4879.338138227151,125.51149999999998,1618.8048157693486,102.5709089196309,312.2386810619441,173.73865435,34.08345978185739,6426.807799999998,1130.2915857533676,21.23417559862383,80.39654623178782,32.49652561044026
3.72,3331.5521490827355,316.3019999999999,477.3925927247277,110.80368319937297,500.53937676,5017.672593771239,132.01399999999998,1751.5948545962522,102.6579866249764,323.8398506140436,180.26557899,34.17063116042957,6930.810299999997,1162.754116548992,21.435519057835872,82.05820757852317,33.1407103575044
4.28,3435.906182311889,342.3119999999999,513.8852313145782,118.64716374405144,532.98689676,5264.714945592544,145.01899999999995,1985.1049298107296,103.07842663930343,342.3764105329148,196.93029083000002,34.500968411276254,7938.815299999997,1222.735992833348,21.82723356024138,84.59535739920955,34.39290181854389
4.77,2429.1079210219814,255.96899999999994,411.946729436374,109.59026150345052,269.3692276,3643.93282726109,116.42379999999999,1392.3549854101564,50.44014474062066,290.2075674633797,165.16234509999995,63.0053714858271,6276.270199999998,1148.3061461383586,20.649488719071464,71.99896889886686,31.187211496060364
2.96,1971.998800906446,130.81499999999997,164.5088636724865,59.91896407419241,164.95627296,2727.3364921229463,69.33859999999999,462.90594600000003,43.55709468754718,119.06929571762963,121.24517936999999,62.6969993107102,3884.8801000000003,995.0915662607708,17.389834514517673,48.50487445092503,24.043104549537688
3.19,2389.454288194701,225.41999999999996,363.75611121682203,100.47456690039236,245.00578215999997,3499.148492708619,103.41879999999999,1178.0660585000003,50.119806475739516,257.21956100787224,148.16205854,62.895624578552926,5268.265199999999,1079.5427277204933,20.210351997433982,68.39162751389968,29.80062328878374
3.48,2497.4442679333442,277.89899999999994,360.4035864030962,94.59301293782798,249.68088455999998,3717.1565111007903,126.93209999999999,1215.7508955625,47.35633232503845,254.4351433857517,102.31606238999998,20.879563521739176,5439.482999999999,1056.169750133596,22.604004990912365,78.06362608795469,34.1485017476609
5.31,2675.957377334459,303.9089999999999,412.18613063213184,106.07710621825484,281.87827496,4044.4329303477766,139.9371,1459.351733640625,49.609415848885,287.5026955992919,118.98077422999998,21.73718563014107,6447.4879999999985,1127.7260059278133,22.957196920035898,80.72641934645682,35.3650276984198
5.62,2577.785552694551,308.9069999999999,413.59051181184145,106.45074324926094,271.96930488,3886.413553870265,142.6762,1464.6196832500002,47.838923829011776,288.4457333251809,115.24238862999997,21.31482198842864,6186.8454999999985,1097.1248148797756,23.278009029568086,81.68457632564423,35.96956836577275
4.32,2709.6563025648984,283.6997999999999,338.35839195601795,89.59022484086381,291.42675904,3986.571553251676,137.05929999999998,1123.9330681289066,58.4318006809953,241.35562808896825,120.21919043,30.71518325305349,5770.810999999999,1118.7730979405133,23.5385225447577,78.90166025325449,35.87303067110444
7.92,3810.7356328001256,668.7629999999999,677.9362269770118,147.4641919748979,819.8413183599998,6511.800545686885,287.6951999999999,3656.7194939480746,106.28581221815412,404.2118826638489,313.72852255,37.091674165474096,14125.660800000001,1465.6928091013122,28.443887838160077,118.80551528864306,49.76626913804169
6.41,3725.979965129382,614.244,633.5067930159504,137.53297430622882,753.8486067599998,6225.511424680947,258.94609999999994,3275.138915977901,105.758960625551,380.85042181486386,281.6777791,36.57706435723219,12370.2933,1401.0522405142372,27.762678649961813,115.69943223715491,47.58599431145682
9.6,4716.672265789521,848.3340000000004,985.1636484878428,190.13598200195145,1417.3355386799992,8363.328399733147,323.9710999999999,5770.015192986763,150.31976990161306,576.2307581331216,479.22713645999977,48.97382022713539,17410.318300000006,1591.4191036771078,28.904145582868434,136.6085242215873,51.838710604238614
8.46,3994.784955636237,733.7880000000001,783.038400364614,168.3734353935773,895.8798556399997,6989.493138851916,313.70519999999993,4415.175079316972,107.13737115960787,461.94984200654704,344.73435471,37.554341242065156,16141.670800000004,1541.196908380198,28.88996379025341,123.4112854361383,51.43745297854474
7.82,3989.5351990037357,720.7830000000001,810.0901971454301,172.13900839010495,878.2108880399998,6951.802388707047,297.96109999999993,4534.078908423103,107.19946203859593,476.60073483262187,329.3815317399999,37.33221820732259,15394.308300000002,1520.9429226251582,28.458517592346503,123.69959322487685,50.1808917030178
7.92,3296.870383458111,518.0579999999999,646.5352962399834,151.65109977514666,499.16309688,5532.94728671379,238.01799999999994,3052.751063492891,58.174816716383546,408.0273866243868,214.16926478,25.57052973954584,11845.6106,1380.6830954997342,26.494803745988076,102.28054132385104,45.0275842234513
7.0,3884.1196457535393,593.5889999999999,742.1029138688937,161.70528775600363,775.0703179599998,6574.506605820585,248.28389999999993,3786.214932891702,106.15666232548459,450.2820381972007,288.27239433000005,36.44256914503116,13114.258100000001,1442.5126088886118,26.51166308567721,111.53025459712714,45.48542282083349
6.66,3884.1196457535393,593.5889999999999,742.1029138688937,161.70528775600363,775.0703179599998,6574.506605820585,248.28389999999993,3786.214932891702,106.15666232548459,450.2820381972007,288.27239433000005,36.44256914503116,13114.258100000001,1442.5126088886118,26.51166308567721,111.53025459712714,45.48542282083349
7.44,3764.2572484164343,524.8277999999999,564.2435538576684,125.14808111134744,750.9373905199998,6256.7553457102085,230.83339999999993,2714.339094416475,107.45108427987142,353.8220334576642,290.42843264,40.62837602480082,12566.2035,1454.8102398489439,25.915577641248014,102.9417041952386,43.840096730504605
9.31,4007.2446975115026,615.8628000000001,680.2309606612748,150.54501324959065,865.8406989999997,6912.569503179391,269.8483999999999,3560.048427452327,108.78526660375515,415.4648590908741,340.04946655999987,41.30496063865352,15590.218500000003,1566.9281716382966,26.709738835167403,109.70232301606016,46.64385403072951
9.88,4331.156498746647,654.8778000000001,763.0157215678995,158.95563241367492,1090.9926908799996,7477.44674180203,269.8483999999999,4006.7251764907173,131.27577994057862,464.2773343192603,396.2921883599999,46.537330673888626,15590.218500000003,1566.9281716382966,26.709738835167403,115.70496910297327,46.64385403072951
9.05,4349.280038800448,667.8828000000001,737.2972031806104,154.1673853020186,1108.1711257599998,7545.083422766828,276.3508999999999,3978.4659887121907,131.39990308135216,441.9833973222395,404.76960291999995,46.630912828304666,16094.221000000003,1584.1200136201023,26.837589613902626,116.43354284792677,47.09492143628654
9.28,4369.68747414438,668.1888000000001,890.8234423128991,193.64440998355815,1188.3544515999997,7578.4572531434,276.5048,4622.416808181207,145.49562162002235,551.1272916514496,460.06103112999983,69.03779619004821,16187.043400000006,1595.2739671823515,26.846836616044296,116.48067960447348,47.11641730649733
9.28,3861.272028897744,551.1437999999998,683.413490783428,157.49473110969808,832.2045363199998,6485.174064478284,243.99229999999997,3335.3572350200084,110.96519843812996,427.37750906664076,358.0499013299999,66.30712220502913,13667.030900000003,1506.5904573014693,26.195381293794885,105.01339771010174,44.81678534377495
8.72,3861.272028897744,551.1437999999998,683.413490783428,157.49473110969808,832.2045363199998,6485.174064478284,243.99229999999997,3335.3572350200084,110.96519843812996,427.37750906664076,358.0499013299999,66.30712220502913,13667.030900000003,1506.5904573014693,26.195381293794885,105.01339771010174,44.81678534377495
8.59,4012.6605387847835,577.4597999999999,935.4978412729282,228.05117570998667,909.5143129199997,6750.524447805132,257.15119999999996,4324.797206435185,115.00762751550644,630.0451460416338,426.9015129399999,80.22110932104738,14767.858300000004,1555.0368648873568,26.469331933337433,107.44858964462959,45.77263828708152
9.06,3788.1434077507865,542.3717999999999,581.8011602008021,128.7333540446334,755.0170001199998,6308.731660522484,242.66699999999992,2827.1390147380266,107.46331331319762,363.51825320764794,291.33484724,40.56110837773718,12698.2236,1455.1725479677839,26.713221844050675,104.78096272997306,45.409119902283955
7.8,3788.1434077507865,542.3717999999999,581.8011602008021,128.7333540446334,755.0170001199998,6308.731660522484,242.66699999999992,2827.1390147380266,107.46331331319762,363.51825320764794,291.33484724,40.56110837773718,12698.2236,1455.1725479677839,26.713221844050675,104.78096272997306,45.409119902283955
9.2,4053.676787936957,590.4647999999999,969.6630738533865,233.33017053666998,923.7941792399997,6869.010489216207,257.1511999999999,4559.937627702859,115.72116800009952,644.474101429146,425.82529365999983,80.20809022046632,14767.858300000004,1555.0368648873566,26.469331933337436,108.63187478415348,45.77263828708152
8.97,4170.266482776811,602.8578000000001,702.6403923322246,146.87856790648476,1048.4343766799996,7082.992927247336,250.34089999999995,3465.656892241671,133.919009417383,443.3217524415548,378.3049423199999,47.00723635069935,14078.211000000001,1512.9463485867318,26.318649161100172,111.68560554126928,45.26368964291357
9.53,3835.1939476390567,563.8428,601.6500701784282,135.8378095742703,802.2954274799997,6495.783993957025,250.34089999999992,2998.4774184521943,107.90313337163414,376.61760305395956,315.8606763199999,40.99416209059752,14078.211000000001,1512.9463485867318,26.318649161100172,105.37734356881465,45.26368964291357
9.53,4311.9028594301535,628.8678000000001,827.3884960185559,167.88065131565986,1072.5243897599996,7353.779409162563,256.8433999999999,4063.0266750370706,134.57356334607618,524.7356782362734,381.8239169999999,46.695070878576416,14582.213500000002,1531.3648134380073,26.450299516134145,114.74512770754147,45.72837309964133
2.46,2770.1741608536377,275.553,452.4384270034024,121.26511938006665,260.50611903999993,3936.5563454189883,133.58849999999998,1483.0613669375,52.92797055665478,331.28582532267495,162.00832547,63.02255631005914,6036.307899999998,1116.2172010488825,22.794799373923777,77.84834688996291,34.79120337915893
4.11,2770.1741608536377,275.553,452.4384270034024,121.26511938006665,260.50611903999993,3936.5563454189883,133.58849999999998,1483.0613669375,52.92797055665478,331.28582532267495,162.00832547,63.02255631005914,6036.307899999998,1116.2172010488825,22.794799373923777,77.84834688996291,34.79120337915893
4.72,2187.0593057596316,184.05899999999997,348.42201199555603,103.78854413275127,225.68027751999998,3043.241115331153,90.5677,1019.3342310000002,52.513489431451745,255.7308911309613,185.00716542,78.75785856736772,4353.0826,1028.078766634659,19.768318297709683,62.29586849864122,28.381988841693246
5.1,2362.9782495927457,197.06400000000002,398.09197780069553,114.96471162556757,230.96714136,3290.9321531041173,97.0702,1198.457274,52.730928029156274,290.0680606530752,191.53409006,78.77422271920781,4857.085099999999,1066.9654194854202,20.000110085202813,64.30758238341727,29.117345292110677
3.27,2362.9782495927457,197.06400000000002,398.09197780069553,114.96471162556757,230.96714136,3290.9321531041173,97.0702,1198.457274,52.730928029156274,290.0680606530752,191.53409006,78.77422271920781,4857.085099999999,1066.9654194854202,20.000110085202813,64.30758238341727,29.117345292110677
2.14,2635.181326838365,210.06900000000002,470.1352861739464,129.59220518366521,238.86575296,3592.6577107539065,103.5727,1426.2952910000004,54.35929654726874,347.4576026349801,199.37690705999998,78.80570298289634,5361.087599999999,1103.2070669275263,20.226650198353994,66.89334858190311,29.83458233510233
4.17,2256.2238839775573,197.06399999999996,346.64477234444814,102.79625119488573,242.62007943999998,3205.83695250819,97.0702,1069.09831325,52.63439956348884,249.63984547522483,193.48457998,78.79058515766033,4857.085099999999,1066.9654194854202,20.000110085202813,63.638865931127334,29.117345292110677
3.64,2835.83885381368,300.441,432.36849416876026,108.33751970595091,392.52795936,4230.372944513875,128.40449999999998,1577.4817566376955,76.17281127544682,292.62353973135026,193.92165887,64.04982164178594,6258.987699999998,1122.6605827417043,21.622075620274323,80.62640309476791,33.183941835924195
6.12,3676.0584014931546,370.97399999999993,694.2057097702489,147.0569408334065,655.42243116,5652.032170721873,145.17289999999997,2682.665950360168,116.61333831949077,466.5725267080365,265.81102523000004,66.12309375405329,8031.637699999997,1241.3061181865776,21.84120889357651,90.13886067618115,34.42233069113711
7.19,3742.2701801315548,383.9789999999999,723.1965829054778,153.62407995137758,660.709295,5789.161045364648,151.67539999999997,2868.9212916456295,116.65759859582855,480.2669994614236,272.3379498700001,66.14630576440537,8535.640199999996,1268.4062881363202,22.031660661953218,91.54072385556057,35.03111982880364
6.44,3742.2701801315548,383.9789999999999,723.1965829054778,153.62407995137758,660.709295,5789.161045364648,151.67539999999997,2868.9212916456295,116.65759859582855,480.2669994614236,272.3379498700001,66.14630576440537,8535.640199999996,1268.4062881363202,22.031660661953218,91.54072385556057,35.03111982880364
5.34,3701.1507280425826,383.9789999999999,692.039435591315,146.26901669919818,672.3622330799999,5741.214308741662,151.67539999999997,2729.5439594470977,116.6379089358952,463.7121551914064,274.28843979000004,66.1695087015048,8535.640199999996,1268.4062881363202,22.031660661953218,91.07219240251108,35.03111982880364
7.46,3762.4367994602903,396.98399999999987,720.3377479039287,152.3309282069793,687.6020090799999,5872.448625483028,158.17789999999997,2915.3844350299228,116.89162581323923,476.549181265604,282.47573707000004,66.21204761243557,9039.642699999997,1294.3954281735764,22.218875451713856,92.45452539762452,35.62950831417688
4.48,3762.4367994602903,396.98399999999987,720.3377479039287,152.3309282069793,687.6020090799999,5872.448625483028,158.17789999999997,2915.3844350299228,116.89162581323923,476.549181265604,282.47573707000004,66.21204761243557,9039.642699999997,1294.3954281735764,22.218875451713856,92.45452539762452,35.62950831417688
