Activity,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS
6.41,137.53297430622882,753.8486067599998,3275.138915977901,380.85042181486386,36.57706435723219,47.58599431145682,162.33854436949946,27.762678649961813,58.53318913549234,105.758960625551,6225.511424680947,2377.287454929111,281.6777791,1225.534900048423,115.69943223715491,232.2242560961422,68.78147191715351,12370.2933
9.6,190.13598200195145,1417.3355386799992,5770.015192986763,576.2307581331216,48.97382022713539,51.838710604238614,254.87135532163518,28.904145582868434,84.50674547872296,150.31976990161306,8363.328399733147,2862.1112562976696,479.22713645999977,1985.9853793033124,136.6085242215873,331.91902746739646,76.31664935997044,17410.318300000006
8.46,168.3734353935773,895.8798556399997,4415.175079316972,461.94984200654704,37.554341242065156,51.43745297854474,170.03257440735416,28.88996379025341,62.674004540602176,107.13737115960787,6989.493138851916,2736.5762136302865,344.73435471,1678.54553732804,123.4112854361383,290.12683048946565,70.81711893956812,16141.670800000004
7.82,172.13900839010495,878.2108880399998,4534.078908423103,476.60073483262187,37.33221820732259,50.1808917030178,169.78308982363728,28.458517592346503,61.7162300106627,107.19946203859593,6951.802388707047,2678.7323052893557,329.3815317399999,1690.087800094449,123.69959322487685,296.38314798760183,71.22589421152014,15394.308300000002
7.92,151.65109977514666,499.16309688,3052.751063492891,408.0273866243868,25.57052973954584,45.0275842234513,97.4552256082092,26.494803745988076,42.539430620492325,58.174816716383546,5532.94728671379,2328.485043831946,214.16926478,1209.4335445196587,102.28054132385104,246.03757209230736,62.42598066972487,11845.6106
7.0,161.70528775600363,775.0703179599998,3786.214932891702,450.2820381972007,36.44256914503116,45.48542282083349,164.22765978167658,26.51166308567721,58.6624989656838,106.15666232548459,6574.506605820585,2474.8078854262217,288.27239433000005,1410.3136066723541,111.53025459712714,270.35673587055237,66.20827955757666,13114.258100000001
6.66,161.70528775600363,775.0703179599998,3786.214932891702,450.2820381972007,36.44256914503116,45.48542282083349,164.22765978167658,26.51166308567721,58.6624989656838,106.15666232548459,6574.506605820585,2474.8078854262217,288.27239433000005,1410.3136066723541,111.53025459712714,270.35673587055237,66.20827955757666,13114.258100000001
7.44,125.14808111134744,750.9373905199998,2714.339094416475,353.8220334576642,40.62837602480082,43.840096730504605,164.85063395836005,25.915577641248014,62.91428004223864,107.45108427987142,6256.7553457102085,2460.093180939183,290.42843264,1029.1806927993898,102.9417041952386,205.24682836943217,62.56580792365542,12566.2035
9.31,150.54501324959065,865.8406989999997,3560.048427452327,415.4648590908741,41.30496063865352,46.64385403072951,171.6216041363849,26.709738835167403,66.0991416479872,108.78526660375515,6912.569503179391,2752.4842558933856,340.04946655999987,1369.4446423203522,109.70232301606016,252.14665399725098,64.51774330082581,15590.218500000003
9.88,158.95563241367492,1090.9926908799996,4006.7251764907173,464.2773343192603,46.537330673888626,46.64385403072951,214.0859856961732,26.709738835167403,76.44527825584176,131.27577994057862,7477.44674180203,2752.4842558933856,396.2921883599999,1444.2449726351385,115.70496910297327,266.29450462350235,67.30211669017416,15590.218500000003
9.05,154.1673853020186,1108.1711257599998,3978.4659887121907,441.9833973222395,46.630912828304666,47.09492143628654,214.75654665156222,26.837589613902626,76.91389422747474,131.39990308135216,7545.083422766828,2798.2473262646413,404.76960291999995,1453.2255587250033,116.43354284792677,261.669333436164,67.46359373330417,16094.221000000003
9.28,193.64440998355815,1188.3544515999997,4622.416808181207,551.1272916514496,69.03779619004821,47.11641730649733,234.03283737351546,26.846836616044296,98.36270887971772,145.49562162002235,7578.4572531434,2816.446260840241,460.06103112999983,1685.1705229541794,116.48067960447348,317.2605203329924,67.48716417439292,16187.043400000006
9.28,157.49473110969808,832.2045363199998,3335.3572350200084,427.37750906664076,66.30712220502913,44.81678534377495,174.30319039691003,26.195381293794885,87.7352154449711,110.96519843812996,6485.174064478284,2581.1386906111275,358.0499013299999,1289.6630837923212,105.01339771010174,255.93031831326337,63.22928489047573,13667.030900000003
8.72,157.49473110969808,832.2045363199998,3335.3572350200084,427.37750906664076,66.30712220502913,44.81678534377495,174.30319039691003,26.195381293794885,87.7352154449711,110.96519843812996,6485.174064478284,2581.1386906111275,358.0499013299999,1289.6630837923212,105.01339771010174,255.93031831326337,63.22928489047573,13667.030900000003
8.59,228.05117570998667,909.5143129199997,4324.797206435185,630.0451460416338,80.22110932104738,45.77263828708152,183.70208399564677,26.469331933337433,107.04196884254202,115.00762751550644,6750.524447805132,2696.7564631304745,426.9015129399999,1683.929838236593,107.44858964462959,349.5903096988002,64.29191330995288,14767.858300000004
9.06,128.7333540446334,755.0170001199998,2827.1390147380266,363.51825320764794,40.56110837773718,45.409119902283955,164.91334790722485,26.713221844050675,62.732360139299495,107.46331331319762,6308.731660522484,2463.6330420148774,291.33484724,1071.3822397586594,104.78096272997306,211.43612675873882,63.306605735919675,12698.2236
7.8,128.7333540446334,755.0170001199998,2827.1390147380266,363.51825320764794,40.56110837773718,45.409119902283955,164.91334790722485,26.713221844050675,62.732360139299495,107.46331331319762,6308.731660522484,2463.6330420148774,291.33484724,1071.3822397586594,104.78096272997306,211.43612675873882,63.306605735919675,12698.2236
9.2,233.33017053666998,923.7941792399997,4559.937627702859,644.474101429146,80.20809022046632,45.77263828708152,185.71756093606106,26.469331933337436,106.95324243260687,115.72116800009952,6869.010489216207,2696.7564631304745,425.82529365999983,1747.4594856401577,108.63187478415348,361.2324254475325,64.60550454311881,14767.858300000004
8.97,146.87856790648476,1048.4343766799996,3465.656892241671,443.3217524415548,47.00723635069935,45.26368964291357,215.56483107929532,26.318649161100172,76.39075256128845,133.919009417383,7082.992927247336,2610.3857988661784,378.3049423199999,1238.0754692475111,111.68560554126928,239.9183590926497,66.1105816318643,14078.211000000001
9.53,135.8378095742703,802.2954274799997,2998.4774184521943,376.61760305395956,40.99416209059752,45.26368964291357,167.5252963643779,26.318649161100172,64.6050021755245,107.90313337163414,6495.783993957025,2610.3857988661784,315.8606763199999,1161.0154377060258,105.37734356881465,223.3181615842301,63.1227330969079,14078.211000000001
9.53,167.88065131565986,1072.5243897599996,4063.0266750370706,524.7356782362734,46.695070878576416,45.72837309964133,217.3112454810386,26.450299516134145,76.04844587442685,134.57356334607618,7353.779409162563,2658.5959713594066,381.8239169999999,1414.6892042217871,114.74512770754147,273.5162612784566,67.48652512614598,14582.213500000002
2.46,121.26511938006665,260.50611903999993,1483.0613669375,331.28582532267495,63.02255631005914,34.79120337915893,75.12605964828091,22.794799373923777,68.9631451691091,52.92797055665478,3936.5563454189883,1669.9512762162585,162.00832547,605.437357421875,77.84834688996291,173.29964574997507,53.83820455161984,6036.307899999998
4.11,121.26511938006665,260.50611903999993,1483.0613669375,331.28582532267495,63.02255631005914,34.79120337915893,75.12605964828091,22.794799373923777,68.9631451691091,52.92797055665478,3936.5563454189883,1669.9512762162585,162.00832547,605.437357421875,77.84834688996291,173.29964574997507,53.83820455161984,6036.307899999998
4.72,103.78854413275127,225.68027751999998,1019.3342310000002,255.7308911309613,78.75785856736772,28.381988841693246,74.00374386016615,19.768318297709683,91.07509722600032,52.513489431451745,3043.241115331153,1447.0675632337625,185.00716542,446.4902790000001,62.29586849864122,145.94462225769115,45.898266690101835,4353.0826
5.1,114.96471162556757,230.96714136,1198.457274,290.0680606530752,78.77422271920781,29.117345292110677,74.09043529560374,20.000110085202813,91.31509547751399,52.730928029156274,3290.9321531041173,1532.326026852494,191.53409006,516.3649726875001,64.30758238341727,162.96304945173685,46.759766695785025,4857.085099999999
3.27,114.96471162556757,230.96714136,1198.457274,290.0680606530752,78.77422271920781,29.117345292110677,74.09043529560374,20.000110085202813,91.31509547751399,52.730928029156274,3290.9321531041173,1532.326026852494,191.53409006,516.3649726875001,64.30758238341727,162.96304945173685,46.759766695785025,4857.085099999999
2.14,129.59220518366521,238.86575296,1426.2952910000004,347.4576026349801,78.80570298289634,29.83458233510233,75.68802660572487,20.226650198353994,91.67803911061961,54.35929654726874,3592.6577107539065,1613.0844902161202,199.37690705999998,601.6709747500001,66.89334858190311,184.11928964110535,48.31090636938541,5361.087599999999
4.17,102.79625119488573,242.62007943999998,1069.09831325,249.63984547522483,78.79058515766033,29.117345292110677,75.57958949849596,20.000110085202813,91.46879190383741,52.63439956348884,3205.83695250819,1532.326026852494,193.48457998,473.65562449999993,63.638865931127334,147.19932243940082,46.24369100208818,4857.085099999999
3.64,108.33751970595091,392.52795936,1577.4817566376955,292.62353973135026,64.04982164178594,33.183941835924195,109.93421695046595,21.622075620274323,73.57516001589406,76.17281127544682,4230.372944513875,1694.7940377899286,193.92165887,613.3694396203613,80.62640309476791,163.5118227335777,53.90666904354346,6258.987699999998
6.12,147.0569408334065,655.42243116,2682.665950360168,466.5725267080365,66.12309375405329,34.42233069113711,173.34355982532009,21.84120889357651,82.66197112538774,116.61333831949077,5652.032170721873,1956.828255354386,265.81102523000004,926.0292705328521,90.13886067618115,227.72181769614593,57.90751261259404,8031.637699999997
7.19,153.62407995137758,660.709295,2868.9212916456295,480.2669994614236,66.14630576440537,35.03111982880364,173.3805878115693,22.031660661953218,82.92632150093552,116.65759859582855,5789.161045364648,2020.691797617722,272.3379498700001,997.731950344391,91.54072385556057,239.70645776185023,58.453790489045105,8535.640199999996
6.44,153.62407995137758,660.709295,2868.9212916456295,480.2669994614236,66.14630576440537,35.03111982880364,173.3805878115693,22.031660661953218,82.92632150093552,116.65759859582855,5789.161045364648,2020.691797617722,272.3379498700001,997.731950344391,91.54072385556057,239.70645776185023,58.453790489045105,8535.640199999996
5.34,146.26901669919818,672.3622330799999,2729.5439594470977,463.7121551914064,66.1695087015048,35.03111982880364,174.0221536941616,22.031660661953218,83.09553554768473,116.6379089358952,5741.214308741662,2020.691797617722,274.28843979000004,952.4990064070626,91.07219240251108,228.2057074362125,58.12533743900402,8535.640199999996
7.46,152.3309282069793,687.6020090799999,2915.3844350299228,476.549181265604,66.21204761243557,35.62950831417688,175.08288886514003,22.218875451713856,83.50037248783107,116.89162581323923,5872.448625483028,2082.5978634786384,282.47573707000004,1024.0207795120582,92.45452539762452,239.77798627399474,58.662874888800545,9039.642699999997
4.48,152.3309282069793,687.6020090799999,2915.3844350299228,476.549181265604,66.21204761243557,35.62950831417688,175.08288886514003,22.218875451713856,83.50037248783107,116.89162581323923,5872.448625483028,2082.5978634786384,282.47573707000004,1024.0207795120582,92.45452539762452,239.77798627399474,58.662874888800545,9039.642699999997
