Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS
8.55,3650.3849024850315,160.28132433343328,224.18376411110168,2189.8304455223374,206.52979999999994,659.6263474,391.3829379994046,42.09636548895879,240.52402551,138.45793535167564,10350.885599999998,108.15229549287595,1053.9797880480837,55.508668765596745,35.96496158590133,482.51099999999985,5887.248114816845,62.66521148806405,101.5561951212234,25.442880288293395
9.22,3733.836316848946,166.2883943479743,302.7899415177045,2321.238151202674,207.85509999999996,734.0889702399999,513.6592680866952,41.456725215940544,302.45776264,188.9746288056574,11319.6929,108.03495815148254,1424.0706510176346,81.96024117338209,64.51736070064428,504.28799999999984,6169.05951530134,62.38552998024147,102.5644933517443,24.870240865683307
8.0,4327.866225232816,206.38168295634296,247.9118616511923,2561.2683379364935,243.83839999999995,950.3311864799996,439.73070707413405,44.79418593790941,338.51581983999995,147.2749458896052,13574.208500000002,129.6800892576781,1303.2108147501267,69.71204251201577,42.71547425024511,619.0026000000001,7322.342744794522,68.07917299997499,115.44696345655872,26.185668387590873
8.11,4245.994731975482,210.2004699045632,301.21482180546195,2575.4050380047615,261.28889999999996,1033.2419151199997,517.424678439041,46.40569686676412,361.25084707999997,180.32080332357373,14122.263100000002,130.31255857231224,1601.118572771993,71.1238473795553,43.07840966127201,661.1130000000002,7259.780058300045,69.30960624897119,119.2383817359159,26.76992012730529
7.92,4208.701959855615,210.85433038283895,268.7571019480117,2510.3862637789525,233.71119999999993,1017.3534449199997,473.68183772905587,43.425395057730924,351.4167150099999,160.70526668026514,13242.880500000003,130.69831946298717,1394.166947523137,71.30593087055681,43.34423583035612,612.5610000000001,7136.190148192137,67.52942290783024,114.85176787276721,25.439040710344518
8.15,3673.329393472428,162.7768453352415,187.56046123515668,2182.781837946296,186.48729999999998,668.9364868399998,339.25558801932203,39.62962857673537,245.84982003000002,117.58298842042117,9914.1709,108.18642583895642,849.424560977104,59.931643194833335,39.997661469858066,440.5067999999999,5863.854551316469,60.80658960330297,96.78279668215833,24.313891469394264
5.55,2022.4448637099583,64.57136466536652,96.99224083297173,1318.2581580643791,83.9113,186.86191704000004,165.01789338712737,27.590390168498885,124.93721341999998,69.80231540895738,3756.2577000000006,46.89676520120246,283.9510423750001,66.69901347796775,62.771937706528256,170.90099999999995,2784.572969298883,44.867260801608516,60.0652486467841,19.513477942059566
6.07,2174.5479444079765,65.69307603380621,110.30204965320146,1411.319627621447,90.4138,196.68203816000002,191.33662181293448,28.34628963197829,131.46413805999998,78.09989182510638,4260.2602,47.32677369129971,339.0041039375001,67.02635098434203,62.79769274989507,183.90599999999995,3020.421197858835,45.89053391180466,62.27181449098781,19.751254602611326
6.37,3321.86414980736,151.23736019322632,177.94569187204294,1875.08245454621,129.42879999999997,538.58197084,330.62922011513666,32.514722410009895,237.61801106000004,116.45979521903092,7284.275199999997,103.94848537465445,690.0606841872101,79.89135147578962,65.5316645716761,313.9559999999999,5037.869539088423,53.51751404340992,81.14098397234284,21.070702411277548
6.7,2389.454288194701,72.9021049021589,148.20648542226868,1581.0945991059612,103.41879999999999,245.00578216,268.13718967640284,29.80062328878374,148.16205853999998,102.488477458879,5268.265199999999,50.12069178884418,495.64730487500003,68.05736267898266,62.895624578552926,225.41999999999996,3499.148492708619,48.27651832589877,68.39162751389968,20.210351997433982
2.7,2169.194037976688,61.33693720619342,84.05630868818044,1292.47117710901,107.4246,191.53701944,152.49627499743224,32.237751982109415,79.09121726999999,59.0920498409243,3927.475500000001,43.69684029735141,268.09988684375,26.980444358077946,19.693317693691252,223.38,3054.0234077924156,50.8416677914314,70.88264314343814,22.052551960385305
2.87,2303.1622874137324,62.51670952531182,98.02277348716156,1387.2635883867922,113.9271,201.35714055999998,179.00551269417275,32.88700593106645,85.61814190999999,68.6324938196261,4431.478,44.19107807047381,322.0510172500001,27.779807506558143,19.951691409703784,236.385,3270.4979080361754,51.6441609207177,72.76189857336048,22.239416663542077
4.96,2530.4588124896004,75.39910408071142,166.138285959921,1659.481440489254,109.92129999999999,260.24555816,304.81551060752173,30.50179756424201,156.34935581999997,114.5039223167868,5772.2676999999985,51.461518398282365,569.4400800000001,68.55106704106494,62.94270230227651,238.42499999999995,3710.545956333448,49.050505516529704,70.22186092307722,20.432279872959747
2.74,2389.454288194701,72.9021049021589,148.20648542226868,1581.0945991059612,103.41879999999999,245.00578216,268.13718967640284,29.80062328878374,148.16205853999998,102.488477458879,5268.265199999999,50.12069178884418,495.64730487500003,68.05736267898266,62.895624578552926,225.41999999999996,3499.148492708619,48.27651832589877,68.39162751389968,20.210351997433982
2.96,2509.403606865237,67.3252764329194,121.36000803108925,1559.6593550119526,126.93209999999999,233.80466055999997,219.5437638931178,34.1485017476609,102.28285374999999,84.26822936537289,5439.482999999999,46.3636496235388,420.89076131249993,30.183247677702344,20.885643775381038,262.395,3638.1783582627586,52.58890661196682,75.61163234912998,22.604004990912365
2.98,2562.4884972759487,69.3760171738867,130.66199752293383,1639.071634701348,133.4346,250.77176231999997,234.27530129197027,34.76208678805114,110.76026830999999,90.20954557794674,5943.485499999999,47.05868033921529,465.0185349472658,31.351156246550524,21.341192735168484,275.4,3775.23719076782,52.85268849591541,76.72189369078424,22.781969850914958
3.26,3379.303457356439,149.88494870834913,169.16327509368492,1857.0437215373527,152.94209999999995,543.25707324,323.5304200703904,36.54107547144719,191.77201491,111.19002639953064,7455.492999999998,103.33701369553043,670.9877739055405,51.59277099995083,34.681583716637356,366.4349999999999,5191.660798518043,57.92729620347919,89.44481138668691,23.29984333283908
3.35,2286.492847393357,61.77424734199726,121.04081199349312,1396.017814949286,99.5015,197.24572863999998,231.65549238833066,29.780768152450328,84.28270183,86.38697580945892,4410.7978,43.41675644639923,381.0150227421876,26.995201522263994,19.112253753329828,214.76099999999997,3266.7799663136175,48.08112403824545,67.50674099673306,20.387858001464778
3.38,2598.6653853654225,67.77818955287671,153.37281275576655,1646.4875643850244,119.00899999999999,239.41070807999995,288.82190443966397,31.83931014485081,107.47433830999998,105.86531739014914,5922.805299999999,46.09480754988029,536.2325658671874,30.196439655062452,20.371573844756206,253.77599999999995,3818.525126209791,50.023166515181856,72.45640018314461,21.028939669036234
3.89,2648.2677968530515,69.81562784368623,161.28230624319806,1721.9000608864555,125.51149999999998,256.37780984,300.313605114971,32.49652561044026,115.95175286999998,110.31326901214473,6426.807799999999,46.7977874666965,580.5732225625002,31.363856992785948,20.849618462369687,266.78099999999995,3949.330097563446,50.3144667804951,73.61426459932883,21.234175598623825
3.22,3270.049566730981,146.19876830438946,157.82616760210936,1721.9000608864558,125.51149999999998,490.82191731999995,312.2386810619441,32.49652561044026,173.73865435,106.16046935973073,6426.807799999998,102.5709089196309,579.6673465333254,49.795223978181035,34.08345978185739,303.2969999999999,4879.338138227151,53.358687733155605,80.39654623178782,21.23417559862383
3.72,3331.5521490827355,146.72356411020505,166.5949013168648,1794.1455737166452,132.01399999999998,500.53937676,323.8398506140436,33.1407103575044,180.26557899,110.80368319937297,6930.810299999997,102.6579866249764,631.962145426941,50.232834464912486,34.17063116042957,316.3019999999999,5017.672593771239,54.0887817107883,82.05820757852317,21.435519057835872
4.28,3435.906182311889,148.8351611619915,181.73092041830697,1930.5427681612057,145.01899999999995,532.98689676,342.3764105329148,34.39290181854389,196.93029083000002,118.64716374405144,7938.815299999997,103.07842663930343,728.4108767431335,51.60085652052105,34.500968411276254,342.3119999999999,5264.714945592544,54.95205915376767,84.59535739920955,21.82723356024138
4.77,2429.1079210219814,74.67762571607261,160.99562615912632,1734.329026261897,116.42379999999999,269.3692276,290.2075674633797,31.187211496060364,165.16234509999995,109.59026150345052,6276.270199999998,50.44014474062066,572.0425914931641,69.14547188958034,63.0053714858271,255.96899999999994,3643.93282726109,49.47148394581421,71.99896889886686,20.649488719071464
2.96,1971.998800906446,59.32319258469782,82.667864670593,1383.8965622132057,69.33859999999999,164.95627296,119.06929571762963,24.043104549537688,121.24517936999999,59.91896407419241,3884.8801000000003,43.55709468754718,233.2437556875,66.31741695436637,62.6969993107102,130.81499999999997,2727.3364921229463,37.50220281618735,48.50487445092503,17.389834514517673
3.19,2389.454288194701,72.90125023098373,145.66501969171293,1581.0945991059612,103.41879999999999,245.00578215999997,257.21956100787224,29.80062328878374,148.16205854,100.47456690039236,5268.265199999999,50.119806475739516,488.4844119375001,68.05736267898264,62.895624578552926,225.41999999999996,3499.148492708619,48.27651832589877,68.39162751389968,20.210351997433982
3.48,2497.4442679333442,70.05337700820817,136.64135706597216,1559.6593550119526,126.93209999999999,249.68088455999998,254.4351433857517,34.1485017476609,102.31606238999998,94.59301293782798,5439.482999999999,47.35633232503845,475.35818271875,30.18262072192864,20.879563521739176,277.89899999999994,3717.1565111007903,53.55611267954138,78.06362608795469,22.604004990912365
5.31,2675.957377334459,74.66000507740327,155.98150446186267,1714.8102937901906,139.9371,281.87827496,287.5026955992919,35.3650276984198,118.98077422999998,106.07710621825484,6447.4879999999985,49.609415848885,574.9023368671877,32.40835276461758,21.73718563014107,303.9089999999999,4044.4329303477766,54.436233474934134,80.72641934645682,22.957196920035898
5.62,2577.785552694551,71.99693381047052,156.55558951435958,1657.0395026318927,142.6762,271.96930488,288.4457333251809,35.96956836577275,115.24238862999997,106.45074324926094,6186.8454999999985,47.838923829011776,577.0694148750001,31.565339535686544,21.31482198842864,308.9069999999999,3886.413553870265,54.8541518148425,81.68457632564423,23.278009029568086
4.32,2709.6563025648984,82.7925786351545,127.57707194979496,1640.3029016685364,137.05929999999998,291.42675904,241.35562808896825,35.87303067110444,120.21919043,89.59022484086381,5770.810999999999,58.4318006809953,435.3539005136719,39.3035377406941,30.71518325305349,283.6997999999999,3986.571553251676,54.46917902125624,78.90166025325449,23.5385225447577
7.92,3810.7356328001256,165.64346841460736,251.57078758149916,2544.1649500341123,287.6951999999999,819.8413183599998,404.2118826638489,49.76626913804169,313.72852255,147.4641919748979,14125.660800000001,106.28581221815412,1391.3001648454601,60.70045236520145,37.091674165474096,668.7629999999999,6511.800545686885,69.45726764280516,118.80551528864306,28.443887838160077
6.41,3725.979965129382,162.33854436949946,232.2242560961422,2377.287454929111,258.94609999999994,753.8486067599998,380.85042181486386,47.58599431145682,281.6777791,137.53297430622882,12370.2933,105.758960625551,1225.534900048423,58.53318913549234,36.57706435723219,614.244,6225.511424680947,68.78147191715351,115.69943223715491,27.762678649961813
9.6,4716.672265789521,254.87135532163518,331.91902746739646,2862.1112562976696,323.9710999999999,1417.3355386799992,576.2307581331216,51.838710604238614,479.22713645999977,190.13598200195145,17410.318300000006,150.31976990161306,1985.9853793033124,84.50674547872296,48.97382022713539,848.3340000000004,8363.328399733147,76.31664935997044,136.6085242215873,28.904145582868434
8.46,3994.784955636237,170.03257440735416,290.12683048946565,2736.5762136302865,313.70519999999993,895.8798556399997,461.94984200654704,51.43745297854474,344.73435471,168.3734353935773,16141.670800000004,107.13737115960787,1678.54553732804,62.674004540602176,37.554341242065156,733.7880000000001,6989.493138851916,70.81711893956812,123.4112854361383,28.88996379025341
7.82,3989.5351990037357,169.78308982363728,296.38314798760183,2678.7323052893557,297.96109999999993,878.2108880399998,476.60073483262187,50.1808917030178,329.3815317399999,172.13900839010495,15394.308300000002,107.19946203859593,1690.087800094449,61.7162300106627,37.33221820732259,720.7830000000001,6951.802388707047,71.22589421152014,123.69959322487685,28.458517592346503
7.92,3296.870383458111,97.4552256082092,246.03757209230736,2328.485043831946,238.01799999999994,499.16309688,408.0273866243868,45.0275842234513,214.16926478,151.65109977514666,11845.6106,58.174816716383546,1209.4335445196587,42.539430620492325,25.57052973954584,518.0579999999999,5532.94728671379,62.42598066972487,102.28054132385104,26.494803745988076
7.0,3884.1196457535393,164.22765978167658,270.35673587055237,2474.8078854262217,248.28389999999993,775.0703179599998,450.2820381972007,45.48542282083349,288.27239433000005,161.70528775600363,13114.258100000001,106.15666232548459,1410.3136066723541,58.6624989656838,36.44256914503116,593.5889999999999,6574.506605820585,66.20827955757666,111.53025459712714,26.51166308567721
6.66,3884.1196457535393,164.22765978167658,270.35673587055237,2474.8078854262217,248.28389999999993,775.0703179599998,450.2820381972007,45.48542282083349,288.27239433000005,161.70528775600363,13114.258100000001,106.15666232548459,1410.3136066723541,58.6624989656838,36.44256914503116,593.5889999999999,6574.506605820585,66.20827955757666,111.53025459712714,26.51166308567721
7.44,3764.2572484164343,164.85063395836005,205.24682836943217,2460.093180939183,230.83339999999993,750.9373905199998,353.8220334576642,43.840096730504605,290.42843264,125.14808111134744,12566.2035,107.45108427987142,1029.1806927993898,62.91428004223864,40.62837602480082,524.8277999999999,6256.7553457102085,62.56580792365542,102.9417041952386,25.915577641248014
9.31,4007.2446975115026,171.6216041363849,252.14665399725098,2752.4842558933856,269.8483999999999,865.8406989999997,415.4648590908741,46.64385403072951,340.04946655999987,150.54501324959065,15590.218500000003,108.78526660375515,1369.4446423203522,66.0991416479872,41.30496063865352,615.8628000000001,6912.569503179391,64.51774330082581,109.70232301606016,26.709738835167403
9.88,4331.156498746647,214.0859856961732,266.29450462350235,2752.4842558933856,269.8483999999999,1090.9926908799996,464.2773343192603,46.64385403072951,396.2921883599999,158.95563241367492,15590.218500000003,131.27577994057862,1444.2449726351385,76.44527825584176,46.537330673888626,654.8778000000001,7477.44674180203,67.30211669017416,115.70496910297327,26.709738835167403
9.05,4349.280038800448,214.75654665156222,261.669333436164,2798.2473262646413,276.3508999999999,1108.1711257599998,441.9833973222395,47.09492143628654,404.76960291999995,154.1673853020186,16094.221000000003,131.39990308135216,1453.2255587250033,76.91389422747474,46.630912828304666,667.8828000000001,7545.083422766828,67.46359373330417,116.43354284792677,26.837589613902626
9.28,4369.68747414438,234.03283737351546,317.2605203329924,2816.446260840241,276.5048,1188.3544515999997,551.1272916514496,47.11641730649733,460.06103112999983,193.64440998355815,16187.043400000006,145.49562162002235,1685.1705229541794,98.36270887971772,69.03779619004821,668.1888000000001,7578.4572531434,67.48716417439292,116.48067960447348,26.846836616044296
9.28,3861.272028897744,174.30319039691003,255.93031831326337,2581.1386906111275,243.99229999999997,832.2045363199998,427.37750906664076,44.81678534377495,358.0499013299999,157.49473110969808,13667.030900000003,110.96519843812996,1289.6630837923212,87.7352154449711,66.30712220502913,551.1437999999998,6485.174064478284,63.22928489047573,105.01339771010174,26.195381293794885
8.72,3861.272028897744,174.30319039691003,255.93031831326337,2581.1386906111275,243.99229999999997,832.2045363199998,427.37750906664076,44.81678534377495,358.0499013299999,157.49473110969808,13667.030900000003,110.96519843812996,1289.6630837923212,87.7352154449711,66.30712220502913,551.1437999999998,6485.174064478284,63.22928489047573,105.01339771010174,26.195381293794885
8.59,4012.6605387847835,183.70208399564677,349.5903096988002,2696.7564631304745,257.15119999999996,909.5143129199997,630.0451460416338,45.77263828708152,426.9015129399999,228.05117570998667,14767.858300000004,115.00762751550644,1683.929838236593,107.04196884254202,80.22110932104738,577.4597999999999,6750.524447805132,64.29191330995288,107.44858964462959,26.469331933337433
9.06,3788.1434077507865,164.91334790722485,211.43612675873882,2463.6330420148774,242.66699999999992,755.0170001199998,363.51825320764794,45.409119902283955,291.33484724,128.7333540446334,12698.2236,107.46331331319762,1071.3822397586594,62.732360139299495,40.56110837773718,542.3717999999999,6308.731660522484,63.306605735919675,104.78096272997306,26.713221844050675
7.8,3788.1434077507865,164.91334790722485,211.43612675873882,2463.6330420148774,242.66699999999992,755.0170001199998,363.51825320764794,45.409119902283955,291.33484724,128.7333540446334,12698.2236,107.46331331319762,1071.3822397586594,62.732360139299495,40.56110837773718,542.3717999999999,6308.731660522484,63.306605735919675,104.78096272997306,26.713221844050675
9.2,4053.676787936957,185.71756093606106,361.2324254475325,2696.7564631304745,257.1511999999999,923.7941792399997,644.474101429146,45.77263828708152,425.82529365999983,233.33017053666998,14767.858300000004,115.72116800009952,1747.4594856401577,106.95324243260687,80.20809022046632,590.4647999999999,6869.010489216207,64.60550454311881,108.63187478415348,26.469331933337436
8.97,4170.266482776811,215.56483107929532,239.9183590926497,2610.3857988661784,250.34089999999995,1048.4343766799996,443.3217524415548,45.26368964291357,378.3049423199999,146.87856790648476,14078.211000000001,133.919009417383,1238.0754692475111,76.39075256128845,47.00723635069935,602.8578000000001,7082.992927247336,66.1105816318643,111.68560554126928,26.318649161100172
9.53,3835.1939476390567,167.5252963643779,223.3181615842301,2610.3857988661784,250.34089999999992,802.2954274799997,376.61760305395956,45.26368964291357,315.8606763199999,135.8378095742703,14078.211000000001,107.90313337163414,1161.0154377060258,64.6050021755245,40.99416209059752,563.8428,6495.783993957025,63.1227330969079,105.37734356881465,26.318649161100172
9.53,4311.9028594301535,217.3112454810386,273.5162612784566,2658.5959713594066,256.8433999999999,1072.5243897599996,524.7356782362734,45.72837309964133,381.8239169999999,167.88065131565986,14582.213500000002,134.57356334607618,1414.6892042217871,76.04844587442685,46.695070878576416,628.8678000000001,7353.779409162563,67.48652512614598,114.74512770754147,26.450299516134145
2.46,2770.1741608536377,75.12605964828091,173.29964574997507,1669.9512762162585,133.58849999999998,260.50611903999993,331.28582532267495,34.79120337915893,162.00832547,121.26511938006665,6036.307899999998,52.92797055665478,605.437357421875,68.9631451691091,63.02255631005914,275.553,3936.5563454189883,53.83820455161984,77.84834688996291,22.794799373923777
4.11,2770.1741608536377,75.12605964828091,173.29964574997507,1669.9512762162585,133.58849999999998,260.50611903999993,331.28582532267495,34.79120337915893,162.00832547,121.26511938006665,6036.307899999998,52.92797055665478,605.437357421875,68.9631451691091,63.02255631005914,275.553,3936.5563454189883,53.83820455161984,77.84834688996291,22.794799373923777
4.72,2187.0593057596316,74.00374386016615,145.94462225769115,1447.0675632337625,90.5677,225.68027751999998,255.7308911309613,28.381988841693246,185.00716542,103.78854413275127,4353.0826,52.513489431451745,446.4902790000001,91.07509722600032,78.75785856736772,184.05899999999997,3043.241115331153,45.898266690101835,62.29586849864122,19.768318297709683
5.1,2362.9782495927457,74.09043529560374,162.96304945173685,1532.326026852494,97.0702,230.96714136,290.0680606530752,29.117345292110677,191.53409006,114.96471162556757,4857.085099999999,52.730928029156274,516.3649726875001,91.31509547751399,78.77422271920781,197.06400000000002,3290.9321531041173,46.759766695785025,64.30758238341727,20.000110085202813
3.27,2362.9782495927457,74.09043529560374,162.96304945173685,1532.326026852494,97.0702,230.96714136,290.0680606530752,29.117345292110677,191.53409006,114.96471162556757,4857.085099999999,52.730928029156274,516.3649726875001,91.31509547751399,78.77422271920781,197.06400000000002,3290.9321531041173,46.759766695785025,64.30758238341727,20.000110085202813
2.14,2635.181326838365,75.68802660572487,184.11928964110535,1613.0844902161202,103.5727,238.86575296,347.4576026349801,29.83458233510233,199.37690705999998,129.59220518366521,5361.087599999999,54.35929654726874,601.6709747500001,91.67803911061961,78.80570298289634,210.06900000000002,3592.6577107539065,48.31090636938541,66.89334858190311,20.226650198353994
4.17,2256.2238839775573,75.57958949849596,147.19932243940082,1532.326026852494,97.0702,242.62007943999998,249.63984547522483,29.117345292110677,193.48457998,102.79625119488573,4857.085099999999,52.63439956348884,473.65562449999993,91.46879190383741,78.79058515766033,197.06399999999996,3205.83695250819,46.24369100208818,63.638865931127334,20.000110085202813
3.64,2835.83885381368,109.93421695046595,163.5118227335777,1694.7940377899286,128.40449999999998,392.52795936,292.62353973135026,33.183941835924195,193.92165887,108.33751970595091,6258.987699999998,76.17281127544682,613.3694396203613,73.57516001589406,64.04982164178594,300.441,4230.372944513875,53.90666904354346,80.62640309476791,21.622075620274323
6.12,3676.0584014931546,173.34355982532009,227.72181769614593,1956.828255354386,145.17289999999997,655.42243116,466.5725267080365,34.42233069113711,265.81102523000004,147.0569408334065,8031.637699999997,116.61333831949077,926.0292705328521,82.66197112538774,66.12309375405329,370.97399999999993,5652.032170721873,57.90751261259404,90.13886067618115,21.84120889357651
7.19,3742.2701801315548,173.3805878115693,239.70645776185023,2020.691797617722,151.67539999999997,660.709295,480.2669994614236,35.03111982880364,272.3379498700001,153.62407995137758,8535.640199999996,116.65759859582855,997.731950344391,82.92632150093552,66.14630576440537,383.9789999999999,5789.161045364648,58.453790489045105,91.54072385556057,22.031660661953218
6.44,3742.2701801315548,173.3805878115693,239.70645776185023,2020.691797617722,151.67539999999997,660.709295,480.2669994614236,35.03111982880364,272.3379498700001,153.62407995137758,8535.640199999996,116.65759859582855,997.731950344391,82.92632150093552,66.14630576440537,383.9789999999999,5789.161045364648,58.453790489045105,91.54072385556057,22.031660661953218
5.34,3701.1507280425826,174.0221536941616,228.2057074362125,2020.691797617722,151.67539999999997,672.3622330799999,463.7121551914064,35.03111982880364,274.28843979000004,146.26901669919818,8535.640199999996,116.6379089358952,952.4990064070626,83.09553554768473,66.1695087015048,383.9789999999999,5741.214308741662,58.12533743900402,91.07219240251108,22.031660661953218
7.46,3762.4367994602903,175.08288886514003,239.77798627399474,2082.5978634786384,158.17789999999997,687.6020090799999,476.549181265604,35.62950831417688,282.47573707000004,152.3309282069793,9039.642699999997,116.89162581323923,1024.0207795120582,83.50037248783107,66.21204761243557,396.98399999999987,5872.448625483028,58.662874888800545,92.45452539762452,22.218875451713856
4.48,3762.4367994602903,175.08288886514003,239.77798627399474,2082.5978634786384,158.17789999999997,687.6020090799999,476.549181265604,35.62950831417688,282.47573707000004,152.3309282069793,9039.642699999997,116.89162581323923,1024.0207795120582,83.50037248783107,66.21204761243557,396.98399999999987,5872.448625483028,58.662874888800545,92.45452539762452,22.218875451713856
