Activity,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS
8.55,2848.7208421904,25.442880288293395,55.508668765596745,3650.3849024850315,2189.8304455223374,659.6263474,10350.885599999998,27297.403999999995,62.66521148806405,623.7953098324994,160.28132433343328,35.96496158590133,240.52402551,206.52979999999994,101.5561951212234,138.45793535167564,42.09636548895879,224.18376411110168
9.22,3798.7249245568237,24.870240865683307,81.96024117338209,3733.836316848946,2321.238151202674,734.0889702399999,11319.6929,29983.321999999996,62.38552998024147,815.8655582153875,166.2883943479743,64.51736070064428,302.45776264,207.85509999999996,102.5644933517443,188.9746288056574,41.456725215940544,302.7899415177045
8.0,3744.354908849396,26.185668387590873,69.71204251201577,4327.866225232816,2561.2683379364935,950.3311864799996,13574.208500000002,38539.4268,68.07917299997499,726.9677232730112,206.38168295634296,42.71547425024511,338.51581983999995,243.83839999999995,115.44696345655872,147.2749458896052,44.79418593790941,247.9118616511923
8.11,4513.931980554596,26.76992012730529,71.1238473795553,4245.994731975482,2575.4050380047615,1033.2419151199997,14122.263100000002,39294.235,69.30960624897119,859.7767797022084,210.2004699045632,43.07840966127201,361.25084707999997,261.28889999999996,119.2383817359159,180.32080332357373,46.40569686676412,301.21482180546195
7.92,3989.978754332734,25.439040710344518,71.30593087055681,4208.701959855615,2510.3862637789525,1017.3534449199997,13242.880500000003,37377.454,67.52942290783024,781.1675900893554,210.85433038283895,43.34423583035612,351.4167150099999,233.71119999999993,114.85176787276721,160.70526668026514,43.425395057730924,268.7571019480117
8.15,2333.5438293020256,24.313891469394264,59.931643194833335,3673.329393472428,2182.781837946296,668.9364868399998,9914.1709,26363.810799999996,60.80658960330297,530.9691408158914,162.7768453352415,39.997661469858066,245.84982003000002,186.48729999999998,96.78279668215833,117.58298842042117,39.62962857673537,187.56046123515668
5.55,634.51852475,19.513477942059566,66.69901347796775,2022.4448637099583,1318.2581580643791,186.86191704000004,3756.2577000000006,8101.306999999999,44.867260801608516,222.75514367316921,64.57136466536652,62.771937706528256,124.93721341999998,83.9113,60.0652486467841,69.80231540895738,27.590390168498885,96.99224083297173
6.07,774.8945950000001,19.751254602611326,67.02635098434203,2174.5479444079765,1411.319627621447,196.68203816000002,4260.2602,9109.312,45.89053391180466,262.28831124236524,65.69307603380621,62.79769274989507,131.46413805999998,90.4138,62.27181449098781,78.09989182510638,28.34628963197829,110.30204965320146
6.37,1848.1658432351685,21.070702411277548,79.89135147578962,3321.86414980736,1875.08245454621,538.58197084,7284.275199999997,19189.361999999997,53.51751404340992,492.12455270232607,151.23736019322632,65.5316645716761,237.61801106000004,129.42879999999997,81.14098397234284,116.45979521903092,32.514722410009895,177.94569187204294
6.7,1206.5652112500002,20.210351997433982,68.05736267898266,2389.454288194701,1581.0945991059612,245.00578216,5268.265199999999,11825.761999999999,48.27651832589877,375.91092316112685,72.9021049021589,62.895624578552926,148.16205853999998,103.41879999999999,68.39162751389968,102.488477458879,29.80062328878374,148.20648542226868
2.7,654.6577929375,22.052551960385305,26.980444358077946,2169.194037976688,1292.47117710901,191.53701944,3927.475500000001,9560.108,50.8416677914314,211.4240758782761,61.33693720619342,19.693317693691252,79.09121726999999,107.4246,70.88264314343814,59.0920498409243,32.237751982109415,84.05630868818044
2.87,792.513849125,22.239416663542077,27.779807506558143,2303.1622874137324,1387.2635883867922,201.35714055999998,4431.478,10568.113,51.6441609207177,250.05974984728348,62.51670952531182,19.951691409703784,85.61814190999999,113.9271,72.76189857336048,68.6324938196261,32.88700593106645,98.02277348716156
4.96,1399.5618880000002,20.432279872959747,68.55106704106494,2530.4588124896004,1659.481440489254,260.24555816,5772.2676999999985,12833.766999999998,49.050505516529704,428.44481789443364,75.39910408071142,62.94270230227651,156.34935581999997,109.92129999999999,70.22186092307722,114.5039223167868,30.50179756424201,166.138285959921
2.74,1206.5652112500002,20.210351997433982,68.05736267898266,2389.454288194701,1581.0945991059612,245.00578216,5268.265199999999,11825.761999999999,48.27651832589877,375.91092316112685,72.9021049021589,62.895624578552926,148.16205853999998,103.41879999999999,68.39162751389968,102.488477458879,29.80062328878374,148.20648542226868
2.96,1033.3052710625002,22.604004990912365,30.183247677702344,2509.403606865237,1559.6593550119526,233.80466055999997,5439.482999999999,12584.123,52.58890661196682,310.30269407516727,67.3252764329194,20.885643775381038,102.28285374999999,126.93209999999999,75.61163234912998,84.26822936537289,34.1485017476609,121.36000803108925
2.98,1136.103819761719,22.781969850914958,31.351156246550524,2562.4884972759487,1639.071634701348,250.77176231999997,5943.485499999999,13592.127999999999,52.85268849591541,332.832286201804,69.3760171738867,21.341192735168484,110.76026830999999,133.4346,76.72189369078424,90.20954557794674,34.76208678805114,130.66199752293383
3.26,1860.1639068105317,23.29984333283908,51.59277099995083,3379.303457356439,1857.0437215373527,543.25707324,7455.492999999998,20648.162999999997,57.92729620347919,482.1569669461345,149.88494870834913,34.681583716637356,191.77201491,152.94209999999995,89.44481138668691,111.19002639953064,36.54107547144719,169.16327509368492
3.35,964.8382893906253,20.387858001464778,26.995201522263994,2286.492847393357,1396.017814949286,197.24572863999998,4410.7978,10421.289999999999,48.08112403824545,318.6058564011808,61.77424734199726,19.112253753329828,84.28270183,99.5015,67.50674099673306,86.38697580945892,29.780768152450328,121.04081199349312
3.38,1351.1966441406255,21.028939669036234,30.196439655062452,2598.6653853654225,1646.4875643850244,239.41070807999995,5922.805299999999,13445.305,50.023166515181856,407.37799897858184,67.77818955287671,20.371573844756206,107.47433830999998,119.00899999999999,72.45640018314461,105.86531739014914,31.83931014485081,153.37281275576655
3.89,1454.64867925,21.234175598623825,31.363856992785948,2648.2677968530515,1721.9000608864555,256.37780984,6426.807799999999,14453.31,50.3144667804951,426.7504136739306,69.81562784368623,20.849618462369687,115.95175286999998,125.51149999999998,73.61426459932883,110.31326901214473,32.49652561044026,161.28230624319806
3.22,1618.8048157693486,21.23417559862383,49.795223978181035,3270.049566730981,1721.9000608864558,490.82191731999995,6426.807799999998,17784.89,53.358687733155605,454.818573303691,146.19876830438946,34.08345978185739,173.73865435,125.51149999999998,80.39654623178782,106.16046935973073,32.49652561044026,157.82616760210936
3.72,1751.5948545962522,21.435519057835872,50.232834464912486,3331.5521490827355,1794.1455737166452,500.53937676,6930.810299999997,18792.894999999997,54.0887817107883,477.3925927247277,146.72356411020505,34.17063116042957,180.26557899,132.01399999999998,82.05820757852317,110.80368319937297,33.1407103575044,166.5949013168648
4.28,1985.1049298107296,21.82723356024138,51.60085652052105,3435.906182311889,1930.5427681612057,532.98689676,7938.815299999997,20808.905,54.95205915376767,513.8852313145782,148.8351611619915,34.500968411276254,196.93029083000002,145.01899999999995,84.59535739920955,118.64716374405144,34.39290181854389,181.73092041830697
4.77,1392.3549854101564,20.649488719071464,69.14547188958034,2429.1079210219814,1734.329026261897,269.3692276,6276.270199999998,13349.667999999998,49.47148394581421,411.946729436374,74.67762571607261,63.0053714858271,165.16234509999995,116.42379999999999,71.99896889886686,109.59026150345052,31.187211496060364,160.99562615912632
2.96,462.90594600000003,17.389834514517673,66.31741695436637,1971.998800906446,1383.8965622132057,164.95627296,3884.8801000000003,7684.635,37.50220281618735,164.5088636724865,59.32319258469782,62.6969993107102,121.24517936999999,69.33859999999999,48.50487445092503,59.91896407419241,24.043104549537688,82.667864670593
3.19,1178.0660585000003,20.210351997433982,68.05736267898264,2389.454288194701,1581.0945991059612,245.00578215999997,5268.265199999999,11825.761999999999,48.27651832589877,363.75611121682203,72.90125023098373,62.895624578552926,148.16205854,103.41879999999999,68.39162751389968,100.47456690039236,29.80062328878374,145.66501969171293
3.48,1215.7508955625,22.604004990912365,30.18262072192864,2497.4442679333442,1559.6593550119526,249.68088455999998,5439.482999999999,13284.562999999998,53.55611267954138,360.4035864030962,70.05337700820817,20.879563521739176,102.31606238999998,126.93209999999999,78.06362608795469,94.59301293782798,34.1485017476609,136.64135706597216
5.31,1459.351733640625,22.957196920035898,32.40835276461758,2675.957377334459,1714.8102937901906,281.87827496,6447.4879999999985,15300.572999999999,54.436233474934134,412.18613063213184,74.66000507740327,21.73718563014107,118.98077422999998,139.9371,80.72641934645682,106.07710621825484,35.3650276984198,155.98150446186267
5.62,1464.6196832500002,23.278009029568086,31.565339535686544,2577.785552694551,1657.0395026318927,271.96930488,6186.8454999999985,14685.443000000001,54.8541518148425,413.59051181184145,71.99693381047052,21.31482198842864,115.24238862999997,142.6762,81.68457632564423,106.45074324926094,35.96956836577275,156.55558951435958
4.32,1123.9330681289066,23.5385225447577,39.3035377406941,2709.6563025648984,1640.3029016685364,291.42675904,5770.810999999999,14357.321399999997,54.46917902125624,338.35839195601795,82.7925786351545,30.71518325305349,120.21919043,137.05929999999998,78.90166025325449,89.59022484086381,35.87303067110444,127.57707194979496
7.92,3656.7194939480746,28.443887838160077,60.70045236520145,3810.7356328001256,2544.1649500341123,819.8413183599998,14125.660800000001,36010.248999999996,69.45726764280516,677.9362269770118,165.64346841460736,37.091674165474096,313.72852255,287.6951999999999,118.80551528864306,147.4641919748979,49.76626913804169,251.57078758149916
6.41,3275.138915977901,27.762678649961813,58.53318913549234,3725.979965129382,2377.287454929111,753.8486067599998,12370.2933,32285.793999999998,68.78147191715351,633.5067930159504,162.33854436949946,36.57706435723219,281.6777791,258.94609999999994,115.69943223715491,137.53297430622882,47.58599431145682,232.2242560961422
9.6,5770.015192986763,28.904145582868434,84.50674547872296,4716.672265789521,2862.1112562976696,1417.3355386799992,17410.318300000006,50429.884,76.31664935997044,985.1636484878428,254.87135532163518,48.97382022713539,479.22713645999977,323.9710999999999,136.6085242215873,190.13598200195145,51.838710604238614,331.91902746739646
8.46,4415.175079316972,28.88996379025341,62.674004540602176,3994.784955636237,2736.5762136302865,895.8798556399997,16141.670800000004,41050.27399999999,70.81711893956812,783.038400364614,170.03257440735416,37.554341242065156,344.73435471,313.70519999999993,123.4112854361383,168.3734353935773,51.43745297854474,290.12683048946565
7.82,4534.078908423103,28.458517592346503,61.7162300106627,3989.5351990037357,2678.7323052893557,878.2108880399998,15394.308300000002,40042.269,71.22589421152014,810.0901971454301,169.78308982363728,37.33221820732259,329.3815317399999,297.96109999999993,123.69959322487685,172.13900839010495,50.1808917030178,296.38314798760183
7.92,3052.751063492891,26.494803745988076,42.539430620492325,3296.870383458111,2328.485043831946,499.16309688,11845.6106,28206.18,62.42598066972487,646.5352962399834,97.4552256082092,25.57052973954584,214.16926478,238.01799999999994,102.28054132385104,151.65109977514666,45.0275842234513,246.03757209230736
7.0,3786.214932891702,26.51166308567721,58.6624989656838,3884.1196457535393,2474.8078854262217,775.0703179599998,13114.258100000001,34561.774999999994,66.20827955757666,742.1029138688937,164.22765978167658,36.44256914503116,288.27239433000005,248.28389999999993,111.53025459712714,161.70528775600363,45.48542282083349,270.35673587055237
6.66,3786.214932891702,26.51166308567721,58.6624989656838,3884.1196457535393,2474.8078854262217,775.0703179599998,13114.258100000001,34561.774999999994,66.20827955757666,742.1029138688937,164.22765978167658,36.44256914503116,288.27239433000005,248.28389999999993,111.53025459712714,161.70528775600363,45.48542282083349,270.35673587055237
7.44,2714.339094416475,25.915577641248014,62.91428004223864,3764.2572484164343,2460.093180939183,750.9373905199998,12566.2035,31701.7424,62.56580792365542,564.2435538576684,164.85063395836005,40.62837602480082,290.42843264,230.83339999999993,102.9417041952386,125.14808111134744,43.840096730504605,205.24682836943217
9.31,3560.048427452327,26.709738835167403,66.0991416479872,4007.2446975115026,2752.4842558933856,865.8406989999997,15590.218500000003,38757.777400000006,64.51774330082581,680.2309606612748,171.6216041363849,41.30496063865352,340.04946655999987,269.8483999999999,109.70232301606016,150.54501324959065,46.64385403072951,252.14665399725098
9.88,4006.7251764907173,26.709738835167403,76.44527825584176,4331.156498746647,2752.4842558933856,1090.9926908799996,15590.218500000003,41781.7924,67.30211669017416,763.0157215678995,214.0859856961732,46.537330673888626,396.2921883599999,269.8483999999999,115.70496910297327,158.95563241367492,46.64385403072951,266.29450462350235
9.05,3978.4659887121907,26.837589613902626,76.91389422747474,4349.280038800448,2798.2473262646413,1108.1711257599998,16094.221000000003,42789.797399999996,67.46359373330417,737.2972031806104,214.75654665156222,46.630912828304666,404.76960291999995,276.3508999999999,116.43354284792677,154.1673853020186,47.09492143628654,261.669333436164
9.28,4622.416808181207,26.846836616044296,98.36270887971772,4369.68747414438,2816.446260840241,1188.3544515999997,16187.043400000006,42967.60140000001,67.48716417439292,890.8234423128991,234.03283737351546,69.03779619004821,460.06103112999983,276.5048,116.48067960447348,193.64440998355815,47.11641730649733,317.2605203329924
9.28,3335.3572350200084,26.195381293794885,87.7352154449711,3861.272028897744,2581.1386906111275,832.2045363199998,13667.030900000003,33895.55640000001,63.22928489047573,683.413490783428,174.30319039691003,66.30712220502913,358.0499013299999,243.99229999999997,105.01339771010174,157.49473110969808,44.81678534377495,255.93031831326337
8.72,3335.3572350200084,26.195381293794885,87.7352154449711,3861.272028897744,2581.1386906111275,832.2045363199998,13667.030900000003,33895.55640000001,63.22928489047573,683.413490783428,174.30319039691003,66.30712220502913,358.0499013299999,243.99229999999997,105.01339771010174,157.49473110969808,44.81678534377495,255.93031831326337
8.59,4324.797206435185,26.469331933337433,107.04196884254202,4012.6605387847835,2696.7564631304745,909.5143129199997,14767.858300000004,36089.37040000001,64.29191330995288,935.4978412729282,183.70208399564677,80.22110932104738,426.9015129399999,257.15119999999996,107.44858964462959,228.05117570998667,45.77263828708152,349.5903096988002
9.06,2827.1390147380266,26.713221844050675,62.732360139299495,3788.1434077507865,2463.6330420148774,755.0170001199998,12698.2236,32217.6434,63.306605735919675,581.8011602008021,164.91334790722485,40.56110837773718,291.33484724,242.66699999999992,104.78096272997306,128.7333540446334,45.409119902283955,211.43612675873882
7.8,2827.1390147380266,26.713221844050675,62.732360139299495,3788.1434077507865,2463.6330420148774,755.0170001199998,12698.2236,32217.6434,63.306605735919675,581.8011602008021,164.91334790722485,40.56110837773718,291.33484724,242.66699999999992,104.78096272997306,128.7333540446334,45.409119902283955,211.43612675873882
9.2,4559.937627702859,26.469331933337436,106.95324243260687,4053.676787936957,2696.7564631304745,923.7941792399997,14767.858300000004,37097.37539999999,64.60550454311881,969.6630738533865,185.71756093606106,80.20809022046632,425.82529365999983,257.1511999999999,108.63187478415348,233.33017053666998,45.77263828708152,361.2324254475325
8.97,3465.656892241671,26.318649161100172,76.39075256128845,4170.266482776811,2610.3857988661784,1048.4343766799996,14078.211000000001,37749.7724,66.1105816318643,702.6403923322246,215.56483107929532,47.00723635069935,378.3049423199999,250.34089999999995,111.68560554126928,146.87856790648476,45.26368964291357,239.9183590926497
9.53,2998.4774184521943,26.318649161100172,64.6050021755245,3835.1939476390567,2610.3857988661784,802.2954274799997,14078.211000000001,34725.7574,63.1227330969079,601.6500701784282,167.5252963643779,40.99416209059752,315.8606763199999,250.34089999999992,105.37734356881465,135.8378095742703,45.26368964291357,223.3181615842301
9.53,4063.0266750370706,26.450299516134145,76.04844587442685,4311.9028594301535,2658.5959713594066,1072.5243897599996,14582.213500000002,39765.782400000004,67.48652512614598,827.3884960185559,217.3112454810386,46.695070878576416,381.8239169999999,256.8433999999999,114.74512770754147,167.88065131565986,45.72837309964133,273.5162612784566
2.46,1483.0613669375,22.794799373923777,68.9631451691091,2770.1741608536377,1669.9512762162585,260.50611903999993,6036.307899999998,13681.029999999997,53.83820455161984,452.4384270034024,75.12605964828091,63.02255631005914,162.00832547,133.58849999999998,77.84834688996291,121.26511938006665,34.79120337915893,173.29964574997507
4.11,1483.0613669375,22.794799373923777,68.9631451691091,2770.1741608536377,1669.9512762162585,260.50611903999993,6036.307899999998,13681.029999999997,53.83820455161984,452.4384270034024,75.12605964828091,63.02255631005914,162.00832547,133.58849999999998,77.84834688996291,121.26511938006665,34.79120337915893,173.29964574997507
4.72,1019.3342310000002,19.768318297709683,91.07509722600032,2187.0593057596316,1447.0675632337625,225.68027751999998,4353.0826,9198.214,45.898266690101835,348.42201199555603,74.00374386016615,78.75785856736772,185.00716542,90.5677,62.29586849864122,103.78854413275127,28.381988841693246,145.94462225769115
5.1,1198.457274,20.000110085202813,91.31509547751399,2362.9782495927457,1532.326026852494,230.96714136,4857.085099999999,10206.219,46.759766695785025,398.09197780069553,74.09043529560374,78.77422271920781,191.53409006,97.0702,64.30758238341727,114.96471162556757,29.117345292110677,162.96304945173685
3.27,1198.457274,20.000110085202813,91.31509547751399,2362.9782495927457,1532.326026852494,230.96714136,4857.085099999999,10206.219,46.759766695785025,398.09197780069553,74.09043529560374,78.77422271920781,191.53409006,97.0702,64.30758238341727,114.96471162556757,29.117345292110677,162.96304945173685
2.14,1426.2952910000004,20.226650198353994,91.67803911061961,2635.181326838365,1613.0844902161202,238.86575296,5361.087599999999,11214.224,48.31090636938541,470.1352861739464,75.68802660572487,78.80570298289634,199.37690705999998,103.5727,66.89334858190311,129.59220518366521,29.83458233510233,184.11928964110535
4.17,1069.09831325,20.000110085202813,91.46879190383741,2256.2238839775573,1532.326026852494,242.62007943999998,4857.085099999999,10206.219,46.24369100208818,346.64477234444814,75.57958949849596,78.79058515766033,193.48457998,97.0702,63.638865931127334,102.79625119488573,29.117345292110677,147.19932243940082
3.64,1577.4817566376955,21.622075620274323,73.57516001589406,2835.83885381368,1694.7940377899286,392.52795936,6258.987699999998,15635.527,53.90666904354346,432.36849416876026,109.93421695046595,64.04982164178594,193.92165887,128.40449999999998,80.62640309476791,108.33751970595091,33.183941835924195,163.5118227335777
6.12,2682.665950360168,21.84120889357651,82.66197112538774,3676.0584014931546,1956.828255354386,655.42243116,8031.637699999997,22606.252,57.90751261259404,694.2057097702489,173.34355982532009,66.12309375405329,265.81102523000004,145.17289999999997,90.13886067618115,147.0569408334065,34.42233069113711,227.72181769614593
7.19,2868.9212916456295,22.031660661953218,82.92632150093552,3742.2701801315548,2020.691797617722,660.709295,8535.640199999996,23614.257,58.453790489045105,723.1965829054778,173.3805878115693,66.14630576440537,272.3379498700001,151.67539999999997,91.54072385556057,153.62407995137758,35.03111982880364,239.70645776185023
6.44,2868.9212916456295,22.031660661953218,82.92632150093552,3742.2701801315548,2020.691797617722,660.709295,8535.640199999996,23614.257,58.453790489045105,723.1965829054778,173.3805878115693,66.14630576440537,272.3379498700001,151.67539999999997,91.54072385556057,153.62407995137758,35.03111982880364,239.70645776185023
5.34,2729.5439594470977,22.031660661953218,83.09553554768473,3701.1507280425826,2020.691797617722,672.3622330799999,8535.640199999996,23614.257,58.12533743900402,692.039435591315,174.0221536941616,66.1695087015048,274.28843979000004,151.67539999999997,91.07219240251108,146.26901669919818,35.03111982880364,228.2057074362125
7.46,2915.3844350299228,22.218875451713856,83.50037248783107,3762.4367994602903,2082.5978634786384,687.6020090799999,9039.642699999997,24622.261999999995,58.662874888800545,720.3377479039287,175.08288886514003,66.21204761243557,282.47573707000004,158.17789999999997,92.45452539762452,152.3309282069793,35.62950831417688,239.77798627399474
4.48,2915.3844350299228,22.218875451713856,83.50037248783107,3762.4367994602903,2082.5978634786384,687.6020090799999,9039.642699999997,24622.261999999995,58.662874888800545,720.3377479039287,175.08288886514003,66.21204761243557,282.47573707000004,158.17789999999997,92.45452539762452,152.3309282069793,35.62950831417688,239.77798627399474
