Activity,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS
8.55,10350.885599999998,27297.403999999995,101.5561951212234,206.52979999999994,1053.9797880480837,3650.3849024850315,62.66521148806405,2848.7208421904,2189.8304455223374,482.51099999999985,55.508668765596745,224.18376411110168,5887.248114816845,391.3829379994046,659.6263474,160.28132433343328,138.45793535167564,42.09636548895879,25.442880288293395
9.22,11319.6929,29983.321999999996,102.5644933517443,207.85509999999996,1424.0706510176346,3733.836316848946,62.38552998024147,3798.7249245568237,2321.238151202674,504.28799999999984,81.96024117338209,302.7899415177045,6169.05951530134,513.6592680866952,734.0889702399999,166.2883943479743,188.9746288056574,41.456725215940544,24.870240865683307
8.0,13574.208500000002,38539.4268,115.44696345655872,243.83839999999995,1303.2108147501267,4327.866225232816,68.07917299997499,3744.354908849396,2561.2683379364935,619.0026000000001,69.71204251201577,247.9118616511923,7322.342744794522,439.73070707413405,950.3311864799996,206.38168295634296,147.2749458896052,44.79418593790941,26.185668387590873
8.11,14122.263100000002,39294.235,119.2383817359159,261.28889999999996,1601.118572771993,4245.994731975482,69.30960624897119,4513.931980554596,2575.4050380047615,661.1130000000002,71.1238473795553,301.21482180546195,7259.780058300045,517.424678439041,1033.2419151199997,210.2004699045632,180.32080332357373,46.40569686676412,26.76992012730529
7.92,13242.880500000003,37377.454,114.85176787276721,233.71119999999993,1394.166947523137,4208.701959855615,67.52942290783024,3989.978754332734,2510.3862637789525,612.5610000000001,71.30593087055681,268.7571019480117,7136.190148192137,473.68183772905587,1017.3534449199997,210.85433038283895,160.70526668026514,43.425395057730924,25.439040710344518
8.15,9914.1709,26363.810799999996,96.78279668215833,186.48729999999998,849.424560977104,3673.329393472428,60.80658960330297,2333.5438293020256,2182.781837946296,440.5067999999999,59.931643194833335,187.56046123515668,5863.854551316469,339.25558801932203,668.9364868399998,162.7768453352415,117.58298842042117,39.62962857673537,24.313891469394264
5.55,3756.2577000000006,8101.306999999999,60.0652486467841,83.9113,283.9510423750001,2022.4448637099583,44.867260801608516,634.51852475,1318.2581580643791,170.90099999999995,66.69901347796775,96.99224083297173,2784.572969298883,165.01789338712737,186.86191704000004,64.57136466536652,69.80231540895738,27.590390168498885,19.513477942059566
6.07,4260.2602,9109.312,62.27181449098781,90.4138,339.0041039375001,2174.5479444079765,45.89053391180466,774.8945950000001,1411.319627621447,183.90599999999995,67.02635098434203,110.30204965320146,3020.421197858835,191.33662181293448,196.68203816000002,65.69307603380621,78.09989182510638,28.34628963197829,19.751254602611326
6.37,7284.275199999997,19189.361999999997,81.14098397234284,129.42879999999997,690.0606841872101,3321.86414980736,53.51751404340992,1848.1658432351685,1875.08245454621,313.9559999999999,79.89135147578962,177.94569187204294,5037.869539088423,330.62922011513666,538.58197084,151.23736019322632,116.45979521903092,32.514722410009895,21.070702411277548
6.7,5268.265199999999,11825.761999999999,68.39162751389968,103.41879999999999,495.64730487500003,2389.454288194701,48.27651832589877,1206.5652112500002,1581.0945991059612,225.41999999999996,68.05736267898266,148.20648542226868,3499.148492708619,268.13718967640284,245.00578216,72.9021049021589,102.488477458879,29.80062328878374,20.210351997433982
2.7,3927.475500000001,9560.108,70.88264314343814,107.4246,268.09988684375,2169.194037976688,50.8416677914314,654.6577929375,1292.47117710901,223.38,26.980444358077946,84.05630868818044,3054.0234077924156,152.49627499743224,191.53701944,61.33693720619342,59.0920498409243,32.237751982109415,22.052551960385305
2.87,4431.478,10568.113,72.76189857336048,113.9271,322.0510172500001,2303.1622874137324,51.6441609207177,792.513849125,1387.2635883867922,236.385,27.779807506558143,98.02277348716156,3270.4979080361754,179.00551269417275,201.35714055999998,62.51670952531182,68.6324938196261,32.88700593106645,22.239416663542077
4.96,5772.2676999999985,12833.766999999998,70.22186092307722,109.92129999999999,569.4400800000001,2530.4588124896004,49.050505516529704,1399.5618880000002,1659.481440489254,238.42499999999995,68.55106704106494,166.138285959921,3710.545956333448,304.81551060752173,260.24555816,75.39910408071142,114.5039223167868,30.50179756424201,20.432279872959747
2.74,5268.265199999999,11825.761999999999,68.39162751389968,103.41879999999999,495.64730487500003,2389.454288194701,48.27651832589877,1206.5652112500002,1581.0945991059612,225.41999999999996,68.05736267898266,148.20648542226868,3499.148492708619,268.13718967640284,245.00578216,72.9021049021589,102.488477458879,29.80062328878374,20.210351997433982
2.96,5439.482999999999,12584.123,75.61163234912998,126.93209999999999,420.89076131249993,2509.403606865237,52.58890661196682,1033.3052710625002,1559.6593550119526,262.395,30.183247677702344,121.36000803108925,3638.1783582627586,219.5437638931178,233.80466055999997,67.3252764329194,84.26822936537289,34.1485017476609,22.604004990912365
2.98,5943.485499999999,13592.127999999999,76.72189369078424,133.4346,465.0185349472658,2562.4884972759487,52.85268849591541,1136.103819761719,1639.071634701348,275.4,31.351156246550524,130.66199752293383,3775.23719076782,234.27530129197027,250.77176231999997,69.3760171738867,90.20954557794674,34.76208678805114,22.781969850914958
3.26,7455.492999999998,20648.162999999997,89.44481138668691,152.94209999999995,670.9877739055405,3379.303457356439,57.92729620347919,1860.1639068105317,1857.0437215373527,366.4349999999999,51.59277099995083,169.16327509368492,5191.660798518043,323.5304200703904,543.25707324,149.88494870834913,111.19002639953064,36.54107547144719,23.29984333283908
3.35,4410.7978,10421.289999999999,67.50674099673306,99.5015,381.0150227421876,2286.492847393357,48.08112403824545,964.8382893906253,1396.017814949286,214.76099999999997,26.995201522263994,121.04081199349312,3266.7799663136175,231.65549238833066,197.24572863999998,61.77424734199726,86.38697580945892,29.780768152450328,20.387858001464778
3.38,5922.805299999999,13445.305,72.45640018314461,119.00899999999999,536.2325658671874,2598.6653853654225,50.023166515181856,1351.1966441406255,1646.4875643850244,253.77599999999995,30.196439655062452,153.37281275576655,3818.525126209791,288.82190443966397,239.41070807999995,67.77818955287671,105.86531739014914,31.83931014485081,21.028939669036234
3.89,6426.807799999999,14453.31,73.61426459932883,125.51149999999998,580.5732225625002,2648.2677968530515,50.3144667804951,1454.64867925,1721.9000608864555,266.78099999999995,31.363856992785948,161.28230624319806,3949.330097563446,300.313605114971,256.37780984,69.81562784368623,110.31326901214473,32.49652561044026,21.234175598623825
3.22,6426.807799999998,17784.89,80.39654623178782,125.51149999999998,579.6673465333254,3270.049566730981,53.358687733155605,1618.8048157693486,1721.9000608864558,303.2969999999999,49.795223978181035,157.82616760210936,4879.338138227151,312.2386810619441,490.82191731999995,146.19876830438946,106.16046935973073,32.49652561044026,21.23417559862383
3.72,6930.810299999997,18792.894999999997,82.05820757852317,132.01399999999998,631.962145426941,3331.5521490827355,54.0887817107883,1751.5948545962522,1794.1455737166452,316.3019999999999,50.232834464912486,166.5949013168648,5017.672593771239,323.8398506140436,500.53937676,146.72356411020505,110.80368319937297,33.1407103575044,21.435519057835872
4.28,7938.815299999997,20808.905,84.59535739920955,145.01899999999995,728.4108767431335,3435.906182311889,54.95205915376767,1985.1049298107296,1930.5427681612057,342.3119999999999,51.60085652052105,181.73092041830697,5264.714945592544,342.3764105329148,532.98689676,148.8351611619915,118.64716374405144,34.39290181854389,21.82723356024138
4.77,6276.270199999998,13349.667999999998,71.99896889886686,116.42379999999999,572.0425914931641,2429.1079210219814,49.47148394581421,1392.3549854101564,1734.329026261897,255.96899999999994,69.14547188958034,160.99562615912632,3643.93282726109,290.2075674633797,269.3692276,74.67762571607261,109.59026150345052,31.187211496060364,20.649488719071464
2.96,3884.8801000000003,7684.635,48.50487445092503,69.33859999999999,233.2437556875,1971.998800906446,37.50220281618735,462.90594600000003,1383.8965622132057,130.81499999999997,66.31741695436637,82.667864670593,2727.3364921229463,119.06929571762963,164.95627296,59.32319258469782,59.91896407419241,24.043104549537688,17.389834514517673
3.19,5268.265199999999,11825.761999999999,68.39162751389968,103.41879999999999,488.4844119375001,2389.454288194701,48.27651832589877,1178.0660585000003,1581.0945991059612,225.41999999999996,68.05736267898264,145.66501969171293,3499.148492708619,257.21956100787224,245.00578215999997,72.90125023098373,100.47456690039236,29.80062328878374,20.210351997433982
3.48,5439.482999999999,13284.562999999998,78.06362608795469,126.93209999999999,475.35818271875,2497.4442679333442,53.55611267954138,1215.7508955625,1559.6593550119526,277.89899999999994,30.18262072192864,136.64135706597216,3717.1565111007903,254.4351433857517,249.68088455999998,70.05337700820817,94.59301293782798,34.1485017476609,22.604004990912365
5.31,6447.4879999999985,15300.572999999999,80.72641934645682,139.9371,574.9023368671877,2675.957377334459,54.436233474934134,1459.351733640625,1714.8102937901906,303.9089999999999,32.40835276461758,155.98150446186267,4044.4329303477766,287.5026955992919,281.87827496,74.66000507740327,106.07710621825484,35.3650276984198,22.957196920035898
5.62,6186.8454999999985,14685.443000000001,81.68457632564423,142.6762,577.0694148750001,2577.785552694551,54.8541518148425,1464.6196832500002,1657.0395026318927,308.9069999999999,31.565339535686544,156.55558951435958,3886.413553870265,288.4457333251809,271.96930488,71.99693381047052,106.45074324926094,35.96956836577275,23.278009029568086
4.32,5770.810999999999,14357.321399999997,78.90166025325449,137.05929999999998,435.3539005136719,2709.6563025648984,54.46917902125624,1123.9330681289066,1640.3029016685364,283.6997999999999,39.3035377406941,127.57707194979496,3986.571553251676,241.35562808896825,291.42675904,82.7925786351545,89.59022484086381,35.87303067110444,23.5385225447577
7.92,14125.660800000001,36010.248999999996,118.80551528864306,287.6951999999999,1391.3001648454601,3810.7356328001256,69.45726764280516,3656.7194939480746,2544.1649500341123,668.7629999999999,60.70045236520145,251.57078758149916,6511.800545686885,404.2118826638489,819.8413183599998,165.64346841460736,147.4641919748979,49.76626913804169,28.443887838160077
6.41,12370.2933,32285.793999999998,115.69943223715491,258.94609999999994,1225.534900048423,3725.979965129382,68.78147191715351,3275.138915977901,2377.287454929111,614.244,58.53318913549234,232.2242560961422,6225.511424680947,380.85042181486386,753.8486067599998,162.33854436949946,137.53297430622882,47.58599431145682,27.762678649961813
9.6,17410.318300000006,50429.884,136.6085242215873,323.9710999999999,1985.9853793033124,4716.672265789521,76.31664935997044,5770.015192986763,2862.1112562976696,848.3340000000004,84.50674547872296,331.91902746739646,8363.328399733147,576.2307581331216,1417.3355386799992,254.87135532163518,190.13598200195145,51.838710604238614,28.904145582868434
8.46,16141.670800000004,41050.27399999999,123.4112854361383,313.70519999999993,1678.54553732804,3994.784955636237,70.81711893956812,4415.175079316972,2736.5762136302865,733.7880000000001,62.674004540602176,290.12683048946565,6989.493138851916,461.94984200654704,895.8798556399997,170.03257440735416,168.3734353935773,51.43745297854474,28.88996379025341
7.82,15394.308300000002,40042.269,123.69959322487685,297.96109999999993,1690.087800094449,3989.5351990037357,71.22589421152014,4534.078908423103,2678.7323052893557,720.7830000000001,61.7162300106627,296.38314798760183,6951.802388707047,476.60073483262187,878.2108880399998,169.78308982363728,172.13900839010495,50.1808917030178,28.458517592346503
7.92,11845.6106,28206.18,102.28054132385104,238.01799999999994,1209.4335445196587,3296.870383458111,62.42598066972487,3052.751063492891,2328.485043831946,518.0579999999999,42.539430620492325,246.03757209230736,5532.94728671379,408.0273866243868,499.16309688,97.4552256082092,151.65109977514666,45.0275842234513,26.494803745988076
7.0,13114.258100000001,34561.774999999994,111.53025459712714,248.28389999999993,1410.3136066723541,3884.1196457535393,66.20827955757666,3786.214932891702,2474.8078854262217,593.5889999999999,58.6624989656838,270.35673587055237,6574.506605820585,450.2820381972007,775.0703179599998,164.22765978167658,161.70528775600363,45.48542282083349,26.51166308567721
6.66,13114.258100000001,34561.774999999994,111.53025459712714,248.28389999999993,1410.3136066723541,3884.1196457535393,66.20827955757666,3786.214932891702,2474.8078854262217,593.5889999999999,58.6624989656838,270.35673587055237,6574.506605820585,450.2820381972007,775.0703179599998,164.22765978167658,161.70528775600363,45.48542282083349,26.51166308567721
7.44,12566.2035,31701.7424,102.9417041952386,230.83339999999993,1029.1806927993898,3764.2572484164343,62.56580792365542,2714.339094416475,2460.093180939183,524.8277999999999,62.91428004223864,205.24682836943217,6256.7553457102085,353.8220334576642,750.9373905199998,164.85063395836005,125.14808111134744,43.840096730504605,25.915577641248014
9.31,15590.218500000003,38757.777400000006,109.70232301606016,269.8483999999999,1369.4446423203522,4007.2446975115026,64.51774330082581,3560.048427452327,2752.4842558933856,615.8628000000001,66.0991416479872,252.14665399725098,6912.569503179391,415.4648590908741,865.8406989999997,171.6216041363849,150.54501324959065,46.64385403072951,26.709738835167403
9.88,15590.218500000003,41781.7924,115.70496910297327,269.8483999999999,1444.2449726351385,4331.156498746647,67.30211669017416,4006.7251764907173,2752.4842558933856,654.8778000000001,76.44527825584176,266.29450462350235,7477.44674180203,464.2773343192603,1090.9926908799996,214.0859856961732,158.95563241367492,46.64385403072951,26.709738835167403
9.05,16094.221000000003,42789.797399999996,116.43354284792677,276.3508999999999,1453.2255587250033,4349.280038800448,67.46359373330417,3978.4659887121907,2798.2473262646413,667.8828000000001,76.91389422747474,261.669333436164,7545.083422766828,441.9833973222395,1108.1711257599998,214.75654665156222,154.1673853020186,47.09492143628654,26.837589613902626
9.28,16187.043400000006,42967.60140000001,116.48067960447348,276.5048,1685.1705229541794,4369.68747414438,67.48716417439292,4622.416808181207,2816.446260840241,668.1888000000001,98.36270887971772,317.2605203329924,7578.4572531434,551.1272916514496,1188.3544515999997,234.03283737351546,193.64440998355815,47.11641730649733,26.846836616044296
9.28,13667.030900000003,33895.55640000001,105.01339771010174,243.99229999999997,1289.6630837923212,3861.272028897744,63.22928489047573,3335.3572350200084,2581.1386906111275,551.1437999999998,87.7352154449711,255.93031831326337,6485.174064478284,427.37750906664076,832.2045363199998,174.30319039691003,157.49473110969808,44.81678534377495,26.195381293794885
8.72,13667.030900000003,33895.55640000001,105.01339771010174,243.99229999999997,1289.6630837923212,3861.272028897744,63.22928489047573,3335.3572350200084,2581.1386906111275,551.1437999999998,87.7352154449711,255.93031831326337,6485.174064478284,427.37750906664076,832.2045363199998,174.30319039691003,157.49473110969808,44.81678534377495,26.195381293794885
8.59,14767.858300000004,36089.37040000001,107.44858964462959,257.15119999999996,1683.929838236593,4012.6605387847835,64.29191330995288,4324.797206435185,2696.7564631304745,577.4597999999999,107.04196884254202,349.5903096988002,6750.524447805132,630.0451460416338,909.5143129199997,183.70208399564677,228.05117570998667,45.77263828708152,26.469331933337433
9.06,12698.2236,32217.6434,104.78096272997306,242.66699999999992,1071.3822397586594,3788.1434077507865,63.306605735919675,2827.1390147380266,2463.6330420148774,542.3717999999999,62.732360139299495,211.43612675873882,6308.731660522484,363.51825320764794,755.0170001199998,164.91334790722485,128.7333540446334,45.409119902283955,26.713221844050675
7.8,12698.2236,32217.6434,104.78096272997306,242.66699999999992,1071.3822397586594,3788.1434077507865,63.306605735919675,2827.1390147380266,2463.6330420148774,542.3717999999999,62.732360139299495,211.43612675873882,6308.731660522484,363.51825320764794,755.0170001199998,164.91334790722485,128.7333540446334,45.409119902283955,26.713221844050675
9.2,14767.858300000004,37097.37539999999,108.63187478415348,257.1511999999999,1747.4594856401577,4053.676787936957,64.60550454311881,4559.937627702859,2696.7564631304745,590.4647999999999,106.95324243260687,361.2324254475325,6869.010489216207,644.474101429146,923.7941792399997,185.71756093606106,233.33017053666998,45.77263828708152,26.469331933337436
8.97,14078.211000000001,37749.7724,111.68560554126928,250.34089999999995,1238.0754692475111,4170.266482776811,66.1105816318643,3465.656892241671,2610.3857988661784,602.8578000000001,76.39075256128845,239.9183590926497,7082.992927247336,443.3217524415548,1048.4343766799996,215.56483107929532,146.87856790648476,45.26368964291357,26.318649161100172
9.53,14078.211000000001,34725.7574,105.37734356881465,250.34089999999992,1161.0154377060258,3835.1939476390567,63.1227330969079,2998.4774184521943,2610.3857988661784,563.8428,64.6050021755245,223.3181615842301,6495.783993957025,376.61760305395956,802.2954274799997,167.5252963643779,135.8378095742703,45.26368964291357,26.318649161100172
9.53,14582.213500000002,39765.782400000004,114.74512770754147,256.8433999999999,1414.6892042217871,4311.9028594301535,67.48652512614598,4063.0266750370706,2658.5959713594066,628.8678000000001,76.04844587442685,273.5162612784566,7353.779409162563,524.7356782362734,1072.5243897599996,217.3112454810386,167.88065131565986,45.72837309964133,26.450299516134145
2.46,6036.307899999998,13681.029999999997,77.84834688996291,133.58849999999998,605.437357421875,2770.1741608536377,53.83820455161984,1483.0613669375,1669.9512762162585,275.553,68.9631451691091,173.29964574997507,3936.5563454189883,331.28582532267495,260.50611903999993,75.12605964828091,121.26511938006665,34.79120337915893,22.794799373923777
4.11,6036.307899999998,13681.029999999997,77.84834688996291,133.58849999999998,605.437357421875,2770.1741608536377,53.83820455161984,1483.0613669375,1669.9512762162585,275.553,68.9631451691091,173.29964574997507,3936.5563454189883,331.28582532267495,260.50611903999993,75.12605964828091,121.26511938006665,34.79120337915893,22.794799373923777
4.72,4353.0826,9198.214,62.29586849864122,90.5677,446.4902790000001,2187.0593057596316,45.898266690101835,1019.3342310000002,1447.0675632337625,184.05899999999997,91.07509722600032,145.94462225769115,3043.241115331153,255.7308911309613,225.68027751999998,74.00374386016615,103.78854413275127,28.381988841693246,19.768318297709683
5.1,4857.085099999999,10206.219,64.30758238341727,97.0702,516.3649726875001,2362.9782495927457,46.759766695785025,1198.457274,1532.326026852494,197.06400000000002,91.31509547751399,162.96304945173685,3290.9321531041173,290.0680606530752,230.96714136,74.09043529560374,114.96471162556757,29.117345292110677,20.000110085202813
3.27,4857.085099999999,10206.219,64.30758238341727,97.0702,516.3649726875001,2362.9782495927457,46.759766695785025,1198.457274,1532.326026852494,197.06400000000002,91.31509547751399,162.96304945173685,3290.9321531041173,290.0680606530752,230.96714136,74.09043529560374,114.96471162556757,29.117345292110677,20.000110085202813
2.14,5361.087599999999,11214.224,66.89334858190311,103.5727,601.6709747500001,2635.181326838365,48.31090636938541,1426.2952910000004,1613.0844902161202,210.06900000000002,91.67803911061961,184.11928964110535,3592.6577107539065,347.4576026349801,238.86575296,75.68802660572487,129.59220518366521,29.83458233510233,20.226650198353994
4.17,4857.085099999999,10206.219,63.638865931127334,97.0702,473.65562449999993,2256.2238839775573,46.24369100208818,1069.09831325,1532.326026852494,197.06399999999996,91.46879190383741,147.19932243940082,3205.83695250819,249.63984547522483,242.62007943999998,75.57958949849596,102.79625119488573,29.117345292110677,20.000110085202813
3.64,6258.987699999998,15635.527,80.62640309476791,128.40449999999998,613.3694396203613,2835.83885381368,53.90666904354346,1577.4817566376955,1694.7940377899286,300.441,73.57516001589406,163.5118227335777,4230.372944513875,292.62353973135026,392.52795936,109.93421695046595,108.33751970595091,33.183941835924195,21.622075620274323
6.12,8031.637699999997,22606.252,90.13886067618115,145.17289999999997,926.0292705328521,3676.0584014931546,57.90751261259404,2682.665950360168,1956.828255354386,370.97399999999993,82.66197112538774,227.72181769614593,5652.032170721873,466.5725267080365,655.42243116,173.34355982532009,147.0569408334065,34.42233069113711,21.84120889357651
7.19,8535.640199999996,23614.257,91.54072385556057,151.67539999999997,997.731950344391,3742.2701801315548,58.453790489045105,2868.9212916456295,2020.691797617722,383.9789999999999,82.92632150093552,239.70645776185023,5789.161045364648,480.2669994614236,660.709295,173.3805878115693,153.62407995137758,35.03111982880364,22.031660661953218
6.44,8535.640199999996,23614.257,91.54072385556057,151.67539999999997,997.731950344391,3742.2701801315548,58.453790489045105,2868.9212916456295,2020.691797617722,383.9789999999999,82.92632150093552,239.70645776185023,5789.161045364648,480.2669994614236,660.709295,173.3805878115693,153.62407995137758,35.03111982880364,22.031660661953218
5.34,8535.640199999996,23614.257,91.07219240251108,151.67539999999997,952.4990064070626,3701.1507280425826,58.12533743900402,2729.5439594470977,2020.691797617722,383.9789999999999,83.09553554768473,228.2057074362125,5741.214308741662,463.7121551914064,672.3622330799999,174.0221536941616,146.26901669919818,35.03111982880364,22.031660661953218
7.46,9039.642699999997,24622.261999999995,92.45452539762452,158.17789999999997,1024.0207795120582,3762.4367994602903,58.662874888800545,2915.3844350299228,2082.5978634786384,396.98399999999987,83.50037248783107,239.77798627399474,5872.448625483028,476.549181265604,687.6020090799999,175.08288886514003,152.3309282069793,35.62950831417688,22.218875451713856
4.48,9039.642699999997,24622.261999999995,92.45452539762452,158.17789999999997,1024.0207795120582,3762.4367994602903,58.662874888800545,2915.3844350299228,2082.5978634786384,396.98399999999987,83.50037248783107,239.77798627399474,5872.448625483028,476.549181265604,687.6020090799999,175.08288886514003,152.3309282069793,35.62950831417688,22.218875451713856
