Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS
3.38,2598.6653853654225,407.37799897858184,253.77599999999995,13445.305,105.86531739014914,30.196439655062452,3818.525126209791,153.37281275576655,119.00899999999999,1351.1966441406255,20.371573844756206,67.77818955287671,1095.848899115494,5922.805299999999,21.028939669036234,72.45640018314461,288.82190443966397
3.89,2648.2677968530515,426.7504136739306,266.78099999999995,14453.31,110.31326901214473,31.363856992785948,3949.330097563446,161.28230624319806,125.51149999999998,1454.64867925,20.849618462369687,69.81562784368623,1130.2915857533676,6426.807799999999,21.234175598623825,73.61426459932883,300.313605114971
3.22,3270.049566730981,454.818573303691,303.2969999999999,17784.89,106.16046935973073,49.795223978181035,4879.338138227151,157.82616760210936,125.51149999999998,1618.8048157693486,34.08345978185739,146.19876830438946,1130.2915857533676,6426.807799999998,21.23417559862383,80.39654623178782,312.2386810619441
3.72,3331.5521490827355,477.3925927247277,316.3019999999999,18792.894999999997,110.80368319937297,50.232834464912486,5017.672593771239,166.5949013168648,132.01399999999998,1751.5948545962522,34.17063116042957,146.72356411020505,1162.754116548992,6930.810299999997,21.435519057835872,82.05820757852317,323.8398506140436
4.28,3435.906182311889,513.8852313145782,342.3119999999999,20808.905,118.64716374405144,51.60085652052105,5264.714945592544,181.73092041830697,145.01899999999995,1985.1049298107296,34.500968411276254,148.8351611619915,1222.735992833348,7938.815299999997,21.82723356024138,84.59535739920955,342.3764105329148
4.77,2429.1079210219814,411.946729436374,255.96899999999994,13349.667999999998,109.59026150345052,69.14547188958034,3643.93282726109,160.99562615912632,116.42379999999999,1392.3549854101564,63.0053714858271,74.67762571607261,1148.3061461383586,6276.270199999998,20.649488719071464,71.99896889886686,290.2075674633797
2.96,1971.998800906446,164.5088636724865,130.81499999999997,7684.635,59.91896407419241,66.31741695436637,2727.3364921229463,82.667864670593,69.33859999999999,462.90594600000003,62.6969993107102,59.32319258469782,995.0915662607708,3884.8801000000003,17.389834514517673,48.50487445092503,119.06929571762963
3.19,2389.454288194701,363.75611121682203,225.41999999999996,11825.761999999999,100.47456690039236,68.05736267898264,3499.148492708619,145.66501969171293,103.41879999999999,1178.0660585000003,62.895624578552926,72.90125023098373,1079.5427277204933,5268.265199999999,20.210351997433982,68.39162751389968,257.21956100787224
3.48,2497.4442679333442,360.4035864030962,277.89899999999994,13284.562999999998,94.59301293782798,30.18262072192864,3717.1565111007903,136.64135706597216,126.93209999999999,1215.7508955625,20.879563521739176,70.05337700820817,1056.169750133596,5439.482999999999,22.604004990912365,78.06362608795469,254.4351433857517
5.31,2675.957377334459,412.18613063213184,303.9089999999999,15300.572999999999,106.07710621825484,32.40835276461758,4044.4329303477766,155.98150446186267,139.9371,1459.351733640625,21.73718563014107,74.66000507740327,1127.7260059278133,6447.4879999999985,22.957196920035898,80.72641934645682,287.5026955992919
5.62,2577.785552694551,413.59051181184145,308.9069999999999,14685.443000000001,106.45074324926094,31.565339535686544,3886.413553870265,156.55558951435958,142.6762,1464.6196832500002,21.31482198842864,71.99693381047052,1097.1248148797756,6186.8454999999985,23.278009029568086,81.68457632564423,288.4457333251809
4.32,2709.6563025648984,338.35839195601795,283.6997999999999,14357.321399999997,89.59022484086381,39.3035377406941,3986.571553251676,127.57707194979496,137.05929999999998,1123.9330681289066,30.71518325305349,82.7925786351545,1118.7730979405133,5770.810999999999,23.5385225447577,78.90166025325449,241.35562808896825
7.92,3810.7356328001256,677.9362269770118,668.7629999999999,36010.248999999996,147.4641919748979,60.70045236520145,6511.800545686885,251.57078758149916,287.6951999999999,3656.7194939480746,37.091674165474096,165.64346841460736,1465.6928091013122,14125.660800000001,28.443887838160077,118.80551528864306,404.2118826638489
6.41,3725.979965129382,633.5067930159504,614.244,32285.793999999998,137.53297430622882,58.53318913549234,6225.511424680947,232.2242560961422,258.94609999999994,3275.138915977901,36.57706435723219,162.33854436949946,1401.0522405142372,12370.2933,27.762678649961813,115.69943223715491,380.85042181486386
9.6,4716.672265789521,985.1636484878428,848.3340000000004,50429.884,190.13598200195145,84.50674547872296,8363.328399733147,331.91902746739646,323.9710999999999,5770.015192986763,48.97382022713539,254.87135532163518,1591.4191036771078,17410.318300000006,28.904145582868434,136.6085242215873,576.2307581331216
8.46,3994.784955636237,783.038400364614,733.7880000000001,41050.27399999999,168.3734353935773,62.674004540602176,6989.493138851916,290.12683048946565,313.70519999999993,4415.175079316972,37.554341242065156,170.03257440735416,1541.196908380198,16141.670800000004,28.88996379025341,123.4112854361383,461.94984200654704
7.82,3989.5351990037357,810.0901971454301,720.7830000000001,40042.269,172.13900839010495,61.7162300106627,6951.802388707047,296.38314798760183,297.96109999999993,4534.078908423103,37.33221820732259,169.78308982363728,1520.9429226251582,15394.308300000002,28.458517592346503,123.69959322487685,476.60073483262187
7.92,3296.870383458111,646.5352962399834,518.0579999999999,28206.18,151.65109977514666,42.539430620492325,5532.94728671379,246.03757209230736,238.01799999999994,3052.751063492891,25.57052973954584,97.4552256082092,1380.6830954997342,11845.6106,26.494803745988076,102.28054132385104,408.0273866243868
7.0,3884.1196457535393,742.1029138688937,593.5889999999999,34561.774999999994,161.70528775600363,58.6624989656838,6574.506605820585,270.35673587055237,248.28389999999993,3786.214932891702,36.44256914503116,164.22765978167658,1442.5126088886118,13114.258100000001,26.51166308567721,111.53025459712714,450.2820381972007
6.66,3884.1196457535393,742.1029138688937,593.5889999999999,34561.774999999994,161.70528775600363,58.6624989656838,6574.506605820585,270.35673587055237,248.28389999999993,3786.214932891702,36.44256914503116,164.22765978167658,1442.5126088886118,13114.258100000001,26.51166308567721,111.53025459712714,450.2820381972007
7.44,3764.2572484164343,564.2435538576684,524.8277999999999,31701.7424,125.14808111134744,62.91428004223864,6256.7553457102085,205.24682836943217,230.83339999999993,2714.339094416475,40.62837602480082,164.85063395836005,1454.8102398489439,12566.2035,25.915577641248014,102.9417041952386,353.8220334576642
9.31,4007.2446975115026,680.2309606612748,615.8628000000001,38757.777400000006,150.54501324959065,66.0991416479872,6912.569503179391,252.14665399725098,269.8483999999999,3560.048427452327,41.30496063865352,171.6216041363849,1566.9281716382966,15590.218500000003,26.709738835167403,109.70232301606016,415.4648590908741
9.88,4331.156498746647,763.0157215678995,654.8778000000001,41781.7924,158.95563241367492,76.44527825584176,7477.44674180203,266.29450462350235,269.8483999999999,4006.7251764907173,46.537330673888626,214.0859856961732,1566.9281716382966,15590.218500000003,26.709738835167403,115.70496910297327,464.2773343192603
9.05,4349.280038800448,737.2972031806104,667.8828000000001,42789.797399999996,154.1673853020186,76.91389422747474,7545.083422766828,261.669333436164,276.3508999999999,3978.4659887121907,46.630912828304666,214.75654665156222,1584.1200136201023,16094.221000000003,26.837589613902626,116.43354284792677,441.9833973222395
9.28,4369.68747414438,890.8234423128991,668.1888000000001,42967.60140000001,193.64440998355815,98.36270887971772,7578.4572531434,317.2605203329924,276.5048,4622.416808181207,69.03779619004821,234.03283737351546,1595.2739671823515,16187.043400000006,26.846836616044296,116.48067960447348,551.1272916514496
9.28,3861.272028897744,683.413490783428,551.1437999999998,33895.55640000001,157.49473110969808,87.7352154449711,6485.174064478284,255.93031831326337,243.99229999999997,3335.3572350200084,66.30712220502913,174.30319039691003,1506.5904573014693,13667.030900000003,26.195381293794885,105.01339771010174,427.37750906664076
8.72,3861.272028897744,683.413490783428,551.1437999999998,33895.55640000001,157.49473110969808,87.7352154449711,6485.174064478284,255.93031831326337,243.99229999999997,3335.3572350200084,66.30712220502913,174.30319039691003,1506.5904573014693,13667.030900000003,26.195381293794885,105.01339771010174,427.37750906664076
8.59,4012.6605387847835,935.4978412729282,577.4597999999999,36089.37040000001,228.05117570998667,107.04196884254202,6750.524447805132,349.5903096988002,257.15119999999996,4324.797206435185,80.22110932104738,183.70208399564677,1555.0368648873568,14767.858300000004,26.469331933337433,107.44858964462959,630.0451460416338
9.06,3788.1434077507865,581.8011602008021,542.3717999999999,32217.6434,128.7333540446334,62.732360139299495,6308.731660522484,211.43612675873882,242.66699999999992,2827.1390147380266,40.56110837773718,164.91334790722485,1455.1725479677839,12698.2236,26.713221844050675,104.78096272997306,363.51825320764794
7.8,3788.1434077507865,581.8011602008021,542.3717999999999,32217.6434,128.7333540446334,62.732360139299495,6308.731660522484,211.43612675873882,242.66699999999992,2827.1390147380266,40.56110837773718,164.91334790722485,1455.1725479677839,12698.2236,26.713221844050675,104.78096272997306,363.51825320764794
9.2,4053.676787936957,969.6630738533865,590.4647999999999,37097.37539999999,233.33017053666998,106.95324243260687,6869.010489216207,361.2324254475325,257.1511999999999,4559.937627702859,80.20809022046632,185.71756093606106,1555.0368648873566,14767.858300000004,26.469331933337436,108.63187478415348,644.474101429146
8.97,4170.266482776811,702.6403923322246,602.8578000000001,37749.7724,146.87856790648476,76.39075256128845,7082.992927247336,239.9183590926497,250.34089999999995,3465.656892241671,47.00723635069935,215.56483107929532,1512.9463485867318,14078.211000000001,26.318649161100172,111.68560554126928,443.3217524415548
9.53,3835.1939476390567,601.6500701784282,563.8428,34725.7574,135.8378095742703,64.6050021755245,6495.783993957025,223.3181615842301,250.34089999999992,2998.4774184521943,40.99416209059752,167.5252963643779,1512.9463485867318,14078.211000000001,26.318649161100172,105.37734356881465,376.61760305395956
9.53,4311.9028594301535,827.3884960185559,628.8678000000001,39765.782400000004,167.88065131565986,76.04844587442685,7353.779409162563,273.5162612784566,256.8433999999999,4063.0266750370706,46.695070878576416,217.3112454810386,1531.3648134380073,14582.213500000002,26.450299516134145,114.74512770754147,524.7356782362734
2.46,2770.1741608536377,452.4384270034024,275.553,13681.029999999997,121.26511938006665,68.9631451691091,3936.5563454189883,173.29964574997507,133.58849999999998,1483.0613669375,63.02255631005914,75.12605964828091,1116.2172010488825,6036.307899999998,22.794799373923777,77.84834688996291,331.28582532267495
4.11,2770.1741608536377,452.4384270034024,275.553,13681.029999999997,121.26511938006665,68.9631451691091,3936.5563454189883,173.29964574997507,133.58849999999998,1483.0613669375,63.02255631005914,75.12605964828091,1116.2172010488825,6036.307899999998,22.794799373923777,77.84834688996291,331.28582532267495
4.72,2187.0593057596316,348.42201199555603,184.05899999999997,9198.214,103.78854413275127,91.07509722600032,3043.241115331153,145.94462225769115,90.5677,1019.3342310000002,78.75785856736772,74.00374386016615,1028.078766634659,4353.0826,19.768318297709683,62.29586849864122,255.7308911309613
5.1,2362.9782495927457,398.09197780069553,197.06400000000002,10206.219,114.96471162556757,91.31509547751399,3290.9321531041173,162.96304945173685,97.0702,1198.457274,78.77422271920781,74.09043529560374,1066.9654194854202,4857.085099999999,20.000110085202813,64.30758238341727,290.0680606530752
3.27,2362.9782495927457,398.09197780069553,197.06400000000002,10206.219,114.96471162556757,91.31509547751399,3290.9321531041173,162.96304945173685,97.0702,1198.457274,78.77422271920781,74.09043529560374,1066.9654194854202,4857.085099999999,20.000110085202813,64.30758238341727,290.0680606530752
2.14,2635.181326838365,470.1352861739464,210.06900000000002,11214.224,129.59220518366521,91.67803911061961,3592.6577107539065,184.11928964110535,103.5727,1426.2952910000004,78.80570298289634,75.68802660572487,1103.2070669275263,5361.087599999999,20.226650198353994,66.89334858190311,347.4576026349801
4.17,2256.2238839775573,346.64477234444814,197.06399999999996,10206.219,102.79625119488573,91.46879190383741,3205.83695250819,147.19932243940082,97.0702,1069.09831325,78.79058515766033,75.57958949849596,1066.9654194854202,4857.085099999999,20.000110085202813,63.638865931127334,249.63984547522483
3.64,2835.83885381368,432.36849416876026,300.441,15635.527,108.33751970595091,73.57516001589406,4230.372944513875,163.5118227335777,128.40449999999998,1577.4817566376955,64.04982164178594,109.93421695046595,1122.6605827417043,6258.987699999998,21.622075620274323,80.62640309476791,292.62353973135026
6.12,3676.0584014931546,694.2057097702489,370.97399999999993,22606.252,147.0569408334065,82.66197112538774,5652.032170721873,227.72181769614593,145.17289999999997,2682.665950360168,66.12309375405329,173.34355982532009,1241.3061181865776,8031.637699999997,21.84120889357651,90.13886067618115,466.5725267080365
7.19,3742.2701801315548,723.1965829054778,383.9789999999999,23614.257,153.62407995137758,82.92632150093552,5789.161045364648,239.70645776185023,151.67539999999997,2868.9212916456295,66.14630576440537,173.3805878115693,1268.4062881363202,8535.640199999996,22.031660661953218,91.54072385556057,480.2669994614236
6.44,3742.2701801315548,723.1965829054778,383.9789999999999,23614.257,153.62407995137758,82.92632150093552,5789.161045364648,239.70645776185023,151.67539999999997,2868.9212916456295,66.14630576440537,173.3805878115693,1268.4062881363202,8535.640199999996,22.031660661953218,91.54072385556057,480.2669994614236
5.34,3701.1507280425826,692.039435591315,383.9789999999999,23614.257,146.26901669919818,83.09553554768473,5741.214308741662,228.2057074362125,151.67539999999997,2729.5439594470977,66.1695087015048,174.0221536941616,1268.4062881363202,8535.640199999996,22.031660661953218,91.07219240251108,463.7121551914064
7.46,3762.4367994602903,720.3377479039287,396.98399999999987,24622.261999999995,152.3309282069793,83.50037248783107,5872.448625483028,239.77798627399474,158.17789999999997,2915.3844350299228,66.21204761243557,175.08288886514003,1294.3954281735764,9039.642699999997,22.218875451713856,92.45452539762452,476.549181265604
4.48,3762.4367994602903,720.3377479039287,396.98399999999987,24622.261999999995,152.3309282069793,83.50037248783107,5872.448625483028,239.77798627399474,158.17789999999997,2915.3844350299228,66.21204761243557,175.08288886514003,1294.3954281735764,9039.642699999997,22.218875451713856,92.45452539762452,476.549181265604
