Activity,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS
9.2,590.4647999999999,6869.010489216207,26.469331933337436,80.20809022046632,185.71756093606106,233.33017053666998,37097.37539999999,64.60550454311881,361.2324254475325,115.72116800009952,257.1511999999999,923.7941792399997,2696.7564631304745,644.474101429146,106.95324243260687,4559.937627702859,45.77263828708152,108.63187478415348
8.97,602.8578000000001,7082.992927247336,26.318649161100172,47.00723635069935,215.56483107929532,146.87856790648476,37749.7724,66.1105816318643,239.9183590926497,133.919009417383,250.34089999999995,1048.4343766799996,2610.3857988661784,443.3217524415548,76.39075256128845,3465.656892241671,45.26368964291357,111.68560554126928
9.53,563.8428,6495.783993957025,26.318649161100172,40.99416209059752,167.5252963643779,135.8378095742703,34725.7574,63.1227330969079,223.3181615842301,107.90313337163414,250.34089999999992,802.2954274799997,2610.3857988661784,376.61760305395956,64.6050021755245,2998.4774184521943,45.26368964291357,105.37734356881465
9.53,628.8678000000001,7353.779409162563,26.450299516134145,46.695070878576416,217.3112454810386,167.88065131565986,39765.782400000004,67.48652512614598,273.5162612784566,134.57356334607618,256.8433999999999,1072.5243897599996,2658.5959713594066,524.7356782362734,76.04844587442685,4063.0266750370706,45.72837309964133,114.74512770754147
2.46,275.553,3936.5563454189883,22.794799373923777,63.02255631005914,75.12605964828091,121.26511938006665,13681.029999999997,53.83820455161984,173.29964574997507,52.92797055665478,133.58849999999998,260.50611903999993,1669.9512762162585,331.28582532267495,68.9631451691091,1483.0613669375,34.79120337915893,77.84834688996291
4.11,275.553,3936.5563454189883,22.794799373923777,63.02255631005914,75.12605964828091,121.26511938006665,13681.029999999997,53.83820455161984,173.29964574997507,52.92797055665478,133.58849999999998,260.50611903999993,1669.9512762162585,331.28582532267495,68.9631451691091,1483.0613669375,34.79120337915893,77.84834688996291
4.72,184.05899999999997,3043.241115331153,19.768318297709683,78.75785856736772,74.00374386016615,103.78854413275127,9198.214,45.898266690101835,145.94462225769115,52.513489431451745,90.5677,225.68027751999998,1447.0675632337625,255.7308911309613,91.07509722600032,1019.3342310000002,28.381988841693246,62.29586849864122
5.1,197.06400000000002,3290.9321531041173,20.000110085202813,78.77422271920781,74.09043529560374,114.96471162556757,10206.219,46.759766695785025,162.96304945173685,52.730928029156274,97.0702,230.96714136,1532.326026852494,290.0680606530752,91.31509547751399,1198.457274,29.117345292110677,64.30758238341727
3.27,197.06400000000002,3290.9321531041173,20.000110085202813,78.77422271920781,74.09043529560374,114.96471162556757,10206.219,46.759766695785025,162.96304945173685,52.730928029156274,97.0702,230.96714136,1532.326026852494,290.0680606530752,91.31509547751399,1198.457274,29.117345292110677,64.30758238341727
2.14,210.06900000000002,3592.6577107539065,20.226650198353994,78.80570298289634,75.68802660572487,129.59220518366521,11214.224,48.31090636938541,184.11928964110535,54.35929654726874,103.5727,238.86575296,1613.0844902161202,347.4576026349801,91.67803911061961,1426.2952910000004,29.83458233510233,66.89334858190311
4.17,197.06399999999996,3205.83695250819,20.000110085202813,78.79058515766033,75.57958949849596,102.79625119488573,10206.219,46.24369100208818,147.19932243940082,52.63439956348884,97.0702,242.62007943999998,1532.326026852494,249.63984547522483,91.46879190383741,1069.09831325,29.117345292110677,63.638865931127334
3.64,300.441,4230.372944513875,21.622075620274323,64.04982164178594,109.93421695046595,108.33751970595091,15635.527,53.90666904354346,163.5118227335777,76.17281127544682,128.40449999999998,392.52795936,1694.7940377899286,292.62353973135026,73.57516001589406,1577.4817566376955,33.183941835924195,80.62640309476791
6.12,370.97399999999993,5652.032170721873,21.84120889357651,66.12309375405329,173.34355982532009,147.0569408334065,22606.252,57.90751261259404,227.72181769614593,116.61333831949077,145.17289999999997,655.42243116,1956.828255354386,466.5725267080365,82.66197112538774,2682.665950360168,34.42233069113711,90.13886067618115
7.19,383.9789999999999,5789.161045364648,22.031660661953218,66.14630576440537,173.3805878115693,153.62407995137758,23614.257,58.453790489045105,239.70645776185023,116.65759859582855,151.67539999999997,660.709295,2020.691797617722,480.2669994614236,82.92632150093552,2868.9212916456295,35.03111982880364,91.54072385556057
6.44,383.9789999999999,5789.161045364648,22.031660661953218,66.14630576440537,173.3805878115693,153.62407995137758,23614.257,58.453790489045105,239.70645776185023,116.65759859582855,151.67539999999997,660.709295,2020.691797617722,480.2669994614236,82.92632150093552,2868.9212916456295,35.03111982880364,91.54072385556057
5.34,383.9789999999999,5741.214308741662,22.031660661953218,66.1695087015048,174.0221536941616,146.26901669919818,23614.257,58.12533743900402,228.2057074362125,116.6379089358952,151.67539999999997,672.3622330799999,2020.691797617722,463.7121551914064,83.09553554768473,2729.5439594470977,35.03111982880364,91.07219240251108
7.46,396.98399999999987,5872.448625483028,22.218875451713856,66.21204761243557,175.08288886514003,152.3309282069793,24622.261999999995,58.662874888800545,239.77798627399474,116.89162581323923,158.17789999999997,687.6020090799999,2082.5978634786384,476.549181265604,83.50037248783107,2915.3844350299228,35.62950831417688,92.45452539762452
4.48,396.98399999999987,5872.448625483028,22.218875451713856,66.21204761243557,175.08288886514003,152.3309282069793,24622.261999999995,58.662874888800545,239.77798627399474,116.89162581323923,158.17789999999997,687.6020090799999,2082.5978634786384,476.549181265604,83.50037248783107,2915.3844350299228,35.62950831417688,92.45452539762452
