Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS
8.15,3673.329393472428,26363.810799999996,117.58298842042117,39.62962857673537,2182.781837946296,187.56046123515668,2333.5438293020256,339.25558801932203,9914.1709,440.5067999999999,186.48729999999998,668.9364868399998,59.931643194833335,245.84982003000002,849.424560977104,108.18642583895642,39.997661469858066,162.7768453352415,96.78279668215833,24.313891469394264
5.55,2022.4448637099583,8101.306999999999,69.80231540895738,27.590390168498885,1318.2581580643791,96.99224083297173,634.51852475,165.01789338712737,3756.2577000000006,170.90099999999995,83.9113,186.86191704000004,66.69901347796775,124.93721341999998,283.9510423750001,46.89676520120246,62.771937706528256,64.57136466536652,60.0652486467841,19.513477942059566
6.07,2174.5479444079765,9109.312,78.09989182510638,28.34628963197829,1411.319627621447,110.30204965320146,774.8945950000001,191.33662181293448,4260.2602,183.90599999999995,90.4138,196.68203816000002,67.02635098434203,131.46413805999998,339.0041039375001,47.32677369129971,62.79769274989507,65.69307603380621,62.27181449098781,19.751254602611326
6.37,3321.86414980736,19189.361999999997,116.45979521903092,32.514722410009895,1875.08245454621,177.94569187204294,1848.1658432351685,330.62922011513666,7284.275199999997,313.9559999999999,129.42879999999997,538.58197084,79.89135147578962,237.61801106000004,690.0606841872101,103.94848537465445,65.5316645716761,151.23736019322632,81.14098397234284,21.070702411277548
6.7,2389.454288194701,11825.761999999999,102.488477458879,29.80062328878374,1581.0945991059612,148.20648542226868,1206.5652112500002,268.13718967640284,5268.265199999999,225.41999999999996,103.41879999999999,245.00578216,68.05736267898266,148.16205853999998,495.64730487500003,50.12069178884418,62.895624578552926,72.9021049021589,68.39162751389968,20.210351997433982
2.7,2169.194037976688,9560.108,59.0920498409243,32.237751982109415,1292.47117710901,84.05630868818044,654.6577929375,152.49627499743224,3927.475500000001,223.38,107.4246,191.53701944,26.980444358077946,79.09121726999999,268.09988684375,43.69684029735141,19.693317693691252,61.33693720619342,70.88264314343814,22.052551960385305
2.87,2303.1622874137324,10568.113,68.6324938196261,32.88700593106645,1387.2635883867922,98.02277348716156,792.513849125,179.00551269417275,4431.478,236.385,113.9271,201.35714055999998,27.779807506558143,85.61814190999999,322.0510172500001,44.19107807047381,19.951691409703784,62.51670952531182,72.76189857336048,22.239416663542077
4.96,2530.4588124896004,12833.766999999998,114.5039223167868,30.50179756424201,1659.481440489254,166.138285959921,1399.5618880000002,304.81551060752173,5772.2676999999985,238.42499999999995,109.92129999999999,260.24555816,68.55106704106494,156.34935581999997,569.4400800000001,51.461518398282365,62.94270230227651,75.39910408071142,70.22186092307722,20.432279872959747
2.74,2389.454288194701,11825.761999999999,102.488477458879,29.80062328878374,1581.0945991059612,148.20648542226868,1206.5652112500002,268.13718967640284,5268.265199999999,225.41999999999996,103.41879999999999,245.00578216,68.05736267898266,148.16205853999998,495.64730487500003,50.12069178884418,62.895624578552926,72.9021049021589,68.39162751389968,20.210351997433982
2.96,2509.403606865237,12584.123,84.26822936537289,34.1485017476609,1559.6593550119526,121.36000803108925,1033.3052710625002,219.5437638931178,5439.482999999999,262.395,126.93209999999999,233.80466055999997,30.183247677702344,102.28285374999999,420.89076131249993,46.3636496235388,20.885643775381038,67.3252764329194,75.61163234912998,22.604004990912365
2.98,2562.4884972759487,13592.127999999999,90.20954557794674,34.76208678805114,1639.071634701348,130.66199752293383,1136.103819761719,234.27530129197027,5943.485499999999,275.4,133.4346,250.77176231999997,31.351156246550524,110.76026830999999,465.0185349472658,47.05868033921529,21.341192735168484,69.3760171738867,76.72189369078424,22.781969850914958
3.26,3379.303457356439,20648.162999999997,111.19002639953064,36.54107547144719,1857.0437215373527,169.16327509368492,1860.1639068105317,323.5304200703904,7455.492999999998,366.4349999999999,152.94209999999995,543.25707324,51.59277099995083,191.77201491,670.9877739055405,103.33701369553043,34.681583716637356,149.88494870834913,89.44481138668691,23.29984333283908
3.35,2286.492847393357,10421.289999999999,86.38697580945892,29.780768152450328,1396.017814949286,121.04081199349312,964.8382893906253,231.65549238833066,4410.7978,214.76099999999997,99.5015,197.24572863999998,26.995201522263994,84.28270183,381.0150227421876,43.41675644639923,19.112253753329828,61.77424734199726,67.50674099673306,20.387858001464778
3.38,2598.6653853654225,13445.305,105.86531739014914,31.83931014485081,1646.4875643850244,153.37281275576655,1351.1966441406255,288.82190443966397,5922.805299999999,253.77599999999995,119.00899999999999,239.41070807999995,30.196439655062452,107.47433830999998,536.2325658671874,46.09480754988029,20.371573844756206,67.77818955287671,72.45640018314461,21.028939669036234
3.89,2648.2677968530515,14453.31,110.31326901214473,32.49652561044026,1721.9000608864555,161.28230624319806,1454.64867925,300.313605114971,6426.807799999999,266.78099999999995,125.51149999999998,256.37780984,31.363856992785948,115.95175286999998,580.5732225625002,46.7977874666965,20.849618462369687,69.81562784368623,73.61426459932883,21.234175598623825
3.22,3270.049566730981,17784.89,106.16046935973073,32.49652561044026,1721.9000608864558,157.82616760210936,1618.8048157693486,312.2386810619441,6426.807799999998,303.2969999999999,125.51149999999998,490.82191731999995,49.795223978181035,173.73865435,579.6673465333254,102.5709089196309,34.08345978185739,146.19876830438946,80.39654623178782,21.23417559862383
3.72,3331.5521490827355,18792.894999999997,110.80368319937297,33.1407103575044,1794.1455737166452,166.5949013168648,1751.5948545962522,323.8398506140436,6930.810299999997,316.3019999999999,132.01399999999998,500.53937676,50.232834464912486,180.26557899,631.962145426941,102.6579866249764,34.17063116042957,146.72356411020505,82.05820757852317,21.435519057835872
4.28,3435.906182311889,20808.905,118.64716374405144,34.39290181854389,1930.5427681612057,181.73092041830697,1985.1049298107296,342.3764105329148,7938.815299999997,342.3119999999999,145.01899999999995,532.98689676,51.60085652052105,196.93029083000002,728.4108767431335,103.07842663930343,34.500968411276254,148.8351611619915,84.59535739920955,21.82723356024138
4.77,2429.1079210219814,13349.667999999998,109.59026150345052,31.187211496060364,1734.329026261897,160.99562615912632,1392.3549854101564,290.2075674633797,6276.270199999998,255.96899999999994,116.42379999999999,269.3692276,69.14547188958034,165.16234509999995,572.0425914931641,50.44014474062066,63.0053714858271,74.67762571607261,71.99896889886686,20.649488719071464
2.96,1971.998800906446,7684.635,59.91896407419241,24.043104549537688,1383.8965622132057,82.667864670593,462.90594600000003,119.06929571762963,3884.8801000000003,130.81499999999997,69.33859999999999,164.95627296,66.31741695436637,121.24517936999999,233.2437556875,43.55709468754718,62.6969993107102,59.32319258469782,48.50487445092503,17.389834514517673
3.19,2389.454288194701,11825.761999999999,100.47456690039236,29.80062328878374,1581.0945991059612,145.66501969171293,1178.0660585000003,257.21956100787224,5268.265199999999,225.41999999999996,103.41879999999999,245.00578215999997,68.05736267898264,148.16205854,488.4844119375001,50.119806475739516,62.895624578552926,72.90125023098373,68.39162751389968,20.210351997433982
3.48,2497.4442679333442,13284.562999999998,94.59301293782798,34.1485017476609,1559.6593550119526,136.64135706597216,1215.7508955625,254.4351433857517,5439.482999999999,277.89899999999994,126.93209999999999,249.68088455999998,30.18262072192864,102.31606238999998,475.35818271875,47.35633232503845,20.879563521739176,70.05337700820817,78.06362608795469,22.604004990912365
5.31,2675.957377334459,15300.572999999999,106.07710621825484,35.3650276984198,1714.8102937901906,155.98150446186267,1459.351733640625,287.5026955992919,6447.4879999999985,303.9089999999999,139.9371,281.87827496,32.40835276461758,118.98077422999998,574.9023368671877,49.609415848885,21.73718563014107,74.66000507740327,80.72641934645682,22.957196920035898
5.62,2577.785552694551,14685.443000000001,106.45074324926094,35.96956836577275,1657.0395026318927,156.55558951435958,1464.6196832500002,288.4457333251809,6186.8454999999985,308.9069999999999,142.6762,271.96930488,31.565339535686544,115.24238862999997,577.0694148750001,47.838923829011776,21.31482198842864,71.99693381047052,81.68457632564423,23.278009029568086
4.32,2709.6563025648984,14357.321399999997,89.59022484086381,35.87303067110444,1640.3029016685364,127.57707194979496,1123.9330681289066,241.35562808896825,5770.810999999999,283.6997999999999,137.05929999999998,291.42675904,39.3035377406941,120.21919043,435.3539005136719,58.4318006809953,30.71518325305349,82.7925786351545,78.90166025325449,23.5385225447577
7.92,3810.7356328001256,36010.248999999996,147.4641919748979,49.76626913804169,2544.1649500341123,251.57078758149916,3656.7194939480746,404.2118826638489,14125.660800000001,668.7629999999999,287.6951999999999,819.8413183599998,60.70045236520145,313.72852255,1391.3001648454601,106.28581221815412,37.091674165474096,165.64346841460736,118.80551528864306,28.443887838160077
6.41,3725.979965129382,32285.793999999998,137.53297430622882,47.58599431145682,2377.287454929111,232.2242560961422,3275.138915977901,380.85042181486386,12370.2933,614.244,258.94609999999994,753.8486067599998,58.53318913549234,281.6777791,1225.534900048423,105.758960625551,36.57706435723219,162.33854436949946,115.69943223715491,27.762678649961813
9.6,4716.672265789521,50429.884,190.13598200195145,51.838710604238614,2862.1112562976696,331.91902746739646,5770.015192986763,576.2307581331216,17410.318300000006,848.3340000000004,323.9710999999999,1417.3355386799992,84.50674547872296,479.22713645999977,1985.9853793033124,150.31976990161306,48.97382022713539,254.87135532163518,136.6085242215873,28.904145582868434
8.46,3994.784955636237,41050.27399999999,168.3734353935773,51.43745297854474,2736.5762136302865,290.12683048946565,4415.175079316972,461.94984200654704,16141.670800000004,733.7880000000001,313.70519999999993,895.8798556399997,62.674004540602176,344.73435471,1678.54553732804,107.13737115960787,37.554341242065156,170.03257440735416,123.4112854361383,28.88996379025341
7.82,3989.5351990037357,40042.269,172.13900839010495,50.1808917030178,2678.7323052893557,296.38314798760183,4534.078908423103,476.60073483262187,15394.308300000002,720.7830000000001,297.96109999999993,878.2108880399998,61.7162300106627,329.3815317399999,1690.087800094449,107.19946203859593,37.33221820732259,169.78308982363728,123.69959322487685,28.458517592346503
7.92,3296.870383458111,28206.18,151.65109977514666,45.0275842234513,2328.485043831946,246.03757209230736,3052.751063492891,408.0273866243868,11845.6106,518.0579999999999,238.01799999999994,499.16309688,42.539430620492325,214.16926478,1209.4335445196587,58.174816716383546,25.57052973954584,97.4552256082092,102.28054132385104,26.494803745988076
7.0,3884.1196457535393,34561.774999999994,161.70528775600363,45.48542282083349,2474.8078854262217,270.35673587055237,3786.214932891702,450.2820381972007,13114.258100000001,593.5889999999999,248.28389999999993,775.0703179599998,58.6624989656838,288.27239433000005,1410.3136066723541,106.15666232548459,36.44256914503116,164.22765978167658,111.53025459712714,26.51166308567721
6.66,3884.1196457535393,34561.774999999994,161.70528775600363,45.48542282083349,2474.8078854262217,270.35673587055237,3786.214932891702,450.2820381972007,13114.258100000001,593.5889999999999,248.28389999999993,775.0703179599998,58.6624989656838,288.27239433000005,1410.3136066723541,106.15666232548459,36.44256914503116,164.22765978167658,111.53025459712714,26.51166308567721
7.44,3764.2572484164343,31701.7424,125.14808111134744,43.840096730504605,2460.093180939183,205.24682836943217,2714.339094416475,353.8220334576642,12566.2035,524.8277999999999,230.83339999999993,750.9373905199998,62.91428004223864,290.42843264,1029.1806927993898,107.45108427987142,40.62837602480082,164.85063395836005,102.9417041952386,25.915577641248014
9.31,4007.2446975115026,38757.777400000006,150.54501324959065,46.64385403072951,2752.4842558933856,252.14665399725098,3560.048427452327,415.4648590908741,15590.218500000003,615.8628000000001,269.8483999999999,865.8406989999997,66.0991416479872,340.04946655999987,1369.4446423203522,108.78526660375515,41.30496063865352,171.6216041363849,109.70232301606016,26.709738835167403
9.88,4331.156498746647,41781.7924,158.95563241367492,46.64385403072951,2752.4842558933856,266.29450462350235,4006.7251764907173,464.2773343192603,15590.218500000003,654.8778000000001,269.8483999999999,1090.9926908799996,76.44527825584176,396.2921883599999,1444.2449726351385,131.27577994057862,46.537330673888626,214.0859856961732,115.70496910297327,26.709738835167403
9.05,4349.280038800448,42789.797399999996,154.1673853020186,47.09492143628654,2798.2473262646413,261.669333436164,3978.4659887121907,441.9833973222395,16094.221000000003,667.8828000000001,276.3508999999999,1108.1711257599998,76.91389422747474,404.76960291999995,1453.2255587250033,131.39990308135216,46.630912828304666,214.75654665156222,116.43354284792677,26.837589613902626
9.28,4369.68747414438,42967.60140000001,193.64440998355815,47.11641730649733,2816.446260840241,317.2605203329924,4622.416808181207,551.1272916514496,16187.043400000006,668.1888000000001,276.5048,1188.3544515999997,98.36270887971772,460.06103112999983,1685.1705229541794,145.49562162002235,69.03779619004821,234.03283737351546,116.48067960447348,26.846836616044296
9.28,3861.272028897744,33895.55640000001,157.49473110969808,44.81678534377495,2581.1386906111275,255.93031831326337,3335.3572350200084,427.37750906664076,13667.030900000003,551.1437999999998,243.99229999999997,832.2045363199998,87.7352154449711,358.0499013299999,1289.6630837923212,110.96519843812996,66.30712220502913,174.30319039691003,105.01339771010174,26.195381293794885
8.72,3861.272028897744,33895.55640000001,157.49473110969808,44.81678534377495,2581.1386906111275,255.93031831326337,3335.3572350200084,427.37750906664076,13667.030900000003,551.1437999999998,243.99229999999997,832.2045363199998,87.7352154449711,358.0499013299999,1289.6630837923212,110.96519843812996,66.30712220502913,174.30319039691003,105.01339771010174,26.195381293794885
8.59,4012.6605387847835,36089.37040000001,228.05117570998667,45.77263828708152,2696.7564631304745,349.5903096988002,4324.797206435185,630.0451460416338,14767.858300000004,577.4597999999999,257.15119999999996,909.5143129199997,107.04196884254202,426.9015129399999,1683.929838236593,115.00762751550644,80.22110932104738,183.70208399564677,107.44858964462959,26.469331933337433
9.06,3788.1434077507865,32217.6434,128.7333540446334,45.409119902283955,2463.6330420148774,211.43612675873882,2827.1390147380266,363.51825320764794,12698.2236,542.3717999999999,242.66699999999992,755.0170001199998,62.732360139299495,291.33484724,1071.3822397586594,107.46331331319762,40.56110837773718,164.91334790722485,104.78096272997306,26.713221844050675
7.8,3788.1434077507865,32217.6434,128.7333540446334,45.409119902283955,2463.6330420148774,211.43612675873882,2827.1390147380266,363.51825320764794,12698.2236,542.3717999999999,242.66699999999992,755.0170001199998,62.732360139299495,291.33484724,1071.3822397586594,107.46331331319762,40.56110837773718,164.91334790722485,104.78096272997306,26.713221844050675
9.2,4053.676787936957,37097.37539999999,233.33017053666998,45.77263828708152,2696.7564631304745,361.2324254475325,4559.937627702859,644.474101429146,14767.858300000004,590.4647999999999,257.1511999999999,923.7941792399997,106.95324243260687,425.82529365999983,1747.4594856401577,115.72116800009952,80.20809022046632,185.71756093606106,108.63187478415348,26.469331933337436
8.97,4170.266482776811,37749.7724,146.87856790648476,45.26368964291357,2610.3857988661784,239.9183590926497,3465.656892241671,443.3217524415548,14078.211000000001,602.8578000000001,250.34089999999995,1048.4343766799996,76.39075256128845,378.3049423199999,1238.0754692475111,133.919009417383,47.00723635069935,215.56483107929532,111.68560554126928,26.318649161100172
9.53,3835.1939476390567,34725.7574,135.8378095742703,45.26368964291357,2610.3857988661784,223.3181615842301,2998.4774184521943,376.61760305395956,14078.211000000001,563.8428,250.34089999999992,802.2954274799997,64.6050021755245,315.8606763199999,1161.0154377060258,107.90313337163414,40.99416209059752,167.5252963643779,105.37734356881465,26.318649161100172
9.53,4311.9028594301535,39765.782400000004,167.88065131565986,45.72837309964133,2658.5959713594066,273.5162612784566,4063.0266750370706,524.7356782362734,14582.213500000002,628.8678000000001,256.8433999999999,1072.5243897599996,76.04844587442685,381.8239169999999,1414.6892042217871,134.57356334607618,46.695070878576416,217.3112454810386,114.74512770754147,26.450299516134145
2.46,2770.1741608536377,13681.029999999997,121.26511938006665,34.79120337915893,1669.9512762162585,173.29964574997507,1483.0613669375,331.28582532267495,6036.307899999998,275.553,133.58849999999998,260.50611903999993,68.9631451691091,162.00832547,605.437357421875,52.92797055665478,63.02255631005914,75.12605964828091,77.84834688996291,22.794799373923777
4.11,2770.1741608536377,13681.029999999997,121.26511938006665,34.79120337915893,1669.9512762162585,173.29964574997507,1483.0613669375,331.28582532267495,6036.307899999998,275.553,133.58849999999998,260.50611903999993,68.9631451691091,162.00832547,605.437357421875,52.92797055665478,63.02255631005914,75.12605964828091,77.84834688996291,22.794799373923777
4.72,2187.0593057596316,9198.214,103.78854413275127,28.381988841693246,1447.0675632337625,145.94462225769115,1019.3342310000002,255.7308911309613,4353.0826,184.05899999999997,90.5677,225.68027751999998,91.07509722600032,185.00716542,446.4902790000001,52.513489431451745,78.75785856736772,74.00374386016615,62.29586849864122,19.768318297709683
5.1,2362.9782495927457,10206.219,114.96471162556757,29.117345292110677,1532.326026852494,162.96304945173685,1198.457274,290.0680606530752,4857.085099999999,197.06400000000002,97.0702,230.96714136,91.31509547751399,191.53409006,516.3649726875001,52.730928029156274,78.77422271920781,74.09043529560374,64.30758238341727,20.000110085202813
3.27,2362.9782495927457,10206.219,114.96471162556757,29.117345292110677,1532.326026852494,162.96304945173685,1198.457274,290.0680606530752,4857.085099999999,197.06400000000002,97.0702,230.96714136,91.31509547751399,191.53409006,516.3649726875001,52.730928029156274,78.77422271920781,74.09043529560374,64.30758238341727,20.000110085202813
2.14,2635.181326838365,11214.224,129.59220518366521,29.83458233510233,1613.0844902161202,184.11928964110535,1426.2952910000004,347.4576026349801,5361.087599999999,210.06900000000002,103.5727,238.86575296,91.67803911061961,199.37690705999998,601.6709747500001,54.35929654726874,78.80570298289634,75.68802660572487,66.89334858190311,20.226650198353994
4.17,2256.2238839775573,10206.219,102.79625119488573,29.117345292110677,1532.326026852494,147.19932243940082,1069.09831325,249.63984547522483,4857.085099999999,197.06399999999996,97.0702,242.62007943999998,91.46879190383741,193.48457998,473.65562449999993,52.63439956348884,78.79058515766033,75.57958949849596,63.638865931127334,20.000110085202813
3.64,2835.83885381368,15635.527,108.33751970595091,33.183941835924195,1694.7940377899286,163.5118227335777,1577.4817566376955,292.62353973135026,6258.987699999998,300.441,128.40449999999998,392.52795936,73.57516001589406,193.92165887,613.3694396203613,76.17281127544682,64.04982164178594,109.93421695046595,80.62640309476791,21.622075620274323
6.12,3676.0584014931546,22606.252,147.0569408334065,34.42233069113711,1956.828255354386,227.72181769614593,2682.665950360168,466.5725267080365,8031.637699999997,370.97399999999993,145.17289999999997,655.42243116,82.66197112538774,265.81102523000004,926.0292705328521,116.61333831949077,66.12309375405329,173.34355982532009,90.13886067618115,21.84120889357651
7.19,3742.2701801315548,23614.257,153.62407995137758,35.03111982880364,2020.691797617722,239.70645776185023,2868.9212916456295,480.2669994614236,8535.640199999996,383.9789999999999,151.67539999999997,660.709295,82.92632150093552,272.3379498700001,997.731950344391,116.65759859582855,66.14630576440537,173.3805878115693,91.54072385556057,22.031660661953218
6.44,3742.2701801315548,23614.257,153.62407995137758,35.03111982880364,2020.691797617722,239.70645776185023,2868.9212916456295,480.2669994614236,8535.640199999996,383.9789999999999,151.67539999999997,660.709295,82.92632150093552,272.3379498700001,997.731950344391,116.65759859582855,66.14630576440537,173.3805878115693,91.54072385556057,22.031660661953218
5.34,3701.1507280425826,23614.257,146.26901669919818,35.03111982880364,2020.691797617722,228.2057074362125,2729.5439594470977,463.7121551914064,8535.640199999996,383.9789999999999,151.67539999999997,672.3622330799999,83.09553554768473,274.28843979000004,952.4990064070626,116.6379089358952,66.1695087015048,174.0221536941616,91.07219240251108,22.031660661953218
7.46,3762.4367994602903,24622.261999999995,152.3309282069793,35.62950831417688,2082.5978634786384,239.77798627399474,2915.3844350299228,476.549181265604,9039.642699999997,396.98399999999987,158.17789999999997,687.6020090799999,83.50037248783107,282.47573707000004,1024.0207795120582,116.89162581323923,66.21204761243557,175.08288886514003,92.45452539762452,22.218875451713856
4.48,3762.4367994602903,24622.261999999995,152.3309282069793,35.62950831417688,2082.5978634786384,239.77798627399474,2915.3844350299228,476.549181265604,9039.642699999997,396.98399999999987,158.17789999999997,687.6020090799999,83.50037248783107,282.47573707000004,1024.0207795120582,116.89162581323923,66.21204761243557,175.08288886514003,92.45452539762452,22.218875451713856
