Activity,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS
8.55,623.7953098324994,482.51099999999985,659.6263474,2189.8304455223374,5887.248114816845,206.52979999999994,108.15229549287595,391.3829379994046,1328.9556137070222,25.442880288293395,2848.7208421904,42.09636548895879,101.5561951212234,3650.3849024850315,1053.9797880480837,55.508668765596745,224.18376411110168
9.22,815.8655582153875,504.28799999999984,734.0889702399999,2321.238151202674,6169.05951530134,207.85509999999996,108.03495815148254,513.6592680866952,1389.964470003376,24.870240865683307,3798.7249245568237,41.456725215940544,102.5644933517443,3733.836316848946,1424.0706510176346,81.96024117338209,302.7899415177045
8.0,726.9677232730112,619.0026000000001,950.3311864799996,2561.2683379364935,7322.342744794522,243.83839999999995,129.6800892576781,439.73070707413405,1494.0681716378788,26.185668387590873,3744.354908849396,44.79418593790941,115.44696345655872,4327.866225232816,1303.2108147501267,69.71204251201577,247.9118616511923
8.11,859.7767797022084,661.1130000000002,1033.2419151199997,2575.4050380047615,7259.780058300045,261.28889999999996,130.31255857231224,517.424678439041,1482.4159567252243,26.76992012730529,4513.931980554596,46.40569686676412,119.2383817359159,4245.994731975482,1601.118572771993,71.1238473795553,301.21482180546195
7.92,781.1675900893554,612.5610000000001,1017.3534449199997,2510.3862637789525,7136.190148192137,233.71119999999993,130.69831946298717,473.68183772905587,1460.127889924978,25.439040710344518,3989.978754332734,43.425395057730924,114.85176787276721,4208.701959855615,1394.166947523137,71.30593087055681,268.7571019480117
8.15,530.9691408158914,440.5067999999999,668.9364868399998,2182.781837946296,5863.854551316469,186.48729999999998,108.18642583895642,339.25558801932203,1345.6440279292674,24.313891469394264,2333.5438293020256,39.62962857673537,96.78279668215833,3673.329393472428,849.424560977104,59.931643194833335,187.56046123515668
5.55,222.75514367316921,170.90099999999995,186.86191704000004,1318.2581580643791,2784.572969298883,83.9113,46.89676520120246,165.01789338712737,956.113731426241,19.513477942059566,634.51852475,27.590390168498885,60.0652486467841,2022.4448637099583,283.9510423750001,66.69901347796775,96.99224083297173
6.07,262.28831124236524,183.90599999999995,196.68203816000002,1411.319627621447,3020.421197858835,90.4138,47.32677369129971,191.33662181293448,1000.6864127172288,19.751254602611326,774.8945950000001,28.34628963197829,62.27181449098781,2174.5479444079765,339.0041039375001,67.02635098434203,110.30204965320146
6.37,492.12455270232607,313.9559999999999,538.58197084,1875.08245454621,5037.869539088423,129.42879999999997,103.94848537465445,330.62922011513666,1209.6938110896965,21.070702411277548,1848.1658432351685,32.514722410009895,81.14098397234284,3321.86414980736,690.0606841872101,79.89135147578962,177.94569187204294
6.7,375.91092316112685,225.41999999999996,245.00578216,1581.0945991059612,3499.148492708619,103.41879999999999,50.12069178884418,268.13718967640284,1079.5427277204933,20.210351997433982,1206.5652112500002,29.80062328878374,68.39162751389968,2389.454288194701,495.64730487500003,68.05736267898266,148.20648542226868
2.7,211.4240758782761,223.38,191.53701944,1292.47117710901,3054.0234077924156,107.4246,43.69684029735141,152.49627499743224,926.0197891913127,22.052551960385305,654.6577929375,32.237751982109415,70.88264314343814,2169.194037976688,268.09988684375,26.980444358077946,84.05630868818044
2.87,250.05974984728348,236.385,201.35714055999998,1387.2635883867922,3270.4979080361754,113.9271,44.19107807047381,179.00551269417275,973.3281548424735,22.239416663542077,792.513849125,32.88700593106645,72.76189857336048,2303.1622874137324,322.0510172500001,27.779807506558143,98.02277348716156
4.96,428.44481789443364,238.42499999999995,260.24555816,1659.481440489254,3710.545956333448,109.92129999999999,51.461518398282365,304.81551060752173,1114.9846323233883,20.432279872959747,1399.5618880000002,30.50179756424201,70.22186092307722,2530.4588124896004,569.4400800000001,68.55106704106494,166.138285959921
2.74,375.91092316112685,225.41999999999996,245.00578216,1581.0945991059612,3499.148492708619,103.41879999999999,50.12069178884418,268.13718967640284,1079.5427277204933,20.210351997433982,1206.5652112500002,29.80062328878374,68.39162751389968,2389.454288194701,495.64730487500003,68.05736267898266,148.20648542226868
2.96,310.30269407516727,262.395,233.80466055999997,1559.6593550119526,3638.1783582627586,126.93209999999999,46.3636496235388,219.5437638931178,1056.169750133596,22.604004990912365,1033.3052710625002,34.1485017476609,75.61163234912998,2509.403606865237,420.89076131249993,30.183247677702344,121.36000803108925
2.98,332.832286201804,275.4,250.77176231999997,1639.071634701348,3775.23719076782,133.4346,47.05868033921529,234.27530129197027,1093.1189070353041,22.781969850914958,1136.103819761719,34.76208678805114,76.72189369078424,2562.4884972759487,465.0185349472658,31.351156246550524,130.66199752293383
3.26,482.1569669461345,366.4349999999999,543.25707324,1857.0437215373527,5191.660798518043,152.94209999999995,103.33701369553043,323.5304200703904,1191.198441279818,23.29984333283908,1860.1639068105317,36.54107547144719,89.44481138668691,3379.303457356439,670.9877739055405,51.59277099995083,169.16327509368492
3.35,318.6058564011808,214.76099999999997,197.24572863999998,1396.017814949286,3266.7799663136175,99.5015,43.41675644639923,231.65549238833066,976.7679129056453,20.387858001464778,964.8382893906253,29.780768152450328,67.50674099673306,2286.492847393357,381.0150227421876,26.995201522263994,121.04081199349312
3.38,407.37799897858184,253.77599999999995,239.41070807999995,1646.4875643850244,3818.525126209791,119.00899999999999,46.09480754988029,288.82190443966397,1095.848899115494,21.028939669036234,1351.1966441406255,31.83931014485081,72.45640018314461,2598.6653853654225,536.2325658671874,30.196439655062452,153.37281275576655
3.89,426.7504136739306,266.78099999999995,256.37780984,1721.9000608864555,3949.330097563446,125.51149999999998,46.7977874666965,300.313605114971,1130.2915857533676,21.234175598623825,1454.64867925,32.49652561044026,73.61426459932883,2648.2677968530515,580.5732225625002,31.363856992785948,161.28230624319806
3.22,454.818573303691,303.2969999999999,490.82191731999995,1721.9000608864558,4879.338138227151,125.51149999999998,102.5709089196309,312.2386810619441,1130.2915857533676,21.23417559862383,1618.8048157693486,32.49652561044026,80.39654623178782,3270.049566730981,579.6673465333254,49.795223978181035,157.82616760210936
3.72,477.3925927247277,316.3019999999999,500.53937676,1794.1455737166452,5017.672593771239,132.01399999999998,102.6579866249764,323.8398506140436,1162.754116548992,21.435519057835872,1751.5948545962522,33.1407103575044,82.05820757852317,3331.5521490827355,631.962145426941,50.232834464912486,166.5949013168648
4.28,513.8852313145782,342.3119999999999,532.98689676,1930.5427681612057,5264.714945592544,145.01899999999995,103.07842663930343,342.3764105329148,1222.735992833348,21.82723356024138,1985.1049298107296,34.39290181854389,84.59535739920955,3435.906182311889,728.4108767431335,51.60085652052105,181.73092041830697
4.77,411.946729436374,255.96899999999994,269.3692276,1734.329026261897,3643.93282726109,116.42379999999999,50.44014474062066,290.2075674633797,1148.3061461383586,20.649488719071464,1392.3549854101564,31.187211496060364,71.99896889886686,2429.1079210219814,572.0425914931641,69.14547188958034,160.99562615912632
2.96,164.5088636724865,130.81499999999997,164.95627296,1383.8965622132057,2727.3364921229463,69.33859999999999,43.55709468754718,119.06929571762963,995.0915662607708,17.389834514517673,462.90594600000003,24.043104549537688,48.50487445092503,1971.998800906446,233.2437556875,66.31741695436637,82.667864670593
3.19,363.75611121682203,225.41999999999996,245.00578215999997,1581.0945991059612,3499.148492708619,103.41879999999999,50.119806475739516,257.21956100787224,1079.5427277204933,20.210351997433982,1178.0660585000003,29.80062328878374,68.39162751389968,2389.454288194701,488.4844119375001,68.05736267898264,145.66501969171293
3.48,360.4035864030962,277.89899999999994,249.68088455999998,1559.6593550119526,3717.1565111007903,126.93209999999999,47.35633232503845,254.4351433857517,1056.169750133596,22.604004990912365,1215.7508955625,34.1485017476609,78.06362608795469,2497.4442679333442,475.35818271875,30.18262072192864,136.64135706597216
5.31,412.18613063213184,303.9089999999999,281.87827496,1714.8102937901906,4044.4329303477766,139.9371,49.609415848885,287.5026955992919,1127.7260059278133,22.957196920035898,1459.351733640625,35.3650276984198,80.72641934645682,2675.957377334459,574.9023368671877,32.40835276461758,155.98150446186267
5.62,413.59051181184145,308.9069999999999,271.96930488,1657.0395026318927,3886.413553870265,142.6762,47.838923829011776,288.4457333251809,1097.1248148797756,23.278009029568086,1464.6196832500002,35.96956836577275,81.68457632564423,2577.785552694551,577.0694148750001,31.565339535686544,156.55558951435958
4.32,338.35839195601795,283.6997999999999,291.42675904,1640.3029016685364,3986.571553251676,137.05929999999998,58.4318006809953,241.35562808896825,1118.7730979405133,23.5385225447577,1123.9330681289066,35.87303067110444,78.90166025325449,2709.6563025648984,435.3539005136719,39.3035377406941,127.57707194979496
7.92,677.9362269770118,668.7629999999999,819.8413183599998,2544.1649500341123,6511.800545686885,287.6951999999999,106.28581221815412,404.2118826638489,1465.6928091013122,28.443887838160077,3656.7194939480746,49.76626913804169,118.80551528864306,3810.7356328001256,1391.3001648454601,60.70045236520145,251.57078758149916
6.41,633.5067930159504,614.244,753.8486067599998,2377.287454929111,6225.511424680947,258.94609999999994,105.758960625551,380.85042181486386,1401.0522405142372,27.762678649961813,3275.138915977901,47.58599431145682,115.69943223715491,3725.979965129382,1225.534900048423,58.53318913549234,232.2242560961422
9.6,985.1636484878428,848.3340000000004,1417.3355386799992,2862.1112562976696,8363.328399733147,323.9710999999999,150.31976990161306,576.2307581331216,1591.4191036771078,28.904145582868434,5770.015192986763,51.838710604238614,136.6085242215873,4716.672265789521,1985.9853793033124,84.50674547872296,331.91902746739646
8.46,783.038400364614,733.7880000000001,895.8798556399997,2736.5762136302865,6989.493138851916,313.70519999999993,107.13737115960787,461.94984200654704,1541.196908380198,28.88996379025341,4415.175079316972,51.43745297854474,123.4112854361383,3994.784955636237,1678.54553732804,62.674004540602176,290.12683048946565
7.82,810.0901971454301,720.7830000000001,878.2108880399998,2678.7323052893557,6951.802388707047,297.96109999999993,107.19946203859593,476.60073483262187,1520.9429226251582,28.458517592346503,4534.078908423103,50.1808917030178,123.69959322487685,3989.5351990037357,1690.087800094449,61.7162300106627,296.38314798760183
7.92,646.5352962399834,518.0579999999999,499.16309688,2328.485043831946,5532.94728671379,238.01799999999994,58.174816716383546,408.0273866243868,1380.6830954997342,26.494803745988076,3052.751063492891,45.0275842234513,102.28054132385104,3296.870383458111,1209.4335445196587,42.539430620492325,246.03757209230736
7.0,742.1029138688937,593.5889999999999,775.0703179599998,2474.8078854262217,6574.506605820585,248.28389999999993,106.15666232548459,450.2820381972007,1442.5126088886118,26.51166308567721,3786.214932891702,45.48542282083349,111.53025459712714,3884.1196457535393,1410.3136066723541,58.6624989656838,270.35673587055237
6.66,742.1029138688937,593.5889999999999,775.0703179599998,2474.8078854262217,6574.506605820585,248.28389999999993,106.15666232548459,450.2820381972007,1442.5126088886118,26.51166308567721,3786.214932891702,45.48542282083349,111.53025459712714,3884.1196457535393,1410.3136066723541,58.6624989656838,270.35673587055237
7.44,564.2435538576684,524.8277999999999,750.9373905199998,2460.093180939183,6256.7553457102085,230.83339999999993,107.45108427987142,353.8220334576642,1454.8102398489439,25.915577641248014,2714.339094416475,43.840096730504605,102.9417041952386,3764.2572484164343,1029.1806927993898,62.91428004223864,205.24682836943217
9.31,680.2309606612748,615.8628000000001,865.8406989999997,2752.4842558933856,6912.569503179391,269.8483999999999,108.78526660375515,415.4648590908741,1566.9281716382966,26.709738835167403,3560.048427452327,46.64385403072951,109.70232301606016,4007.2446975115026,1369.4446423203522,66.0991416479872,252.14665399725098
9.88,763.0157215678995,654.8778000000001,1090.9926908799996,2752.4842558933856,7477.44674180203,269.8483999999999,131.27577994057862,464.2773343192603,1566.9281716382966,26.709738835167403,4006.7251764907173,46.64385403072951,115.70496910297327,4331.156498746647,1444.2449726351385,76.44527825584176,266.29450462350235
9.05,737.2972031806104,667.8828000000001,1108.1711257599998,2798.2473262646413,7545.083422766828,276.3508999999999,131.39990308135216,441.9833973222395,1584.1200136201023,26.837589613902626,3978.4659887121907,47.09492143628654,116.43354284792677,4349.280038800448,1453.2255587250033,76.91389422747474,261.669333436164
9.28,890.8234423128991,668.1888000000001,1188.3544515999997,2816.446260840241,7578.4572531434,276.5048,145.49562162002235,551.1272916514496,1595.2739671823515,26.846836616044296,4622.416808181207,47.11641730649733,116.48067960447348,4369.68747414438,1685.1705229541794,98.36270887971772,317.2605203329924
9.28,683.413490783428,551.1437999999998,832.2045363199998,2581.1386906111275,6485.174064478284,243.99229999999997,110.96519843812996,427.37750906664076,1506.5904573014693,26.195381293794885,3335.3572350200084,44.81678534377495,105.01339771010174,3861.272028897744,1289.6630837923212,87.7352154449711,255.93031831326337
8.72,683.413490783428,551.1437999999998,832.2045363199998,2581.1386906111275,6485.174064478284,243.99229999999997,110.96519843812996,427.37750906664076,1506.5904573014693,26.195381293794885,3335.3572350200084,44.81678534377495,105.01339771010174,3861.272028897744,1289.6630837923212,87.7352154449711,255.93031831326337
8.59,935.4978412729282,577.4597999999999,909.5143129199997,2696.7564631304745,6750.524447805132,257.15119999999996,115.00762751550644,630.0451460416338,1555.0368648873568,26.469331933337433,4324.797206435185,45.77263828708152,107.44858964462959,4012.6605387847835,1683.929838236593,107.04196884254202,349.5903096988002
9.06,581.8011602008021,542.3717999999999,755.0170001199998,2463.6330420148774,6308.731660522484,242.66699999999992,107.46331331319762,363.51825320764794,1455.1725479677839,26.713221844050675,2827.1390147380266,45.409119902283955,104.78096272997306,3788.1434077507865,1071.3822397586594,62.732360139299495,211.43612675873882
7.8,581.8011602008021,542.3717999999999,755.0170001199998,2463.6330420148774,6308.731660522484,242.66699999999992,107.46331331319762,363.51825320764794,1455.1725479677839,26.713221844050675,2827.1390147380266,45.409119902283955,104.78096272997306,3788.1434077507865,1071.3822397586594,62.732360139299495,211.43612675873882
9.2,969.6630738533865,590.4647999999999,923.7941792399997,2696.7564631304745,6869.010489216207,257.1511999999999,115.72116800009952,644.474101429146,1555.0368648873566,26.469331933337436,4559.937627702859,45.77263828708152,108.63187478415348,4053.676787936957,1747.4594856401577,106.95324243260687,361.2324254475325
8.97,702.6403923322246,602.8578000000001,1048.4343766799996,2610.3857988661784,7082.992927247336,250.34089999999995,133.919009417383,443.3217524415548,1512.9463485867318,26.318649161100172,3465.656892241671,45.26368964291357,111.68560554126928,4170.266482776811,1238.0754692475111,76.39075256128845,239.9183590926497
9.53,601.6500701784282,563.8428,802.2954274799997,2610.3857988661784,6495.783993957025,250.34089999999992,107.90313337163414,376.61760305395956,1512.9463485867318,26.318649161100172,2998.4774184521943,45.26368964291357,105.37734356881465,3835.1939476390567,1161.0154377060258,64.6050021755245,223.3181615842301
9.53,827.3884960185559,628.8678000000001,1072.5243897599996,2658.5959713594066,7353.779409162563,256.8433999999999,134.57356334607618,524.7356782362734,1531.3648134380073,26.450299516134145,4063.0266750370706,45.72837309964133,114.74512770754147,4311.9028594301535,1414.6892042217871,76.04844587442685,273.5162612784566
2.46,452.4384270034024,275.553,260.50611903999993,1669.9512762162585,3936.5563454189883,133.58849999999998,52.92797055665478,331.28582532267495,1116.2172010488825,22.794799373923777,1483.0613669375,34.79120337915893,77.84834688996291,2770.1741608536377,605.437357421875,68.9631451691091,173.29964574997507
4.11,452.4384270034024,275.553,260.50611903999993,1669.9512762162585,3936.5563454189883,133.58849999999998,52.92797055665478,331.28582532267495,1116.2172010488825,22.794799373923777,1483.0613669375,34.79120337915893,77.84834688996291,2770.1741608536377,605.437357421875,68.9631451691091,173.29964574997507
4.72,348.42201199555603,184.05899999999997,225.68027751999998,1447.0675632337625,3043.241115331153,90.5677,52.513489431451745,255.7308911309613,1028.078766634659,19.768318297709683,1019.3342310000002,28.381988841693246,62.29586849864122,2187.0593057596316,446.4902790000001,91.07509722600032,145.94462225769115
5.1,398.09197780069553,197.06400000000002,230.96714136,1532.326026852494,3290.9321531041173,97.0702,52.730928029156274,290.0680606530752,1066.9654194854202,20.000110085202813,1198.457274,29.117345292110677,64.30758238341727,2362.9782495927457,516.3649726875001,91.31509547751399,162.96304945173685
3.27,398.09197780069553,197.06400000000002,230.96714136,1532.326026852494,3290.9321531041173,97.0702,52.730928029156274,290.0680606530752,1066.9654194854202,20.000110085202813,1198.457274,29.117345292110677,64.30758238341727,2362.9782495927457,516.3649726875001,91.31509547751399,162.96304945173685
2.14,470.1352861739464,210.06900000000002,238.86575296,1613.0844902161202,3592.6577107539065,103.5727,54.35929654726874,347.4576026349801,1103.2070669275263,20.226650198353994,1426.2952910000004,29.83458233510233,66.89334858190311,2635.181326838365,601.6709747500001,91.67803911061961,184.11928964110535
4.17,346.64477234444814,197.06399999999996,242.62007943999998,1532.326026852494,3205.83695250819,97.0702,52.63439956348884,249.63984547522483,1066.9654194854202,20.000110085202813,1069.09831325,29.117345292110677,63.638865931127334,2256.2238839775573,473.65562449999993,91.46879190383741,147.19932243940082
3.64,432.36849416876026,300.441,392.52795936,1694.7940377899286,4230.372944513875,128.40449999999998,76.17281127544682,292.62353973135026,1122.6605827417043,21.622075620274323,1577.4817566376955,33.183941835924195,80.62640309476791,2835.83885381368,613.3694396203613,73.57516001589406,163.5118227335777
6.12,694.2057097702489,370.97399999999993,655.42243116,1956.828255354386,5652.032170721873,145.17289999999997,116.61333831949077,466.5725267080365,1241.3061181865776,21.84120889357651,2682.665950360168,34.42233069113711,90.13886067618115,3676.0584014931546,926.0292705328521,82.66197112538774,227.72181769614593
7.19,723.1965829054778,383.9789999999999,660.709295,2020.691797617722,5789.161045364648,151.67539999999997,116.65759859582855,480.2669994614236,1268.4062881363202,22.031660661953218,2868.9212916456295,35.03111982880364,91.54072385556057,3742.2701801315548,997.731950344391,82.92632150093552,239.70645776185023
6.44,723.1965829054778,383.9789999999999,660.709295,2020.691797617722,5789.161045364648,151.67539999999997,116.65759859582855,480.2669994614236,1268.4062881363202,22.031660661953218,2868.9212916456295,35.03111982880364,91.54072385556057,3742.2701801315548,997.731950344391,82.92632150093552,239.70645776185023
5.34,692.039435591315,383.9789999999999,672.3622330799999,2020.691797617722,5741.214308741662,151.67539999999997,116.6379089358952,463.7121551914064,1268.4062881363202,22.031660661953218,2729.5439594470977,35.03111982880364,91.07219240251108,3701.1507280425826,952.4990064070626,83.09553554768473,228.2057074362125
7.46,720.3377479039287,396.98399999999987,687.6020090799999,2082.5978634786384,5872.448625483028,158.17789999999997,116.89162581323923,476.549181265604,1294.3954281735764,22.218875451713856,2915.3844350299228,35.62950831417688,92.45452539762452,3762.4367994602903,1024.0207795120582,83.50037248783107,239.77798627399474
4.48,720.3377479039287,396.98399999999987,687.6020090799999,2082.5978634786384,5872.448625483028,158.17789999999997,116.89162581323923,476.549181265604,1294.3954281735764,22.218875451713856,2915.3844350299228,35.62950831417688,92.45452539762452,3762.4367994602903,1024.0207795120582,83.50037248783107,239.77798627399474
