Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS
8.15,3673.329393472428,117.58298842042117,2333.5438293020256,162.7768453352415,59.931643194833335,96.78279668215833,39.997661469858066,187.56046123515668,2182.781837946296,26363.810799999996,5863.854551316469,849.424560977104,186.48729999999998,440.5067999999999,60.80658960330297,24.313891469394264,530.9691408158914,668.9364868399998
5.55,2022.4448637099583,69.80231540895738,634.51852475,64.57136466536652,66.69901347796775,60.0652486467841,62.771937706528256,96.99224083297173,1318.2581580643791,8101.306999999999,2784.572969298883,283.9510423750001,83.9113,170.90099999999995,44.867260801608516,19.513477942059566,222.75514367316921,186.86191704000004
6.07,2174.5479444079765,78.09989182510638,774.8945950000001,65.69307603380621,67.02635098434203,62.27181449098781,62.79769274989507,110.30204965320146,1411.319627621447,9109.312,3020.421197858835,339.0041039375001,90.4138,183.90599999999995,45.89053391180466,19.751254602611326,262.28831124236524,196.68203816000002
6.37,3321.86414980736,116.45979521903092,1848.1658432351685,151.23736019322632,79.89135147578962,81.14098397234284,65.5316645716761,177.94569187204294,1875.08245454621,19189.361999999997,5037.869539088423,690.0606841872101,129.42879999999997,313.9559999999999,53.51751404340992,21.070702411277548,492.12455270232607,538.58197084
6.7,2389.454288194701,102.488477458879,1206.5652112500002,72.9021049021589,68.05736267898266,68.39162751389968,62.895624578552926,148.20648542226868,1581.0945991059612,11825.761999999999,3499.148492708619,495.64730487500003,103.41879999999999,225.41999999999996,48.27651832589877,20.210351997433982,375.91092316112685,245.00578216
2.7,2169.194037976688,59.0920498409243,654.6577929375,61.33693720619342,26.980444358077946,70.88264314343814,19.693317693691252,84.05630868818044,1292.47117710901,9560.108,3054.0234077924156,268.09988684375,107.4246,223.38,50.8416677914314,22.052551960385305,211.4240758782761,191.53701944
2.87,2303.1622874137324,68.6324938196261,792.513849125,62.51670952531182,27.779807506558143,72.76189857336048,19.951691409703784,98.02277348716156,1387.2635883867922,10568.113,3270.4979080361754,322.0510172500001,113.9271,236.385,51.6441609207177,22.239416663542077,250.05974984728348,201.35714055999998
4.96,2530.4588124896004,114.5039223167868,1399.5618880000002,75.39910408071142,68.55106704106494,70.22186092307722,62.94270230227651,166.138285959921,1659.481440489254,12833.766999999998,3710.545956333448,569.4400800000001,109.92129999999999,238.42499999999995,49.050505516529704,20.432279872959747,428.44481789443364,260.24555816
2.74,2389.454288194701,102.488477458879,1206.5652112500002,72.9021049021589,68.05736267898266,68.39162751389968,62.895624578552926,148.20648542226868,1581.0945991059612,11825.761999999999,3499.148492708619,495.64730487500003,103.41879999999999,225.41999999999996,48.27651832589877,20.210351997433982,375.91092316112685,245.00578216
2.96,2509.403606865237,84.26822936537289,1033.3052710625002,67.3252764329194,30.183247677702344,75.61163234912998,20.885643775381038,121.36000803108925,1559.6593550119526,12584.123,3638.1783582627586,420.89076131249993,126.93209999999999,262.395,52.58890661196682,22.604004990912365,310.30269407516727,233.80466055999997
2.98,2562.4884972759487,90.20954557794674,1136.103819761719,69.3760171738867,31.351156246550524,76.72189369078424,21.341192735168484,130.66199752293383,1639.071634701348,13592.127999999999,3775.23719076782,465.0185349472658,133.4346,275.4,52.85268849591541,22.781969850914958,332.832286201804,250.77176231999997
3.26,3379.303457356439,111.19002639953064,1860.1639068105317,149.88494870834913,51.59277099995083,89.44481138668691,34.681583716637356,169.16327509368492,1857.0437215373527,20648.162999999997,5191.660798518043,670.9877739055405,152.94209999999995,366.4349999999999,57.92729620347919,23.29984333283908,482.1569669461345,543.25707324
3.35,2286.492847393357,86.38697580945892,964.8382893906253,61.77424734199726,26.995201522263994,67.50674099673306,19.112253753329828,121.04081199349312,1396.017814949286,10421.289999999999,3266.7799663136175,381.0150227421876,99.5015,214.76099999999997,48.08112403824545,20.387858001464778,318.6058564011808,197.24572863999998
3.38,2598.6653853654225,105.86531739014914,1351.1966441406255,67.77818955287671,30.196439655062452,72.45640018314461,20.371573844756206,153.37281275576655,1646.4875643850244,13445.305,3818.525126209791,536.2325658671874,119.00899999999999,253.77599999999995,50.023166515181856,21.028939669036234,407.37799897858184,239.41070807999995
3.89,2648.2677968530515,110.31326901214473,1454.64867925,69.81562784368623,31.363856992785948,73.61426459932883,20.849618462369687,161.28230624319806,1721.9000608864555,14453.31,3949.330097563446,580.5732225625002,125.51149999999998,266.78099999999995,50.3144667804951,21.234175598623825,426.7504136739306,256.37780984
3.22,3270.049566730981,106.16046935973073,1618.8048157693486,146.19876830438946,49.795223978181035,80.39654623178782,34.08345978185739,157.82616760210936,1721.9000608864558,17784.89,4879.338138227151,579.6673465333254,125.51149999999998,303.2969999999999,53.358687733155605,21.23417559862383,454.818573303691,490.82191731999995
3.72,3331.5521490827355,110.80368319937297,1751.5948545962522,146.72356411020505,50.232834464912486,82.05820757852317,34.17063116042957,166.5949013168648,1794.1455737166452,18792.894999999997,5017.672593771239,631.962145426941,132.01399999999998,316.3019999999999,54.0887817107883,21.435519057835872,477.3925927247277,500.53937676
4.28,3435.906182311889,118.64716374405144,1985.1049298107296,148.8351611619915,51.60085652052105,84.59535739920955,34.500968411276254,181.73092041830697,1930.5427681612057,20808.905,5264.714945592544,728.4108767431335,145.01899999999995,342.3119999999999,54.95205915376767,21.82723356024138,513.8852313145782,532.98689676
4.77,2429.1079210219814,109.59026150345052,1392.3549854101564,74.67762571607261,69.14547188958034,71.99896889886686,63.0053714858271,160.99562615912632,1734.329026261897,13349.667999999998,3643.93282726109,572.0425914931641,116.42379999999999,255.96899999999994,49.47148394581421,20.649488719071464,411.946729436374,269.3692276
2.96,1971.998800906446,59.91896407419241,462.90594600000003,59.32319258469782,66.31741695436637,48.50487445092503,62.6969993107102,82.667864670593,1383.8965622132057,7684.635,2727.3364921229463,233.2437556875,69.33859999999999,130.81499999999997,37.50220281618735,17.389834514517673,164.5088636724865,164.95627296
3.19,2389.454288194701,100.47456690039236,1178.0660585000003,72.90125023098373,68.05736267898264,68.39162751389968,62.895624578552926,145.66501969171293,1581.0945991059612,11825.761999999999,3499.148492708619,488.4844119375001,103.41879999999999,225.41999999999996,48.27651832589877,20.210351997433982,363.75611121682203,245.00578215999997
3.48,2497.4442679333442,94.59301293782798,1215.7508955625,70.05337700820817,30.18262072192864,78.06362608795469,20.879563521739176,136.64135706597216,1559.6593550119526,13284.562999999998,3717.1565111007903,475.35818271875,126.93209999999999,277.89899999999994,53.55611267954138,22.604004990912365,360.4035864030962,249.68088455999998
5.31,2675.957377334459,106.07710621825484,1459.351733640625,74.66000507740327,32.40835276461758,80.72641934645682,21.73718563014107,155.98150446186267,1714.8102937901906,15300.572999999999,4044.4329303477766,574.9023368671877,139.9371,303.9089999999999,54.436233474934134,22.957196920035898,412.18613063213184,281.87827496
5.62,2577.785552694551,106.45074324926094,1464.6196832500002,71.99693381047052,31.565339535686544,81.68457632564423,21.31482198842864,156.55558951435958,1657.0395026318927,14685.443000000001,3886.413553870265,577.0694148750001,142.6762,308.9069999999999,54.8541518148425,23.278009029568086,413.59051181184145,271.96930488
4.32,2709.6563025648984,89.59022484086381,1123.9330681289066,82.7925786351545,39.3035377406941,78.90166025325449,30.71518325305349,127.57707194979496,1640.3029016685364,14357.321399999997,3986.571553251676,435.3539005136719,137.05929999999998,283.6997999999999,54.46917902125624,23.5385225447577,338.35839195601795,291.42675904
7.92,3810.7356328001256,147.4641919748979,3656.7194939480746,165.64346841460736,60.70045236520145,118.80551528864306,37.091674165474096,251.57078758149916,2544.1649500341123,36010.248999999996,6511.800545686885,1391.3001648454601,287.6951999999999,668.7629999999999,69.45726764280516,28.443887838160077,677.9362269770118,819.8413183599998
6.41,3725.979965129382,137.53297430622882,3275.138915977901,162.33854436949946,58.53318913549234,115.69943223715491,36.57706435723219,232.2242560961422,2377.287454929111,32285.793999999998,6225.511424680947,1225.534900048423,258.94609999999994,614.244,68.78147191715351,27.762678649961813,633.5067930159504,753.8486067599998
9.6,4716.672265789521,190.13598200195145,5770.015192986763,254.87135532163518,84.50674547872296,136.6085242215873,48.97382022713539,331.91902746739646,2862.1112562976696,50429.884,8363.328399733147,1985.9853793033124,323.9710999999999,848.3340000000004,76.31664935997044,28.904145582868434,985.1636484878428,1417.3355386799992
8.46,3994.784955636237,168.3734353935773,4415.175079316972,170.03257440735416,62.674004540602176,123.4112854361383,37.554341242065156,290.12683048946565,2736.5762136302865,41050.27399999999,6989.493138851916,1678.54553732804,313.70519999999993,733.7880000000001,70.81711893956812,28.88996379025341,783.038400364614,895.8798556399997
7.82,3989.5351990037357,172.13900839010495,4534.078908423103,169.78308982363728,61.7162300106627,123.69959322487685,37.33221820732259,296.38314798760183,2678.7323052893557,40042.269,6951.802388707047,1690.087800094449,297.96109999999993,720.7830000000001,71.22589421152014,28.458517592346503,810.0901971454301,878.2108880399998
7.92,3296.870383458111,151.65109977514666,3052.751063492891,97.4552256082092,42.539430620492325,102.28054132385104,25.57052973954584,246.03757209230736,2328.485043831946,28206.18,5532.94728671379,1209.4335445196587,238.01799999999994,518.0579999999999,62.42598066972487,26.494803745988076,646.5352962399834,499.16309688
7.0,3884.1196457535393,161.70528775600363,3786.214932891702,164.22765978167658,58.6624989656838,111.53025459712714,36.44256914503116,270.35673587055237,2474.8078854262217,34561.774999999994,6574.506605820585,1410.3136066723541,248.28389999999993,593.5889999999999,66.20827955757666,26.51166308567721,742.1029138688937,775.0703179599998
6.66,3884.1196457535393,161.70528775600363,3786.214932891702,164.22765978167658,58.6624989656838,111.53025459712714,36.44256914503116,270.35673587055237,2474.8078854262217,34561.774999999994,6574.506605820585,1410.3136066723541,248.28389999999993,593.5889999999999,66.20827955757666,26.51166308567721,742.1029138688937,775.0703179599998
7.44,3764.2572484164343,125.14808111134744,2714.339094416475,164.85063395836005,62.91428004223864,102.9417041952386,40.62837602480082,205.24682836943217,2460.093180939183,31701.7424,6256.7553457102085,1029.1806927993898,230.83339999999993,524.8277999999999,62.56580792365542,25.915577641248014,564.2435538576684,750.9373905199998
9.31,4007.2446975115026,150.54501324959065,3560.048427452327,171.6216041363849,66.0991416479872,109.70232301606016,41.30496063865352,252.14665399725098,2752.4842558933856,38757.777400000006,6912.569503179391,1369.4446423203522,269.8483999999999,615.8628000000001,64.51774330082581,26.709738835167403,680.2309606612748,865.8406989999997
9.88,4331.156498746647,158.95563241367492,4006.7251764907173,214.0859856961732,76.44527825584176,115.70496910297327,46.537330673888626,266.29450462350235,2752.4842558933856,41781.7924,7477.44674180203,1444.2449726351385,269.8483999999999,654.8778000000001,67.30211669017416,26.709738835167403,763.0157215678995,1090.9926908799996
9.05,4349.280038800448,154.1673853020186,3978.4659887121907,214.75654665156222,76.91389422747474,116.43354284792677,46.630912828304666,261.669333436164,2798.2473262646413,42789.797399999996,7545.083422766828,1453.2255587250033,276.3508999999999,667.8828000000001,67.46359373330417,26.837589613902626,737.2972031806104,1108.1711257599998
9.28,4369.68747414438,193.64440998355815,4622.416808181207,234.03283737351546,98.36270887971772,116.48067960447348,69.03779619004821,317.2605203329924,2816.446260840241,42967.60140000001,7578.4572531434,1685.1705229541794,276.5048,668.1888000000001,67.48716417439292,26.846836616044296,890.8234423128991,1188.3544515999997
9.28,3861.272028897744,157.49473110969808,3335.3572350200084,174.30319039691003,87.7352154449711,105.01339771010174,66.30712220502913,255.93031831326337,2581.1386906111275,33895.55640000001,6485.174064478284,1289.6630837923212,243.99229999999997,551.1437999999998,63.22928489047573,26.195381293794885,683.413490783428,832.2045363199998
8.72,3861.272028897744,157.49473110969808,3335.3572350200084,174.30319039691003,87.7352154449711,105.01339771010174,66.30712220502913,255.93031831326337,2581.1386906111275,33895.55640000001,6485.174064478284,1289.6630837923212,243.99229999999997,551.1437999999998,63.22928489047573,26.195381293794885,683.413490783428,832.2045363199998
8.59,4012.6605387847835,228.05117570998667,4324.797206435185,183.70208399564677,107.04196884254202,107.44858964462959,80.22110932104738,349.5903096988002,2696.7564631304745,36089.37040000001,6750.524447805132,1683.929838236593,257.15119999999996,577.4597999999999,64.29191330995288,26.469331933337433,935.4978412729282,909.5143129199997
9.06,3788.1434077507865,128.7333540446334,2827.1390147380266,164.91334790722485,62.732360139299495,104.78096272997306,40.56110837773718,211.43612675873882,2463.6330420148774,32217.6434,6308.731660522484,1071.3822397586594,242.66699999999992,542.3717999999999,63.306605735919675,26.713221844050675,581.8011602008021,755.0170001199998
7.8,3788.1434077507865,128.7333540446334,2827.1390147380266,164.91334790722485,62.732360139299495,104.78096272997306,40.56110837773718,211.43612675873882,2463.6330420148774,32217.6434,6308.731660522484,1071.3822397586594,242.66699999999992,542.3717999999999,63.306605735919675,26.713221844050675,581.8011602008021,755.0170001199998
9.2,4053.676787936957,233.33017053666998,4559.937627702859,185.71756093606106,106.95324243260687,108.63187478415348,80.20809022046632,361.2324254475325,2696.7564631304745,37097.37539999999,6869.010489216207,1747.4594856401577,257.1511999999999,590.4647999999999,64.60550454311881,26.469331933337436,969.6630738533865,923.7941792399997
8.97,4170.266482776811,146.87856790648476,3465.656892241671,215.56483107929532,76.39075256128845,111.68560554126928,47.00723635069935,239.9183590926497,2610.3857988661784,37749.7724,7082.992927247336,1238.0754692475111,250.34089999999995,602.8578000000001,66.1105816318643,26.318649161100172,702.6403923322246,1048.4343766799996
9.53,3835.1939476390567,135.8378095742703,2998.4774184521943,167.5252963643779,64.6050021755245,105.37734356881465,40.99416209059752,223.3181615842301,2610.3857988661784,34725.7574,6495.783993957025,1161.0154377060258,250.34089999999992,563.8428,63.1227330969079,26.318649161100172,601.6500701784282,802.2954274799997
9.53,4311.9028594301535,167.88065131565986,4063.0266750370706,217.3112454810386,76.04844587442685,114.74512770754147,46.695070878576416,273.5162612784566,2658.5959713594066,39765.782400000004,7353.779409162563,1414.6892042217871,256.8433999999999,628.8678000000001,67.48652512614598,26.450299516134145,827.3884960185559,1072.5243897599996
2.46,2770.1741608536377,121.26511938006665,1483.0613669375,75.12605964828091,68.9631451691091,77.84834688996291,63.02255631005914,173.29964574997507,1669.9512762162585,13681.029999999997,3936.5563454189883,605.437357421875,133.58849999999998,275.553,53.83820455161984,22.794799373923777,452.4384270034024,260.50611903999993
4.11,2770.1741608536377,121.26511938006665,1483.0613669375,75.12605964828091,68.9631451691091,77.84834688996291,63.02255631005914,173.29964574997507,1669.9512762162585,13681.029999999997,3936.5563454189883,605.437357421875,133.58849999999998,275.553,53.83820455161984,22.794799373923777,452.4384270034024,260.50611903999993
4.72,2187.0593057596316,103.78854413275127,1019.3342310000002,74.00374386016615,91.07509722600032,62.29586849864122,78.75785856736772,145.94462225769115,1447.0675632337625,9198.214,3043.241115331153,446.4902790000001,90.5677,184.05899999999997,45.898266690101835,19.768318297709683,348.42201199555603,225.68027751999998
5.1,2362.9782495927457,114.96471162556757,1198.457274,74.09043529560374,91.31509547751399,64.30758238341727,78.77422271920781,162.96304945173685,1532.326026852494,10206.219,3290.9321531041173,516.3649726875001,97.0702,197.06400000000002,46.759766695785025,20.000110085202813,398.09197780069553,230.96714136
3.27,2362.9782495927457,114.96471162556757,1198.457274,74.09043529560374,91.31509547751399,64.30758238341727,78.77422271920781,162.96304945173685,1532.326026852494,10206.219,3290.9321531041173,516.3649726875001,97.0702,197.06400000000002,46.759766695785025,20.000110085202813,398.09197780069553,230.96714136
2.14,2635.181326838365,129.59220518366521,1426.2952910000004,75.68802660572487,91.67803911061961,66.89334858190311,78.80570298289634,184.11928964110535,1613.0844902161202,11214.224,3592.6577107539065,601.6709747500001,103.5727,210.06900000000002,48.31090636938541,20.226650198353994,470.1352861739464,238.86575296
4.17,2256.2238839775573,102.79625119488573,1069.09831325,75.57958949849596,91.46879190383741,63.638865931127334,78.79058515766033,147.19932243940082,1532.326026852494,10206.219,3205.83695250819,473.65562449999993,97.0702,197.06399999999996,46.24369100208818,20.000110085202813,346.64477234444814,242.62007943999998
3.64,2835.83885381368,108.33751970595091,1577.4817566376955,109.93421695046595,73.57516001589406,80.62640309476791,64.04982164178594,163.5118227335777,1694.7940377899286,15635.527,4230.372944513875,613.3694396203613,128.40449999999998,300.441,53.90666904354346,21.622075620274323,432.36849416876026,392.52795936
6.12,3676.0584014931546,147.0569408334065,2682.665950360168,173.34355982532009,82.66197112538774,90.13886067618115,66.12309375405329,227.72181769614593,1956.828255354386,22606.252,5652.032170721873,926.0292705328521,145.17289999999997,370.97399999999993,57.90751261259404,21.84120889357651,694.2057097702489,655.42243116
7.19,3742.2701801315548,153.62407995137758,2868.9212916456295,173.3805878115693,82.92632150093552,91.54072385556057,66.14630576440537,239.70645776185023,2020.691797617722,23614.257,5789.161045364648,997.731950344391,151.67539999999997,383.9789999999999,58.453790489045105,22.031660661953218,723.1965829054778,660.709295
6.44,3742.2701801315548,153.62407995137758,2868.9212916456295,173.3805878115693,82.92632150093552,91.54072385556057,66.14630576440537,239.70645776185023,2020.691797617722,23614.257,5789.161045364648,997.731950344391,151.67539999999997,383.9789999999999,58.453790489045105,22.031660661953218,723.1965829054778,660.709295
5.34,3701.1507280425826,146.26901669919818,2729.5439594470977,174.0221536941616,83.09553554768473,91.07219240251108,66.1695087015048,228.2057074362125,2020.691797617722,23614.257,5741.214308741662,952.4990064070626,151.67539999999997,383.9789999999999,58.12533743900402,22.031660661953218,692.039435591315,672.3622330799999
7.46,3762.4367994602903,152.3309282069793,2915.3844350299228,175.08288886514003,83.50037248783107,92.45452539762452,66.21204761243557,239.77798627399474,2082.5978634786384,24622.261999999995,5872.448625483028,1024.0207795120582,158.17789999999997,396.98399999999987,58.662874888800545,22.218875451713856,720.3377479039287,687.6020090799999
4.48,3762.4367994602903,152.3309282069793,2915.3844350299228,175.08288886514003,83.50037248783107,92.45452539762452,66.21204761243557,239.77798627399474,2082.5978634786384,24622.261999999995,5872.448625483028,1024.0207795120582,158.17789999999997,396.98399999999987,58.662874888800545,22.218875451713856,720.3377479039287,687.6020090799999
