Activity,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS
5.55,66.69901347796775,186.86191704000004,2784.572969298883,83.9113,96.99224083297173,634.51852475,46.89676520120246,124.93721341999998,44.867260801608516,27.590390168498885,8101.306999999999,60.0652486467841,165.01789338712737,1318.2581580643791,222.75514367316921,62.771937706528256,69.80231540895738,19.513477942059566
6.07,67.02635098434203,196.68203816000002,3020.421197858835,90.4138,110.30204965320146,774.8945950000001,47.32677369129971,131.46413805999998,45.89053391180466,28.34628963197829,9109.312,62.27181449098781,191.33662181293448,1411.319627621447,262.28831124236524,62.79769274989507,78.09989182510638,19.751254602611326
6.37,79.89135147578962,538.58197084,5037.869539088423,129.42879999999997,177.94569187204294,1848.1658432351685,103.94848537465445,237.61801106000004,53.51751404340992,32.514722410009895,19189.361999999997,81.14098397234284,330.62922011513666,1875.08245454621,492.12455270232607,65.5316645716761,116.45979521903092,21.070702411277548
6.7,68.05736267898266,245.00578216,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,148.16205853999998,48.27651832589877,29.80062328878374,11825.761999999999,68.39162751389968,268.13718967640284,1581.0945991059612,375.91092316112685,62.895624578552926,102.488477458879,20.210351997433982
2.7,26.980444358077946,191.53701944,3054.0234077924156,107.4246,84.05630868818044,654.6577929375,43.69684029735141,79.09121726999999,50.8416677914314,32.237751982109415,9560.108,70.88264314343814,152.49627499743224,1292.47117710901,211.4240758782761,19.693317693691252,59.0920498409243,22.052551960385305
2.87,27.779807506558143,201.35714055999998,3270.4979080361754,113.9271,98.02277348716156,792.513849125,44.19107807047381,85.61814190999999,51.6441609207177,32.88700593106645,10568.113,72.76189857336048,179.00551269417275,1387.2635883867922,250.05974984728348,19.951691409703784,68.6324938196261,22.239416663542077
4.96,68.55106704106494,260.24555816,3710.545956333448,109.92129999999999,166.138285959921,1399.5618880000002,51.461518398282365,156.34935581999997,49.050505516529704,30.50179756424201,12833.766999999998,70.22186092307722,304.81551060752173,1659.481440489254,428.44481789443364,62.94270230227651,114.5039223167868,20.432279872959747
2.74,68.05736267898266,245.00578216,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,50.12069178884418,148.16205853999998,48.27651832589877,29.80062328878374,11825.761999999999,68.39162751389968,268.13718967640284,1581.0945991059612,375.91092316112685,62.895624578552926,102.488477458879,20.210351997433982
2.96,30.183247677702344,233.80466055999997,3638.1783582627586,126.93209999999999,121.36000803108925,1033.3052710625002,46.3636496235388,102.28285374999999,52.58890661196682,34.1485017476609,12584.123,75.61163234912998,219.5437638931178,1559.6593550119526,310.30269407516727,20.885643775381038,84.26822936537289,22.604004990912365
2.98,31.351156246550524,250.77176231999997,3775.23719076782,133.4346,130.66199752293383,1136.103819761719,47.05868033921529,110.76026830999999,52.85268849591541,34.76208678805114,13592.127999999999,76.72189369078424,234.27530129197027,1639.071634701348,332.832286201804,21.341192735168484,90.20954557794674,22.781969850914958
3.26,51.59277099995083,543.25707324,5191.660798518043,152.94209999999995,169.16327509368492,1860.1639068105317,103.33701369553043,191.77201491,57.92729620347919,36.54107547144719,20648.162999999997,89.44481138668691,323.5304200703904,1857.0437215373527,482.1569669461345,34.681583716637356,111.19002639953064,23.29984333283908
3.35,26.995201522263994,197.24572863999998,3266.7799663136175,99.5015,121.04081199349312,964.8382893906253,43.41675644639923,84.28270183,48.08112403824545,29.780768152450328,10421.289999999999,67.50674099673306,231.65549238833066,1396.017814949286,318.6058564011808,19.112253753329828,86.38697580945892,20.387858001464778
3.38,30.196439655062452,239.41070807999995,3818.525126209791,119.00899999999999,153.37281275576655,1351.1966441406255,46.09480754988029,107.47433830999998,50.023166515181856,31.83931014485081,13445.305,72.45640018314461,288.82190443966397,1646.4875643850244,407.37799897858184,20.371573844756206,105.86531739014914,21.028939669036234
3.89,31.363856992785948,256.37780984,3949.330097563446,125.51149999999998,161.28230624319806,1454.64867925,46.7977874666965,115.95175286999998,50.3144667804951,32.49652561044026,14453.31,73.61426459932883,300.313605114971,1721.9000608864555,426.7504136739306,20.849618462369687,110.31326901214473,21.234175598623825
3.22,49.795223978181035,490.82191731999995,4879.338138227151,125.51149999999998,157.82616760210936,1618.8048157693486,102.5709089196309,173.73865435,53.358687733155605,32.49652561044026,17784.89,80.39654623178782,312.2386810619441,1721.9000608864558,454.818573303691,34.08345978185739,106.16046935973073,21.23417559862383
3.72,50.232834464912486,500.53937676,5017.672593771239,132.01399999999998,166.5949013168648,1751.5948545962522,102.6579866249764,180.26557899,54.0887817107883,33.1407103575044,18792.894999999997,82.05820757852317,323.8398506140436,1794.1455737166452,477.3925927247277,34.17063116042957,110.80368319937297,21.435519057835872
4.28,51.60085652052105,532.98689676,5264.714945592544,145.01899999999995,181.73092041830697,1985.1049298107296,103.07842663930343,196.93029083000002,54.95205915376767,34.39290181854389,20808.905,84.59535739920955,342.3764105329148,1930.5427681612057,513.8852313145782,34.500968411276254,118.64716374405144,21.82723356024138
4.77,69.14547188958034,269.3692276,3643.93282726109,116.42379999999999,160.99562615912632,1392.3549854101564,50.44014474062066,165.16234509999995,49.47148394581421,31.187211496060364,13349.667999999998,71.99896889886686,290.2075674633797,1734.329026261897,411.946729436374,63.0053714858271,109.59026150345052,20.649488719071464
2.96,66.31741695436637,164.95627296,2727.3364921229463,69.33859999999999,82.667864670593,462.90594600000003,43.55709468754718,121.24517936999999,37.50220281618735,24.043104549537688,7684.635,48.50487445092503,119.06929571762963,1383.8965622132057,164.5088636724865,62.6969993107102,59.91896407419241,17.389834514517673
3.19,68.05736267898264,245.00578215999997,3499.148492708619,103.41879999999999,145.66501969171293,1178.0660585000003,50.119806475739516,148.16205854,48.27651832589877,29.80062328878374,11825.761999999999,68.39162751389968,257.21956100787224,1581.0945991059612,363.75611121682203,62.895624578552926,100.47456690039236,20.210351997433982
3.48,30.18262072192864,249.68088455999998,3717.1565111007903,126.93209999999999,136.64135706597216,1215.7508955625,47.35633232503845,102.31606238999998,53.55611267954138,34.1485017476609,13284.562999999998,78.06362608795469,254.4351433857517,1559.6593550119526,360.4035864030962,20.879563521739176,94.59301293782798,22.604004990912365
5.31,32.40835276461758,281.87827496,4044.4329303477766,139.9371,155.98150446186267,1459.351733640625,49.609415848885,118.98077422999998,54.436233474934134,35.3650276984198,15300.572999999999,80.72641934645682,287.5026955992919,1714.8102937901906,412.18613063213184,21.73718563014107,106.07710621825484,22.957196920035898
5.62,31.565339535686544,271.96930488,3886.413553870265,142.6762,156.55558951435958,1464.6196832500002,47.838923829011776,115.24238862999997,54.8541518148425,35.96956836577275,14685.443000000001,81.68457632564423,288.4457333251809,1657.0395026318927,413.59051181184145,21.31482198842864,106.45074324926094,23.278009029568086
4.32,39.3035377406941,291.42675904,3986.571553251676,137.05929999999998,127.57707194979496,1123.9330681289066,58.4318006809953,120.21919043,54.46917902125624,35.87303067110444,14357.321399999997,78.90166025325449,241.35562808896825,1640.3029016685364,338.35839195601795,30.71518325305349,89.59022484086381,23.5385225447577
7.92,60.70045236520145,819.8413183599998,6511.800545686885,287.6951999999999,251.57078758149916,3656.7194939480746,106.28581221815412,313.72852255,69.45726764280516,49.76626913804169,36010.248999999996,118.80551528864306,404.2118826638489,2544.1649500341123,677.9362269770118,37.091674165474096,147.4641919748979,28.443887838160077
6.41,58.53318913549234,753.8486067599998,6225.511424680947,258.94609999999994,232.2242560961422,3275.138915977901,105.758960625551,281.6777791,68.78147191715351,47.58599431145682,32285.793999999998,115.69943223715491,380.85042181486386,2377.287454929111,633.5067930159504,36.57706435723219,137.53297430622882,27.762678649961813
9.6,84.50674547872296,1417.3355386799992,8363.328399733147,323.9710999999999,331.91902746739646,5770.015192986763,150.31976990161306,479.22713645999977,76.31664935997044,51.838710604238614,50429.884,136.6085242215873,576.2307581331216,2862.1112562976696,985.1636484878428,48.97382022713539,190.13598200195145,28.904145582868434
8.46,62.674004540602176,895.8798556399997,6989.493138851916,313.70519999999993,290.12683048946565,4415.175079316972,107.13737115960787,344.73435471,70.81711893956812,51.43745297854474,41050.27399999999,123.4112854361383,461.94984200654704,2736.5762136302865,783.038400364614,37.554341242065156,168.3734353935773,28.88996379025341
7.82,61.7162300106627,878.2108880399998,6951.802388707047,297.96109999999993,296.38314798760183,4534.078908423103,107.19946203859593,329.3815317399999,71.22589421152014,50.1808917030178,40042.269,123.69959322487685,476.60073483262187,2678.7323052893557,810.0901971454301,37.33221820732259,172.13900839010495,28.458517592346503
7.92,42.539430620492325,499.16309688,5532.94728671379,238.01799999999994,246.03757209230736,3052.751063492891,58.174816716383546,214.16926478,62.42598066972487,45.0275842234513,28206.18,102.28054132385104,408.0273866243868,2328.485043831946,646.5352962399834,25.57052973954584,151.65109977514666,26.494803745988076
7.0,58.6624989656838,775.0703179599998,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,288.27239433000005,66.20827955757666,45.48542282083349,34561.774999999994,111.53025459712714,450.2820381972007,2474.8078854262217,742.1029138688937,36.44256914503116,161.70528775600363,26.51166308567721
6.66,58.6624989656838,775.0703179599998,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,106.15666232548459,288.27239433000005,66.20827955757666,45.48542282083349,34561.774999999994,111.53025459712714,450.2820381972007,2474.8078854262217,742.1029138688937,36.44256914503116,161.70528775600363,26.51166308567721
7.44,62.91428004223864,750.9373905199998,6256.7553457102085,230.83339999999993,205.24682836943217,2714.339094416475,107.45108427987142,290.42843264,62.56580792365542,43.840096730504605,31701.7424,102.9417041952386,353.8220334576642,2460.093180939183,564.2435538576684,40.62837602480082,125.14808111134744,25.915577641248014
9.31,66.0991416479872,865.8406989999997,6912.569503179391,269.8483999999999,252.14665399725098,3560.048427452327,108.78526660375515,340.04946655999987,64.51774330082581,46.64385403072951,38757.777400000006,109.70232301606016,415.4648590908741,2752.4842558933856,680.2309606612748,41.30496063865352,150.54501324959065,26.709738835167403
9.88,76.44527825584176,1090.9926908799996,7477.44674180203,269.8483999999999,266.29450462350235,4006.7251764907173,131.27577994057862,396.2921883599999,67.30211669017416,46.64385403072951,41781.7924,115.70496910297327,464.2773343192603,2752.4842558933856,763.0157215678995,46.537330673888626,158.95563241367492,26.709738835167403
9.05,76.91389422747474,1108.1711257599998,7545.083422766828,276.3508999999999,261.669333436164,3978.4659887121907,131.39990308135216,404.76960291999995,67.46359373330417,47.09492143628654,42789.797399999996,116.43354284792677,441.9833973222395,2798.2473262646413,737.2972031806104,46.630912828304666,154.1673853020186,26.837589613902626
9.28,98.36270887971772,1188.3544515999997,7578.4572531434,276.5048,317.2605203329924,4622.416808181207,145.49562162002235,460.06103112999983,67.48716417439292,47.11641730649733,42967.60140000001,116.48067960447348,551.1272916514496,2816.446260840241,890.8234423128991,69.03779619004821,193.64440998355815,26.846836616044296
9.28,87.7352154449711,832.2045363199998,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,358.0499013299999,63.22928489047573,44.81678534377495,33895.55640000001,105.01339771010174,427.37750906664076,2581.1386906111275,683.413490783428,66.30712220502913,157.49473110969808,26.195381293794885
8.72,87.7352154449711,832.2045363199998,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,110.96519843812996,358.0499013299999,63.22928489047573,44.81678534377495,33895.55640000001,105.01339771010174,427.37750906664076,2581.1386906111275,683.413490783428,66.30712220502913,157.49473110969808,26.195381293794885
8.59,107.04196884254202,909.5143129199997,6750.524447805132,257.15119999999996,349.5903096988002,4324.797206435185,115.00762751550644,426.9015129399999,64.29191330995288,45.77263828708152,36089.37040000001,107.44858964462959,630.0451460416338,2696.7564631304745,935.4978412729282,80.22110932104738,228.05117570998667,26.469331933337433
9.06,62.732360139299495,755.0170001199998,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,291.33484724,63.306605735919675,45.409119902283955,32217.6434,104.78096272997306,363.51825320764794,2463.6330420148774,581.8011602008021,40.56110837773718,128.7333540446334,26.713221844050675
7.8,62.732360139299495,755.0170001199998,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,107.46331331319762,291.33484724,63.306605735919675,45.409119902283955,32217.6434,104.78096272997306,363.51825320764794,2463.6330420148774,581.8011602008021,40.56110837773718,128.7333540446334,26.713221844050675
9.2,106.95324243260687,923.7941792399997,6869.010489216207,257.1511999999999,361.2324254475325,4559.937627702859,115.72116800009952,425.82529365999983,64.60550454311881,45.77263828708152,37097.37539999999,108.63187478415348,644.474101429146,2696.7564631304745,969.6630738533865,80.20809022046632,233.33017053666998,26.469331933337436
8.97,76.39075256128845,1048.4343766799996,7082.992927247336,250.34089999999995,239.9183590926497,3465.656892241671,133.919009417383,378.3049423199999,66.1105816318643,45.26368964291357,37749.7724,111.68560554126928,443.3217524415548,2610.3857988661784,702.6403923322246,47.00723635069935,146.87856790648476,26.318649161100172
9.53,64.6050021755245,802.2954274799997,6495.783993957025,250.34089999999992,223.3181615842301,2998.4774184521943,107.90313337163414,315.8606763199999,63.1227330969079,45.26368964291357,34725.7574,105.37734356881465,376.61760305395956,2610.3857988661784,601.6500701784282,40.99416209059752,135.8378095742703,26.318649161100172
9.53,76.04844587442685,1072.5243897599996,7353.779409162563,256.8433999999999,273.5162612784566,4063.0266750370706,134.57356334607618,381.8239169999999,67.48652512614598,45.72837309964133,39765.782400000004,114.74512770754147,524.7356782362734,2658.5959713594066,827.3884960185559,46.695070878576416,167.88065131565986,26.450299516134145
2.46,68.9631451691091,260.50611903999993,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,162.00832547,53.83820455161984,34.79120337915893,13681.029999999997,77.84834688996291,331.28582532267495,1669.9512762162585,452.4384270034024,63.02255631005914,121.26511938006665,22.794799373923777
4.11,68.9631451691091,260.50611903999993,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,52.92797055665478,162.00832547,53.83820455161984,34.79120337915893,13681.029999999997,77.84834688996291,331.28582532267495,1669.9512762162585,452.4384270034024,63.02255631005914,121.26511938006665,22.794799373923777
4.72,91.07509722600032,225.68027751999998,3043.241115331153,90.5677,145.94462225769115,1019.3342310000002,52.513489431451745,185.00716542,45.898266690101835,28.381988841693246,9198.214,62.29586849864122,255.7308911309613,1447.0675632337625,348.42201199555603,78.75785856736772,103.78854413275127,19.768318297709683
5.1,91.31509547751399,230.96714136,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,191.53409006,46.759766695785025,29.117345292110677,10206.219,64.30758238341727,290.0680606530752,1532.326026852494,398.09197780069553,78.77422271920781,114.96471162556757,20.000110085202813
3.27,91.31509547751399,230.96714136,3290.9321531041173,97.0702,162.96304945173685,1198.457274,52.730928029156274,191.53409006,46.759766695785025,29.117345292110677,10206.219,64.30758238341727,290.0680606530752,1532.326026852494,398.09197780069553,78.77422271920781,114.96471162556757,20.000110085202813
2.14,91.67803911061961,238.86575296,3592.6577107539065,103.5727,184.11928964110535,1426.2952910000004,54.35929654726874,199.37690705999998,48.31090636938541,29.83458233510233,11214.224,66.89334858190311,347.4576026349801,1613.0844902161202,470.1352861739464,78.80570298289634,129.59220518366521,20.226650198353994
4.17,91.46879190383741,242.62007943999998,3205.83695250819,97.0702,147.19932243940082,1069.09831325,52.63439956348884,193.48457998,46.24369100208818,29.117345292110677,10206.219,63.638865931127334,249.63984547522483,1532.326026852494,346.64477234444814,78.79058515766033,102.79625119488573,20.000110085202813
3.64,73.57516001589406,392.52795936,4230.372944513875,128.40449999999998,163.5118227335777,1577.4817566376955,76.17281127544682,193.92165887,53.90666904354346,33.183941835924195,15635.527,80.62640309476791,292.62353973135026,1694.7940377899286,432.36849416876026,64.04982164178594,108.33751970595091,21.622075620274323
6.12,82.66197112538774,655.42243116,5652.032170721873,145.17289999999997,227.72181769614593,2682.665950360168,116.61333831949077,265.81102523000004,57.90751261259404,34.42233069113711,22606.252,90.13886067618115,466.5725267080365,1956.828255354386,694.2057097702489,66.12309375405329,147.0569408334065,21.84120889357651
7.19,82.92632150093552,660.709295,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,272.3379498700001,58.453790489045105,35.03111982880364,23614.257,91.54072385556057,480.2669994614236,2020.691797617722,723.1965829054778,66.14630576440537,153.62407995137758,22.031660661953218
6.44,82.92632150093552,660.709295,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,116.65759859582855,272.3379498700001,58.453790489045105,35.03111982880364,23614.257,91.54072385556057,480.2669994614236,2020.691797617722,723.1965829054778,66.14630576440537,153.62407995137758,22.031660661953218
5.34,83.09553554768473,672.3622330799999,5741.214308741662,151.67539999999997,228.2057074362125,2729.5439594470977,116.6379089358952,274.28843979000004,58.12533743900402,35.03111982880364,23614.257,91.07219240251108,463.7121551914064,2020.691797617722,692.039435591315,66.1695087015048,146.26901669919818,22.031660661953218
7.46,83.50037248783107,687.6020090799999,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,282.47573707000004,58.662874888800545,35.62950831417688,24622.261999999995,92.45452539762452,476.549181265604,2082.5978634786384,720.3377479039287,66.21204761243557,152.3309282069793,22.218875451713856
4.48,83.50037248783107,687.6020090799999,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,116.89162581323923,282.47573707000004,58.662874888800545,35.62950831417688,24622.261999999995,92.45452539762452,476.549181265604,2082.5978634786384,720.3377479039287,66.21204761243557,152.3309282069793,22.218875451713856
