Activity,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS
6.37,19189.361999999997,690.0606841872101,116.45979521903092,79.89135147578962,32.514722410009895,5037.869539088423,129.42879999999997,177.94569187204294,1848.1658432351685,330.62922011513666,65.5316645716761,151.23736019322632,7284.275199999997,1209.6938110896965,21.070702411277548,81.14098397234284
6.7,11825.761999999999,495.64730487500003,102.488477458879,68.05736267898266,29.80062328878374,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,268.13718967640284,62.895624578552926,72.9021049021589,5268.265199999999,1079.5427277204933,20.210351997433982,68.39162751389968
2.7,9560.108,268.09988684375,59.0920498409243,26.980444358077946,32.237751982109415,3054.0234077924156,107.4246,84.05630868818044,654.6577929375,152.49627499743224,19.693317693691252,61.33693720619342,3927.475500000001,926.0197891913127,22.052551960385305,70.88264314343814
2.87,10568.113,322.0510172500001,68.6324938196261,27.779807506558143,32.88700593106645,3270.4979080361754,113.9271,98.02277348716156,792.513849125,179.00551269417275,19.951691409703784,62.51670952531182,4431.478,973.3281548424735,22.239416663542077,72.76189857336048
4.96,12833.766999999998,569.4400800000001,114.5039223167868,68.55106704106494,30.50179756424201,3710.545956333448,109.92129999999999,166.138285959921,1399.5618880000002,304.81551060752173,62.94270230227651,75.39910408071142,5772.2676999999985,1114.9846323233883,20.432279872959747,70.22186092307722
2.74,11825.761999999999,495.64730487500003,102.488477458879,68.05736267898266,29.80062328878374,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,268.13718967640284,62.895624578552926,72.9021049021589,5268.265199999999,1079.5427277204933,20.210351997433982,68.39162751389968
2.96,12584.123,420.89076131249993,84.26822936537289,30.183247677702344,34.1485017476609,3638.1783582627586,126.93209999999999,121.36000803108925,1033.3052710625002,219.5437638931178,20.885643775381038,67.3252764329194,5439.482999999999,1056.169750133596,22.604004990912365,75.61163234912998
2.98,13592.127999999999,465.0185349472658,90.20954557794674,31.351156246550524,34.76208678805114,3775.23719076782,133.4346,130.66199752293383,1136.103819761719,234.27530129197027,21.341192735168484,69.3760171738867,5943.485499999999,1093.1189070353041,22.781969850914958,76.72189369078424
3.26,20648.162999999997,670.9877739055405,111.19002639953064,51.59277099995083,36.54107547144719,5191.660798518043,152.94209999999995,169.16327509368492,1860.1639068105317,323.5304200703904,34.681583716637356,149.88494870834913,7455.492999999998,1191.198441279818,23.29984333283908,89.44481138668691
3.35,10421.289999999999,381.0150227421876,86.38697580945892,26.995201522263994,29.780768152450328,3266.7799663136175,99.5015,121.04081199349312,964.8382893906253,231.65549238833066,19.112253753329828,61.77424734199726,4410.7978,976.7679129056453,20.387858001464778,67.50674099673306
3.38,13445.305,536.2325658671874,105.86531739014914,30.196439655062452,31.83931014485081,3818.525126209791,119.00899999999999,153.37281275576655,1351.1966441406255,288.82190443966397,20.371573844756206,67.77818955287671,5922.805299999999,1095.848899115494,21.028939669036234,72.45640018314461
3.89,14453.31,580.5732225625002,110.31326901214473,31.363856992785948,32.49652561044026,3949.330097563446,125.51149999999998,161.28230624319806,1454.64867925,300.313605114971,20.849618462369687,69.81562784368623,6426.807799999999,1130.2915857533676,21.234175598623825,73.61426459932883
3.22,17784.89,579.6673465333254,106.16046935973073,49.795223978181035,32.49652561044026,4879.338138227151,125.51149999999998,157.82616760210936,1618.8048157693486,312.2386810619441,34.08345978185739,146.19876830438946,6426.807799999998,1130.2915857533676,21.23417559862383,80.39654623178782
3.72,18792.894999999997,631.962145426941,110.80368319937297,50.232834464912486,33.1407103575044,5017.672593771239,132.01399999999998,166.5949013168648,1751.5948545962522,323.8398506140436,34.17063116042957,146.72356411020505,6930.810299999997,1162.754116548992,21.435519057835872,82.05820757852317
4.28,20808.905,728.4108767431335,118.64716374405144,51.60085652052105,34.39290181854389,5264.714945592544,145.01899999999995,181.73092041830697,1985.1049298107296,342.3764105329148,34.500968411276254,148.8351611619915,7938.815299999997,1222.735992833348,21.82723356024138,84.59535739920955
4.77,13349.667999999998,572.0425914931641,109.59026150345052,69.14547188958034,31.187211496060364,3643.93282726109,116.42379999999999,160.99562615912632,1392.3549854101564,290.2075674633797,63.0053714858271,74.67762571607261,6276.270199999998,1148.3061461383586,20.649488719071464,71.99896889886686
2.96,7684.635,233.2437556875,59.91896407419241,66.31741695436637,24.043104549537688,2727.3364921229463,69.33859999999999,82.667864670593,462.90594600000003,119.06929571762963,62.6969993107102,59.32319258469782,3884.8801000000003,995.0915662607708,17.389834514517673,48.50487445092503
3.19,11825.761999999999,488.4844119375001,100.47456690039236,68.05736267898264,29.80062328878374,3499.148492708619,103.41879999999999,145.66501969171293,1178.0660585000003,257.21956100787224,62.895624578552926,72.90125023098373,5268.265199999999,1079.5427277204933,20.210351997433982,68.39162751389968
3.48,13284.562999999998,475.35818271875,94.59301293782798,30.18262072192864,34.1485017476609,3717.1565111007903,126.93209999999999,136.64135706597216,1215.7508955625,254.4351433857517,20.879563521739176,70.05337700820817,5439.482999999999,1056.169750133596,22.604004990912365,78.06362608795469
5.31,15300.572999999999,574.9023368671877,106.07710621825484,32.40835276461758,35.3650276984198,4044.4329303477766,139.9371,155.98150446186267,1459.351733640625,287.5026955992919,21.73718563014107,74.66000507740327,6447.4879999999985,1127.7260059278133,22.957196920035898,80.72641934645682
5.62,14685.443000000001,577.0694148750001,106.45074324926094,31.565339535686544,35.96956836577275,3886.413553870265,142.6762,156.55558951435958,1464.6196832500002,288.4457333251809,21.31482198842864,71.99693381047052,6186.8454999999985,1097.1248148797756,23.278009029568086,81.68457632564423
4.32,14357.321399999997,435.3539005136719,89.59022484086381,39.3035377406941,35.87303067110444,3986.571553251676,137.05929999999998,127.57707194979496,1123.9330681289066,241.35562808896825,30.71518325305349,82.7925786351545,5770.810999999999,1118.7730979405133,23.5385225447577,78.90166025325449
7.92,36010.248999999996,1391.3001648454601,147.4641919748979,60.70045236520145,49.76626913804169,6511.800545686885,287.6951999999999,251.57078758149916,3656.7194939480746,404.2118826638489,37.091674165474096,165.64346841460736,14125.660800000001,1465.6928091013122,28.443887838160077,118.80551528864306
6.41,32285.793999999998,1225.534900048423,137.53297430622882,58.53318913549234,47.58599431145682,6225.511424680947,258.94609999999994,232.2242560961422,3275.138915977901,380.85042181486386,36.57706435723219,162.33854436949946,12370.2933,1401.0522405142372,27.762678649961813,115.69943223715491
9.6,50429.884,1985.9853793033124,190.13598200195145,84.50674547872296,51.838710604238614,8363.328399733147,323.9710999999999,331.91902746739646,5770.015192986763,576.2307581331216,48.97382022713539,254.87135532163518,17410.318300000006,1591.4191036771078,28.904145582868434,136.6085242215873
8.46,41050.27399999999,1678.54553732804,168.3734353935773,62.674004540602176,51.43745297854474,6989.493138851916,313.70519999999993,290.12683048946565,4415.175079316972,461.94984200654704,37.554341242065156,170.03257440735416,16141.670800000004,1541.196908380198,28.88996379025341,123.4112854361383
7.82,40042.269,1690.087800094449,172.13900839010495,61.7162300106627,50.1808917030178,6951.802388707047,297.96109999999993,296.38314798760183,4534.078908423103,476.60073483262187,37.33221820732259,169.78308982363728,15394.308300000002,1520.9429226251582,28.458517592346503,123.69959322487685
7.92,28206.18,1209.4335445196587,151.65109977514666,42.539430620492325,45.0275842234513,5532.94728671379,238.01799999999994,246.03757209230736,3052.751063492891,408.0273866243868,25.57052973954584,97.4552256082092,11845.6106,1380.6830954997342,26.494803745988076,102.28054132385104
7.0,34561.774999999994,1410.3136066723541,161.70528775600363,58.6624989656838,45.48542282083349,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,450.2820381972007,36.44256914503116,164.22765978167658,13114.258100000001,1442.5126088886118,26.51166308567721,111.53025459712714
6.66,34561.774999999994,1410.3136066723541,161.70528775600363,58.6624989656838,45.48542282083349,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,450.2820381972007,36.44256914503116,164.22765978167658,13114.258100000001,1442.5126088886118,26.51166308567721,111.53025459712714
7.44,31701.7424,1029.1806927993898,125.14808111134744,62.91428004223864,43.840096730504605,6256.7553457102085,230.83339999999993,205.24682836943217,2714.339094416475,353.8220334576642,40.62837602480082,164.85063395836005,12566.2035,1454.8102398489439,25.915577641248014,102.9417041952386
9.31,38757.777400000006,1369.4446423203522,150.54501324959065,66.0991416479872,46.64385403072951,6912.569503179391,269.8483999999999,252.14665399725098,3560.048427452327,415.4648590908741,41.30496063865352,171.6216041363849,15590.218500000003,1566.9281716382966,26.709738835167403,109.70232301606016
9.88,41781.7924,1444.2449726351385,158.95563241367492,76.44527825584176,46.64385403072951,7477.44674180203,269.8483999999999,266.29450462350235,4006.7251764907173,464.2773343192603,46.537330673888626,214.0859856961732,15590.218500000003,1566.9281716382966,26.709738835167403,115.70496910297327
9.05,42789.797399999996,1453.2255587250033,154.1673853020186,76.91389422747474,47.09492143628654,7545.083422766828,276.3508999999999,261.669333436164,3978.4659887121907,441.9833973222395,46.630912828304666,214.75654665156222,16094.221000000003,1584.1200136201023,26.837589613902626,116.43354284792677
9.28,42967.60140000001,1685.1705229541794,193.64440998355815,98.36270887971772,47.11641730649733,7578.4572531434,276.5048,317.2605203329924,4622.416808181207,551.1272916514496,69.03779619004821,234.03283737351546,16187.043400000006,1595.2739671823515,26.846836616044296,116.48067960447348
9.28,33895.55640000001,1289.6630837923212,157.49473110969808,87.7352154449711,44.81678534377495,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,427.37750906664076,66.30712220502913,174.30319039691003,13667.030900000003,1506.5904573014693,26.195381293794885,105.01339771010174
8.72,33895.55640000001,1289.6630837923212,157.49473110969808,87.7352154449711,44.81678534377495,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,427.37750906664076,66.30712220502913,174.30319039691003,13667.030900000003,1506.5904573014693,26.195381293794885,105.01339771010174
8.59,36089.37040000001,1683.929838236593,228.05117570998667,107.04196884254202,45.77263828708152,6750.524447805132,257.15119999999996,349.5903096988002,4324.797206435185,630.0451460416338,80.22110932104738,183.70208399564677,14767.858300000004,1555.0368648873568,26.469331933337433,107.44858964462959
9.06,32217.6434,1071.3822397586594,128.7333540446334,62.732360139299495,45.409119902283955,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,363.51825320764794,40.56110837773718,164.91334790722485,12698.2236,1455.1725479677839,26.713221844050675,104.78096272997306
7.8,32217.6434,1071.3822397586594,128.7333540446334,62.732360139299495,45.409119902283955,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,363.51825320764794,40.56110837773718,164.91334790722485,12698.2236,1455.1725479677839,26.713221844050675,104.78096272997306
9.2,37097.37539999999,1747.4594856401577,233.33017053666998,106.95324243260687,45.77263828708152,6869.010489216207,257.1511999999999,361.2324254475325,4559.937627702859,644.474101429146,80.20809022046632,185.71756093606106,14767.858300000004,1555.0368648873566,26.469331933337436,108.63187478415348
8.97,37749.7724,1238.0754692475111,146.87856790648476,76.39075256128845,45.26368964291357,7082.992927247336,250.34089999999995,239.9183590926497,3465.656892241671,443.3217524415548,47.00723635069935,215.56483107929532,14078.211000000001,1512.9463485867318,26.318649161100172,111.68560554126928
9.53,34725.7574,1161.0154377060258,135.8378095742703,64.6050021755245,45.26368964291357,6495.783993957025,250.34089999999992,223.3181615842301,2998.4774184521943,376.61760305395956,40.99416209059752,167.5252963643779,14078.211000000001,1512.9463485867318,26.318649161100172,105.37734356881465
9.53,39765.782400000004,1414.6892042217871,167.88065131565986,76.04844587442685,45.72837309964133,7353.779409162563,256.8433999999999,273.5162612784566,4063.0266750370706,524.7356782362734,46.695070878576416,217.3112454810386,14582.213500000002,1531.3648134380073,26.450299516134145,114.74512770754147
2.46,13681.029999999997,605.437357421875,121.26511938006665,68.9631451691091,34.79120337915893,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,331.28582532267495,63.02255631005914,75.12605964828091,6036.307899999998,1116.2172010488825,22.794799373923777,77.84834688996291
4.11,13681.029999999997,605.437357421875,121.26511938006665,68.9631451691091,34.79120337915893,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,331.28582532267495,63.02255631005914,75.12605964828091,6036.307899999998,1116.2172010488825,22.794799373923777,77.84834688996291
4.72,9198.214,446.4902790000001,103.78854413275127,91.07509722600032,28.381988841693246,3043.241115331153,90.5677,145.94462225769115,1019.3342310000002,255.7308911309613,78.75785856736772,74.00374386016615,4353.0826,1028.078766634659,19.768318297709683,62.29586849864122
5.1,10206.219,516.3649726875001,114.96471162556757,91.31509547751399,29.117345292110677,3290.9321531041173,97.0702,162.96304945173685,1198.457274,290.0680606530752,78.77422271920781,74.09043529560374,4857.085099999999,1066.9654194854202,20.000110085202813,64.30758238341727
3.27,10206.219,516.3649726875001,114.96471162556757,91.31509547751399,29.117345292110677,3290.9321531041173,97.0702,162.96304945173685,1198.457274,290.0680606530752,78.77422271920781,74.09043529560374,4857.085099999999,1066.9654194854202,20.000110085202813,64.30758238341727
2.14,11214.224,601.6709747500001,129.59220518366521,91.67803911061961,29.83458233510233,3592.6577107539065,103.5727,184.11928964110535,1426.2952910000004,347.4576026349801,78.80570298289634,75.68802660572487,5361.087599999999,1103.2070669275263,20.226650198353994,66.89334858190311
4.17,10206.219,473.65562449999993,102.79625119488573,91.46879190383741,29.117345292110677,3205.83695250819,97.0702,147.19932243940082,1069.09831325,249.63984547522483,78.79058515766033,75.57958949849596,4857.085099999999,1066.9654194854202,20.000110085202813,63.638865931127334
3.64,15635.527,613.3694396203613,108.33751970595091,73.57516001589406,33.183941835924195,4230.372944513875,128.40449999999998,163.5118227335777,1577.4817566376955,292.62353973135026,64.04982164178594,109.93421695046595,6258.987699999998,1122.6605827417043,21.622075620274323,80.62640309476791
6.12,22606.252,926.0292705328521,147.0569408334065,82.66197112538774,34.42233069113711,5652.032170721873,145.17289999999997,227.72181769614593,2682.665950360168,466.5725267080365,66.12309375405329,173.34355982532009,8031.637699999997,1241.3061181865776,21.84120889357651,90.13886067618115
7.19,23614.257,997.731950344391,153.62407995137758,82.92632150093552,35.03111982880364,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,480.2669994614236,66.14630576440537,173.3805878115693,8535.640199999996,1268.4062881363202,22.031660661953218,91.54072385556057
6.44,23614.257,997.731950344391,153.62407995137758,82.92632150093552,35.03111982880364,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,480.2669994614236,66.14630576440537,173.3805878115693,8535.640199999996,1268.4062881363202,22.031660661953218,91.54072385556057
5.34,23614.257,952.4990064070626,146.26901669919818,83.09553554768473,35.03111982880364,5741.214308741662,151.67539999999997,228.2057074362125,2729.5439594470977,463.7121551914064,66.1695087015048,174.0221536941616,8535.640199999996,1268.4062881363202,22.031660661953218,91.07219240251108
7.46,24622.261999999995,1024.0207795120582,152.3309282069793,83.50037248783107,35.62950831417688,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,476.549181265604,66.21204761243557,175.08288886514003,9039.642699999997,1294.3954281735764,22.218875451713856,92.45452539762452
4.48,24622.261999999995,1024.0207795120582,152.3309282069793,83.50037248783107,35.62950831417688,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,476.549181265604,66.21204761243557,175.08288886514003,9039.642699999997,1294.3954281735764,22.218875451713856,92.45452539762452
