Activity,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS
8.55,3650.3849024850315,482.51099999999985,27297.403999999995,138.45793535167564,55.508668765596745,2848.7208421904,35.96496158590133,10350.885599999998,25.442880288293395,101.5561951212234,391.3829379994046,108.15229549287595,240.52402551,42.09636548895879,2189.8304455223374,659.6263474,224.18376411110168
9.22,3733.836316848946,504.28799999999984,29983.321999999996,188.9746288056574,81.96024117338209,3798.7249245568237,64.51736070064428,11319.6929,24.870240865683307,102.5644933517443,513.6592680866952,108.03495815148254,302.45776264,41.456725215940544,2321.238151202674,734.0889702399999,302.7899415177045
8.0,4327.866225232816,619.0026000000001,38539.4268,147.2749458896052,69.71204251201577,3744.354908849396,42.71547425024511,13574.208500000002,26.185668387590873,115.44696345655872,439.73070707413405,129.6800892576781,338.51581983999995,44.79418593790941,2561.2683379364935,950.3311864799996,247.9118616511923
8.11,4245.994731975482,661.1130000000002,39294.235,180.32080332357373,71.1238473795553,4513.931980554596,43.07840966127201,14122.263100000002,26.76992012730529,119.2383817359159,517.424678439041,130.31255857231224,361.25084707999997,46.40569686676412,2575.4050380047615,1033.2419151199997,301.21482180546195
7.92,4208.701959855615,612.5610000000001,37377.454,160.70526668026514,71.30593087055681,3989.978754332734,43.34423583035612,13242.880500000003,25.439040710344518,114.85176787276721,473.68183772905587,130.69831946298717,351.4167150099999,43.425395057730924,2510.3862637789525,1017.3534449199997,268.7571019480117
8.15,3673.329393472428,440.5067999999999,26363.810799999996,117.58298842042117,59.931643194833335,2333.5438293020256,39.997661469858066,9914.1709,24.313891469394264,96.78279668215833,339.25558801932203,108.18642583895642,245.84982003000002,39.62962857673537,2182.781837946296,668.9364868399998,187.56046123515668
5.55,2022.4448637099583,170.90099999999995,8101.306999999999,69.80231540895738,66.69901347796775,634.51852475,62.771937706528256,3756.2577000000006,19.513477942059566,60.0652486467841,165.01789338712737,46.89676520120246,124.93721341999998,27.590390168498885,1318.2581580643791,186.86191704000004,96.99224083297173
6.07,2174.5479444079765,183.90599999999995,9109.312,78.09989182510638,67.02635098434203,774.8945950000001,62.79769274989507,4260.2602,19.751254602611326,62.27181449098781,191.33662181293448,47.32677369129971,131.46413805999998,28.34628963197829,1411.319627621447,196.68203816000002,110.30204965320146
6.37,3321.86414980736,313.9559999999999,19189.361999999997,116.45979521903092,79.89135147578962,1848.1658432351685,65.5316645716761,7284.275199999997,21.070702411277548,81.14098397234284,330.62922011513666,103.94848537465445,237.61801106000004,32.514722410009895,1875.08245454621,538.58197084,177.94569187204294
6.7,2389.454288194701,225.41999999999996,11825.761999999999,102.488477458879,68.05736267898266,1206.5652112500002,62.895624578552926,5268.265199999999,20.210351997433982,68.39162751389968,268.13718967640284,50.12069178884418,148.16205853999998,29.80062328878374,1581.0945991059612,245.00578216,148.20648542226868
2.7,2169.194037976688,223.38,9560.108,59.0920498409243,26.980444358077946,654.6577929375,19.693317693691252,3927.475500000001,22.052551960385305,70.88264314343814,152.49627499743224,43.69684029735141,79.09121726999999,32.237751982109415,1292.47117710901,191.53701944,84.05630868818044
2.87,2303.1622874137324,236.385,10568.113,68.6324938196261,27.779807506558143,792.513849125,19.951691409703784,4431.478,22.239416663542077,72.76189857336048,179.00551269417275,44.19107807047381,85.61814190999999,32.88700593106645,1387.2635883867922,201.35714055999998,98.02277348716156
4.96,2530.4588124896004,238.42499999999995,12833.766999999998,114.5039223167868,68.55106704106494,1399.5618880000002,62.94270230227651,5772.2676999999985,20.432279872959747,70.22186092307722,304.81551060752173,51.461518398282365,156.34935581999997,30.50179756424201,1659.481440489254,260.24555816,166.138285959921
2.74,2389.454288194701,225.41999999999996,11825.761999999999,102.488477458879,68.05736267898266,1206.5652112500002,62.895624578552926,5268.265199999999,20.210351997433982,68.39162751389968,268.13718967640284,50.12069178884418,148.16205853999998,29.80062328878374,1581.0945991059612,245.00578216,148.20648542226868
2.96,2509.403606865237,262.395,12584.123,84.26822936537289,30.183247677702344,1033.3052710625002,20.885643775381038,5439.482999999999,22.604004990912365,75.61163234912998,219.5437638931178,46.3636496235388,102.28285374999999,34.1485017476609,1559.6593550119526,233.80466055999997,121.36000803108925
2.98,2562.4884972759487,275.4,13592.127999999999,90.20954557794674,31.351156246550524,1136.103819761719,21.341192735168484,5943.485499999999,22.781969850914958,76.72189369078424,234.27530129197027,47.05868033921529,110.76026830999999,34.76208678805114,1639.071634701348,250.77176231999997,130.66199752293383
3.26,3379.303457356439,366.4349999999999,20648.162999999997,111.19002639953064,51.59277099995083,1860.1639068105317,34.681583716637356,7455.492999999998,23.29984333283908,89.44481138668691,323.5304200703904,103.33701369553043,191.77201491,36.54107547144719,1857.0437215373527,543.25707324,169.16327509368492
3.35,2286.492847393357,214.76099999999997,10421.289999999999,86.38697580945892,26.995201522263994,964.8382893906253,19.112253753329828,4410.7978,20.387858001464778,67.50674099673306,231.65549238833066,43.41675644639923,84.28270183,29.780768152450328,1396.017814949286,197.24572863999998,121.04081199349312
3.38,2598.6653853654225,253.77599999999995,13445.305,105.86531739014914,30.196439655062452,1351.1966441406255,20.371573844756206,5922.805299999999,21.028939669036234,72.45640018314461,288.82190443966397,46.09480754988029,107.47433830999998,31.83931014485081,1646.4875643850244,239.41070807999995,153.37281275576655
3.89,2648.2677968530515,266.78099999999995,14453.31,110.31326901214473,31.363856992785948,1454.64867925,20.849618462369687,6426.807799999999,21.234175598623825,73.61426459932883,300.313605114971,46.7977874666965,115.95175286999998,32.49652561044026,1721.9000608864555,256.37780984,161.28230624319806
3.22,3270.049566730981,303.2969999999999,17784.89,106.16046935973073,49.795223978181035,1618.8048157693486,34.08345978185739,6426.807799999998,21.23417559862383,80.39654623178782,312.2386810619441,102.5709089196309,173.73865435,32.49652561044026,1721.9000608864558,490.82191731999995,157.82616760210936
3.72,3331.5521490827355,316.3019999999999,18792.894999999997,110.80368319937297,50.232834464912486,1751.5948545962522,34.17063116042957,6930.810299999997,21.435519057835872,82.05820757852317,323.8398506140436,102.6579866249764,180.26557899,33.1407103575044,1794.1455737166452,500.53937676,166.5949013168648
4.28,3435.906182311889,342.3119999999999,20808.905,118.64716374405144,51.60085652052105,1985.1049298107296,34.500968411276254,7938.815299999997,21.82723356024138,84.59535739920955,342.3764105329148,103.07842663930343,196.93029083000002,34.39290181854389,1930.5427681612057,532.98689676,181.73092041830697
4.77,2429.1079210219814,255.96899999999994,13349.667999999998,109.59026150345052,69.14547188958034,1392.3549854101564,63.0053714858271,6276.270199999998,20.649488719071464,71.99896889886686,290.2075674633797,50.44014474062066,165.16234509999995,31.187211496060364,1734.329026261897,269.3692276,160.99562615912632
2.96,1971.998800906446,130.81499999999997,7684.635,59.91896407419241,66.31741695436637,462.90594600000003,62.6969993107102,3884.8801000000003,17.389834514517673,48.50487445092503,119.06929571762963,43.55709468754718,121.24517936999999,24.043104549537688,1383.8965622132057,164.95627296,82.667864670593
3.19,2389.454288194701,225.41999999999996,11825.761999999999,100.47456690039236,68.05736267898264,1178.0660585000003,62.895624578552926,5268.265199999999,20.210351997433982,68.39162751389968,257.21956100787224,50.119806475739516,148.16205854,29.80062328878374,1581.0945991059612,245.00578215999997,145.66501969171293
3.48,2497.4442679333442,277.89899999999994,13284.562999999998,94.59301293782798,30.18262072192864,1215.7508955625,20.879563521739176,5439.482999999999,22.604004990912365,78.06362608795469,254.4351433857517,47.35633232503845,102.31606238999998,34.1485017476609,1559.6593550119526,249.68088455999998,136.64135706597216
5.31,2675.957377334459,303.9089999999999,15300.572999999999,106.07710621825484,32.40835276461758,1459.351733640625,21.73718563014107,6447.4879999999985,22.957196920035898,80.72641934645682,287.5026955992919,49.609415848885,118.98077422999998,35.3650276984198,1714.8102937901906,281.87827496,155.98150446186267
5.62,2577.785552694551,308.9069999999999,14685.443000000001,106.45074324926094,31.565339535686544,1464.6196832500002,21.31482198842864,6186.8454999999985,23.278009029568086,81.68457632564423,288.4457333251809,47.838923829011776,115.24238862999997,35.96956836577275,1657.0395026318927,271.96930488,156.55558951435958
4.32,2709.6563025648984,283.6997999999999,14357.321399999997,89.59022484086381,39.3035377406941,1123.9330681289066,30.71518325305349,5770.810999999999,23.5385225447577,78.90166025325449,241.35562808896825,58.4318006809953,120.21919043,35.87303067110444,1640.3029016685364,291.42675904,127.57707194979496
7.92,3810.7356328001256,668.7629999999999,36010.248999999996,147.4641919748979,60.70045236520145,3656.7194939480746,37.091674165474096,14125.660800000001,28.443887838160077,118.80551528864306,404.2118826638489,106.28581221815412,313.72852255,49.76626913804169,2544.1649500341123,819.8413183599998,251.57078758149916
6.41,3725.979965129382,614.244,32285.793999999998,137.53297430622882,58.53318913549234,3275.138915977901,36.57706435723219,12370.2933,27.762678649961813,115.69943223715491,380.85042181486386,105.758960625551,281.6777791,47.58599431145682,2377.287454929111,753.8486067599998,232.2242560961422
9.6,4716.672265789521,848.3340000000004,50429.884,190.13598200195145,84.50674547872296,5770.015192986763,48.97382022713539,17410.318300000006,28.904145582868434,136.6085242215873,576.2307581331216,150.31976990161306,479.22713645999977,51.838710604238614,2862.1112562976696,1417.3355386799992,331.91902746739646
8.46,3994.784955636237,733.7880000000001,41050.27399999999,168.3734353935773,62.674004540602176,4415.175079316972,37.554341242065156,16141.670800000004,28.88996379025341,123.4112854361383,461.94984200654704,107.13737115960787,344.73435471,51.43745297854474,2736.5762136302865,895.8798556399997,290.12683048946565
7.82,3989.5351990037357,720.7830000000001,40042.269,172.13900839010495,61.7162300106627,4534.078908423103,37.33221820732259,15394.308300000002,28.458517592346503,123.69959322487685,476.60073483262187,107.19946203859593,329.3815317399999,50.1808917030178,2678.7323052893557,878.2108880399998,296.38314798760183
7.92,3296.870383458111,518.0579999999999,28206.18,151.65109977514666,42.539430620492325,3052.751063492891,25.57052973954584,11845.6106,26.494803745988076,102.28054132385104,408.0273866243868,58.174816716383546,214.16926478,45.0275842234513,2328.485043831946,499.16309688,246.03757209230736
7.0,3884.1196457535393,593.5889999999999,34561.774999999994,161.70528775600363,58.6624989656838,3786.214932891702,36.44256914503116,13114.258100000001,26.51166308567721,111.53025459712714,450.2820381972007,106.15666232548459,288.27239433000005,45.48542282083349,2474.8078854262217,775.0703179599998,270.35673587055237
6.66,3884.1196457535393,593.5889999999999,34561.774999999994,161.70528775600363,58.6624989656838,3786.214932891702,36.44256914503116,13114.258100000001,26.51166308567721,111.53025459712714,450.2820381972007,106.15666232548459,288.27239433000005,45.48542282083349,2474.8078854262217,775.0703179599998,270.35673587055237
7.44,3764.2572484164343,524.8277999999999,31701.7424,125.14808111134744,62.91428004223864,2714.339094416475,40.62837602480082,12566.2035,25.915577641248014,102.9417041952386,353.8220334576642,107.45108427987142,290.42843264,43.840096730504605,2460.093180939183,750.9373905199998,205.24682836943217
9.31,4007.2446975115026,615.8628000000001,38757.777400000006,150.54501324959065,66.0991416479872,3560.048427452327,41.30496063865352,15590.218500000003,26.709738835167403,109.70232301606016,415.4648590908741,108.78526660375515,340.04946655999987,46.64385403072951,2752.4842558933856,865.8406989999997,252.14665399725098
9.88,4331.156498746647,654.8778000000001,41781.7924,158.95563241367492,76.44527825584176,4006.7251764907173,46.537330673888626,15590.218500000003,26.709738835167403,115.70496910297327,464.2773343192603,131.27577994057862,396.2921883599999,46.64385403072951,2752.4842558933856,1090.9926908799996,266.29450462350235
9.05,4349.280038800448,667.8828000000001,42789.797399999996,154.1673853020186,76.91389422747474,3978.4659887121907,46.630912828304666,16094.221000000003,26.837589613902626,116.43354284792677,441.9833973222395,131.39990308135216,404.76960291999995,47.09492143628654,2798.2473262646413,1108.1711257599998,261.669333436164
9.28,4369.68747414438,668.1888000000001,42967.60140000001,193.64440998355815,98.36270887971772,4622.416808181207,69.03779619004821,16187.043400000006,26.846836616044296,116.48067960447348,551.1272916514496,145.49562162002235,460.06103112999983,47.11641730649733,2816.446260840241,1188.3544515999997,317.2605203329924
9.28,3861.272028897744,551.1437999999998,33895.55640000001,157.49473110969808,87.7352154449711,3335.3572350200084,66.30712220502913,13667.030900000003,26.195381293794885,105.01339771010174,427.37750906664076,110.96519843812996,358.0499013299999,44.81678534377495,2581.1386906111275,832.2045363199998,255.93031831326337
8.72,3861.272028897744,551.1437999999998,33895.55640000001,157.49473110969808,87.7352154449711,3335.3572350200084,66.30712220502913,13667.030900000003,26.195381293794885,105.01339771010174,427.37750906664076,110.96519843812996,358.0499013299999,44.81678534377495,2581.1386906111275,832.2045363199998,255.93031831326337
8.59,4012.6605387847835,577.4597999999999,36089.37040000001,228.05117570998667,107.04196884254202,4324.797206435185,80.22110932104738,14767.858300000004,26.469331933337433,107.44858964462959,630.0451460416338,115.00762751550644,426.9015129399999,45.77263828708152,2696.7564631304745,909.5143129199997,349.5903096988002
9.06,3788.1434077507865,542.3717999999999,32217.6434,128.7333540446334,62.732360139299495,2827.1390147380266,40.56110837773718,12698.2236,26.713221844050675,104.78096272997306,363.51825320764794,107.46331331319762,291.33484724,45.409119902283955,2463.6330420148774,755.0170001199998,211.43612675873882
7.8,3788.1434077507865,542.3717999999999,32217.6434,128.7333540446334,62.732360139299495,2827.1390147380266,40.56110837773718,12698.2236,26.713221844050675,104.78096272997306,363.51825320764794,107.46331331319762,291.33484724,45.409119902283955,2463.6330420148774,755.0170001199998,211.43612675873882
9.2,4053.676787936957,590.4647999999999,37097.37539999999,233.33017053666998,106.95324243260687,4559.937627702859,80.20809022046632,14767.858300000004,26.469331933337436,108.63187478415348,644.474101429146,115.72116800009952,425.82529365999983,45.77263828708152,2696.7564631304745,923.7941792399997,361.2324254475325
8.97,4170.266482776811,602.8578000000001,37749.7724,146.87856790648476,76.39075256128845,3465.656892241671,47.00723635069935,14078.211000000001,26.318649161100172,111.68560554126928,443.3217524415548,133.919009417383,378.3049423199999,45.26368964291357,2610.3857988661784,1048.4343766799996,239.9183590926497
9.53,3835.1939476390567,563.8428,34725.7574,135.8378095742703,64.6050021755245,2998.4774184521943,40.99416209059752,14078.211000000001,26.318649161100172,105.37734356881465,376.61760305395956,107.90313337163414,315.8606763199999,45.26368964291357,2610.3857988661784,802.2954274799997,223.3181615842301
9.53,4311.9028594301535,628.8678000000001,39765.782400000004,167.88065131565986,76.04844587442685,4063.0266750370706,46.695070878576416,14582.213500000002,26.450299516134145,114.74512770754147,524.7356782362734,134.57356334607618,381.8239169999999,45.72837309964133,2658.5959713594066,1072.5243897599996,273.5162612784566
2.46,2770.1741608536377,275.553,13681.029999999997,121.26511938006665,68.9631451691091,1483.0613669375,63.02255631005914,6036.307899999998,22.794799373923777,77.84834688996291,331.28582532267495,52.92797055665478,162.00832547,34.79120337915893,1669.9512762162585,260.50611903999993,173.29964574997507
4.11,2770.1741608536377,275.553,13681.029999999997,121.26511938006665,68.9631451691091,1483.0613669375,63.02255631005914,6036.307899999998,22.794799373923777,77.84834688996291,331.28582532267495,52.92797055665478,162.00832547,34.79120337915893,1669.9512762162585,260.50611903999993,173.29964574997507
4.72,2187.0593057596316,184.05899999999997,9198.214,103.78854413275127,91.07509722600032,1019.3342310000002,78.75785856736772,4353.0826,19.768318297709683,62.29586849864122,255.7308911309613,52.513489431451745,185.00716542,28.381988841693246,1447.0675632337625,225.68027751999998,145.94462225769115
5.1,2362.9782495927457,197.06400000000002,10206.219,114.96471162556757,91.31509547751399,1198.457274,78.77422271920781,4857.085099999999,20.000110085202813,64.30758238341727,290.0680606530752,52.730928029156274,191.53409006,29.117345292110677,1532.326026852494,230.96714136,162.96304945173685
3.27,2362.9782495927457,197.06400000000002,10206.219,114.96471162556757,91.31509547751399,1198.457274,78.77422271920781,4857.085099999999,20.000110085202813,64.30758238341727,290.0680606530752,52.730928029156274,191.53409006,29.117345292110677,1532.326026852494,230.96714136,162.96304945173685
2.14,2635.181326838365,210.06900000000002,11214.224,129.59220518366521,91.67803911061961,1426.2952910000004,78.80570298289634,5361.087599999999,20.226650198353994,66.89334858190311,347.4576026349801,54.35929654726874,199.37690705999998,29.83458233510233,1613.0844902161202,238.86575296,184.11928964110535
4.17,2256.2238839775573,197.06399999999996,10206.219,102.79625119488573,91.46879190383741,1069.09831325,78.79058515766033,4857.085099999999,20.000110085202813,63.638865931127334,249.63984547522483,52.63439956348884,193.48457998,29.117345292110677,1532.326026852494,242.62007943999998,147.19932243940082
3.64,2835.83885381368,300.441,15635.527,108.33751970595091,73.57516001589406,1577.4817566376955,64.04982164178594,6258.987699999998,21.622075620274323,80.62640309476791,292.62353973135026,76.17281127544682,193.92165887,33.183941835924195,1694.7940377899286,392.52795936,163.5118227335777
6.12,3676.0584014931546,370.97399999999993,22606.252,147.0569408334065,82.66197112538774,2682.665950360168,66.12309375405329,8031.637699999997,21.84120889357651,90.13886067618115,466.5725267080365,116.61333831949077,265.81102523000004,34.42233069113711,1956.828255354386,655.42243116,227.72181769614593
7.19,3742.2701801315548,383.9789999999999,23614.257,153.62407995137758,82.92632150093552,2868.9212916456295,66.14630576440537,8535.640199999996,22.031660661953218,91.54072385556057,480.2669994614236,116.65759859582855,272.3379498700001,35.03111982880364,2020.691797617722,660.709295,239.70645776185023
6.44,3742.2701801315548,383.9789999999999,23614.257,153.62407995137758,82.92632150093552,2868.9212916456295,66.14630576440537,8535.640199999996,22.031660661953218,91.54072385556057,480.2669994614236,116.65759859582855,272.3379498700001,35.03111982880364,2020.691797617722,660.709295,239.70645776185023
5.34,3701.1507280425826,383.9789999999999,23614.257,146.26901669919818,83.09553554768473,2729.5439594470977,66.1695087015048,8535.640199999996,22.031660661953218,91.07219240251108,463.7121551914064,116.6379089358952,274.28843979000004,35.03111982880364,2020.691797617722,672.3622330799999,228.2057074362125
7.46,3762.4367994602903,396.98399999999987,24622.261999999995,152.3309282069793,83.50037248783107,2915.3844350299228,66.21204761243557,9039.642699999997,22.218875451713856,92.45452539762452,476.549181265604,116.89162581323923,282.47573707000004,35.62950831417688,2082.5978634786384,687.6020090799999,239.77798627399474
4.48,3762.4367994602903,396.98399999999987,24622.261999999995,152.3309282069793,83.50037248783107,2915.3844350299228,66.21204761243557,9039.642699999997,22.218875451713856,92.45452539762452,476.549181265604,116.89162581323923,282.47573707000004,35.62950831417688,2082.5978634786384,687.6020090799999,239.77798627399474
