Activity,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS
3.89,256.37780984,69.81562784368623,161.28230624319806,73.61426459932883,2648.2677968530515,20.849618462369687,32.49652561044026,426.7504136739306,46.7977874666965,125.51149999999998,300.313605114971,1454.64867925,580.5732225625002,21.234175598623825,1721.9000608864555,14453.31,50.3144667804951,31.363856992785948
3.22,490.82191731999995,146.19876830438946,157.82616760210936,80.39654623178782,3270.049566730981,34.08345978185739,32.49652561044026,454.818573303691,102.5709089196309,125.51149999999998,312.2386810619441,1618.8048157693486,579.6673465333254,21.23417559862383,1721.9000608864558,17784.89,53.358687733155605,49.795223978181035
3.72,500.53937676,146.72356411020505,166.5949013168648,82.05820757852317,3331.5521490827355,34.17063116042957,33.1407103575044,477.3925927247277,102.6579866249764,132.01399999999998,323.8398506140436,1751.5948545962522,631.962145426941,21.435519057835872,1794.1455737166452,18792.894999999997,54.0887817107883,50.232834464912486
4.28,532.98689676,148.8351611619915,181.73092041830697,84.59535739920955,3435.906182311889,34.500968411276254,34.39290181854389,513.8852313145782,103.07842663930343,145.01899999999995,342.3764105329148,1985.1049298107296,728.4108767431335,21.82723356024138,1930.5427681612057,20808.905,54.95205915376767,51.60085652052105
4.77,269.3692276,74.67762571607261,160.99562615912632,71.99896889886686,2429.1079210219814,63.0053714858271,31.187211496060364,411.946729436374,50.44014474062066,116.42379999999999,290.2075674633797,1392.3549854101564,572.0425914931641,20.649488719071464,1734.329026261897,13349.667999999998,49.47148394581421,69.14547188958034
2.96,164.95627296,59.32319258469782,82.667864670593,48.50487445092503,1971.998800906446,62.6969993107102,24.043104549537688,164.5088636724865,43.55709468754718,69.33859999999999,119.06929571762963,462.90594600000003,233.2437556875,17.389834514517673,1383.8965622132057,7684.635,37.50220281618735,66.31741695436637
3.19,245.00578215999997,72.90125023098373,145.66501969171293,68.39162751389968,2389.454288194701,62.895624578552926,29.80062328878374,363.75611121682203,50.119806475739516,103.41879999999999,257.21956100787224,1178.0660585000003,488.4844119375001,20.210351997433982,1581.0945991059612,11825.761999999999,48.27651832589877,68.05736267898264
3.48,249.68088455999998,70.05337700820817,136.64135706597216,78.06362608795469,2497.4442679333442,20.879563521739176,34.1485017476609,360.4035864030962,47.35633232503845,126.93209999999999,254.4351433857517,1215.7508955625,475.35818271875,22.604004990912365,1559.6593550119526,13284.562999999998,53.55611267954138,30.18262072192864
5.31,281.87827496,74.66000507740327,155.98150446186267,80.72641934645682,2675.957377334459,21.73718563014107,35.3650276984198,412.18613063213184,49.609415848885,139.9371,287.5026955992919,1459.351733640625,574.9023368671877,22.957196920035898,1714.8102937901906,15300.572999999999,54.436233474934134,32.40835276461758
5.62,271.96930488,71.99693381047052,156.55558951435958,81.68457632564423,2577.785552694551,21.31482198842864,35.96956836577275,413.59051181184145,47.838923829011776,142.6762,288.4457333251809,1464.6196832500002,577.0694148750001,23.278009029568086,1657.0395026318927,14685.443000000001,54.8541518148425,31.565339535686544
4.32,291.42675904,82.7925786351545,127.57707194979496,78.90166025325449,2709.6563025648984,30.71518325305349,35.87303067110444,338.35839195601795,58.4318006809953,137.05929999999998,241.35562808896825,1123.9330681289066,435.3539005136719,23.5385225447577,1640.3029016685364,14357.321399999997,54.46917902125624,39.3035377406941
7.92,819.8413183599998,165.64346841460736,251.57078758149916,118.80551528864306,3810.7356328001256,37.091674165474096,49.76626913804169,677.9362269770118,106.28581221815412,287.6951999999999,404.2118826638489,3656.7194939480746,1391.3001648454601,28.443887838160077,2544.1649500341123,36010.248999999996,69.45726764280516,60.70045236520145
6.41,753.8486067599998,162.33854436949946,232.2242560961422,115.69943223715491,3725.979965129382,36.57706435723219,47.58599431145682,633.5067930159504,105.758960625551,258.94609999999994,380.85042181486386,3275.138915977901,1225.534900048423,27.762678649961813,2377.287454929111,32285.793999999998,68.78147191715351,58.53318913549234
9.6,1417.3355386799992,254.87135532163518,331.91902746739646,136.6085242215873,4716.672265789521,48.97382022713539,51.838710604238614,985.1636484878428,150.31976990161306,323.9710999999999,576.2307581331216,5770.015192986763,1985.9853793033124,28.904145582868434,2862.1112562976696,50429.884,76.31664935997044,84.50674547872296
8.46,895.8798556399997,170.03257440735416,290.12683048946565,123.4112854361383,3994.784955636237,37.554341242065156,51.43745297854474,783.038400364614,107.13737115960787,313.70519999999993,461.94984200654704,4415.175079316972,1678.54553732804,28.88996379025341,2736.5762136302865,41050.27399999999,70.81711893956812,62.674004540602176
7.82,878.2108880399998,169.78308982363728,296.38314798760183,123.69959322487685,3989.5351990037357,37.33221820732259,50.1808917030178,810.0901971454301,107.19946203859593,297.96109999999993,476.60073483262187,4534.078908423103,1690.087800094449,28.458517592346503,2678.7323052893557,40042.269,71.22589421152014,61.7162300106627
7.92,499.16309688,97.4552256082092,246.03757209230736,102.28054132385104,3296.870383458111,25.57052973954584,45.0275842234513,646.5352962399834,58.174816716383546,238.01799999999994,408.0273866243868,3052.751063492891,1209.4335445196587,26.494803745988076,2328.485043831946,28206.18,62.42598066972487,42.539430620492325
7.0,775.0703179599998,164.22765978167658,270.35673587055237,111.53025459712714,3884.1196457535393,36.44256914503116,45.48542282083349,742.1029138688937,106.15666232548459,248.28389999999993,450.2820381972007,3786.214932891702,1410.3136066723541,26.51166308567721,2474.8078854262217,34561.774999999994,66.20827955757666,58.6624989656838
6.66,775.0703179599998,164.22765978167658,270.35673587055237,111.53025459712714,3884.1196457535393,36.44256914503116,45.48542282083349,742.1029138688937,106.15666232548459,248.28389999999993,450.2820381972007,3786.214932891702,1410.3136066723541,26.51166308567721,2474.8078854262217,34561.774999999994,66.20827955757666,58.6624989656838
7.44,750.9373905199998,164.85063395836005,205.24682836943217,102.9417041952386,3764.2572484164343,40.62837602480082,43.840096730504605,564.2435538576684,107.45108427987142,230.83339999999993,353.8220334576642,2714.339094416475,1029.1806927993898,25.915577641248014,2460.093180939183,31701.7424,62.56580792365542,62.91428004223864
9.31,865.8406989999997,171.6216041363849,252.14665399725098,109.70232301606016,4007.2446975115026,41.30496063865352,46.64385403072951,680.2309606612748,108.78526660375515,269.8483999999999,415.4648590908741,3560.048427452327,1369.4446423203522,26.709738835167403,2752.4842558933856,38757.777400000006,64.51774330082581,66.0991416479872
9.88,1090.9926908799996,214.0859856961732,266.29450462350235,115.70496910297327,4331.156498746647,46.537330673888626,46.64385403072951,763.0157215678995,131.27577994057862,269.8483999999999,464.2773343192603,4006.7251764907173,1444.2449726351385,26.709738835167403,2752.4842558933856,41781.7924,67.30211669017416,76.44527825584176
9.05,1108.1711257599998,214.75654665156222,261.669333436164,116.43354284792677,4349.280038800448,46.630912828304666,47.09492143628654,737.2972031806104,131.39990308135216,276.3508999999999,441.9833973222395,3978.4659887121907,1453.2255587250033,26.837589613902626,2798.2473262646413,42789.797399999996,67.46359373330417,76.91389422747474
9.28,1188.3544515999997,234.03283737351546,317.2605203329924,116.48067960447348,4369.68747414438,69.03779619004821,47.11641730649733,890.8234423128991,145.49562162002235,276.5048,551.1272916514496,4622.416808181207,1685.1705229541794,26.846836616044296,2816.446260840241,42967.60140000001,67.48716417439292,98.36270887971772
9.28,832.2045363199998,174.30319039691003,255.93031831326337,105.01339771010174,3861.272028897744,66.30712220502913,44.81678534377495,683.413490783428,110.96519843812996,243.99229999999997,427.37750906664076,3335.3572350200084,1289.6630837923212,26.195381293794885,2581.1386906111275,33895.55640000001,63.22928489047573,87.7352154449711
8.72,832.2045363199998,174.30319039691003,255.93031831326337,105.01339771010174,3861.272028897744,66.30712220502913,44.81678534377495,683.413490783428,110.96519843812996,243.99229999999997,427.37750906664076,3335.3572350200084,1289.6630837923212,26.195381293794885,2581.1386906111275,33895.55640000001,63.22928489047573,87.7352154449711
8.59,909.5143129199997,183.70208399564677,349.5903096988002,107.44858964462959,4012.6605387847835,80.22110932104738,45.77263828708152,935.4978412729282,115.00762751550644,257.15119999999996,630.0451460416338,4324.797206435185,1683.929838236593,26.469331933337433,2696.7564631304745,36089.37040000001,64.29191330995288,107.04196884254202
9.06,755.0170001199998,164.91334790722485,211.43612675873882,104.78096272997306,3788.1434077507865,40.56110837773718,45.409119902283955,581.8011602008021,107.46331331319762,242.66699999999992,363.51825320764794,2827.1390147380266,1071.3822397586594,26.713221844050675,2463.6330420148774,32217.6434,63.306605735919675,62.732360139299495
7.8,755.0170001199998,164.91334790722485,211.43612675873882,104.78096272997306,3788.1434077507865,40.56110837773718,45.409119902283955,581.8011602008021,107.46331331319762,242.66699999999992,363.51825320764794,2827.1390147380266,1071.3822397586594,26.713221844050675,2463.6330420148774,32217.6434,63.306605735919675,62.732360139299495
9.2,923.7941792399997,185.71756093606106,361.2324254475325,108.63187478415348,4053.676787936957,80.20809022046632,45.77263828708152,969.6630738533865,115.72116800009952,257.1511999999999,644.474101429146,4559.937627702859,1747.4594856401577,26.469331933337436,2696.7564631304745,37097.37539999999,64.60550454311881,106.95324243260687
8.97,1048.4343766799996,215.56483107929532,239.9183590926497,111.68560554126928,4170.266482776811,47.00723635069935,45.26368964291357,702.6403923322246,133.919009417383,250.34089999999995,443.3217524415548,3465.656892241671,1238.0754692475111,26.318649161100172,2610.3857988661784,37749.7724,66.1105816318643,76.39075256128845
9.53,802.2954274799997,167.5252963643779,223.3181615842301,105.37734356881465,3835.1939476390567,40.99416209059752,45.26368964291357,601.6500701784282,107.90313337163414,250.34089999999992,376.61760305395956,2998.4774184521943,1161.0154377060258,26.318649161100172,2610.3857988661784,34725.7574,63.1227330969079,64.6050021755245
9.53,1072.5243897599996,217.3112454810386,273.5162612784566,114.74512770754147,4311.9028594301535,46.695070878576416,45.72837309964133,827.3884960185559,134.57356334607618,256.8433999999999,524.7356782362734,4063.0266750370706,1414.6892042217871,26.450299516134145,2658.5959713594066,39765.782400000004,67.48652512614598,76.04844587442685
2.46,260.50611903999993,75.12605964828091,173.29964574997507,77.84834688996291,2770.1741608536377,63.02255631005914,34.79120337915893,452.4384270034024,52.92797055665478,133.58849999999998,331.28582532267495,1483.0613669375,605.437357421875,22.794799373923777,1669.9512762162585,13681.029999999997,53.83820455161984,68.9631451691091
4.11,260.50611903999993,75.12605964828091,173.29964574997507,77.84834688996291,2770.1741608536377,63.02255631005914,34.79120337915893,452.4384270034024,52.92797055665478,133.58849999999998,331.28582532267495,1483.0613669375,605.437357421875,22.794799373923777,1669.9512762162585,13681.029999999997,53.83820455161984,68.9631451691091
4.72,225.68027751999998,74.00374386016615,145.94462225769115,62.29586849864122,2187.0593057596316,78.75785856736772,28.381988841693246,348.42201199555603,52.513489431451745,90.5677,255.7308911309613,1019.3342310000002,446.4902790000001,19.768318297709683,1447.0675632337625,9198.214,45.898266690101835,91.07509722600032
5.1,230.96714136,74.09043529560374,162.96304945173685,64.30758238341727,2362.9782495927457,78.77422271920781,29.117345292110677,398.09197780069553,52.730928029156274,97.0702,290.0680606530752,1198.457274,516.3649726875001,20.000110085202813,1532.326026852494,10206.219,46.759766695785025,91.31509547751399
3.27,230.96714136,74.09043529560374,162.96304945173685,64.30758238341727,2362.9782495927457,78.77422271920781,29.117345292110677,398.09197780069553,52.730928029156274,97.0702,290.0680606530752,1198.457274,516.3649726875001,20.000110085202813,1532.326026852494,10206.219,46.759766695785025,91.31509547751399
2.14,238.86575296,75.68802660572487,184.11928964110535,66.89334858190311,2635.181326838365,78.80570298289634,29.83458233510233,470.1352861739464,54.35929654726874,103.5727,347.4576026349801,1426.2952910000004,601.6709747500001,20.226650198353994,1613.0844902161202,11214.224,48.31090636938541,91.67803911061961
4.17,242.62007943999998,75.57958949849596,147.19932243940082,63.638865931127334,2256.2238839775573,78.79058515766033,29.117345292110677,346.64477234444814,52.63439956348884,97.0702,249.63984547522483,1069.09831325,473.65562449999993,20.000110085202813,1532.326026852494,10206.219,46.24369100208818,91.46879190383741
3.64,392.52795936,109.93421695046595,163.5118227335777,80.62640309476791,2835.83885381368,64.04982164178594,33.183941835924195,432.36849416876026,76.17281127544682,128.40449999999998,292.62353973135026,1577.4817566376955,613.3694396203613,21.622075620274323,1694.7940377899286,15635.527,53.90666904354346,73.57516001589406
6.12,655.42243116,173.34355982532009,227.72181769614593,90.13886067618115,3676.0584014931546,66.12309375405329,34.42233069113711,694.2057097702489,116.61333831949077,145.17289999999997,466.5725267080365,2682.665950360168,926.0292705328521,21.84120889357651,1956.828255354386,22606.252,57.90751261259404,82.66197112538774
7.19,660.709295,173.3805878115693,239.70645776185023,91.54072385556057,3742.2701801315548,66.14630576440537,35.03111982880364,723.1965829054778,116.65759859582855,151.67539999999997,480.2669994614236,2868.9212916456295,997.731950344391,22.031660661953218,2020.691797617722,23614.257,58.453790489045105,82.92632150093552
6.44,660.709295,173.3805878115693,239.70645776185023,91.54072385556057,3742.2701801315548,66.14630576440537,35.03111982880364,723.1965829054778,116.65759859582855,151.67539999999997,480.2669994614236,2868.9212916456295,997.731950344391,22.031660661953218,2020.691797617722,23614.257,58.453790489045105,82.92632150093552
5.34,672.3622330799999,174.0221536941616,228.2057074362125,91.07219240251108,3701.1507280425826,66.1695087015048,35.03111982880364,692.039435591315,116.6379089358952,151.67539999999997,463.7121551914064,2729.5439594470977,952.4990064070626,22.031660661953218,2020.691797617722,23614.257,58.12533743900402,83.09553554768473
7.46,687.6020090799999,175.08288886514003,239.77798627399474,92.45452539762452,3762.4367994602903,66.21204761243557,35.62950831417688,720.3377479039287,116.89162581323923,158.17789999999997,476.549181265604,2915.3844350299228,1024.0207795120582,22.218875451713856,2082.5978634786384,24622.261999999995,58.662874888800545,83.50037248783107
4.48,687.6020090799999,175.08288886514003,239.77798627399474,92.45452539762452,3762.4367994602903,66.21204761243557,35.62950831417688,720.3377479039287,116.89162581323923,158.17789999999997,476.549181265604,2915.3844350299228,1024.0207795120582,22.218875451713856,2082.5978634786384,24622.261999999995,58.662874888800545,83.50037248783107
