Activity,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS
8.55,482.51099999999985,62.66521148806405,55.508668765596745,42.09636548895879,160.28132433343328,10350.885599999998,138.45793535167564,25.442880288293395,623.7953098324994,27297.403999999995,3650.3849024850315,224.18376411110168,101.5561951212234,108.15229549287595,2189.8304455223374,391.3829379994046,240.52402551
9.22,504.28799999999984,62.38552998024147,81.96024117338209,41.456725215940544,166.2883943479743,11319.6929,188.9746288056574,24.870240865683307,815.8655582153875,29983.321999999996,3733.836316848946,302.7899415177045,102.5644933517443,108.03495815148254,2321.238151202674,513.6592680866952,302.45776264
8.0,619.0026000000001,68.07917299997499,69.71204251201577,44.79418593790941,206.38168295634296,13574.208500000002,147.2749458896052,26.185668387590873,726.9677232730112,38539.4268,4327.866225232816,247.9118616511923,115.44696345655872,129.6800892576781,2561.2683379364935,439.73070707413405,338.51581983999995
8.11,661.1130000000002,69.30960624897119,71.1238473795553,46.40569686676412,210.2004699045632,14122.263100000002,180.32080332357373,26.76992012730529,859.7767797022084,39294.235,4245.994731975482,301.21482180546195,119.2383817359159,130.31255857231224,2575.4050380047615,517.424678439041,361.25084707999997
7.92,612.5610000000001,67.52942290783024,71.30593087055681,43.425395057730924,210.85433038283895,13242.880500000003,160.70526668026514,25.439040710344518,781.1675900893554,37377.454,4208.701959855615,268.7571019480117,114.85176787276721,130.69831946298717,2510.3862637789525,473.68183772905587,351.4167150099999
8.15,440.5067999999999,60.80658960330297,59.931643194833335,39.62962857673537,162.7768453352415,9914.1709,117.58298842042117,24.313891469394264,530.9691408158914,26363.810799999996,3673.329393472428,187.56046123515668,96.78279668215833,108.18642583895642,2182.781837946296,339.25558801932203,245.84982003000002
5.55,170.90099999999995,44.867260801608516,66.69901347796775,27.590390168498885,64.57136466536652,3756.2577000000006,69.80231540895738,19.513477942059566,222.75514367316921,8101.306999999999,2022.4448637099583,96.99224083297173,60.0652486467841,46.89676520120246,1318.2581580643791,165.01789338712737,124.93721341999998
6.07,183.90599999999995,45.89053391180466,67.02635098434203,28.34628963197829,65.69307603380621,4260.2602,78.09989182510638,19.751254602611326,262.28831124236524,9109.312,2174.5479444079765,110.30204965320146,62.27181449098781,47.32677369129971,1411.319627621447,191.33662181293448,131.46413805999998
6.37,313.9559999999999,53.51751404340992,79.89135147578962,32.514722410009895,151.23736019322632,7284.275199999997,116.45979521903092,21.070702411277548,492.12455270232607,19189.361999999997,3321.86414980736,177.94569187204294,81.14098397234284,103.94848537465445,1875.08245454621,330.62922011513666,237.61801106000004
6.7,225.41999999999996,48.27651832589877,68.05736267898266,29.80062328878374,72.9021049021589,5268.265199999999,102.488477458879,20.210351997433982,375.91092316112685,11825.761999999999,2389.454288194701,148.20648542226868,68.39162751389968,50.12069178884418,1581.0945991059612,268.13718967640284,148.16205853999998
2.7,223.38,50.8416677914314,26.980444358077946,32.237751982109415,61.33693720619342,3927.475500000001,59.0920498409243,22.052551960385305,211.4240758782761,9560.108,2169.194037976688,84.05630868818044,70.88264314343814,43.69684029735141,1292.47117710901,152.49627499743224,79.09121726999999
2.87,236.385,51.6441609207177,27.779807506558143,32.88700593106645,62.51670952531182,4431.478,68.6324938196261,22.239416663542077,250.05974984728348,10568.113,2303.1622874137324,98.02277348716156,72.76189857336048,44.19107807047381,1387.2635883867922,179.00551269417275,85.61814190999999
4.96,238.42499999999995,49.050505516529704,68.55106704106494,30.50179756424201,75.39910408071142,5772.2676999999985,114.5039223167868,20.432279872959747,428.44481789443364,12833.766999999998,2530.4588124896004,166.138285959921,70.22186092307722,51.461518398282365,1659.481440489254,304.81551060752173,156.34935581999997
2.74,225.41999999999996,48.27651832589877,68.05736267898266,29.80062328878374,72.9021049021589,5268.265199999999,102.488477458879,20.210351997433982,375.91092316112685,11825.761999999999,2389.454288194701,148.20648542226868,68.39162751389968,50.12069178884418,1581.0945991059612,268.13718967640284,148.16205853999998
2.96,262.395,52.58890661196682,30.183247677702344,34.1485017476609,67.3252764329194,5439.482999999999,84.26822936537289,22.604004990912365,310.30269407516727,12584.123,2509.403606865237,121.36000803108925,75.61163234912998,46.3636496235388,1559.6593550119526,219.5437638931178,102.28285374999999
2.98,275.4,52.85268849591541,31.351156246550524,34.76208678805114,69.3760171738867,5943.485499999999,90.20954557794674,22.781969850914958,332.832286201804,13592.127999999999,2562.4884972759487,130.66199752293383,76.72189369078424,47.05868033921529,1639.071634701348,234.27530129197027,110.76026830999999
3.26,366.4349999999999,57.92729620347919,51.59277099995083,36.54107547144719,149.88494870834913,7455.492999999998,111.19002639953064,23.29984333283908,482.1569669461345,20648.162999999997,3379.303457356439,169.16327509368492,89.44481138668691,103.33701369553043,1857.0437215373527,323.5304200703904,191.77201491
3.35,214.76099999999997,48.08112403824545,26.995201522263994,29.780768152450328,61.77424734199726,4410.7978,86.38697580945892,20.387858001464778,318.6058564011808,10421.289999999999,2286.492847393357,121.04081199349312,67.50674099673306,43.41675644639923,1396.017814949286,231.65549238833066,84.28270183
3.38,253.77599999999995,50.023166515181856,30.196439655062452,31.83931014485081,67.77818955287671,5922.805299999999,105.86531739014914,21.028939669036234,407.37799897858184,13445.305,2598.6653853654225,153.37281275576655,72.45640018314461,46.09480754988029,1646.4875643850244,288.82190443966397,107.47433830999998
3.89,266.78099999999995,50.3144667804951,31.363856992785948,32.49652561044026,69.81562784368623,6426.807799999999,110.31326901214473,21.234175598623825,426.7504136739306,14453.31,2648.2677968530515,161.28230624319806,73.61426459932883,46.7977874666965,1721.9000608864555,300.313605114971,115.95175286999998
3.22,303.2969999999999,53.358687733155605,49.795223978181035,32.49652561044026,146.19876830438946,6426.807799999998,106.16046935973073,21.23417559862383,454.818573303691,17784.89,3270.049566730981,157.82616760210936,80.39654623178782,102.5709089196309,1721.9000608864558,312.2386810619441,173.73865435
3.72,316.3019999999999,54.0887817107883,50.232834464912486,33.1407103575044,146.72356411020505,6930.810299999997,110.80368319937297,21.435519057835872,477.3925927247277,18792.894999999997,3331.5521490827355,166.5949013168648,82.05820757852317,102.6579866249764,1794.1455737166452,323.8398506140436,180.26557899
4.28,342.3119999999999,54.95205915376767,51.60085652052105,34.39290181854389,148.8351611619915,7938.815299999997,118.64716374405144,21.82723356024138,513.8852313145782,20808.905,3435.906182311889,181.73092041830697,84.59535739920955,103.07842663930343,1930.5427681612057,342.3764105329148,196.93029083000002
4.77,255.96899999999994,49.47148394581421,69.14547188958034,31.187211496060364,74.67762571607261,6276.270199999998,109.59026150345052,20.649488719071464,411.946729436374,13349.667999999998,2429.1079210219814,160.99562615912632,71.99896889886686,50.44014474062066,1734.329026261897,290.2075674633797,165.16234509999995
2.96,130.81499999999997,37.50220281618735,66.31741695436637,24.043104549537688,59.32319258469782,3884.8801000000003,59.91896407419241,17.389834514517673,164.5088636724865,7684.635,1971.998800906446,82.667864670593,48.50487445092503,43.55709468754718,1383.8965622132057,119.06929571762963,121.24517936999999
3.19,225.41999999999996,48.27651832589877,68.05736267898264,29.80062328878374,72.90125023098373,5268.265199999999,100.47456690039236,20.210351997433982,363.75611121682203,11825.761999999999,2389.454288194701,145.66501969171293,68.39162751389968,50.119806475739516,1581.0945991059612,257.21956100787224,148.16205854
3.48,277.89899999999994,53.55611267954138,30.18262072192864,34.1485017476609,70.05337700820817,5439.482999999999,94.59301293782798,22.604004990912365,360.4035864030962,13284.562999999998,2497.4442679333442,136.64135706597216,78.06362608795469,47.35633232503845,1559.6593550119526,254.4351433857517,102.31606238999998
5.31,303.9089999999999,54.436233474934134,32.40835276461758,35.3650276984198,74.66000507740327,6447.4879999999985,106.07710621825484,22.957196920035898,412.18613063213184,15300.572999999999,2675.957377334459,155.98150446186267,80.72641934645682,49.609415848885,1714.8102937901906,287.5026955992919,118.98077422999998
5.62,308.9069999999999,54.8541518148425,31.565339535686544,35.96956836577275,71.99693381047052,6186.8454999999985,106.45074324926094,23.278009029568086,413.59051181184145,14685.443000000001,2577.785552694551,156.55558951435958,81.68457632564423,47.838923829011776,1657.0395026318927,288.4457333251809,115.24238862999997
4.32,283.6997999999999,54.46917902125624,39.3035377406941,35.87303067110444,82.7925786351545,5770.810999999999,89.59022484086381,23.5385225447577,338.35839195601795,14357.321399999997,2709.6563025648984,127.57707194979496,78.90166025325449,58.4318006809953,1640.3029016685364,241.35562808896825,120.21919043
7.92,668.7629999999999,69.45726764280516,60.70045236520145,49.76626913804169,165.64346841460736,14125.660800000001,147.4641919748979,28.443887838160077,677.9362269770118,36010.248999999996,3810.7356328001256,251.57078758149916,118.80551528864306,106.28581221815412,2544.1649500341123,404.2118826638489,313.72852255
6.41,614.244,68.78147191715351,58.53318913549234,47.58599431145682,162.33854436949946,12370.2933,137.53297430622882,27.762678649961813,633.5067930159504,32285.793999999998,3725.979965129382,232.2242560961422,115.69943223715491,105.758960625551,2377.287454929111,380.85042181486386,281.6777791
9.6,848.3340000000004,76.31664935997044,84.50674547872296,51.838710604238614,254.87135532163518,17410.318300000006,190.13598200195145,28.904145582868434,985.1636484878428,50429.884,4716.672265789521,331.91902746739646,136.6085242215873,150.31976990161306,2862.1112562976696,576.2307581331216,479.22713645999977
8.46,733.7880000000001,70.81711893956812,62.674004540602176,51.43745297854474,170.03257440735416,16141.670800000004,168.3734353935773,28.88996379025341,783.038400364614,41050.27399999999,3994.784955636237,290.12683048946565,123.4112854361383,107.13737115960787,2736.5762136302865,461.94984200654704,344.73435471
7.82,720.7830000000001,71.22589421152014,61.7162300106627,50.1808917030178,169.78308982363728,15394.308300000002,172.13900839010495,28.458517592346503,810.0901971454301,40042.269,3989.5351990037357,296.38314798760183,123.69959322487685,107.19946203859593,2678.7323052893557,476.60073483262187,329.3815317399999
7.92,518.0579999999999,62.42598066972487,42.539430620492325,45.0275842234513,97.4552256082092,11845.6106,151.65109977514666,26.494803745988076,646.5352962399834,28206.18,3296.870383458111,246.03757209230736,102.28054132385104,58.174816716383546,2328.485043831946,408.0273866243868,214.16926478
7.0,593.5889999999999,66.20827955757666,58.6624989656838,45.48542282083349,164.22765978167658,13114.258100000001,161.70528775600363,26.51166308567721,742.1029138688937,34561.774999999994,3884.1196457535393,270.35673587055237,111.53025459712714,106.15666232548459,2474.8078854262217,450.2820381972007,288.27239433000005
6.66,593.5889999999999,66.20827955757666,58.6624989656838,45.48542282083349,164.22765978167658,13114.258100000001,161.70528775600363,26.51166308567721,742.1029138688937,34561.774999999994,3884.1196457535393,270.35673587055237,111.53025459712714,106.15666232548459,2474.8078854262217,450.2820381972007,288.27239433000005
7.44,524.8277999999999,62.56580792365542,62.91428004223864,43.840096730504605,164.85063395836005,12566.2035,125.14808111134744,25.915577641248014,564.2435538576684,31701.7424,3764.2572484164343,205.24682836943217,102.9417041952386,107.45108427987142,2460.093180939183,353.8220334576642,290.42843264
9.31,615.8628000000001,64.51774330082581,66.0991416479872,46.64385403072951,171.6216041363849,15590.218500000003,150.54501324959065,26.709738835167403,680.2309606612748,38757.777400000006,4007.2446975115026,252.14665399725098,109.70232301606016,108.78526660375515,2752.4842558933856,415.4648590908741,340.04946655999987
9.88,654.8778000000001,67.30211669017416,76.44527825584176,46.64385403072951,214.0859856961732,15590.218500000003,158.95563241367492,26.709738835167403,763.0157215678995,41781.7924,4331.156498746647,266.29450462350235,115.70496910297327,131.27577994057862,2752.4842558933856,464.2773343192603,396.2921883599999
9.05,667.8828000000001,67.46359373330417,76.91389422747474,47.09492143628654,214.75654665156222,16094.221000000003,154.1673853020186,26.837589613902626,737.2972031806104,42789.797399999996,4349.280038800448,261.669333436164,116.43354284792677,131.39990308135216,2798.2473262646413,441.9833973222395,404.76960291999995
9.28,668.1888000000001,67.48716417439292,98.36270887971772,47.11641730649733,234.03283737351546,16187.043400000006,193.64440998355815,26.846836616044296,890.8234423128991,42967.60140000001,4369.68747414438,317.2605203329924,116.48067960447348,145.49562162002235,2816.446260840241,551.1272916514496,460.06103112999983
9.28,551.1437999999998,63.22928489047573,87.7352154449711,44.81678534377495,174.30319039691003,13667.030900000003,157.49473110969808,26.195381293794885,683.413490783428,33895.55640000001,3861.272028897744,255.93031831326337,105.01339771010174,110.96519843812996,2581.1386906111275,427.37750906664076,358.0499013299999
8.72,551.1437999999998,63.22928489047573,87.7352154449711,44.81678534377495,174.30319039691003,13667.030900000003,157.49473110969808,26.195381293794885,683.413490783428,33895.55640000001,3861.272028897744,255.93031831326337,105.01339771010174,110.96519843812996,2581.1386906111275,427.37750906664076,358.0499013299999
8.59,577.4597999999999,64.29191330995288,107.04196884254202,45.77263828708152,183.70208399564677,14767.858300000004,228.05117570998667,26.469331933337433,935.4978412729282,36089.37040000001,4012.6605387847835,349.5903096988002,107.44858964462959,115.00762751550644,2696.7564631304745,630.0451460416338,426.9015129399999
9.06,542.3717999999999,63.306605735919675,62.732360139299495,45.409119902283955,164.91334790722485,12698.2236,128.7333540446334,26.713221844050675,581.8011602008021,32217.6434,3788.1434077507865,211.43612675873882,104.78096272997306,107.46331331319762,2463.6330420148774,363.51825320764794,291.33484724
7.8,542.3717999999999,63.306605735919675,62.732360139299495,45.409119902283955,164.91334790722485,12698.2236,128.7333540446334,26.713221844050675,581.8011602008021,32217.6434,3788.1434077507865,211.43612675873882,104.78096272997306,107.46331331319762,2463.6330420148774,363.51825320764794,291.33484724
9.2,590.4647999999999,64.60550454311881,106.95324243260687,45.77263828708152,185.71756093606106,14767.858300000004,233.33017053666998,26.469331933337436,969.6630738533865,37097.37539999999,4053.676787936957,361.2324254475325,108.63187478415348,115.72116800009952,2696.7564631304745,644.474101429146,425.82529365999983
8.97,602.8578000000001,66.1105816318643,76.39075256128845,45.26368964291357,215.56483107929532,14078.211000000001,146.87856790648476,26.318649161100172,702.6403923322246,37749.7724,4170.266482776811,239.9183590926497,111.68560554126928,133.919009417383,2610.3857988661784,443.3217524415548,378.3049423199999
9.53,563.8428,63.1227330969079,64.6050021755245,45.26368964291357,167.5252963643779,14078.211000000001,135.8378095742703,26.318649161100172,601.6500701784282,34725.7574,3835.1939476390567,223.3181615842301,105.37734356881465,107.90313337163414,2610.3857988661784,376.61760305395956,315.8606763199999
9.53,628.8678000000001,67.48652512614598,76.04844587442685,45.72837309964133,217.3112454810386,14582.213500000002,167.88065131565986,26.450299516134145,827.3884960185559,39765.782400000004,4311.9028594301535,273.5162612784566,114.74512770754147,134.57356334607618,2658.5959713594066,524.7356782362734,381.8239169999999
2.46,275.553,53.83820455161984,68.9631451691091,34.79120337915893,75.12605964828091,6036.307899999998,121.26511938006665,22.794799373923777,452.4384270034024,13681.029999999997,2770.1741608536377,173.29964574997507,77.84834688996291,52.92797055665478,1669.9512762162585,331.28582532267495,162.00832547
4.11,275.553,53.83820455161984,68.9631451691091,34.79120337915893,75.12605964828091,6036.307899999998,121.26511938006665,22.794799373923777,452.4384270034024,13681.029999999997,2770.1741608536377,173.29964574997507,77.84834688996291,52.92797055665478,1669.9512762162585,331.28582532267495,162.00832547
4.72,184.05899999999997,45.898266690101835,91.07509722600032,28.381988841693246,74.00374386016615,4353.0826,103.78854413275127,19.768318297709683,348.42201199555603,9198.214,2187.0593057596316,145.94462225769115,62.29586849864122,52.513489431451745,1447.0675632337625,255.7308911309613,185.00716542
5.1,197.06400000000002,46.759766695785025,91.31509547751399,29.117345292110677,74.09043529560374,4857.085099999999,114.96471162556757,20.000110085202813,398.09197780069553,10206.219,2362.9782495927457,162.96304945173685,64.30758238341727,52.730928029156274,1532.326026852494,290.0680606530752,191.53409006
3.27,197.06400000000002,46.759766695785025,91.31509547751399,29.117345292110677,74.09043529560374,4857.085099999999,114.96471162556757,20.000110085202813,398.09197780069553,10206.219,2362.9782495927457,162.96304945173685,64.30758238341727,52.730928029156274,1532.326026852494,290.0680606530752,191.53409006
2.14,210.06900000000002,48.31090636938541,91.67803911061961,29.83458233510233,75.68802660572487,5361.087599999999,129.59220518366521,20.226650198353994,470.1352861739464,11214.224,2635.181326838365,184.11928964110535,66.89334858190311,54.35929654726874,1613.0844902161202,347.4576026349801,199.37690705999998
4.17,197.06399999999996,46.24369100208818,91.46879190383741,29.117345292110677,75.57958949849596,4857.085099999999,102.79625119488573,20.000110085202813,346.64477234444814,10206.219,2256.2238839775573,147.19932243940082,63.638865931127334,52.63439956348884,1532.326026852494,249.63984547522483,193.48457998
3.64,300.441,53.90666904354346,73.57516001589406,33.183941835924195,109.93421695046595,6258.987699999998,108.33751970595091,21.622075620274323,432.36849416876026,15635.527,2835.83885381368,163.5118227335777,80.62640309476791,76.17281127544682,1694.7940377899286,292.62353973135026,193.92165887
6.12,370.97399999999993,57.90751261259404,82.66197112538774,34.42233069113711,173.34355982532009,8031.637699999997,147.0569408334065,21.84120889357651,694.2057097702489,22606.252,3676.0584014931546,227.72181769614593,90.13886067618115,116.61333831949077,1956.828255354386,466.5725267080365,265.81102523000004
7.19,383.9789999999999,58.453790489045105,82.92632150093552,35.03111982880364,173.3805878115693,8535.640199999996,153.62407995137758,22.031660661953218,723.1965829054778,23614.257,3742.2701801315548,239.70645776185023,91.54072385556057,116.65759859582855,2020.691797617722,480.2669994614236,272.3379498700001
6.44,383.9789999999999,58.453790489045105,82.92632150093552,35.03111982880364,173.3805878115693,8535.640199999996,153.62407995137758,22.031660661953218,723.1965829054778,23614.257,3742.2701801315548,239.70645776185023,91.54072385556057,116.65759859582855,2020.691797617722,480.2669994614236,272.3379498700001
5.34,383.9789999999999,58.12533743900402,83.09553554768473,35.03111982880364,174.0221536941616,8535.640199999996,146.26901669919818,22.031660661953218,692.039435591315,23614.257,3701.1507280425826,228.2057074362125,91.07219240251108,116.6379089358952,2020.691797617722,463.7121551914064,274.28843979000004
7.46,396.98399999999987,58.662874888800545,83.50037248783107,35.62950831417688,175.08288886514003,9039.642699999997,152.3309282069793,22.218875451713856,720.3377479039287,24622.261999999995,3762.4367994602903,239.77798627399474,92.45452539762452,116.89162581323923,2082.5978634786384,476.549181265604,282.47573707000004
4.48,396.98399999999987,58.662874888800545,83.50037248783107,35.62950831417688,175.08288886514003,9039.642699999997,152.3309282069793,22.218875451713856,720.3377479039287,24622.261999999995,3762.4367994602903,239.77798627399474,92.45452539762452,116.89162581323923,2082.5978634786384,476.549181265604,282.47573707000004
