Activity,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS
2.87,236.385,1387.2635883867922,3270.4979080361754,22.239416663542077,792.513849125,32.88700593106645,2303.1622874137324,27.779807506558143,19.951691409703784,62.51670952531182,68.6324938196261,322.0510172500001,10568.113,51.6441609207177,72.76189857336048,98.02277348716156
4.96,238.42499999999995,1659.481440489254,3710.545956333448,20.432279872959747,1399.5618880000002,30.50179756424201,2530.4588124896004,68.55106704106494,62.94270230227651,75.39910408071142,114.5039223167868,569.4400800000001,12833.766999999998,49.050505516529704,70.22186092307722,166.138285959921
2.74,225.41999999999996,1581.0945991059612,3499.148492708619,20.210351997433982,1206.5652112500002,29.80062328878374,2389.454288194701,68.05736267898266,62.895624578552926,72.9021049021589,102.488477458879,495.64730487500003,11825.761999999999,48.27651832589877,68.39162751389968,148.20648542226868
2.96,262.395,1559.6593550119526,3638.1783582627586,22.604004990912365,1033.3052710625002,34.1485017476609,2509.403606865237,30.183247677702344,20.885643775381038,67.3252764329194,84.26822936537289,420.89076131249993,12584.123,52.58890661196682,75.61163234912998,121.36000803108925
2.98,275.4,1639.071634701348,3775.23719076782,22.781969850914958,1136.103819761719,34.76208678805114,2562.4884972759487,31.351156246550524,21.341192735168484,69.3760171738867,90.20954557794674,465.0185349472658,13592.127999999999,52.85268849591541,76.72189369078424,130.66199752293383
3.26,366.4349999999999,1857.0437215373527,5191.660798518043,23.29984333283908,1860.1639068105317,36.54107547144719,3379.303457356439,51.59277099995083,34.681583716637356,149.88494870834913,111.19002639953064,670.9877739055405,20648.162999999997,57.92729620347919,89.44481138668691,169.16327509368492
3.35,214.76099999999997,1396.017814949286,3266.7799663136175,20.387858001464778,964.8382893906253,29.780768152450328,2286.492847393357,26.995201522263994,19.112253753329828,61.77424734199726,86.38697580945892,381.0150227421876,10421.289999999999,48.08112403824545,67.50674099673306,121.04081199349312
3.38,253.77599999999995,1646.4875643850244,3818.525126209791,21.028939669036234,1351.1966441406255,31.83931014485081,2598.6653853654225,30.196439655062452,20.371573844756206,67.77818955287671,105.86531739014914,536.2325658671874,13445.305,50.023166515181856,72.45640018314461,153.37281275576655
3.89,266.78099999999995,1721.9000608864555,3949.330097563446,21.234175598623825,1454.64867925,32.49652561044026,2648.2677968530515,31.363856992785948,20.849618462369687,69.81562784368623,110.31326901214473,580.5732225625002,14453.31,50.3144667804951,73.61426459932883,161.28230624319806
3.22,303.2969999999999,1721.9000608864558,4879.338138227151,21.23417559862383,1618.8048157693486,32.49652561044026,3270.049566730981,49.795223978181035,34.08345978185739,146.19876830438946,106.16046935973073,579.6673465333254,17784.89,53.358687733155605,80.39654623178782,157.82616760210936
3.72,316.3019999999999,1794.1455737166452,5017.672593771239,21.435519057835872,1751.5948545962522,33.1407103575044,3331.5521490827355,50.232834464912486,34.17063116042957,146.72356411020505,110.80368319937297,631.962145426941,18792.894999999997,54.0887817107883,82.05820757852317,166.5949013168648
4.28,342.3119999999999,1930.5427681612057,5264.714945592544,21.82723356024138,1985.1049298107296,34.39290181854389,3435.906182311889,51.60085652052105,34.500968411276254,148.8351611619915,118.64716374405144,728.4108767431335,20808.905,54.95205915376767,84.59535739920955,181.73092041830697
4.77,255.96899999999994,1734.329026261897,3643.93282726109,20.649488719071464,1392.3549854101564,31.187211496060364,2429.1079210219814,69.14547188958034,63.0053714858271,74.67762571607261,109.59026150345052,572.0425914931641,13349.667999999998,49.47148394581421,71.99896889886686,160.99562615912632
2.96,130.81499999999997,1383.8965622132057,2727.3364921229463,17.389834514517673,462.90594600000003,24.043104549537688,1971.998800906446,66.31741695436637,62.6969993107102,59.32319258469782,59.91896407419241,233.2437556875,7684.635,37.50220281618735,48.50487445092503,82.667864670593
3.19,225.41999999999996,1581.0945991059612,3499.148492708619,20.210351997433982,1178.0660585000003,29.80062328878374,2389.454288194701,68.05736267898264,62.895624578552926,72.90125023098373,100.47456690039236,488.4844119375001,11825.761999999999,48.27651832589877,68.39162751389968,145.66501969171293
3.48,277.89899999999994,1559.6593550119526,3717.1565111007903,22.604004990912365,1215.7508955625,34.1485017476609,2497.4442679333442,30.18262072192864,20.879563521739176,70.05337700820817,94.59301293782798,475.35818271875,13284.562999999998,53.55611267954138,78.06362608795469,136.64135706597216
5.31,303.9089999999999,1714.8102937901906,4044.4329303477766,22.957196920035898,1459.351733640625,35.3650276984198,2675.957377334459,32.40835276461758,21.73718563014107,74.66000507740327,106.07710621825484,574.9023368671877,15300.572999999999,54.436233474934134,80.72641934645682,155.98150446186267
5.62,308.9069999999999,1657.0395026318927,3886.413553870265,23.278009029568086,1464.6196832500002,35.96956836577275,2577.785552694551,31.565339535686544,21.31482198842864,71.99693381047052,106.45074324926094,577.0694148750001,14685.443000000001,54.8541518148425,81.68457632564423,156.55558951435958
4.32,283.6997999999999,1640.3029016685364,3986.571553251676,23.5385225447577,1123.9330681289066,35.87303067110444,2709.6563025648984,39.3035377406941,30.71518325305349,82.7925786351545,89.59022484086381,435.3539005136719,14357.321399999997,54.46917902125624,78.90166025325449,127.57707194979496
7.92,668.7629999999999,2544.1649500341123,6511.800545686885,28.443887838160077,3656.7194939480746,49.76626913804169,3810.7356328001256,60.70045236520145,37.091674165474096,165.64346841460736,147.4641919748979,1391.3001648454601,36010.248999999996,69.45726764280516,118.80551528864306,251.57078758149916
6.41,614.244,2377.287454929111,6225.511424680947,27.762678649961813,3275.138915977901,47.58599431145682,3725.979965129382,58.53318913549234,36.57706435723219,162.33854436949946,137.53297430622882,1225.534900048423,32285.793999999998,68.78147191715351,115.69943223715491,232.2242560961422
9.6,848.3340000000004,2862.1112562976696,8363.328399733147,28.904145582868434,5770.015192986763,51.838710604238614,4716.672265789521,84.50674547872296,48.97382022713539,254.87135532163518,190.13598200195145,1985.9853793033124,50429.884,76.31664935997044,136.6085242215873,331.91902746739646
8.46,733.7880000000001,2736.5762136302865,6989.493138851916,28.88996379025341,4415.175079316972,51.43745297854474,3994.784955636237,62.674004540602176,37.554341242065156,170.03257440735416,168.3734353935773,1678.54553732804,41050.27399999999,70.81711893956812,123.4112854361383,290.12683048946565
7.82,720.7830000000001,2678.7323052893557,6951.802388707047,28.458517592346503,4534.078908423103,50.1808917030178,3989.5351990037357,61.7162300106627,37.33221820732259,169.78308982363728,172.13900839010495,1690.087800094449,40042.269,71.22589421152014,123.69959322487685,296.38314798760183
7.92,518.0579999999999,2328.485043831946,5532.94728671379,26.494803745988076,3052.751063492891,45.0275842234513,3296.870383458111,42.539430620492325,25.57052973954584,97.4552256082092,151.65109977514666,1209.4335445196587,28206.18,62.42598066972487,102.28054132385104,246.03757209230736
7.0,593.5889999999999,2474.8078854262217,6574.506605820585,26.51166308567721,3786.214932891702,45.48542282083349,3884.1196457535393,58.6624989656838,36.44256914503116,164.22765978167658,161.70528775600363,1410.3136066723541,34561.774999999994,66.20827955757666,111.53025459712714,270.35673587055237
6.66,593.5889999999999,2474.8078854262217,6574.506605820585,26.51166308567721,3786.214932891702,45.48542282083349,3884.1196457535393,58.6624989656838,36.44256914503116,164.22765978167658,161.70528775600363,1410.3136066723541,34561.774999999994,66.20827955757666,111.53025459712714,270.35673587055237
7.44,524.8277999999999,2460.093180939183,6256.7553457102085,25.915577641248014,2714.339094416475,43.840096730504605,3764.2572484164343,62.91428004223864,40.62837602480082,164.85063395836005,125.14808111134744,1029.1806927993898,31701.7424,62.56580792365542,102.9417041952386,205.24682836943217
9.31,615.8628000000001,2752.4842558933856,6912.569503179391,26.709738835167403,3560.048427452327,46.64385403072951,4007.2446975115026,66.0991416479872,41.30496063865352,171.6216041363849,150.54501324959065,1369.4446423203522,38757.777400000006,64.51774330082581,109.70232301606016,252.14665399725098
9.88,654.8778000000001,2752.4842558933856,7477.44674180203,26.709738835167403,4006.7251764907173,46.64385403072951,4331.156498746647,76.44527825584176,46.537330673888626,214.0859856961732,158.95563241367492,1444.2449726351385,41781.7924,67.30211669017416,115.70496910297327,266.29450462350235
9.05,667.8828000000001,2798.2473262646413,7545.083422766828,26.837589613902626,3978.4659887121907,47.09492143628654,4349.280038800448,76.91389422747474,46.630912828304666,214.75654665156222,154.1673853020186,1453.2255587250033,42789.797399999996,67.46359373330417,116.43354284792677,261.669333436164
9.28,668.1888000000001,2816.446260840241,7578.4572531434,26.846836616044296,4622.416808181207,47.11641730649733,4369.68747414438,98.36270887971772,69.03779619004821,234.03283737351546,193.64440998355815,1685.1705229541794,42967.60140000001,67.48716417439292,116.48067960447348,317.2605203329924
9.28,551.1437999999998,2581.1386906111275,6485.174064478284,26.195381293794885,3335.3572350200084,44.81678534377495,3861.272028897744,87.7352154449711,66.30712220502913,174.30319039691003,157.49473110969808,1289.6630837923212,33895.55640000001,63.22928489047573,105.01339771010174,255.93031831326337
8.72,551.1437999999998,2581.1386906111275,6485.174064478284,26.195381293794885,3335.3572350200084,44.81678534377495,3861.272028897744,87.7352154449711,66.30712220502913,174.30319039691003,157.49473110969808,1289.6630837923212,33895.55640000001,63.22928489047573,105.01339771010174,255.93031831326337
8.59,577.4597999999999,2696.7564631304745,6750.524447805132,26.469331933337433,4324.797206435185,45.77263828708152,4012.6605387847835,107.04196884254202,80.22110932104738,183.70208399564677,228.05117570998667,1683.929838236593,36089.37040000001,64.29191330995288,107.44858964462959,349.5903096988002
9.06,542.3717999999999,2463.6330420148774,6308.731660522484,26.713221844050675,2827.1390147380266,45.409119902283955,3788.1434077507865,62.732360139299495,40.56110837773718,164.91334790722485,128.7333540446334,1071.3822397586594,32217.6434,63.306605735919675,104.78096272997306,211.43612675873882
7.8,542.3717999999999,2463.6330420148774,6308.731660522484,26.713221844050675,2827.1390147380266,45.409119902283955,3788.1434077507865,62.732360139299495,40.56110837773718,164.91334790722485,128.7333540446334,1071.3822397586594,32217.6434,63.306605735919675,104.78096272997306,211.43612675873882
9.2,590.4647999999999,2696.7564631304745,6869.010489216207,26.469331933337436,4559.937627702859,45.77263828708152,4053.676787936957,106.95324243260687,80.20809022046632,185.71756093606106,233.33017053666998,1747.4594856401577,37097.37539999999,64.60550454311881,108.63187478415348,361.2324254475325
8.97,602.8578000000001,2610.3857988661784,7082.992927247336,26.318649161100172,3465.656892241671,45.26368964291357,4170.266482776811,76.39075256128845,47.00723635069935,215.56483107929532,146.87856790648476,1238.0754692475111,37749.7724,66.1105816318643,111.68560554126928,239.9183590926497
9.53,563.8428,2610.3857988661784,6495.783993957025,26.318649161100172,2998.4774184521943,45.26368964291357,3835.1939476390567,64.6050021755245,40.99416209059752,167.5252963643779,135.8378095742703,1161.0154377060258,34725.7574,63.1227330969079,105.37734356881465,223.3181615842301
9.53,628.8678000000001,2658.5959713594066,7353.779409162563,26.450299516134145,4063.0266750370706,45.72837309964133,4311.9028594301535,76.04844587442685,46.695070878576416,217.3112454810386,167.88065131565986,1414.6892042217871,39765.782400000004,67.48652512614598,114.74512770754147,273.5162612784566
2.46,275.553,1669.9512762162585,3936.5563454189883,22.794799373923777,1483.0613669375,34.79120337915893,2770.1741608536377,68.9631451691091,63.02255631005914,75.12605964828091,121.26511938006665,605.437357421875,13681.029999999997,53.83820455161984,77.84834688996291,173.29964574997507
4.11,275.553,1669.9512762162585,3936.5563454189883,22.794799373923777,1483.0613669375,34.79120337915893,2770.1741608536377,68.9631451691091,63.02255631005914,75.12605964828091,121.26511938006665,605.437357421875,13681.029999999997,53.83820455161984,77.84834688996291,173.29964574997507
4.72,184.05899999999997,1447.0675632337625,3043.241115331153,19.768318297709683,1019.3342310000002,28.381988841693246,2187.0593057596316,91.07509722600032,78.75785856736772,74.00374386016615,103.78854413275127,446.4902790000001,9198.214,45.898266690101835,62.29586849864122,145.94462225769115
5.1,197.06400000000002,1532.326026852494,3290.9321531041173,20.000110085202813,1198.457274,29.117345292110677,2362.9782495927457,91.31509547751399,78.77422271920781,74.09043529560374,114.96471162556757,516.3649726875001,10206.219,46.759766695785025,64.30758238341727,162.96304945173685
3.27,197.06400000000002,1532.326026852494,3290.9321531041173,20.000110085202813,1198.457274,29.117345292110677,2362.9782495927457,91.31509547751399,78.77422271920781,74.09043529560374,114.96471162556757,516.3649726875001,10206.219,46.759766695785025,64.30758238341727,162.96304945173685
2.14,210.06900000000002,1613.0844902161202,3592.6577107539065,20.226650198353994,1426.2952910000004,29.83458233510233,2635.181326838365,91.67803911061961,78.80570298289634,75.68802660572487,129.59220518366521,601.6709747500001,11214.224,48.31090636938541,66.89334858190311,184.11928964110535
4.17,197.06399999999996,1532.326026852494,3205.83695250819,20.000110085202813,1069.09831325,29.117345292110677,2256.2238839775573,91.46879190383741,78.79058515766033,75.57958949849596,102.79625119488573,473.65562449999993,10206.219,46.24369100208818,63.638865931127334,147.19932243940082
3.64,300.441,1694.7940377899286,4230.372944513875,21.622075620274323,1577.4817566376955,33.183941835924195,2835.83885381368,73.57516001589406,64.04982164178594,109.93421695046595,108.33751970595091,613.3694396203613,15635.527,53.90666904354346,80.62640309476791,163.5118227335777
6.12,370.97399999999993,1956.828255354386,5652.032170721873,21.84120889357651,2682.665950360168,34.42233069113711,3676.0584014931546,82.66197112538774,66.12309375405329,173.34355982532009,147.0569408334065,926.0292705328521,22606.252,57.90751261259404,90.13886067618115,227.72181769614593
7.19,383.9789999999999,2020.691797617722,5789.161045364648,22.031660661953218,2868.9212916456295,35.03111982880364,3742.2701801315548,82.92632150093552,66.14630576440537,173.3805878115693,153.62407995137758,997.731950344391,23614.257,58.453790489045105,91.54072385556057,239.70645776185023
6.44,383.9789999999999,2020.691797617722,5789.161045364648,22.031660661953218,2868.9212916456295,35.03111982880364,3742.2701801315548,82.92632150093552,66.14630576440537,173.3805878115693,153.62407995137758,997.731950344391,23614.257,58.453790489045105,91.54072385556057,239.70645776185023
5.34,383.9789999999999,2020.691797617722,5741.214308741662,22.031660661953218,2729.5439594470977,35.03111982880364,3701.1507280425826,83.09553554768473,66.1695087015048,174.0221536941616,146.26901669919818,952.4990064070626,23614.257,58.12533743900402,91.07219240251108,228.2057074362125
7.46,396.98399999999987,2082.5978634786384,5872.448625483028,22.218875451713856,2915.3844350299228,35.62950831417688,3762.4367994602903,83.50037248783107,66.21204761243557,175.08288886514003,152.3309282069793,1024.0207795120582,24622.261999999995,58.662874888800545,92.45452539762452,239.77798627399474
4.48,396.98399999999987,2082.5978634786384,5872.448625483028,22.218875451713856,2915.3844350299228,35.62950831417688,3762.4367994602903,83.50037248783107,66.21204761243557,175.08288886514003,152.3309282069793,1024.0207795120582,24622.261999999995,58.662874888800545,92.45452539762452,239.77798627399474
