Activity,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS
8.0,68.07917299997499,726.9677232730112,38539.4268,619.0026000000001,1303.2108147501267,44.79418593790941,2561.2683379364935,7322.342744794522,243.83839999999995,247.9118616511923,3744.354908849396,439.73070707413405,338.51581983999995,206.38168295634296,13574.208500000002,26.185668387590873,69.71204251201577
8.11,69.30960624897119,859.7767797022084,39294.235,661.1130000000002,1601.118572771993,46.40569686676412,2575.4050380047615,7259.780058300045,261.28889999999996,301.21482180546195,4513.931980554596,517.424678439041,361.25084707999997,210.2004699045632,14122.263100000002,26.76992012730529,71.1238473795553
7.92,67.52942290783024,781.1675900893554,37377.454,612.5610000000001,1394.166947523137,43.425395057730924,2510.3862637789525,7136.190148192137,233.71119999999993,268.7571019480117,3989.978754332734,473.68183772905587,351.4167150099999,210.85433038283895,13242.880500000003,25.439040710344518,71.30593087055681
8.15,60.80658960330297,530.9691408158914,26363.810799999996,440.5067999999999,849.424560977104,39.62962857673537,2182.781837946296,5863.854551316469,186.48729999999998,187.56046123515668,2333.5438293020256,339.25558801932203,245.84982003000002,162.7768453352415,9914.1709,24.313891469394264,59.931643194833335
5.55,44.867260801608516,222.75514367316921,8101.306999999999,170.90099999999995,283.9510423750001,27.590390168498885,1318.2581580643791,2784.572969298883,83.9113,96.99224083297173,634.51852475,165.01789338712737,124.93721341999998,64.57136466536652,3756.2577000000006,19.513477942059566,66.69901347796775
6.07,45.89053391180466,262.28831124236524,9109.312,183.90599999999995,339.0041039375001,28.34628963197829,1411.319627621447,3020.421197858835,90.4138,110.30204965320146,774.8945950000001,191.33662181293448,131.46413805999998,65.69307603380621,4260.2602,19.751254602611326,67.02635098434203
6.37,53.51751404340992,492.12455270232607,19189.361999999997,313.9559999999999,690.0606841872101,32.514722410009895,1875.08245454621,5037.869539088423,129.42879999999997,177.94569187204294,1848.1658432351685,330.62922011513666,237.61801106000004,151.23736019322632,7284.275199999997,21.070702411277548,79.89135147578962
6.7,48.27651832589877,375.91092316112685,11825.761999999999,225.41999999999996,495.64730487500003,29.80062328878374,1581.0945991059612,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,268.13718967640284,148.16205853999998,72.9021049021589,5268.265199999999,20.210351997433982,68.05736267898266
2.7,50.8416677914314,211.4240758782761,9560.108,223.38,268.09988684375,32.237751982109415,1292.47117710901,3054.0234077924156,107.4246,84.05630868818044,654.6577929375,152.49627499743224,79.09121726999999,61.33693720619342,3927.475500000001,22.052551960385305,26.980444358077946
2.87,51.6441609207177,250.05974984728348,10568.113,236.385,322.0510172500001,32.88700593106645,1387.2635883867922,3270.4979080361754,113.9271,98.02277348716156,792.513849125,179.00551269417275,85.61814190999999,62.51670952531182,4431.478,22.239416663542077,27.779807506558143
4.96,49.050505516529704,428.44481789443364,12833.766999999998,238.42499999999995,569.4400800000001,30.50179756424201,1659.481440489254,3710.545956333448,109.92129999999999,166.138285959921,1399.5618880000002,304.81551060752173,156.34935581999997,75.39910408071142,5772.2676999999985,20.432279872959747,68.55106704106494
2.74,48.27651832589877,375.91092316112685,11825.761999999999,225.41999999999996,495.64730487500003,29.80062328878374,1581.0945991059612,3499.148492708619,103.41879999999999,148.20648542226868,1206.5652112500002,268.13718967640284,148.16205853999998,72.9021049021589,5268.265199999999,20.210351997433982,68.05736267898266
2.96,52.58890661196682,310.30269407516727,12584.123,262.395,420.89076131249993,34.1485017476609,1559.6593550119526,3638.1783582627586,126.93209999999999,121.36000803108925,1033.3052710625002,219.5437638931178,102.28285374999999,67.3252764329194,5439.482999999999,22.604004990912365,30.183247677702344
2.98,52.85268849591541,332.832286201804,13592.127999999999,275.4,465.0185349472658,34.76208678805114,1639.071634701348,3775.23719076782,133.4346,130.66199752293383,1136.103819761719,234.27530129197027,110.76026830999999,69.3760171738867,5943.485499999999,22.781969850914958,31.351156246550524
3.26,57.92729620347919,482.1569669461345,20648.162999999997,366.4349999999999,670.9877739055405,36.54107547144719,1857.0437215373527,5191.660798518043,152.94209999999995,169.16327509368492,1860.1639068105317,323.5304200703904,191.77201491,149.88494870834913,7455.492999999998,23.29984333283908,51.59277099995083
3.35,48.08112403824545,318.6058564011808,10421.289999999999,214.76099999999997,381.0150227421876,29.780768152450328,1396.017814949286,3266.7799663136175,99.5015,121.04081199349312,964.8382893906253,231.65549238833066,84.28270183,61.77424734199726,4410.7978,20.387858001464778,26.995201522263994
3.38,50.023166515181856,407.37799897858184,13445.305,253.77599999999995,536.2325658671874,31.83931014485081,1646.4875643850244,3818.525126209791,119.00899999999999,153.37281275576655,1351.1966441406255,288.82190443966397,107.47433830999998,67.77818955287671,5922.805299999999,21.028939669036234,30.196439655062452
3.89,50.3144667804951,426.7504136739306,14453.31,266.78099999999995,580.5732225625002,32.49652561044026,1721.9000608864555,3949.330097563446,125.51149999999998,161.28230624319806,1454.64867925,300.313605114971,115.95175286999998,69.81562784368623,6426.807799999999,21.234175598623825,31.363856992785948
3.22,53.358687733155605,454.818573303691,17784.89,303.2969999999999,579.6673465333254,32.49652561044026,1721.9000608864558,4879.338138227151,125.51149999999998,157.82616760210936,1618.8048157693486,312.2386810619441,173.73865435,146.19876830438946,6426.807799999998,21.23417559862383,49.795223978181035
3.72,54.0887817107883,477.3925927247277,18792.894999999997,316.3019999999999,631.962145426941,33.1407103575044,1794.1455737166452,5017.672593771239,132.01399999999998,166.5949013168648,1751.5948545962522,323.8398506140436,180.26557899,146.72356411020505,6930.810299999997,21.435519057835872,50.232834464912486
4.28,54.95205915376767,513.8852313145782,20808.905,342.3119999999999,728.4108767431335,34.39290181854389,1930.5427681612057,5264.714945592544,145.01899999999995,181.73092041830697,1985.1049298107296,342.3764105329148,196.93029083000002,148.8351611619915,7938.815299999997,21.82723356024138,51.60085652052105
4.77,49.47148394581421,411.946729436374,13349.667999999998,255.96899999999994,572.0425914931641,31.187211496060364,1734.329026261897,3643.93282726109,116.42379999999999,160.99562615912632,1392.3549854101564,290.2075674633797,165.16234509999995,74.67762571607261,6276.270199999998,20.649488719071464,69.14547188958034
2.96,37.50220281618735,164.5088636724865,7684.635,130.81499999999997,233.2437556875,24.043104549537688,1383.8965622132057,2727.3364921229463,69.33859999999999,82.667864670593,462.90594600000003,119.06929571762963,121.24517936999999,59.32319258469782,3884.8801000000003,17.389834514517673,66.31741695436637
3.19,48.27651832589877,363.75611121682203,11825.761999999999,225.41999999999996,488.4844119375001,29.80062328878374,1581.0945991059612,3499.148492708619,103.41879999999999,145.66501969171293,1178.0660585000003,257.21956100787224,148.16205854,72.90125023098373,5268.265199999999,20.210351997433982,68.05736267898264
3.48,53.55611267954138,360.4035864030962,13284.562999999998,277.89899999999994,475.35818271875,34.1485017476609,1559.6593550119526,3717.1565111007903,126.93209999999999,136.64135706597216,1215.7508955625,254.4351433857517,102.31606238999998,70.05337700820817,5439.482999999999,22.604004990912365,30.18262072192864
5.31,54.436233474934134,412.18613063213184,15300.572999999999,303.9089999999999,574.9023368671877,35.3650276984198,1714.8102937901906,4044.4329303477766,139.9371,155.98150446186267,1459.351733640625,287.5026955992919,118.98077422999998,74.66000507740327,6447.4879999999985,22.957196920035898,32.40835276461758
5.62,54.8541518148425,413.59051181184145,14685.443000000001,308.9069999999999,577.0694148750001,35.96956836577275,1657.0395026318927,3886.413553870265,142.6762,156.55558951435958,1464.6196832500002,288.4457333251809,115.24238862999997,71.99693381047052,6186.8454999999985,23.278009029568086,31.565339535686544
4.32,54.46917902125624,338.35839195601795,14357.321399999997,283.6997999999999,435.3539005136719,35.87303067110444,1640.3029016685364,3986.571553251676,137.05929999999998,127.57707194979496,1123.9330681289066,241.35562808896825,120.21919043,82.7925786351545,5770.810999999999,23.5385225447577,39.3035377406941
7.92,69.45726764280516,677.9362269770118,36010.248999999996,668.7629999999999,1391.3001648454601,49.76626913804169,2544.1649500341123,6511.800545686885,287.6951999999999,251.57078758149916,3656.7194939480746,404.2118826638489,313.72852255,165.64346841460736,14125.660800000001,28.443887838160077,60.70045236520145
6.41,68.78147191715351,633.5067930159504,32285.793999999998,614.244,1225.534900048423,47.58599431145682,2377.287454929111,6225.511424680947,258.94609999999994,232.2242560961422,3275.138915977901,380.85042181486386,281.6777791,162.33854436949946,12370.2933,27.762678649961813,58.53318913549234
9.6,76.31664935997044,985.1636484878428,50429.884,848.3340000000004,1985.9853793033124,51.838710604238614,2862.1112562976696,8363.328399733147,323.9710999999999,331.91902746739646,5770.015192986763,576.2307581331216,479.22713645999977,254.87135532163518,17410.318300000006,28.904145582868434,84.50674547872296
8.46,70.81711893956812,783.038400364614,41050.27399999999,733.7880000000001,1678.54553732804,51.43745297854474,2736.5762136302865,6989.493138851916,313.70519999999993,290.12683048946565,4415.175079316972,461.94984200654704,344.73435471,170.03257440735416,16141.670800000004,28.88996379025341,62.674004540602176
7.82,71.22589421152014,810.0901971454301,40042.269,720.7830000000001,1690.087800094449,50.1808917030178,2678.7323052893557,6951.802388707047,297.96109999999993,296.38314798760183,4534.078908423103,476.60073483262187,329.3815317399999,169.78308982363728,15394.308300000002,28.458517592346503,61.7162300106627
7.92,62.42598066972487,646.5352962399834,28206.18,518.0579999999999,1209.4335445196587,45.0275842234513,2328.485043831946,5532.94728671379,238.01799999999994,246.03757209230736,3052.751063492891,408.0273866243868,214.16926478,97.4552256082092,11845.6106,26.494803745988076,42.539430620492325
7.0,66.20827955757666,742.1029138688937,34561.774999999994,593.5889999999999,1410.3136066723541,45.48542282083349,2474.8078854262217,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,450.2820381972007,288.27239433000005,164.22765978167658,13114.258100000001,26.51166308567721,58.6624989656838
6.66,66.20827955757666,742.1029138688937,34561.774999999994,593.5889999999999,1410.3136066723541,45.48542282083349,2474.8078854262217,6574.506605820585,248.28389999999993,270.35673587055237,3786.214932891702,450.2820381972007,288.27239433000005,164.22765978167658,13114.258100000001,26.51166308567721,58.6624989656838
7.44,62.56580792365542,564.2435538576684,31701.7424,524.8277999999999,1029.1806927993898,43.840096730504605,2460.093180939183,6256.7553457102085,230.83339999999993,205.24682836943217,2714.339094416475,353.8220334576642,290.42843264,164.85063395836005,12566.2035,25.915577641248014,62.91428004223864
9.31,64.51774330082581,680.2309606612748,38757.777400000006,615.8628000000001,1369.4446423203522,46.64385403072951,2752.4842558933856,6912.569503179391,269.8483999999999,252.14665399725098,3560.048427452327,415.4648590908741,340.04946655999987,171.6216041363849,15590.218500000003,26.709738835167403,66.0991416479872
9.88,67.30211669017416,763.0157215678995,41781.7924,654.8778000000001,1444.2449726351385,46.64385403072951,2752.4842558933856,7477.44674180203,269.8483999999999,266.29450462350235,4006.7251764907173,464.2773343192603,396.2921883599999,214.0859856961732,15590.218500000003,26.709738835167403,76.44527825584176
9.05,67.46359373330417,737.2972031806104,42789.797399999996,667.8828000000001,1453.2255587250033,47.09492143628654,2798.2473262646413,7545.083422766828,276.3508999999999,261.669333436164,3978.4659887121907,441.9833973222395,404.76960291999995,214.75654665156222,16094.221000000003,26.837589613902626,76.91389422747474
9.28,67.48716417439292,890.8234423128991,42967.60140000001,668.1888000000001,1685.1705229541794,47.11641730649733,2816.446260840241,7578.4572531434,276.5048,317.2605203329924,4622.416808181207,551.1272916514496,460.06103112999983,234.03283737351546,16187.043400000006,26.846836616044296,98.36270887971772
9.28,63.22928489047573,683.413490783428,33895.55640000001,551.1437999999998,1289.6630837923212,44.81678534377495,2581.1386906111275,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,427.37750906664076,358.0499013299999,174.30319039691003,13667.030900000003,26.195381293794885,87.7352154449711
8.72,63.22928489047573,683.413490783428,33895.55640000001,551.1437999999998,1289.6630837923212,44.81678534377495,2581.1386906111275,6485.174064478284,243.99229999999997,255.93031831326337,3335.3572350200084,427.37750906664076,358.0499013299999,174.30319039691003,13667.030900000003,26.195381293794885,87.7352154449711
8.59,64.29191330995288,935.4978412729282,36089.37040000001,577.4597999999999,1683.929838236593,45.77263828708152,2696.7564631304745,6750.524447805132,257.15119999999996,349.5903096988002,4324.797206435185,630.0451460416338,426.9015129399999,183.70208399564677,14767.858300000004,26.469331933337433,107.04196884254202
9.06,63.306605735919675,581.8011602008021,32217.6434,542.3717999999999,1071.3822397586594,45.409119902283955,2463.6330420148774,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,363.51825320764794,291.33484724,164.91334790722485,12698.2236,26.713221844050675,62.732360139299495
7.8,63.306605735919675,581.8011602008021,32217.6434,542.3717999999999,1071.3822397586594,45.409119902283955,2463.6330420148774,6308.731660522484,242.66699999999992,211.43612675873882,2827.1390147380266,363.51825320764794,291.33484724,164.91334790722485,12698.2236,26.713221844050675,62.732360139299495
9.2,64.60550454311881,969.6630738533865,37097.37539999999,590.4647999999999,1747.4594856401577,45.77263828708152,2696.7564631304745,6869.010489216207,257.1511999999999,361.2324254475325,4559.937627702859,644.474101429146,425.82529365999983,185.71756093606106,14767.858300000004,26.469331933337436,106.95324243260687
8.97,66.1105816318643,702.6403923322246,37749.7724,602.8578000000001,1238.0754692475111,45.26368964291357,2610.3857988661784,7082.992927247336,250.34089999999995,239.9183590926497,3465.656892241671,443.3217524415548,378.3049423199999,215.56483107929532,14078.211000000001,26.318649161100172,76.39075256128845
9.53,63.1227330969079,601.6500701784282,34725.7574,563.8428,1161.0154377060258,45.26368964291357,2610.3857988661784,6495.783993957025,250.34089999999992,223.3181615842301,2998.4774184521943,376.61760305395956,315.8606763199999,167.5252963643779,14078.211000000001,26.318649161100172,64.6050021755245
9.53,67.48652512614598,827.3884960185559,39765.782400000004,628.8678000000001,1414.6892042217871,45.72837309964133,2658.5959713594066,7353.779409162563,256.8433999999999,273.5162612784566,4063.0266750370706,524.7356782362734,381.8239169999999,217.3112454810386,14582.213500000002,26.450299516134145,76.04844587442685
2.46,53.83820455161984,452.4384270034024,13681.029999999997,275.553,605.437357421875,34.79120337915893,1669.9512762162585,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,331.28582532267495,162.00832547,75.12605964828091,6036.307899999998,22.794799373923777,68.9631451691091
4.11,53.83820455161984,452.4384270034024,13681.029999999997,275.553,605.437357421875,34.79120337915893,1669.9512762162585,3936.5563454189883,133.58849999999998,173.29964574997507,1483.0613669375,331.28582532267495,162.00832547,75.12605964828091,6036.307899999998,22.794799373923777,68.9631451691091
4.72,45.898266690101835,348.42201199555603,9198.214,184.05899999999997,446.4902790000001,28.381988841693246,1447.0675632337625,3043.241115331153,90.5677,145.94462225769115,1019.3342310000002,255.7308911309613,185.00716542,74.00374386016615,4353.0826,19.768318297709683,91.07509722600032
5.1,46.759766695785025,398.09197780069553,10206.219,197.06400000000002,516.3649726875001,29.117345292110677,1532.326026852494,3290.9321531041173,97.0702,162.96304945173685,1198.457274,290.0680606530752,191.53409006,74.09043529560374,4857.085099999999,20.000110085202813,91.31509547751399
3.27,46.759766695785025,398.09197780069553,10206.219,197.06400000000002,516.3649726875001,29.117345292110677,1532.326026852494,3290.9321531041173,97.0702,162.96304945173685,1198.457274,290.0680606530752,191.53409006,74.09043529560374,4857.085099999999,20.000110085202813,91.31509547751399
2.14,48.31090636938541,470.1352861739464,11214.224,210.06900000000002,601.6709747500001,29.83458233510233,1613.0844902161202,3592.6577107539065,103.5727,184.11928964110535,1426.2952910000004,347.4576026349801,199.37690705999998,75.68802660572487,5361.087599999999,20.226650198353994,91.67803911061961
4.17,46.24369100208818,346.64477234444814,10206.219,197.06399999999996,473.65562449999993,29.117345292110677,1532.326026852494,3205.83695250819,97.0702,147.19932243940082,1069.09831325,249.63984547522483,193.48457998,75.57958949849596,4857.085099999999,20.000110085202813,91.46879190383741
3.64,53.90666904354346,432.36849416876026,15635.527,300.441,613.3694396203613,33.183941835924195,1694.7940377899286,4230.372944513875,128.40449999999998,163.5118227335777,1577.4817566376955,292.62353973135026,193.92165887,109.93421695046595,6258.987699999998,21.622075620274323,73.57516001589406
6.12,57.90751261259404,694.2057097702489,22606.252,370.97399999999993,926.0292705328521,34.42233069113711,1956.828255354386,5652.032170721873,145.17289999999997,227.72181769614593,2682.665950360168,466.5725267080365,265.81102523000004,173.34355982532009,8031.637699999997,21.84120889357651,82.66197112538774
7.19,58.453790489045105,723.1965829054778,23614.257,383.9789999999999,997.731950344391,35.03111982880364,2020.691797617722,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,480.2669994614236,272.3379498700001,173.3805878115693,8535.640199999996,22.031660661953218,82.92632150093552
6.44,58.453790489045105,723.1965829054778,23614.257,383.9789999999999,997.731950344391,35.03111982880364,2020.691797617722,5789.161045364648,151.67539999999997,239.70645776185023,2868.9212916456295,480.2669994614236,272.3379498700001,173.3805878115693,8535.640199999996,22.031660661953218,82.92632150093552
5.34,58.12533743900402,692.039435591315,23614.257,383.9789999999999,952.4990064070626,35.03111982880364,2020.691797617722,5741.214308741662,151.67539999999997,228.2057074362125,2729.5439594470977,463.7121551914064,274.28843979000004,174.0221536941616,8535.640199999996,22.031660661953218,83.09553554768473
7.46,58.662874888800545,720.3377479039287,24622.261999999995,396.98399999999987,1024.0207795120582,35.62950831417688,2082.5978634786384,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,476.549181265604,282.47573707000004,175.08288886514003,9039.642699999997,22.218875451713856,83.50037248783107
4.48,58.662874888800545,720.3377479039287,24622.261999999995,396.98399999999987,1024.0207795120582,35.62950831417688,2082.5978634786384,5872.448625483028,158.17789999999997,239.77798627399474,2915.3844350299228,476.549181265604,282.47573707000004,175.08288886514003,9039.642699999997,22.218875451713856,83.50037248783107
